date_,adj close_maxhealth.ns,close_maxhealth.ns,high_maxhealth.ns,low_maxhealth.ns,open_maxhealth.ns,volume_maxhealth.ns
2024-07-26,945.7702026367188,948.5,963.6500244140625,928.0,929.4500122070312,909751
2024-07-29,931.4115600585938,934.0999755859375,960.9500122070312,928.4000244140625,958.9500122070312,1100907
2024-07-30,915.4078369140625,918.0499877929688,939.0,916.0,934.2000122070312,988389
2024-07-31,919.5957641601562,922.25,927.9500122070312,915.25,924.0,813478
2024-08-01,921.3406982421875,924.0,934.9500122070312,909.4500122070312,934.9500122070312,701804
2024-08-02,913.662841796875,916.2999877929688,921.0,903.5499877929688,920.0,813314
2024-08-05,863.2583618164062,865.75,908.5999755859375,861.0,905.0,1300858
2024-08-06,861.0147705078125,863.5,879.5499877929688,856.0999755859375,867.4500122070312,1719713
2024-08-07,852.140380859375,854.5999755859375,873.5499877929688,845.9000244140625,870.0,2338430
2024-08-08,872.4318237304688,874.9500122070312,885.7000122070312,851.1500244140625,855.0,1490179
2024-08-09,880.6581420898438,883.2000122070312,894.7000122070312,879.3499755859375,887.8499755859375,304440
2024-08-12,868.1442260742188,870.6500244140625,882.7000122070312,861.2000122070312,879.9500122070312,630879
2024-08-13,865.801025390625,868.2999877929688,872.0,860.5,865.5,883102
2024-08-14,867.49609375,870.0,877.9500122070312,852.2999877929688,863.0499877929688,1889274
2024-08-16,882.6025390625,885.1500244140625,892.0,869.9500122070312,870.5,785855
2024-08-19,872.0330200195312,874.5499877929688,888.5,866.2000122070312,886.0,390349
2024-08-20,875.0243530273438,877.5499877929688,884.3499755859375,871.0499877929688,881.9500122070312,425103
2024-08-21,865.0032958984375,867.5,881.2999877929688,864.75,880.0,647192
2024-08-22,865.850830078125,868.3499755859375,881.0,865.5499877929688,872.0999755859375,589973
2024-08-23,851.9668579101562,852.9500122070312,873.0499877929688,849.0999755859375,868.0999755859375,915786
2024-08-26,859.8577270507812,860.8499755859375,863.7999877929688,836.5999755859375,853.8499755859375,1606807
2024-08-27,853.3153076171875,854.2999877929688,868.2999877929688,850.25,868.2999877929688,808632
2024-08-28,864.8020629882812,865.7999877929688,868.75,850.2000122070312,854.9500122070312,2209821
2024-08-29,865.5511474609375,866.5499877929688,870.9500122070312,859.5999755859375,865.7999877929688,747326
2024-08-30,861.4559326171875,862.4500122070312,876.8499755859375,858.3499755859375,870.4000244140625,2575591
2024-09-02,880.9334716796875,881.9500122070312,884.0,863.2000122070312,869.9500122070312,1664452
2024-09-03,870.7951049804688,871.7999877929688,892.0,865.0,884.9500122070312,1429045
2024-09-04,880.1343994140625,881.1500244140625,885.0,860.25,870.0,1517929
2024-09-05,884.4793701171875,885.5,913.25,867.5499877929688,881.1500244140625,2118993
2024-09-06,897.5142822265625,898.5499877929688,903.3499755859375,881.0499877929688,884.9500122070312,1762540
2024-09-09,881.3829345703125,882.4000244140625,909.2000122070312,873.5,907.0,1456256
2024-09-10,877.7371215820312,878.75,906.7999877929688,875.75,889.4000244140625,1200151
2024-09-11,875.9891357421875,877.0,902.0,874.2999877929688,886.9500122070312,1174280
2024-09-12,912.7467041015625,913.7999877929688,923.7999877929688,884.4500122070312,889.4500122070312,3313064
2024-09-13,906.9534301757812,908.0,926.0999755859375,896.0499877929688,915.0,1781839
2024-09-16,929.9268798828125,931.0,936.9500122070312,915.0,923.9000244140625,1607286
2024-09-17,963.5880737304688,964.7000122070312,977.0,926.0999755859375,935.0,3214818
2024-09-18,961.840087890625,962.9500122070312,975.0499877929688,941.2999877929688,964.7000122070312,1194052
2024-09-19,983.7147827148438,984.8499755859375,999.0,942.0499877929688,955.0,2078476
2024-09-20,1066.718994140625,1067.949951171875,1090.0,973.25,981.0,9930210
2024-09-23,1052.98486328125,1054.199951171875,1067.25,1028.0,1062.0999755859375,2106105
2024-09-24,1029.21240234375,1030.4000244140625,1118.0,1021.0499877929688,1070.5,5117353
2024-09-25,988.7090454101562,989.8499755859375,1023.4000244140625,972.5,1023.4000244140625,4808811
2024-09-26,996.2003784179688,997.3499755859375,999.0,975.0999755859375,990.0,3734695
2024-09-27,993.6033935546875,994.75,999.75,976.5999755859375,995.9500122070312,3754632
2024-09-30,984.61376953125,985.75,996.5,953.0,953.7000122070312,2911879
2024-10-01,969.0817260742188,970.2000122070312,988.7000122070312,965.3499755859375,986.5,1331140
2024-10-03,941.0640869140625,942.1500244140625,963.9500122070312,923.0,963.9500122070312,4576130
2024-10-04,925.2822265625,926.3499755859375,938.8499755859375,907.75,928.3499755859375,4535448
2024-10-07,915.34375,916.4000244140625,944.9500122070312,912.0,930.2999877929688,1939023
2024-10-08,954.7482299804688,955.8499755859375,963.9000244140625,913.0,916.0,5189872
2024-10-09,961.1907958984375,962.2999877929688,978.2999877929688,957.0,969.0999755859375,2113304
2024-10-10,951.2522583007812,952.3499755859375,968.25,942.5999755859375,965.7999877929688,861912
2024-10-11,938.7167358398438,939.7999877929688,956.6500244140625,936.0,954.9500122070312,511823
2024-10-14,946.1581420898438,947.25,952.0,937.7000122070312,944.4000244140625,390147
2024-10-15,967.8831176757812,969.0,978.0,945.1500244140625,947.25,1248161
2024-10-16,963.088623046875,964.2000122070312,982.0,956.2999877929688,979.0,980164
2024-10-17,936.169677734375,937.25,964.2000122070312,931.5,961.4000244140625,913329
2024-10-18,936.3195190429688,937.4000244140625,942.5,924.7999877929688,942.5,1130741
2024-10-21,950.3533325195312,951.4500122070312,957.2999877929688,939.6500244140625,940.0999755859375,1750064
2024-10-22,922.1359252929688,923.2000122070312,958.0,913.0,958.0,2961005
2024-10-23,913.1463012695312,914.2000122070312,924.9500122070312,892.2000122070312,899.0499877929688,2094338
2024-10-24,905.1055908203125,906.1500244140625,912.7999877929688,888.9000244140625,903.0,2265093
2024-10-25,936.9188232421875,938.0,943.0,902.4500122070312,903.2000122070312,1472612
2024-10-28,966.88427734375,968.0,973.5,937.9500122070312,938.0,1766407
2024-10-29,993.3536987304688,994.5,999.0,965.2999877929688,968.0,1829755
2024-10-30,991.2061767578125,992.3499755859375,997.1500244140625,975.2999877929688,975.2999877929688,1435812
2024-10-31,1016.4270629882812,1017.5999755859375,1023.9500122070312,992.3499755859375,993.7999877929688,1763920
2024-11-01,1006.388671875,1007.5499877929688,1025.0,1000.1500244140625,1025.0,85775
2024-11-04,1035.4051513671875,1036.5999755859375,1049.800048828125,1010.75,1028.0,4668492
2024-11-05,1043.3958740234375,1044.5999755859375,1050.0,1013.1500244140625,1030.0,1983513
2024-11-06,1078.6552734375,1079.9000244140625,1092.949951171875,1033.949951171875,1043.0,1851836
2024-11-07,1077.506591796875,1078.75,1109.0,1067.6500244140625,1090.5,1932495
2024-11-08,1078.0059814453125,1079.25,1097.0,1067.0999755859375,1087.25,795545
2024-11-11,1023.8185424804688,1025.0,1080.0,1020.4000244140625,1070.1500244140625,2272381
2024-11-12,1029.511962890625,1030.699951171875,1064.800048828125,1029.050048828125,1030.0,2388597
2024-11-13,1000.7451782226562,1001.9000244140625,1036.300048828125,992.9000244140625,1014.2000122070312,2268100
2024-11-14,1005.0901489257812,1006.25,1025.4000244140625,996.2999877929688,1010.4000244140625,1048104
2024-11-18,998.697509765625,999.8499755859375,1058.8499755859375,987.0499877929688,1055.0999755859375,2909039
2024-11-19,996.64990234375,997.7999877929688,1009.0,994.0999755859375,1009.0,742789
2024-11-21,989.0087280273438,990.1500244140625,1001.5499877929688,977.0,983.0,1049531
2024-11-22,998.7974243164062,999.9500122070312,1007.0,936.25,941.9500122070312,1895207
2024-11-25,970.6299438476562,971.75,1014.9500122070312,964.0499877929688,1014.9500122070312,4346421
2024-11-26,984.61376953125,985.75,1012.0,975.0499877929688,976.0,986550
2024-11-27,1004.9902954101562,1006.1500244140625,1018.8499755859375,970.1500244140625,995.9500122070312,2231913
2024-11-28,975.7239990234375,976.8499755859375,1014.9500122070312,973.5,1014.9500122070312,1957971
2024-11-29,978.6207275390625,979.75,984.1500244140625,970.0999755859375,982.0,2495600
2024-12-02,1018.0252685546875,1019.2000122070312,1022.9000244140625,970.1500244140625,974.9500122070312,1671142
2024-12-03,1033.15771484375,1034.3499755859375,1048.449951171875,1024.050048828125,1027.9000244140625,2589669
2024-12-04,1063.0233154296875,1064.25,1067.0,1027.0,1038.0,2239101
2024-12-05,1095.6357421875,1096.9000244140625,1106.0,1065.449951171875,1074.5999755859375,3906338
2024-12-06,1094.8865966796875,1096.1500244140625,1101.800048828125,1082.0,1098.550048828125,1100362
2024-12-09,1115.6624755859375,1116.949951171875,1122.449951171875,1062.050048828125,1062.050048828125,1499766
2024-12-10,1115.8623046875,1117.1500244140625,1129.449951171875,1110.800048828125,1117.0,2260671
2024-12-11,1130.8948974609375,1132.199951171875,1137.0,1096.300048828125,1110.050048828125,4400116
2024-12-12,1166.35400390625,1167.699951171875,1171.0,1126.199951171875,1132.0,3466683
2024-12-13,1178.68994140625,1180.050048828125,1194.5999755859375,1161.800048828125,1172.0999755859375,2793424
2024-12-16,1183.4344482421875,1184.800048828125,1188.0999755859375,1170.050048828125,1180.050048828125,1482018
2024-12-17,1207.3568115234375,1208.75,1215.550048828125,1170.9000244140625,1175.1500244140625,2408104
2024-12-18,1191.924560546875,1193.300048828125,1204.949951171875,1180.8499755859375,1193.050048828125,2550592
2024-12-19,1179.3389892578125,1180.699951171875,1202.0,1153.0999755859375,1170.0,2910694
2024-12-20,1163.85693359375,1165.199951171875,1200.0,1159.75,1180.699951171875,3690684
2024-12-23,1139.78466796875,1141.0999755859375,1187.800048828125,1136.550048828125,1173.699951171875,1120494
2024-12-24,1137.7371826171875,1139.050048828125,1151.9000244140625,1133.3499755859375,1151.449951171875,750823
2024-12-26,1154.3677978515625,1155.699951171875,1167.949951171875,1130.3499755859375,1148.6500244140625,681936
2024-12-27,1125.1016845703125,1126.4000244140625,1164.6500244140625,1120.5,1163.5,767182
2024-12-30,1160.760498046875,1162.0999755859375,1208.0,1100.0999755859375,1105.0,2095498
2024-12-31,1126.8497314453125,1128.1500244140625,1155.0999755859375,1125.949951171875,1143.699951171875,1024195
2025-01-01,1138.286376953125,1139.5999755859375,1146.0,1125.300048828125,1128.1500244140625,288372
2025-01-02,1158.013671875,1159.3499755859375,1164.949951171875,1136.0999755859375,1146.0,549223
2025-01-03,1176.9918212890625,1178.3499755859375,1188.3499755859375,1154.9000244140625,1160.0,2301740
2025-01-06,1151.8707275390625,1153.199951171875,1186.199951171875,1145.0,1181.9000244140625,1250365
2025-01-07,1196.96875,1198.3499755859375,1204.949951171875,1155.6500244140625,1170.0,1976892
2025-01-08,1201.8131103515625,1203.199951171875,1227.949951171875,1190.050048828125,1220.0999755859375,2659177
2025-01-09,1207.2069091796875,1208.5999755859375,1224.449951171875,1185.4000244140625,1206.949951171875,1851938
2025-01-10,1148.5745849609375,1149.9000244140625,1212.0999755859375,1144.3499755859375,1208.0,1033126
2025-01-13,1081.2022705078125,1082.449951171875,1127.449951171875,1069.25,1122.300048828125,2265175
2025-01-14,1083.6495361328125,1084.9000244140625,1107.0,1067.5,1102.4000244140625,1739436
2025-01-15,1037.8524169921875,1039.050048828125,1085.050048828125,1035.5,1084.9000244140625,4749303
2025-01-16,1048.73974609375,1049.949951171875,1060.5999755859375,1038.25,1053.3499755859375,1656965
2025-01-17,1025.4666748046875,1026.6500244140625,1056.449951171875,1008.7000122070312,1051.25,2750545
2025-01-20,1063.672607421875,1064.9000244140625,1066.75,1015.75,1026.6500244140625,2656505
2025-01-21,1076.9571533203125,1078.199951171875,1088.0,1061.6500244140625,1068.0,2450803
2025-01-22,1065.1708984375,1066.4000244140625,1082.75,1048.550048828125,1073.0,1569733
2025-01-23,1081.601806640625,1082.8499755859375,1088.0,1059.0,1065.0,1467332
2025-01-24,1054.5330810546875,1055.75,1087.0,1051.949951171875,1080.0,756024
2025-01-27,1028.7628173828125,1029.949951171875,1042.949951171875,1015.9000244140625,1040.3499755859375,702909
2025-01-28,1020.472412109375,1021.6500244140625,1043.800048828125,982.0,1015.0,2125229
2025-01-29,1023.8185424804688,1025.0,1032.4000244140625,1000.0,1011.0,1074681
2025-01-30,1042.6468505859375,1043.8499755859375,1058.4000244140625,998.0,1040.0999755859375,3974586
2025-01-31,1060.0267333984375,1061.25,1069.0,1029.75,1046.0,2955047
2025-02-01,1106.9725341796875,1108.25,1117.75,1067.25,1073.449951171875,1484218
2025-02-03,1143.68017578125,1145.0,1150.0,1090.550048828125,1125.0,2635417
2025-02-04,1172.946533203125,1174.300048828125,1184.0,1145.0,1150.199951171875,2429222
2025-02-05,1168.3516845703125,1169.699951171875,1200.949951171875,1164.25,1180.0,1565195
2025-02-06,1124.452392578125,1125.75,1187.949951171875,1121.0,1185.0,1003312
2025-02-07,1141.8822021484375,1143.199951171875,1147.050048828125,1110.5999755859375,1133.0,1906494
2025-02-10,1070.614501953125,1071.8499755859375,1140.0,1065.0,1140.0,3230751
2025-02-11,1018.7743530273438,1019.9500122070312,1078.0,1017.0,1077.1500244140625,7134442
2025-02-12,1003.641845703125,1004.7999877929688,1019.0,989.5,995.0999755859375,7802242
2025-02-13,1000.4954833984375,1001.6500244140625,1011.9000244140625,995.5499877929688,1004.6500244140625,2877673
2025-02-14,1002.4931640625,1003.6500244140625,1010.0,982.4000244140625,1004.0,3192821
2025-02-17,1013.4805297851562,1014.6500244140625,1022.0,978.5999755859375,986.7999877929688,2499429
2025-02-18,1037.0032958984375,1038.199951171875,1047.0,1005.0,1045.949951171875,3381321
2025-02-19,1018.3248901367188,1019.5,1044.800048828125,1015.9000244140625,1039.449951171875,1751070
2025-02-20,1030.66064453125,1031.8499755859375,1039.1500244140625,1011.7999877929688,1023.7000122070312,1900045
2025-02-21,1009.0855712890625,1010.25,1039.0999755859375,1005.0,1031.9000244140625,926535
2025-02-24,986.811279296875,987.9500122070312,1004.9500122070312,980.75,1000.0,1840297
2025-02-25,1021.7210083007812,1022.9000244140625,1028.0,986.0,994.4000244140625,2747013
2025-02-27,1014.9287719726562,1016.0999755859375,1037.949951171875,1008.25,1027.800048828125,3750612
2025-02-28,976.9725952148438,978.0999755859375,1012.0,965.0499877929688,1009.5999755859375,3484870
2025-03-03,972.6775512695312,973.7999877929688,988.2999877929688,945.0999755859375,961.0,2695279
2025-03-04,987.3106689453125,988.4500122070312,1005.0499877929688,940.0499877929688,961.5,2637232
2025-03-05,1020.72216796875,1021.9000244140625,1024.550048828125,966.5,966.5,3569080
2025-03-06,998.7474975585938,999.9000244140625,1023.4500122070312,996.1500244140625,1022.0,2676754
2025-03-07,979.6195678710938,980.75,1012.7000122070312,977.1500244140625,1004.9000244140625,1323765
2025-03-10,963.1884765625,964.2999877929688,980.5,955.0,980.0,2613900
2025-03-11,982.1666259765625,983.2999877929688,987.8499755859375,956.5999755859375,957.5499877929688,1479746
2025-03-12,988.6091918945312,989.75,995.0,960.0,994.7999877929688,2239455
2025-03-13,989.55810546875,990.7000122070312,1009.7000122070312,979.0499877929688,994.6500244140625,1963406
2025-03-17,996.7498168945312,997.9000244140625,1003.25,980.3499755859375,995.2000122070312,1751252
2025-03-18,996.7498168945312,997.9000244140625,997.9000244140625,997.9000244140625,997.9000244140625,0
2025-03-19,1086.196533203125,1087.449951171875,1091.449951171875,1025.0,1025.1500244140625,2753959
2025-03-20,1134.540771484375,1135.8499755859375,1138.8499755859375,1082.050048828125,1098.3499755859375,4225204
2025-03-21,1168.901123046875,1170.25,1189.5,1119.75,1126.050048828125,5814033
2025-03-24,1144.9288330078125,1146.25,1180.0,1144.0,1174.6500244140625,2773097
2025-03-25,1171.398193359375,1172.75,1177.5999755859375,1149.449951171875,1157.5999755859375,2312993
2025-03-26,1121.256103515625,1122.550048828125,1174.949951171875,1118.699951171875,1148.699951171875,1809235
2025-03-27,1128.0982666015625,1129.4000244140625,1139.300048828125,1110.699951171875,1113.0,2435413
2025-03-28,1095.685546875,1096.949951171875,1164.6500244140625,1090.550048828125,1131.4000244140625,1990409
2025-04-01,1082.3509521484375,1083.5999755859375,1123.1500244140625,1079.4000244140625,1106.0,1308510
2025-04-02,1093.4881591796875,1094.75,1099.1500244140625,1079.699951171875,1094.0999755859375,873303
2025-04-03,1120.007568359375,1121.300048828125,1124.300048828125,1094.5,1094.8499755859375,1442279
