date_,adj close_dalbharat.ns,close_dalbharat.ns,high_dalbharat.ns,low_dalbharat.ns,open_dalbharat.ns,volume_dalbharat.ns
2024-02-29,2006.3779296875,2024.9000244140625,2038.449951171875,1986.300048828125,2002.25,280293
2024-03-01,2036.6484375,2055.449951171875,2061.050048828125,2025.0,2025.0,219759
2024-03-04,2008.50830078125,2027.050048828125,2103.14990234375,2021.75,2085.0,241075
2024-03-05,1977.6925048828125,1995.949951171875,2049.949951171875,1985.0,2040.0,198945
2024-03-06,1928.14990234375,1945.949951171875,1998.449951171875,1916.1500244140625,1996.0,399091
2024-03-07,1943.2603759765625,1961.199951171875,1973.949951171875,1931.0999755859375,1931.0999755859375,242073
2024-03-11,1921.51123046875,1939.25,1977.949951171875,1935.0,1961.199951171875,318811
2024-03-12,1891.6866455078125,1909.1500244140625,1950.0,1891.0999755859375,1945.0,588682
2024-03-13,1808.8017578125,1825.5,1919.5,1803.1500244140625,1909.1500244140625,450072
2024-03-14,1849.971923828125,1867.050048828125,1877.949951171875,1821.5999755859375,1827.0,242860
2024-03-15,1863.19970703125,1880.4000244140625,1893.9000244140625,1854.699951171875,1870.0,399126
2024-03-18,1867.7080078125,1884.949951171875,1898.4000244140625,1851.25,1881.050048828125,320363
2024-03-19,1867.1630859375,1884.4000244140625,1894.8499755859375,1865.800048828125,1894.8499755859375,279862
2024-03-20,1877.7156982421875,1895.050048828125,1908.5,1849.6500244140625,1888.949951171875,604621
2024-03-21,1904.56787109375,1922.1500244140625,1924.5,1898.449951171875,1900.0999755859375,154710
2024-03-22,1941.3282470703125,1959.25,1970.800048828125,1907.5999755859375,1920.0,219824
2024-03-26,1943.2603759765625,1961.199951171875,1970.0,1928.699951171875,1928.699951171875,232888
2024-03-27,1939.9410400390625,1957.8499755859375,2003.449951171875,1950.0999755859375,1961.0,988773
2024-03-28,1924.384765625,1942.1500244140625,1977.0,1935.0999755859375,1956.0,650389
2024-04-01,1974.075927734375,1992.300048828125,2009.0,1942.050048828125,1942.050048828125,629540
2024-04-02,2009.79638671875,2028.3499755859375,2041.5,1965.800048828125,2001.050048828125,798274
2024-04-03,2023.767333984375,2042.449951171875,2048.699951171875,2002.75,2028.050048828125,744823
2024-04-04,2007.9136962890625,2026.449951171875,2058.89990234375,2021.0999755859375,2058.0,529000
2024-04-05,1970.9051513671875,1989.0999755859375,2017.0,1981.5,2007.0999755859375,568609
2024-04-08,1992.5059814453125,2010.9000244140625,2015.0,1980.0,2012.0,571966
2024-04-09,1972.5897216796875,1990.800048828125,2044.550048828125,1983.8499755859375,2010.9000244140625,228630
2024-04-10,1960.0057373046875,1978.0999755859375,2011.0,1970.0,2011.0,241616
2024-04-12,1934.194091796875,1952.050048828125,1980.0,1939.050048828125,1979.0,482032
2024-04-15,1916.4083251953125,1934.0999755859375,1968.800048828125,1908.449951171875,1925.050048828125,324805
2024-04-16,1952.0791015625,1970.0999755859375,1978.9000244140625,1909.0,1934.6500244140625,294678
2024-04-18,1931.1719970703125,1949.0,1986.199951171875,1940.0,1984.0,474474
2024-04-19,1925.6729736328125,1943.449951171875,1962.0,1911.4000244140625,1949.0,225621
2024-04-22,1942.56689453125,1960.5,1968.75,1943.449951171875,1964.5,162081
2024-04-23,1933.599609375,1951.449951171875,1976.3499755859375,1932.5,1969.949951171875,503657
2024-04-24,1944.8458251953125,1962.800048828125,1988.3499755859375,1923.300048828125,1956.0,621773
2024-04-25,1789.9259033203125,1806.449951171875,1948.199951171875,1767.050048828125,1926.0,2955407
2024-04-26,1783.2872314453125,1799.75,1834.949951171875,1797.0,1824.5,778331
2024-04-29,1815.935791015625,1832.699951171875,1836.3499755859375,1790.25,1810.0,332380
2024-04-30,1821.336181640625,1838.1500244140625,1850.050048828125,1825.050048828125,1840.0,333820
2024-05-02,1774.7659912109375,1791.1500244140625,1844.9000244140625,1790.0,1841.1500244140625,744412
2024-05-03,1779.670654296875,1796.0999755859375,1811.5,1781.550048828125,1811.5,276434
2024-05-06,1778.0357666015625,1794.449951171875,1816.0999755859375,1777.0999755859375,1811.0,190341
2024-05-07,1750.0440673828125,1766.199951171875,1799.9000244140625,1756.800048828125,1790.0,195348
2024-05-08,1756.732421875,1772.949951171875,1780.5999755859375,1737.25,1765.0,356018
2024-05-09,1712.44140625,1728.25,1785.75,1715.550048828125,1774.0,553335
2024-05-10,1699.1639404296875,1714.8499755859375,1750.75,1705.0,1737.1500244140625,320362
2024-05-13,1726.759033203125,1742.699951171875,1747.199951171875,1698.9000244140625,1720.0,166202
2024-05-14,1741.6715087890625,1757.75,1761.949951171875,1730.4000244140625,1743.1500244140625,107674
2024-05-15,1744.8421630859375,1760.949951171875,1765.0,1733.1500244140625,1757.75,320148
2024-05-16,1773.0814208984375,1789.449951171875,1797.0999755859375,1761.5,1780.0,313111
2024-05-17,1797.9024658203125,1814.5,1820.0,1785.0,1794.0,224488
2024-05-21,1830.8978271484375,1847.800048828125,1860.1500244140625,1820.0,1828.0,956654
2024-05-22,1829.95654296875,1846.8499755859375,1856.300048828125,1825.6500244140625,1847.800048828125,131012
2024-05-23,1795.7225341796875,1812.300048828125,1846.0,1801.5,1846.0,221538
2024-05-24,1776.0540771484375,1792.449951171875,1822.449951171875,1788.0,1820.0,392117
2024-05-27,1791.114990234375,1807.6500244140625,1811.949951171875,1789.5999755859375,1799.0,305522
2024-05-28,1785.0709228515625,1801.550048828125,1811.9000244140625,1786.3499755859375,1803.0,379419
2024-05-29,1759.20947265625,1775.449951171875,1810.949951171875,1772.050048828125,1800.0,342099
2024-05-30,1751.18359375,1767.3499755859375,1779.9000244140625,1743.050048828125,1775.449951171875,361190
2024-05-31,1759.457275390625,1775.699951171875,1784.949951171875,1750.0,1766.050048828125,268826
2024-06-03,1841.0045166015625,1858.0,1882.0,1800.0,1824.949951171875,847022
2024-06-04,1679.7431640625,1695.25,1845.0,1651.4000244140625,1845.0,1010572
2024-06-05,1719.2781982421875,1735.1500244140625,1745.25,1693.1500244140625,1714.8499755859375,545659
2024-06-06,1749.945068359375,1766.0999755859375,1779.800048828125,1741.5999755859375,1747.0,468019
2024-06-07,1793.39404296875,1809.949951171875,1829.3499755859375,1757.300048828125,1766.0999755859375,577092
2024-06-10,1858.3443603515625,1875.5,1878.949951171875,1809.949951171875,1825.0,646242
2024-06-11,1870.6805419921875,1887.949951171875,1900.800048828125,1871.0,1890.050048828125,448525
2024-06-12,1882.719482421875,1900.0999755859375,1912.550048828125,1870.0,1895.0,792509
2024-06-13,1884.4039306640625,1901.800048828125,1910.0,1878.550048828125,1910.0,345055
2024-06-14,1865.1318359375,1882.3499755859375,1900.0,1857.699951171875,1888.949951171875,324946
2024-06-18,1871.7210693359375,1889.0,1899.0,1873.0,1895.0,305111
2024-06-19,1842.4132080078125,1854.5,1889.4000244140625,1850.0,1888.5,398010
2024-06-20,1850.2618408203125,1862.4000244140625,1864.4000244140625,1832.300048828125,1860.0,471853
2024-06-21,1811.317138671875,1823.199951171875,1869.5999755859375,1803.050048828125,1869.5999755859375,787729
2024-06-24,1806.7471923828125,1818.5999755859375,1824.75,1778.050048828125,1817.25,604247
2024-06-25,1804.7601318359375,1816.5999755859375,1834.0,1808.4000244140625,1833.8499755859375,536713
2024-06-26,1807.9393310546875,1819.800048828125,1852.75,1772.5999755859375,1794.1500244140625,1165847
2024-06-27,1780.5191650390625,1792.199951171875,1835.0,1786.800048828125,1835.0,1109759
2024-06-28,1801.6307373046875,1813.449951171875,1820.5999755859375,1792.8499755859375,1799.949951171875,759398
2024-07-01,1837.892822265625,1849.949951171875,1858.9000244140625,1809.9000244140625,1820.0,393465
2024-07-02,1827.46142578125,1839.449951171875,1868.0,1820.0,1865.0,701731
2024-07-03,1843.853759765625,1855.949951171875,1863.0,1830.0,1845.0,381404
2024-07-04,1830.3424072265625,1842.3499755859375,1870.25,1834.0999755859375,1860.0,452681
2024-07-05,1846.0394287109375,1858.1500244140625,1867.4000244140625,1833.199951171875,1842.949951171875,301520
2024-07-08,1843.7545166015625,1855.8499755859375,1865.4000244140625,1843.5999755859375,1855.0,169273
2024-07-09,1855.4278564453125,1867.5999755859375,1881.0,1848.25,1855.0,289584
2024-07-10,1853.1429443359375,1865.300048828125,1874.699951171875,1807.6500244140625,1865.0,477669
2024-07-11,1853.44091796875,1865.5999755859375,1882.6500244140625,1848.699951171875,1865.0,345793
2024-07-12,1920.9976806640625,1933.5999755859375,1947.300048828125,1863.0,1879.800048828125,935891
2024-07-15,1916.6263427734375,1929.199951171875,1960.0,1913.550048828125,1945.050048828125,656450
2024-07-16,1903.4132080078125,1915.9000244140625,1947.949951171875,1891.0,1940.0,475080
2024-07-18,1904.3568115234375,1916.8499755859375,1925.800048828125,1888.0,1915.9000244140625,321681
2024-07-19,1806.846435546875,1818.699951171875,1944.0,1803.050048828125,1944.0,1973247
2024-07-22,1759.6064453125,1771.1500244140625,1818.5,1767.0999755859375,1802.0,869025
2024-07-23,1766.8587646484375,1778.449951171875,1808.449951171875,1751.0999755859375,1779.800048828125,1171376
2024-07-24,1759.9044189453125,1771.449951171875,1803.0,1769.0,1781.5,460270
2024-07-25,1760.00390625,1771.550048828125,1780.0,1753.449951171875,1765.050048828125,522118
2024-07-26,1800.3887939453125,1812.199951171875,1842.0,1771.0,1785.0,585129
2024-07-29,1822.3450927734375,1834.300048828125,1842.0,1816.6500244140625,1822.0,507267
2024-07-30,1839.73095703125,1851.800048828125,1855.75,1826.5,1834.300048828125,335793
2024-07-31,1838.489013671875,1850.550048828125,1869.0,1841.449951171875,1868.449951171875,369988
2024-08-01,1801.4320068359375,1813.25,1866.0,1803.449951171875,1845.0999755859375,378106
2024-08-02,1786.976806640625,1798.699951171875,1822.0,1785.3499755859375,1800.0999755859375,133225
2024-08-05,1745.1016845703125,1756.550048828125,1788.3499755859375,1744.050048828125,1782.75,283332
2024-08-06,1719.4698486328125,1730.75,1794.199951171875,1722.199951171875,1757.0,288669
2024-08-07,1746.2938232421875,1757.75,1766.300048828125,1724.25,1736.949951171875,963145
2024-08-08,1758.513671875,1770.050048828125,1777.550048828125,1735.0,1757.800048828125,890191
2024-08-09,1729.255615234375,1740.5999755859375,1789.9000244140625,1736.5,1770.0,245783
2024-08-12,1733.626953125,1745.0,1754.0,1726.1500244140625,1753.0999755859375,504771
2024-08-13,1723.9405517578125,1735.25,1746.949951171875,1719.199951171875,1735.0,326808
2024-08-14,1715.19775390625,1726.449951171875,1737.6500244140625,1705.449951171875,1735.25,274182
2024-08-16,1739.38916015625,1750.800048828125,1754.75,1726.449951171875,1730.0,320407
2024-08-19,1757.4207763671875,1768.949951171875,1786.3499755859375,1755.8499755859375,1757.949951171875,525217
2024-08-20,1756.1788330078125,1767.699951171875,1782.550048828125,1751.699951171875,1771.800048828125,706544
2024-08-21,1744.0087890625,1755.449951171875,1773.0,1752.4000244140625,1757.5,339297
2024-08-22,1787.67236328125,1799.4000244140625,1803.449951171875,1756.75,1756.75,841113
2024-08-23,1792.2919921875,1804.050048828125,1809.0,1778.25,1804.0,311171
2024-08-26,1803.0714111328125,1814.9000244140625,1820.0,1791.550048828125,1820.0,248874
2024-08-27,1809.9263916015625,1821.800048828125,1832.0,1810.0,1815.0,212638
2024-08-28,1812.4100341796875,1824.300048828125,1837.8499755859375,1810.4000244140625,1813.4000244140625,487809
2024-08-29,1833.6209716796875,1845.6500244140625,1856.9000244140625,1820.0,1824.5999755859375,1490060
2024-08-30,1878.72509765625,1891.050048828125,1894.800048828125,1855.1500244140625,1860.0,391676
2024-09-02,1907.4864501953125,1920.0,1940.0,1900.0,1900.0,691613
2024-09-03,1903.0157470703125,1915.5,1930.0,1904.0,1924.75,220625
2024-09-04,1914.043212890625,1926.5999755859375,1935.0,1895.5,1907.4000244140625,330319
2024-09-05,1901.277099609375,1913.75,1945.8499755859375,1896.050048828125,1927.0,208254
2024-09-06,1864.021484375,1876.25,1922.75,1865.0,1919.949951171875,231518
2024-09-09,1863.425537109375,1875.6500244140625,1884.949951171875,1833.0999755859375,1860.0,200041
2024-09-10,1875.098876953125,1887.4000244140625,1912.449951171875,1879.75,1887.3499755859375,227024
2024-09-11,1886.47412109375,1898.8499755859375,1905.0,1875.050048828125,1887.4000244140625,279809
2024-09-12,1875.0491943359375,1887.3499755859375,1905.0,1875.050048828125,1905.0,108319
2024-09-13,1889.7030029296875,1902.0999755859375,1913.1500244140625,1882.0999755859375,1887.3499755859375,117478
2024-09-16,1844.449951171875,1856.550048828125,1917.4000244140625,1851.5999755859375,1913.300048828125,141288
2024-09-17,1810.1251220703125,1822.0,1861.0999755859375,1818.550048828125,1858.949951171875,159454
2024-09-18,1822.493896484375,1834.449951171875,1861.3499755859375,1812.5999755859375,1822.0,300065
2024-09-19,1810.3734130859375,1822.25,1844.25,1794.25,1839.949951171875,265606
2024-09-20,1823.9345703125,1835.9000244140625,1853.449951171875,1819.800048828125,1829.0,478981
2024-09-23,1887.716064453125,1900.0999755859375,1905.0,1837.1500244140625,1840.0,365788
2024-09-24,1917.1231689453125,1929.699951171875,1933.8499755859375,1895.25,1905.050048828125,523938
2024-09-25,1897.8992919921875,1910.3499755859375,1938.800048828125,1904.5,1930.0,290182
2024-09-26,1903.2640380859375,1915.75,1925.0,1904.5,1918.449951171875,215198
2024-09-27,1882.40087890625,1894.75,1982.949951171875,1888.050048828125,1934.0,1532944
2024-09-30,1920.6002197265625,1933.199951171875,1954.4000244140625,1889.449951171875,1904.949951171875,450470
2024-10-01,1943.798095703125,1956.550048828125,1968.449951171875,1930.0,1930.0,436878
2024-10-03,1937.290771484375,1950.0,1973.4000244140625,1932.0999755859375,1932.1500244140625,655833
2024-10-04,1924.872314453125,1937.5,1982.0,1912.550048828125,1958.0,409736
2024-10-07,1841.6185302734375,1853.699951171875,1955.3499755859375,1843.550048828125,1939.0,196588
2024-10-08,1867.6973876953125,1879.949951171875,1914.5,1853.75,1862.0,134972
2024-10-09,1828.7529296875,1840.75,1900.0,1831.25,1887.949951171875,280596
2024-10-10,1836.3033447265625,1848.3499755859375,1864.949951171875,1835.050048828125,1840.75,145167
2024-10-11,1860.742919921875,1872.949951171875,1879.050048828125,1827.25,1849.0,166336
2024-10-14,1876.9864501953125,1889.300048828125,1918.4000244140625,1869.4000244140625,1881.0,188989
2024-10-15,1873.6583251953125,1885.949951171875,1898.0,1853.699951171875,1898.0,104971
2024-10-16,1855.0802001953125,1867.25,1892.449951171875,1848.449951171875,1879.9000244140625,88911
2024-10-17,1823.0404052734375,1835.0,1869.0,1822.8499755859375,1867.25,133432
2024-10-18,1840.0787353515625,1852.1500244140625,1859.800048828125,1815.0,1838.75,101253
2024-10-21,1818.86767578125,1830.800048828125,1856.0,1760.800048828125,1782.0999755859375,1093603
2024-10-22,1792.6893310546875,1804.449951171875,1837.3499755859375,1792.3499755859375,1815.199951171875,791489
2024-10-23,1749.3736572265625,1760.8499755859375,1829.9000244140625,1757.0,1807.0,266266
2024-10-24,1801.134033203125,1812.949951171875,1834.4000244140625,1751.0,1762.300048828125,288260
2024-10-25,1763.7960205078125,1771.449951171875,1839.0,1762.050048828125,1790.0,181265
2024-10-28,1788.5386962890625,1796.300048828125,1817.550048828125,1765.9000244140625,1765.9000244140625,121298
2024-10-29,1789.03662109375,1796.800048828125,1804.5,1772.050048828125,1797.949951171875,144804
2024-10-30,1832.2987060546875,1840.25,1854.550048828125,1787.0,1793.25,257717
2024-10-31,1825.2791748046875,1833.199951171875,1863.9000244140625,1818.1500244140625,1836.8499755859375,787165
2024-11-01,1830.257568359375,1838.199951171875,1854.25,1833.199951171875,1854.25,10439
2024-11-04,1782.0169677734375,1789.75,1840.449951171875,1771.300048828125,1838.0,143783
2024-11-05,1785.850341796875,1793.5999755859375,1810.0,1762.0,1789.75,116159
2024-11-06,1809.6968994140625,1817.550048828125,1827.75,1766.449951171875,1799.75,163020
2024-11-07,1790.480224609375,1798.25,1823.550048828125,1790.0999755859375,1818.0,125279
2024-11-08,1760.4107666015625,1768.050048828125,1804.449951171875,1759.8499755859375,1800.0,63085
2024-11-11,1747.7655029296875,1755.3499755859375,1782.0999755859375,1742.8499755859375,1762.0,182117
2024-11-12,1778.9801025390625,1786.699951171875,1793.9000244140625,1752.0,1760.0,79048
2024-11-13,1730.09228515625,1737.5999755859375,1788.25,1734.699951171875,1782.0,195661
2024-11-14,1706.3951416015625,1713.800048828125,1746.050048828125,1676.550048828125,1736.0999755859375,491072
2024-11-18,1679.063720703125,1686.3499755859375,1730.0,1680.199951171875,1709.949951171875,208120
2024-11-19,1737.709228515625,1745.25,1770.0,1698.550048828125,1700.6500244140625,400400
2024-11-21,1763.9454345703125,1771.5999755859375,1782.75,1705.050048828125,1725.0,156031
2024-11-22,1800.43701171875,1808.25,1823.0,1764.550048828125,1778.0,225572
2024-11-25,1818.906982421875,1826.800048828125,1865.0,1812.5999755859375,1813.0,412507
2024-11-26,1818.3094482421875,1826.199951171875,1850.0,1804.3499755859375,1826.800048828125,73786
2024-11-27,1828.51513671875,1836.449951171875,1847.449951171875,1802.300048828125,1822.8499755859375,207146
2024-11-28,1811.4393310546875,1819.300048828125,1845.1500244140625,1809.0,1836.5,184962
2024-11-29,1812.4847412109375,1820.3499755859375,1836.449951171875,1812.300048828125,1819.300048828125,420858
2024-12-02,1871.628173828125,1879.75,1894.050048828125,1835.0999755859375,1850.0,1149388
2024-12-03,1922.4576416015625,1930.800048828125,1946.6500244140625,1879.75,1879.75,447294
2024-12-04,1928.3319091796875,1936.699951171875,1945.3499755859375,1903.8499755859375,1929.0,410592
2024-12-05,1905.531005859375,1913.800048828125,1953.5999755859375,1889.449951171875,1938.0,307371
2024-12-06,1917.7281494140625,1926.050048828125,1928.550048828125,1903.550048828125,1916.8499755859375,327447
2024-12-09,1889.55029296875,1897.75,1931.949951171875,1890.0,1931.949951171875,238734
2024-12-10,1890.4962158203125,1898.699951171875,1908.3499755859375,1876.0,1898.050048828125,333088
2024-12-11,1958.102783203125,1966.5999755859375,1972.9000244140625,1909.0,1909.949951171875,1009273
2024-12-12,1926.88818359375,1935.25,1974.5999755859375,1924.949951171875,1973.800048828125,363340
2024-12-13,1913.2972412109375,1921.5999755859375,1935.25,1848.1500244140625,1930.25,389729
2024-12-16,1937.5419921875,1945.949951171875,1955.9000244140625,1920.050048828125,1925.6500244140625,140115
2024-12-17,1925.7432861328125,1934.0999755859375,1958.949951171875,1925.3499755859375,1955.0,154906
2024-12-18,1871.18017578125,1879.300048828125,1951.5,1874.0,1929.5,152928
2024-12-19,1843.8984375,1851.9000244140625,1868.75,1839.5,1839.5,79510
2024-12-20,1794.114501953125,1801.9000244140625,1862.9000244140625,1795.0,1851.9000244140625,217111
2024-12-23,1752.3455810546875,1759.949951171875,1802.75,1734.699951171875,1785.5,516633
2024-12-24,1710.228515625,1717.6500244140625,1774.4000244140625,1715.0,1769.199951171875,206876
2024-12-26,1731.0382080078125,1738.550048828125,1752.0,1713.0,1719.3499755859375,515614
2024-12-27,1732.8802490234375,1740.4000244140625,1755.0,1728.1500244140625,1740.25,135013
2024-12-30,1763.6964111328125,1771.3499755859375,1781.0,1727.550048828125,1740.0,428056
2024-12-31,1759.6141357421875,1767.25,1779.0,1744.5,1779.0,118887
2025-01-01,1763.2982177734375,1770.949951171875,1789.0,1759.300048828125,1768.800048828125,100730
2025-01-02,1808.3526611328125,1816.199951171875,1836.199951171875,1763.199951171875,1765.0,496854
2025-01-03,1800.0386962890625,1807.8499755859375,1831.0,1800.0,1814.0,222622
2025-01-06,1748.2633056640625,1755.8499755859375,1840.8499755859375,1745.5,1808.449951171875,265951
2025-01-07,1791.4759521484375,1799.25,1810.5999755859375,1764.6500244140625,1764.6500244140625,149849
2025-01-08,1792.322265625,1800.0999755859375,1848.0,1796.0,1804.0,269201
2025-01-09,1794.5128173828125,1802.300048828125,1813.4000244140625,1775.800048828125,1795.0,424042
2025-01-10,1720.0360107421875,1727.5,1808.5,1720.25,1800.0,388362
2025-01-13,1694.7457275390625,1702.0999755859375,1757.3499755859375,1673.5,1725.0,407052
2025-01-14,1721.529541015625,1729.0,1739.0,1688.0,1703.300048828125,264680
2025-01-15,1729.494873046875,1737.0,1742.75,1712.0,1725.0,328842
2025-01-16,1733.129150390625,1740.6500244140625,1762.0,1731.25,1745.0,109957
2025-01-17,1714.5098876953125,1721.949951171875,1741.199951171875,1695.699951171875,1739.0,219504
2025-01-20,1744.47998046875,1752.050048828125,1759.5999755859375,1701.5999755859375,1730.5999755859375,123664
2025-01-21,1763.547119140625,1771.199951171875,1796.0,1758.0,1758.0,1374819
2025-01-22,1791.27685546875,1799.050048828125,1805.6500244140625,1702.0,1702.0,2935848
2025-01-23,1820.4501953125,1828.3499755859375,1849.0,1768.75,1775.0,985904
2025-01-24,1795.159912109375,1802.949951171875,1858.0,1798.550048828125,1837.0,485019
2025-01-27,1788.190185546875,1795.949951171875,1809.5999755859375,1790.800048828125,1800.050048828125,526756
2025-01-28,1805.3656005859375,1813.199951171875,1833.949951171875,1779.0,1804.300048828125,386266
2025-01-29,1848.4288330078125,1856.449951171875,1868.3499755859375,1805.1500244140625,1813.050048828125,500967
2025-01-30,1843.8984375,1851.9000244140625,1871.050048828125,1830.0,1856.449951171875,525265
2025-01-31,1858.285888671875,1866.3499755859375,1872.699951171875,1833.050048828125,1842.75,139632
2025-02-01,1819.50439453125,1827.4000244140625,1892.0,1794.9000244140625,1875.0,234718
2025-02-03,1802.62744140625,1810.449951171875,1840.1500244140625,1788.5999755859375,1800.050048828125,214516
2025-02-04,1844.6949462890625,1852.699951171875,1857.5999755859375,1800.0,1800.0,339894
2025-02-05,1879.3944091796875,1887.550048828125,1918.949951171875,1843.6500244140625,1855.0,890914
2025-02-06,1859.9288330078125,1868.0,1887.8499755859375,1857.050048828125,1885.0,228834
2025-02-07,1841.7576904296875,1849.75,1878.5,1838.1500244140625,1875.050048828125,306565
2025-02-10,1815.3721923828125,1823.25,1860.0,1809.0,1860.0,148651
2025-02-11,1778.3330078125,1786.050048828125,1827.300048828125,1780.1500244140625,1806.699951171875,210236
2025-02-12,1792.2725830078125,1800.050048828125,1809.800048828125,1741.5,1795.5,123172
2025-02-13,1790.629638671875,1798.4000244140625,1825.0,1792.550048828125,1800.050048828125,86388
2025-02-14,1774.7484130859375,1782.449951171875,1815.5,1760.5,1800.25,223752
2025-02-17,1800.33740234375,1808.1500244140625,1813.0,1746.0999755859375,1771.0,165448
2025-02-18,1792.1231689453125,1799.9000244140625,1808.9000244140625,1766.8499755859375,1800.0,151684
2025-02-19,1763.09912109375,1770.75,1809.0,1760.0,1783.800048828125,44341
2025-02-20,1776.6900634765625,1784.4000244140625,1800.1500244140625,1755.0,1770.0,45245
2025-02-21,1734.224365234375,1741.75,1793.5999755859375,1734.5,1766.449951171875,142100
2025-02-24,1729.7437744140625,1737.25,1750.75,1722.300048828125,1731.0,110347
2025-02-25,1720.5836181640625,1728.050048828125,1746.3499755859375,1705.0,1731.050048828125,286519
2025-02-27,1722.6246337890625,1730.0999755859375,1753.199951171875,1684.4000244140625,1716.050048828125,722968
2025-02-28,1682.3494873046875,1689.6500244140625,1726.800048828125,1664.449951171875,1721.449951171875,194243
2025-03-03,1704.5032958984375,1711.9000244140625,1720.5,1679.5,1708.0,176554
2025-03-04,1691.9080810546875,1699.25,1705.8499755859375,1655.0,1700.0,157910
2025-03-05,1699.7239990234375,1707.0999755859375,1722.5,1669.199951171875,1669.199951171875,225977
2025-03-06,1706.4947509765625,1713.9000244140625,1733.0,1688.0999755859375,1725.050048828125,332628
2025-03-07,1689.0205078125,1696.3499755859375,1715.9000244140625,1680.5,1705.5,180503
2025-03-10,1666.4683837890625,1673.699951171875,1706.25,1661.0999755859375,1696.300048828125,155288
2025-03-11,1679.1632080078125,1686.449951171875,1694.949951171875,1638.5,1673.699951171875,196953
2025-03-12,1634.00927734375,1641.0999755859375,1696.949951171875,1601.0,1694.8499755859375,415246
2025-03-13,1600.1561279296875,1607.0999755859375,1641.0999755859375,1601.1500244140625,1640.050048828125,298402
2025-03-17,1656.1630859375,1663.3499755859375,1671.0,1602.4000244140625,1625.949951171875,328818
2025-03-18,1656.1630859375,1663.3499755859375,1663.3499755859375,1663.3499755859375,1663.3499755859375,0
2025-03-19,1718.7913818359375,1726.25,1755.1500244140625,1704.199951171875,1714.4000244140625,421205
2025-03-20,1688.9210205078125,1696.25,1726.5,1692.300048828125,1721.0,166015
2025-03-21,1739.8499755859375,1747.4000244140625,1760.550048828125,1680.0,1705.0,419609
2025-03-24,1737.21142578125,1744.75,1772.949951171875,1725.0,1772.949951171875,241482
2025-03-25,1738.1572265625,1745.699951171875,1786.949951171875,1742.0,1780.0,458140
2025-03-26,1753.1422119140625,1760.75,1785.0,1742.3499755859375,1747.0,182659
2025-03-27,1805.714111328125,1813.550048828125,1821.449951171875,1743.1500244140625,1755.0,287706
