date_,adj close_eihotel.ns,close_eihotel.ns,high_eihotel.ns,low_eihotel.ns,open_eihotel.ns,volume_eihotel.ns
2024-04-03,467.0616149902344,470.20001220703125,472.70001220703125,457.5,469.0,726040
2024-04-04,468.30328369140625,471.45001220703125,480.0,468.1000061035156,473.5,1023283
2024-04-05,476.05120849609375,479.25,496.8999938964844,471.54998779296875,474.0,1342297
2024-04-08,481.16680908203125,484.3999938964844,489.6499938964844,471.6000061035156,480.0,422551
2024-04-09,487.3751220703125,490.6499938964844,493.0,472.0,480.04998779296875,1046006
2024-04-10,484.5440979003906,487.79998779296875,502.20001220703125,475.0,493.04998779296875,777243
2024-04-12,472.17724609375,475.3500061035156,489.5,472.0,485.0,1030849
2024-04-15,458.96600341796875,462.04998779296875,470.0,441.6000061035156,464.54998779296875,509217
2024-04-16,464.0816345214844,467.20001220703125,474.95001220703125,453.1000061035156,453.1000061035156,372872
2024-04-18,452.3603820800781,455.3999938964844,471.20001220703125,446.3999938964844,468.04998779296875,622269
2024-04-19,450.3240661621094,453.3500061035156,456.70001220703125,435.20001220703125,443.0,842968
2024-04-22,475.00823974609375,478.20001220703125,487.8500061035156,447.1000061035156,456.0,637445
2024-04-23,464.92596435546875,468.04998779296875,483.8500061035156,462.1499938964844,481.8500061035156,851343
2024-04-24,451.6650695800781,454.70001220703125,474.3999938964844,444.6499938964844,469.95001220703125,528409
2024-04-25,453.00604248046875,456.04998779296875,468.6499938964844,448.0,458.3500061035156,1523583
2024-04-26,471.730224609375,474.8999938964844,485.0,463.04998779296875,467.8999938964844,1131532
2024-04-29,471.382568359375,474.54998779296875,483.25,470.8999938964844,476.0,341795
2024-04-30,475.1572265625,478.3500061035156,482.5,473.6499938964844,476.95001220703125,431527
2024-05-02,464.031982421875,467.1499938964844,481.8999938964844,465.3500061035156,480.1000061035156,396813
2024-05-03,474.014892578125,477.20001220703125,480.0,468.0,469.70001220703125,422604
2024-05-06,479.1305236816406,482.3500061035156,496.0,477.0,482.0,1106868
2024-05-07,488.8154602050781,492.1000061035156,493.0,473.8999938964844,484.6000061035156,946979
2024-05-08,480.3721618652344,483.6000061035156,500.0,481.1499938964844,495.3999938964844,551711
2024-05-09,474.362548828125,477.54998779296875,498.0,468.0,485.45001220703125,413234
2024-05-10,482.5574951171875,485.79998779296875,492.0,461.5,474.75,544146
2024-05-13,471.0845947265625,474.25,489.8999938964844,472.25,488.1499938964844,311548
2024-05-14,471.13421630859375,474.29998779296875,486.0,469.04998779296875,479.0,321160
2024-05-15,477.0445556640625,480.25,488.29998779296875,476.8999938964844,479.70001220703125,302060
2024-05-16,478.4351806640625,481.6499938964844,493.8999938964844,478.0,482.6499938964844,555490
2024-05-17,479.52783203125,482.75,485.20001220703125,473.95001220703125,483.75,322480
2024-05-21,477.2928466796875,480.5,489.5,476.3500061035156,481.1499938964844,318193
2024-05-22,477.7895202636719,481.0,490.0,478.04998779296875,482.8999938964844,301644
2024-05-23,479.0808410644531,482.29998779296875,487.0,474.04998779296875,482.8999938964844,271318
2024-05-24,468.7999267578125,471.95001220703125,485.75,467.5,482.0,535835
2024-05-27,440.98681640625,443.95001220703125,471.75,441.1000061035156,470.0,1548041
2024-05-28,427.6762390136719,430.54998779296875,443.79998779296875,428.0,443.0,698363
2024-05-29,433.6361999511719,436.54998779296875,446.8500061035156,427.0,440.0,1582814
2024-05-30,413.1737365722656,415.95001220703125,437.3500061035156,412.6499938964844,436.54998779296875,1204521
2024-05-31,428.7192687988281,431.6000061035156,439.79998779296875,416.54998779296875,418.0,1788606
2024-06-03,419.4316711425781,422.25,444.3999938964844,418.25,444.0,900609
2024-06-04,405.7237548828125,408.45001220703125,425.0,377.3500061035156,424.3999938964844,1085869
2024-06-05,418.0906677246094,420.8999938964844,436.8999938964844,390.20001220703125,408.45001220703125,1540865
2024-06-06,415.7066955566406,418.5,430.25,415.1000061035156,421.95001220703125,887259
2024-06-07,435.7718811035156,438.70001220703125,444.29998779296875,420.04998779296875,420.04998779296875,1055100
2024-06-10,433.8348693847656,436.75,454.70001220703125,431.04998779296875,448.0,1204214
2024-06-11,425.63995361328125,428.5,439.79998779296875,425.95001220703125,439.20001220703125,684085
2024-06-12,421.1203308105469,423.95001220703125,432.79998779296875,420.79998779296875,430.3999938964844,678114
2024-06-13,424.0506286621094,426.8999938964844,429.8999938964844,418.95001220703125,421.0,975069
2024-06-14,439.4968566894531,442.45001220703125,446.0,426.75,428.3999938964844,1188870
2024-06-18,446.0527648925781,449.04998779296875,454.3999938964844,438.5,446.0,855876
2024-06-19,442.1788024902344,445.1499938964844,451.8999938964844,440.5,451.8999938964844,397699
2024-06-20,448.88372802734375,451.8999938964844,455.0,442.04998779296875,446.5,441931
2024-06-21,442.9734802246094,445.95001220703125,460.70001220703125,442.0,453.5,1124479
2024-06-24,445.109130859375,448.1000061035156,451.6000061035156,442.25,445.45001220703125,270061
2024-06-25,439.94384765625,442.8999938964844,460.0,440.1499938964844,450.3500061035156,602277
2024-06-26,435.821533203125,438.75,444.8999938964844,436.04998779296875,442.8999938964844,371705
2024-06-27,430.5072326660156,433.3999938964844,440.0,425.79998779296875,439.0,364886
2024-06-28,426.4345703125,429.29998779296875,448.45001220703125,426.1000061035156,433.3999938964844,711835
2024-07-01,425.6896057128906,428.54998779296875,433.1000061035156,418.20001220703125,422.20001220703125,873432
2024-07-02,420.42498779296875,423.25,434.5,422.29998779296875,434.0,356953
2024-07-03,420.921630859375,423.75,433.0,420.5,423.54998779296875,630116
2024-07-04,422.1136474609375,424.95001220703125,430.0,422.1000061035156,424.20001220703125,423717
2024-07-05,426.4842834472656,429.3500061035156,435.0,424.0,425.6000061035156,767330
2024-07-08,429.5635986328125,432.45001220703125,435.0,424.54998779296875,432.0,467402
2024-07-09,427.5769348144531,430.45001220703125,437.5,429.1000061035156,432.45001220703125,655346
2024-07-10,420.12701416015625,422.95001220703125,432.6000061035156,415.25,432.0,412680
2024-07-11,424.5472717285156,427.3999938964844,428.20001220703125,424.04998779296875,428.20001220703125,242620
2024-07-12,420.8222961425781,423.6499938964844,430.0,421.20001220703125,430.0,253794
2024-07-15,417.44500732421875,420.25,424.70001220703125,417.5,423.95001220703125,182612
2024-07-16,411.7333984375,414.5,422.6499938964844,409.29998779296875,420.25,549426
2024-07-18,407.46209716796875,410.20001220703125,420.0,407.6000061035156,418.6499938964844,475134
2024-07-19,395.0951843261719,397.75,411.0,396.0,411.0,700472
2024-07-22,397.8764953613281,400.54998779296875,418.70001220703125,393.3500061035156,397.70001220703125,1066260
2024-07-23,401.89947509765625,404.6000061035156,407.8500061035156,393.45001220703125,400.8999938964844,507732
2024-07-24,416.2530212402344,419.04998779296875,419.95001220703125,404.6000061035156,405.70001220703125,723373
2024-07-25,414.9617004394531,417.75,424.20001220703125,410.0,418.79998779296875,454086
2024-07-26,419.6303405761719,422.45001220703125,426.0,413.70001220703125,417.0,401120
2024-07-29,432.64288330078125,435.54998779296875,438.79998779296875,420.54998779296875,425.3999938964844,1102146
2024-07-30,437.0135192871094,439.95001220703125,445.45001220703125,435.0,440.0,899761
2024-07-31,438.955810546875,440.70001220703125,442.8500061035156,432.79998779296875,438.70001220703125,688485
2024-08-01,426.4554443359375,428.1499938964844,444.8999938964844,424.0,444.6000061035156,1958038
2024-08-02,415.9472351074219,417.6000061035156,428.79998779296875,415.3500061035156,426.8999938964844,784977
2024-08-05,412.7100830078125,414.3500061035156,424.0,404.79998779296875,410.0,823835
2024-08-06,395.08013916015625,396.6499938964844,418.3999938964844,391.0,415.25,837423
2024-08-07,378.29681396484375,379.79998779296875,391.0,356.6499938964844,388.5,6846284
2024-08-08,371.9719543457031,373.45001220703125,382.5,371.0,375.6000061035156,746151
2024-08-09,388.30706787109375,389.8500061035156,393.45001220703125,374.75,378.45001220703125,1219517
2024-08-12,391.593994140625,393.1499938964844,398.95001220703125,382.25,391.0,987225
2024-08-13,373.96405029296875,375.45001220703125,393.0,373.1000061035156,393.0,747483
2024-08-14,370.0794677734375,371.54998779296875,382.8999938964844,369.1000061035156,382.0,559861
2024-08-16,374.2628479003906,375.75,382.3999938964844,372.0,382.3999938964844,400448
2024-08-19,369.6810607910156,371.1499938964844,383.1000061035156,369.6000061035156,381.95001220703125,497941
2024-08-20,363.95379638671875,365.3999938964844,374.20001220703125,364.1000061035156,374.0,2126633
2024-08-21,372.4700012207031,373.95001220703125,375.0,361.45001220703125,361.5,1472026
2024-08-22,379.3426818847656,380.8500061035156,382.25,371.75,377.3999938964844,1127795
2024-08-23,378.74505615234375,380.25,383.45001220703125,372.25,381.8999938964844,929368
2024-08-26,384.4224853515625,385.95001220703125,393.29998779296875,378.25,382.20001220703125,1118419
2024-08-27,386.3149719238281,387.8500061035156,390.0,382.6000061035156,387.5,404105
2024-08-28,379.2928466796875,380.79998779296875,389.70001220703125,379.79998779296875,389.70001220703125,342524
2024-08-29,377.9980163574219,379.5,389.0,374.8500061035156,380.79998779296875,506221
2024-08-30,381.08575439453125,382.6000061035156,384.6499938964844,375.1000061035156,380.25,556856
2024-09-02,375.3086853027344,376.79998779296875,384.54998779296875,374.5,383.70001220703125,348332
2024-09-03,377.2509765625,378.75,380.0,374.3500061035156,378.70001220703125,340422
2024-09-04,371.9719543457031,373.45001220703125,378.5,370.0,370.0,255215
2024-09-05,391.095947265625,392.6499938964844,394.25,374.6000061035156,376.79998779296875,1604870
2024-09-06,384.1236572265625,385.6499938964844,406.3999938964844,383.3999938964844,396.0,1940823
2024-09-09,379.7410888671875,381.25,385.25,379.25,385.25,942985
2024-09-10,391.245361328125,392.79998779296875,393.79998779296875,380.70001220703125,381.25,686563
2024-09-11,381.0359191894531,382.54998779296875,393.0,379.20001220703125,393.0,332436
2024-09-12,382.2809753417969,383.79998779296875,386.79998779296875,378.79998779296875,383.25,283508
2024-09-13,378.59564208984375,380.1000061035156,386.1499938964844,377.0,383.8999938964844,841481
2024-09-16,381.3845520019531,382.8999938964844,386.29998779296875,373.6000061035156,384.79998779296875,839823
2024-09-17,372.8185729980469,374.29998779296875,381.6499938964844,372.25,381.0,501886
2024-09-18,376.7529602050781,378.25,379.0,373.25,376.20001220703125,358655
2024-09-19,373.86444091796875,375.3500061035156,382.25,367.1000061035156,380.0,453490
2024-09-20,365.4976806640625,366.95001220703125,376.70001220703125,364.70001220703125,373.6000061035156,1014701
2024-09-23,373.96405029296875,375.45001220703125,376.3500061035156,364.70001220703125,365.0,505872
2024-09-24,372.0217590332031,373.5,379.1000061035156,369.04998779296875,379.0,433381
2024-09-25,370.9759216308594,372.45001220703125,374.79998779296875,366.0,372.75,393160
2024-09-26,368.4858093261719,369.95001220703125,372.0,366.3500061035156,370.0,314079
2024-09-27,378.29681396484375,379.79998779296875,382.1499938964844,367.79998779296875,368.3999938964844,628975
2024-09-30,376.9023742675781,378.3999938964844,384.6499938964844,372.1499938964844,379.8500061035156,339082
2024-10-01,379.9900817871094,381.5,383.8500061035156,373.5,378.3999938964844,565615
2024-10-03,380.1394958496094,381.6499938964844,382.75,369.20001220703125,379.1499938964844,637950
2024-10-04,389.6018981933594,391.1499938964844,393.8999938964844,378.1499938964844,383.6499938964844,1036698
2024-10-07,389.9505310058594,391.5,401.5,382.8500061035156,395.0,986505
2024-10-08,389.8509216308594,391.3999938964844,394.5,386.29998779296875,391.70001220703125,966217
2024-10-09,405.78759765625,407.3999938964844,409.0,391.0,391.1499938964844,916201
2024-10-10,429.6925964355469,431.3999938964844,441.6000061035156,406.0,410.0,4465982
2024-10-11,428.49737548828125,430.20001220703125,435.70001220703125,424.70001220703125,432.5,809821
2024-10-14,426.5550537109375,428.25,430.6000061035156,423.8999938964844,430.0,484868
2024-10-15,422.5708923339844,424.25,432.0,415.54998779296875,432.0,465755
2024-10-16,422.1226806640625,423.79998779296875,432.25,419.3999938964844,425.70001220703125,379017
2024-10-17,407.9788818359375,409.6000061035156,427.25,406.3999938964844,425.0,1195607
2024-10-18,397.17181396484375,398.75,410.6000061035156,397.0,405.0,437426
2024-10-21,391.8429870605469,393.3999938964844,403.6499938964844,391.20001220703125,399.8999938964844,254806
2024-10-22,372.3703918457031,373.8500061035156,394.95001220703125,372.3999938964844,392.0,577649
2024-10-23,373.31658935546875,374.79998779296875,382.0,366.25,378.20001220703125,414134
2024-10-24,366.99176025390625,368.45001220703125,379.70001220703125,366.25,378.0,983970
2024-10-25,361.4637145996094,362.8999938964844,372.75,361.04998779296875,368.45001220703125,375219
2024-10-28,351.0052490234375,352.3999938964844,368.3500061035156,341.04998779296875,363.6000061035156,1040862
2024-10-29,354.1925964355469,355.6000061035156,360.6499938964844,348.5,355.1000061035156,458507
2024-10-30,357.3799133300781,358.79998779296875,364.8500061035156,354.04998779296875,357.25,425305
2024-10-31,363.0075988769531,364.45001220703125,367.0,355.20001220703125,358.79998779296875,546959
2024-11-01,376.7529602050781,378.25,380.1000061035156,365.1499938964844,369.8999938964844,173353
2024-11-04,361.91192626953125,363.3500061035156,379.0,361.6000061035156,379.0,612948
2024-11-05,354.1925964355469,355.6000061035156,368.29998779296875,354.5,365.0,818463
2024-11-06,358.3759765625,359.79998779296875,362.5,357.6000061035156,360.8500061035156,580828
2024-11-07,357.33013916015625,358.75,365.70001220703125,356.6000061035156,362.8999938964844,279600
2024-11-08,357.77838134765625,359.20001220703125,373.45001220703125,355.25,363.8999938964844,1185543
2024-11-11,370.1292724609375,371.6000061035156,383.8999938964844,359.20001220703125,361.0,2082279
2024-11-12,361.3143005371094,362.75,378.04998779296875,359.5,371.8999938964844,520801
2024-11-13,352.94757080078125,354.3500061035156,382.1499938964844,348.8500061035156,374.3999938964844,3198333
2024-11-14,356.2344970703125,357.6499938964844,364.8999938964844,355.5,356.95001220703125,790810
2024-11-18,355.7364501953125,357.1499938964844,363.1499938964844,352.5,357.6499938964844,405874
2024-11-19,356.4337158203125,357.8500061035156,365.0,355.8999938964844,358.3999938964844,353223
2024-11-21,353.794189453125,355.20001220703125,362.20001220703125,349.95001220703125,360.0,488111
2024-11-22,365.3482666015625,366.79998779296875,369.0,355.45001220703125,359.0,429692
2024-11-25,362.3601379394531,363.79998779296875,375.25,362.3999938964844,372.8500061035156,523251
2024-11-26,361.3143005371094,362.75,365.8999938964844,361.1000061035156,365.79998779296875,349830
2024-11-27,368.4360046386719,369.8999938964844,378.0,362.29998779296875,364.20001220703125,628731
2024-11-28,373.31658935546875,374.79998779296875,381.8999938964844,367.54998779296875,372.6000061035156,937979
2024-11-29,377.8984069824219,379.3999938964844,381.20001220703125,366.1499938964844,375.95001220703125,687565
2024-12-02,377.5497741699219,379.04998779296875,385.0,376.20001220703125,382.5,338879
2024-12-03,390.0501403808594,391.6000061035156,397.0,376.1499938964844,376.1499938964844,819875
2024-12-04,394.93072509765625,396.5,399.5,391.29998779296875,396.0,904256
2024-12-05,400.657958984375,402.25,403.79998779296875,391.0,398.45001220703125,562953
2024-12-06,409.8215637207031,411.45001220703125,414.5,400.8999938964844,403.0,1088584
2024-12-09,408.7259216308594,410.3500061035156,422.0,406.1000061035156,413.8500061035156,954567
2024-12-10,404.1441345214844,405.75,413.70001220703125,402.5,410.3500061035156,752159
2024-12-11,425.1108093261719,426.79998779296875,441.75,405.6000061035156,406.0,3484366
2024-12-12,422.0728759765625,423.75,431.29998779296875,420.04998779296875,425.25,901616
2024-12-13,428.14874267578125,429.8500061035156,434.0,416.5,423.0,976403
2024-12-16,422.3716735839844,424.04998779296875,433.20001220703125,419.0,428.70001220703125,726467
2024-12-17,422.8199157714844,424.5,428.8500061035156,421.1499938964844,426.6000061035156,422547
2024-12-18,420.7780456542969,422.45001220703125,430.79998779296875,419.29998779296875,426.0,445504
2024-12-19,425.5092468261719,427.20001220703125,429.25,415.04998779296875,422.0,502260
2024-12-20,410.618408203125,412.25,431.3500061035156,410.45001220703125,426.8999938964844,485065
2024-12-23,404.59234619140625,406.20001220703125,419.8999938964844,403.6000061035156,413.8999938964844,423366
2024-12-24,408.1780700683594,409.79998779296875,412.20001220703125,404.8500061035156,408.79998779296875,379655
2024-12-26,411.61444091796875,413.25,417.04998779296875,403.3999938964844,409.79998779296875,361558
2024-12-27,409.6223449707031,411.25,429.95001220703125,408.79998779296875,415.0,909151
2024-12-30,398.4168701171875,400.0,413.8999938964844,397.1499938964844,411.0,600506
2024-12-31,418.1883239746094,419.8500061035156,425.5,394.8500061035156,398.8999938964844,1024630
2025-01-01,427.7503356933594,429.45001220703125,435.1000061035156,417.1499938964844,423.0,1609495
2025-01-02,427.5511169433594,429.25,432.0,425.54998779296875,429.3999938964844,1315049
2025-01-03,426.6546936035156,428.3500061035156,434.8999938964844,427.0,429.8999938964844,484410
2025-01-06,407.7796630859375,409.3999938964844,430.6499938964844,402.6000061035156,429.75,836978
2025-01-07,420.6784362792969,422.3500061035156,428.0,408.25,411.1000061035156,785678
2025-01-08,419.3337707519531,421.0,424.20001220703125,417.70001220703125,420.0,538569
2025-01-09,407.1322326660156,408.75,422.79998779296875,405.95001220703125,417.20001220703125,295616
2025-01-10,409.5227355957031,411.1499938964844,414.3999938964844,395.25,408.75,712290
2025-01-13,398.0682678222656,399.6499938964844,406.8999938964844,395.8999938964844,401.0,600685
2025-01-14,391.245361328125,392.79998779296875,405.29998779296875,390.3500061035156,400.1000061035156,460945
2025-01-15,395.27935791015625,396.8500061035156,408.5,385.29998779296875,394.0,782755
2025-01-16,396.1260070800781,397.70001220703125,403.95001220703125,396.8500061035156,399.79998779296875,236115
2025-01-17,397.6698303222656,399.25,401.1499938964844,395.8999938964844,397.70001220703125,191587
2025-01-20,403.3472900390625,404.95001220703125,407.79998779296875,398.04998779296875,404.0,236263
2025-01-21,400.956787109375,402.54998779296875,408.8999938964844,401.5,404.95001220703125,255119
2025-01-22,396.4745788574219,398.04998779296875,402.3999938964844,390.20001220703125,402.29998779296875,409562
2025-01-23,383.67547607421875,385.20001220703125,398.75,378.1499938964844,392.1000061035156,1026580
2025-01-24,377.8486022949219,379.3500061035156,388.29998779296875,377.25,385.70001220703125,386029
2025-01-27,354.6906433105469,356.1000061035156,374.5,352.5,374.5,466712
2025-01-28,353.694580078125,355.1000061035156,359.29998779296875,340.8500061035156,356.3999938964844,541234
2025-01-29,364.40203857421875,365.8500061035156,367.45001220703125,355.29998779296875,360.0,258321
2025-01-30,359.62103271484375,361.04998779296875,371.95001220703125,357.79998779296875,370.0,231620
2025-01-31,369.03363037109375,370.5,371.75,357.0,357.0,162375
2025-02-01,369.7308654785156,371.20001220703125,374.0,358.1000061035156,371.6000061035156,500340
2025-02-03,373.81463623046875,375.29998779296875,379.6499938964844,366.29998779296875,370.0,478369
2025-02-04,381.982177734375,383.5,389.0,375.29998779296875,375.95001220703125,718143
2025-02-05,375.8565368652344,377.3500061035156,386.3999938964844,375.5,384.8500061035156,208586
2025-02-06,382.231201171875,383.75,385.0,376.1499938964844,381.8999938964844,275666
2025-02-07,382.8288269042969,384.3500061035156,386.45001220703125,376.04998779296875,382.70001220703125,264648
2025-02-10,377.9980163574219,379.5,390.0,367.20001220703125,388.0,312578
2025-02-11,352.54913330078125,353.95001220703125,364.04998779296875,345.1000061035156,356.3500061035156,2032727
2025-02-12,340.74603271484375,342.1000061035156,351.0,333.6000061035156,351.0,1194489
2025-02-13,333.87335205078125,335.20001220703125,348.70001220703125,333.1499938964844,343.25,714246
2025-02-14,334.0725402832031,335.3999938964844,340.5,329.8999938964844,340.0,435948
2025-02-17,319.8789367675781,321.1499938964844,327.6499938964844,310.0,310.0,1570445
2025-02-18,313.3050537109375,314.54998779296875,321.95001220703125,305.0,320.0,961621
2025-02-19,327.0006408691406,328.29998779296875,330.6000061035156,310.5,314.0,738129
2025-02-20,324.11212158203125,325.3999938964844,331.0,320.3999938964844,326.54998779296875,627750
2025-02-21,319.0821228027344,320.3500061035156,334.1499938964844,317.1000061035156,323.5,700643
2025-02-24,314.74932861328125,316.0,320.0,312.5,317.0,372319
2025-02-25,317.09002685546875,318.3500061035156,320.6499938964844,311.20001220703125,314.70001220703125,779336
2025-02-27,328.2955017089844,329.6000061035156,337.5,313.6000061035156,321.0,1871201
2025-02-28,317.9864807128906,319.25,330.3999938964844,314.3500061035156,324.1000061035156,621431
2025-03-03,320.2275695800781,321.5,324.79998779296875,310.45001220703125,319.25,576232
2025-03-04,332.6781005859375,334.0,336.54998779296875,314.6499938964844,320.0,628969
2025-03-05,339.9491882324219,341.29998779296875,343.8999938964844,329.0,329.0,548291
2025-03-06,341.0448303222656,342.3999938964844,347.3500061035156,338.29998779296875,345.0,307355
2025-03-07,338.40533447265625,339.75,346.95001220703125,337.8500061035156,342.6499938964844,263702
2025-03-10,339.75,341.1000061035156,343.8999938964844,333.3999938964844,339.0,543071
2025-03-11,339.75,341.1000061035156,343.29998779296875,332.1499938964844,340.0,318331
2025-03-12,344.7301940917969,346.1000061035156,352.0,336.29998779296875,339.6000061035156,582842
2025-03-13,357.67877197265625,359.1000061035156,361.8999938964844,340.0,346.3500061035156,1583720
2025-03-17,362.06134033203125,363.5,372.8500061035156,353.70001220703125,356.20001220703125,1001205
2025-03-18,362.06134033203125,363.5,363.5,363.5,363.5,0
2025-03-19,360.6170654296875,362.04998779296875,371.0,361.0,368.6499938964844,608645
2025-03-20,358.525390625,359.95001220703125,370.54998779296875,358.1000061035156,363.0,454276
2025-03-21,383.6256408691406,385.1499938964844,389.8999938964844,357.75,359.5,699453
2025-03-24,376.45416259765625,377.95001220703125,402.6000061035156,375.0,386.04998779296875,1221532
2025-03-25,372.968017578125,374.45001220703125,379.29998779296875,368.6000061035156,378.0,290598
2025-03-26,360.9656982421875,362.3999938964844,377.20001220703125,360.54998779296875,377.20001220703125,307617
2025-03-27,362.3601379394531,363.79998779296875,386.70001220703125,350.1499938964844,362.3999938964844,827440
2025-03-28,352.1009216308594,353.5,369.5,351.29998779296875,364.95001220703125,570330
2025-04-01,364.9996643066406,366.45001220703125,377.0,350.20001220703125,352.0,452753
2025-04-02,374.4620666503906,375.95001220703125,384.0,364.0,368.8999938964844,1701049
2025-04-03,375.4082946777344,376.8999938964844,380.0,370.6000061035156,374.3999938964844,227787
2025-04-04,364.55145263671875,366.0,379.1499938964844,363.25,377.6499938964844,168760
2025-04-07,350.55706787109375,351.95001220703125,355.5,334.95001220703125,340.0,651729
2025-04-08,358.4755859375,359.8999938964844,366.0,353.1000061035156,366.0,228556
2025-04-09,351.8021240234375,353.20001220703125,363.0,350.0,363.0,207409
2025-04-11,359.91986083984375,361.3500061035156,370.0,356.1000061035156,370.0,380439
2025-04-15,367.78857421875,369.25,373.04998779296875,362.6000061035156,364.95001220703125,384570
2025-04-16,368.93402099609375,370.3999938964844,376.1499938964844,367.1499938964844,371.70001220703125,253502
2025-04-17,371.52374267578125,373.0,378.29998779296875,368.3999938964844,370.3999938964844,308725
2025-04-21,380.0398864746094,381.54998779296875,384.8999938964844,371.5,373.8500061035156,303836
2025-04-22,380.78692626953125,382.29998779296875,384.3500061035156,377.04998779296875,381.54998779296875,222896
2025-04-23,392.44061279296875,394.0,396.6000061035156,378.04998779296875,386.0,530726
2025-04-24,390.09991455078125,391.6499938964844,397.3999938964844,389.0,394.0,495826
