date_,adj close_cams.ns,close_cams.ns,high_cams.ns,low_cams.ns,open_cams.ns,volume_cams.ns
2024-02-22,582.8536376953125,599.5999755859375,607.0,584.75,605.0,2089190
2024-02-23,605.2599487304688,622.6500244140625,628.989990234375,600.010009765625,600.989990234375,4447600
2024-02-26,604.2100830078125,621.5700073242188,637.7999877929688,617.2000122070312,630.0,2056785
2024-02-27,610.1202392578125,627.6500244140625,644.5999755859375,622.02001953125,624.0,3056845
2024-02-28,599.3108520507812,616.530029296875,648.4000244140625,612.0,631.4000244140625,3205980
2024-02-29,597.259765625,614.4199829101562,622.3900146484375,598.030029296875,616.530029296875,2361975
2024-03-01,604.4725341796875,621.8400268554688,629.97998046875,616.5999755859375,619.7999877929688,1197250
2024-03-04,591.7675170898438,608.77001953125,626.7999877929688,604.4000244140625,625.7999877929688,1244000
2024-03-05,595.4419555664062,612.5499877929688,614.97998046875,600.0,608.5999755859375,726765
2024-03-06,574.6785278320312,591.1900024414062,610.0,587.2000122070312,610.0,1586550
2024-03-07,564.17041015625,580.3800048828125,601.5900268554688,576.4400024414062,595.0,910125
2024-03-11,584.4964599609375,601.2899780273438,603.780029296875,580.4000244140625,580.7899780273438,1539530
2024-03-12,566.5618286132812,582.8400268554688,607.7999877929688,579.5800170898438,600.0,911545
2024-03-13,533.6473999023438,548.97998046875,594.2899780273438,542.2000122070312,582.7999877929688,2290765
2024-03-14,560.3502807617188,576.4500122070312,581.0,541.4199829101562,547.9199829101562,863215
2024-03-15,582.2315673828125,598.9600219726562,609.7999877929688,572.0999755859375,573.010009765625,1343625
2024-03-18,568.982177734375,585.3300170898438,606.469970703125,581.010009765625,599.0,963040
2024-03-19,549.2978515625,565.0800170898438,585.7999877929688,562.2000122070312,585.7999877929688,747030
2024-03-20,550.5516967773438,566.3699951171875,575.5999755859375,562.6500244140625,568.219970703125,700800
2024-03-21,572.2094116210938,588.6500244140625,593.0,572.0,573.7999877929688,755395
2024-03-22,600.5648803710938,617.8200073242188,627.2899780273438,584.4600219726562,587.760009765625,3980380
2024-03-26,587.3834838867188,604.260009765625,617.5999755859375,597.0,617.5999755859375,1470350
2024-03-27,567.8059692382812,584.1199951171875,609.7999877929688,579.2000122070312,609.7999877929688,1725205
2024-03-28,566.8436889648438,583.1300048828125,596.030029296875,580.030029296875,587.989990234375,935475
2024-04-01,581.72607421875,598.4400024414062,604.0,588.4099731445312,590.7999877929688,711680
2024-04-02,619.4424438476562,637.239990234375,645.0,594.3599853515625,604.0,6714305
2024-04-03,612.2103271484375,629.7999877929688,636.0,626.25,636.0,1582195
2024-04-04,610.528564453125,628.0700073242188,636.7999877929688,623.4000244140625,629.8699951171875,1630425
2024-04-05,611.7727661132812,629.3499755859375,635.0,624.0,628.0,1041435
2024-04-08,596.73486328125,613.8800048828125,634.989990234375,613.0,630.0,1092285
2024-04-09,582.7369995117188,599.47998046875,628.8400268554688,597.2000122070312,616.7999877929688,2027980
2024-04-10,592.992431640625,610.030029296875,614.0,595.0700073242188,599.9600219726562,2042515
2024-04-12,605.6876220703125,623.0900268554688,644.5999755859375,618.5999755859375,628.4000244140625,5947660
2024-04-15,588.8222045898438,605.739990234375,614.719970703125,597.1099853515625,603.0,1503505
2024-04-16,605.3668212890625,622.760009765625,632.0700073242188,602.02001953125,605.739990234375,2058230
2024-04-18,622.455810546875,640.3400268554688,659.989990234375,622.5999755859375,623.2100219726562,7152745
2024-04-19,612.7060546875,630.3099975585938,639.0,622.02001953125,633.0,1466380
2024-04-22,629.6199340820312,647.7100219726562,649.8400268554688,635.22998046875,643.1599731445312,1684930
2024-04-23,633.5276489257812,651.72998046875,657.0800170898438,646.0800170898438,650.8900146484375,1218155
2024-04-24,627.9772338867188,646.02001953125,668.0,642.0,655.2000122070312,1584910
2024-04-25,632.5070190429688,650.6799926757812,653.0,636.5999755859375,647.5999755859375,1070575
2024-04-26,623.3890380859375,641.2999877929688,655.4000244140625,638.0,648.0,599945
2024-04-29,639.9434814453125,658.3300170898438,665.2000122070312,643.9400024414062,646.0,2121275
2024-04-30,622.6502075195312,640.5399780273438,659.0900268554688,639.1199951171875,655.280029296875,887445
2024-05-02,643.4234619140625,661.9099731445312,663.2100219726562,642.010009765625,645.0,1249715
2024-05-03,641.30419921875,659.72998046875,666.7999877929688,657.0,666.5999755859375,1357020
2024-05-06,637.08544921875,655.3900146484375,673.4000244140625,652.1400146484375,667.3699951171875,1639680
2024-05-07,618.2467651367188,636.010009765625,663.7999877929688,633.2000122070312,660.6500244140625,1132075
2024-05-08,609.984130859375,627.510009765625,636.0,622.8099975585938,635.4400024414062,739090
2024-05-09,601.7799072265625,619.0700073242188,656.989990234375,616.0,632.469970703125,2608195
2024-05-10,623.56396484375,641.47998046875,655.2000122070312,626.6300048828125,627.989990234375,3429440
2024-05-13,607.826171875,625.2899780273438,639.77001953125,606.010009765625,636.2000122070312,1585250
2024-05-14,622.1934204101562,640.0700073242188,643.5999755859375,628.1199951171875,629.989990234375,636565
2024-05-15,640.5557861328125,658.9600219726562,664.7999877929688,641.5900268554688,641.5999755859375,1955300
2024-05-16,638.7672119140625,657.1199951171875,665.7999877929688,650.7899780273438,665.7999877929688,582825
2024-05-17,644.2301635742188,662.739990234375,670.8599853515625,654.8300170898438,661.5900268554688,1000140
2024-05-21,660.4928588867188,679.469970703125,682.0,661.4500122070312,666.4000244140625,1892720
2024-05-22,677.1056518554688,696.5599975585938,707.0,678.0,683.0,3011980
2024-05-23,689.7911987304688,709.6099853515625,727.2899780273438,695.5900268554688,696.5700073242188,2970075
2024-05-24,664.1770629882812,683.260009765625,715.4600219726562,680.7999877929688,711.0,1133150
2024-05-27,685.5723876953125,705.27001953125,719.5999755859375,686.4600219726562,688.0,1932470
2024-05-28,671.9536743164062,691.260009765625,717.9400024414062,689.0,708.0,1015510
2024-05-29,670.3206176757812,689.5800170898438,691.2000122070312,668.0,690.0,1481840
2024-05-30,672.9354858398438,692.27001953125,700.0,678.3300170898438,688.010009765625,1278200
2024-05-31,676.5807495117188,696.02001953125,707.4000244140625,691.25,700.0,955720
2024-06-03,690.1022338867188,709.9299926757812,727.6799926757812,704.0,720.0,1604990
2024-06-04,642.0722045898438,660.52001953125,709.010009765625,610.0,709.010009765625,1987890
2024-06-05,669.1832275390625,688.4099731445312,691.6300048828125,630.219970703125,668.0,1024565
2024-06-06,656.177001953125,675.030029296875,704.5,673.010009765625,694.0,860660
2024-06-07,662.5829467773438,681.6199951171875,691.9199829101562,678.02001953125,683.969970703125,574875
2024-06-10,670.2816772460938,689.5399780273438,697.5999755859375,681.6199951171875,688.0,532355
2024-06-11,668.5318603515625,687.739990234375,704.0,684.5999755859375,689.5399780273438,663020
2024-06-12,705.0138549804688,725.27001953125,730.0,690.5700073242188,694.989990234375,1693320
2024-06-13,712.5960083007812,733.0700073242188,737.1900024414062,715.27001953125,735.0,1601515
2024-06-14,695.5361328125,715.52001953125,732.6400146484375,712.6500244140625,728.010009765625,943330
2024-06-18,709.4657592773438,729.8499755859375,732.3400268554688,705.52001953125,722.0,1222835
2024-06-19,694.3404541015625,714.2899780273438,737.0,712.0,736.989990234375,800930
2024-06-20,683.59912109375,703.239990234375,721.52001953125,697.5999755859375,721.52001953125,703375
2024-06-21,689.93701171875,709.760009765625,730.7999877929688,703.22998046875,703.7999877929688,1638235
2024-06-24,710.8462524414062,731.27001953125,733.0,707.2000122070312,708.0,1113490
2024-06-25,716.3773193359375,736.9600219726562,767.5999755859375,732.6500244140625,744.0,3599895
2024-06-26,709.446533203125,729.8300170898438,742.9299926757812,727.7999877929688,738.5999755859375,579520
2024-06-27,690.3841552734375,710.219970703125,731.8099975585938,705.8499755859375,730.489990234375,868550
2024-06-28,702.3697509765625,722.5499877929688,732.5499877929688,712.0,714.989990234375,1195095
2024-07-01,710.3699951171875,730.780029296875,735.0,720.219970703125,724.0,803390
2024-07-02,731.57080078125,752.5900268554688,754.0,741.219970703125,745.4199829101562,1716890
2024-07-03,738.6862182617188,759.9099731445312,768.0,752.7899780273438,755.97998046875,855965
2024-07-04,724.1830444335938,744.989990234375,765.9000244140625,742.5900268554688,759.1900024414062,656375
2024-07-05,732.0276489257812,753.0599975585938,778.0,744.0,746.0,1987625
2024-07-08,734.7029418945312,752.5,759.02001953125,746.6599731445312,750.6099853515625,440725
2024-07-09,778.7069702148438,797.5700073242188,802.4000244140625,754.0,754.0399780273438,3373925
2024-07-10,795.8516845703125,815.1300048828125,865.5499877929688,800.0,801.0,10068185
2024-07-11,803.662353515625,823.1300048828125,834.7000122070312,795.0,830.7899780273438,2385850
2024-07-12,794.797119140625,814.0499877929688,845.7999877929688,805.4099731445312,827.7999877929688,1771795
2024-07-15,789.15380859375,808.27001953125,819.7899780273438,802.2000122070312,810.0,726425
2024-07-16,825.3568725585938,845.3499755859375,851.2000122070312,809.6300048828125,810.989990234375,2983520
2024-07-18,814.3826904296875,834.1099853515625,863.9600219726562,829.2000122070312,851.0,1777745
2024-07-19,806.2594604492188,825.7899780273438,835.280029296875,810.2000122070312,833.4099731445312,898190
2024-07-22,791.7803344726562,810.9600219726562,831.0,808.5,820.0,659340
2024-07-23,791.1065673828125,810.27001953125,849.719970703125,755.4000244140625,812.4000244140625,3863350
2024-07-24,795.0217895507812,814.280029296875,825.0,803.1900024414062,808.7999877929688,680600
2024-07-25,788.2653198242188,807.3599853515625,814.3400268554688,801.030029296875,806.0,631120
2024-07-26,787.2792358398438,806.3499755859375,817.0,800.2000122070312,809.5999755859375,535480
2024-07-29,836.6531982421875,856.9199829101562,864.0,806.3499755859375,806.3499755859375,2468425
2024-07-30,916.8018188476562,939.010009765625,945.0,858.0,858.4000244140625,11956180
2024-07-31,885.392578125,906.8400268554688,982.0,896.7999877929688,933.3800048828125,7066210
2024-08-01,861.9797973632812,882.8599853515625,905.0,879.02001953125,905.0,2087905
2024-08-02,853.0364379882812,873.7000122070312,887.1300048828125,868.0399780273438,873.8099975585938,2291260
2024-08-05,779.3511962890625,798.22998046875,862.2000122070312,782.6500244140625,862.0,4794265
2024-08-06,757.6763916015625,776.030029296875,816.260009765625,770.0,800.7999877929688,4283040
2024-08-07,807.2359008789062,826.7899780273438,842.7999877929688,796.0,807.5999755859375,8164200
2024-08-08,830.785400390625,850.9099731445312,875.239990234375,834.1699829101562,841.7000122070312,5308035
2024-08-09,853.475830078125,874.1500244140625,888.0,864.5399780273438,868.0,3001440
2024-08-12,834.163818359375,852.219970703125,880.02001953125,844.1099853515625,870.0,2056085
2024-08-13,807.2953491210938,824.77001953125,865.7999877929688,816.0,853.0,1649400
2024-08-14,816.0850830078125,833.75,850.780029296875,818.22998046875,835.77001953125,1962110
2024-08-16,836.4346313476562,854.5399780273438,865.0,832.010009765625,833.2899780273438,2172540
2024-08-19,890.1127319335938,909.3800048828125,927.5999755859375,862.6500244140625,878.0,6285330
2024-08-20,863.3226318359375,882.010009765625,927.780029296875,880.0,919.719970703125,2373240
2024-08-21,878.758544921875,897.780029296875,908.0,879.0700073242188,888.4000244140625,1773355
2024-08-22,858.9864501953125,877.5800170898438,911.3800048828125,870.510009765625,903.5999755859375,1599295
2024-08-23,871.0062866210938,889.8599853515625,892.0,876.02001953125,882.5999755859375,1109645
2024-08-26,868.0502319335938,886.8400268554688,915.0399780273438,879.2000122070312,886.7999877929688,1796505
2024-08-27,857.0582275390625,875.6099853515625,886.0,873.0,886.0,1027480
2024-08-28,849.2081909179688,867.5900268554688,887.989990234375,865.1599731445312,883.5999755859375,948210
2024-08-29,848.865478515625,867.239990234375,883.780029296875,861.7999877929688,869.3800048828125,752690
2024-08-30,834.193115234375,852.25,877.7999877929688,843.6699829101562,873.3900146484375,852055
2024-09-02,864.8984985351562,883.6199951171875,889.7999877929688,854.77001953125,860.0,1481510
2024-09-03,857.2246704101562,875.780029296875,888.7999877929688,872.0,888.7999877929688,634105
2024-09-04,868.47119140625,887.27001953125,901.7999877929688,862.5800170898438,867.0,1675380
2024-09-05,864.8299560546875,883.5499877929688,900.5999755859375,880.8099975585938,893.0,1183670
2024-09-06,849.7562255859375,868.1500244140625,889.7999877929688,865.5999755859375,889.7999877929688,613110
2024-09-09,831.5895385742188,849.5900268554688,867.97998046875,846.9199829101562,864.2000122070312,671295
2024-09-10,832.4215087890625,850.4400024414062,859.5999755859375,848.0,857.0,643170
2024-09-11,855.5997924804688,874.1199951171875,886.6500244140625,858.5800170898438,860.0,2369750
2024-09-12,863.5281372070312,882.219970703125,884.7999877929688,875.0,881.4000244140625,611600
2024-09-13,861.5999145507812,880.25,892.72998046875,875.010009765625,885.7999877929688,516725
2024-09-16,884.9053955078125,904.0599975585938,908.7999877929688,875.4299926757812,883.4000244140625,2126470
2024-09-17,884.2789916992188,903.4199829101562,919.0,890.97998046875,906.7899780273438,1273100
2024-09-18,886.0408325195312,905.219970703125,918.489990234375,897.6900024414062,905.0,1174895
2024-09-19,866.1807250976562,884.9299926757812,915.7999877929688,872.02001953125,913.7999877929688,1511695
2024-09-20,873.0226440429688,891.9199829101562,906.510009765625,887.2000122070312,891.0,1161675
2024-09-23,902.7394409179688,922.280029296875,954.75,900.0,904.5999755859375,6576825
2024-09-24,886.3736572265625,905.5599975585938,924.989990234375,902.2000122070312,922.280029296875,1174890
2024-09-25,865.9360961914062,884.6799926757812,907.0,882.2000122070312,906.0,1005030
2024-09-26,876.2233276367188,895.1900024414062,911.4000244140625,885.3200073242188,909.0,3300525
2024-09-27,872.1123657226562,890.989990234375,913.5999755859375,884.2000122070312,895.0,1420795
2024-09-30,863.1365966796875,881.8200073242188,895.7999877929688,880.0,891.0,960750
2024-10-01,896.631591796875,916.0399780273438,919.7999877929688,884.0,884.0,1798435
2024-10-03,865.7402954101562,884.47998046875,911.5999755859375,882.2000122070312,895.989990234375,1352715
2024-10-04,835.2208862304688,853.2999877929688,887.7999877929688,849.0599975585938,882.5900268554688,1463215
2024-10-07,804.3980102539062,821.8099975585938,861.0,810.0,853.2000122070312,1576405
2024-10-08,863.38134765625,882.0700073242188,889.5900268554688,816.5800170898438,825.0,2271115
2024-10-09,863.38134765625,882.0700073242188,888.0,874.010009765625,879.989990234375,845695
2024-10-10,879.0619506835938,898.0900268554688,905.7899780273438,881.1099853515625,888.4000244140625,1025165
2024-10-11,883.1338500976562,902.25,917.7999877929688,892.260009765625,903.489990234375,1269045
2024-10-14,900.6251831054688,920.1199951171875,934.7999877929688,880.3800048828125,906.0,3046830
2024-10-15,905.65625,925.260009765625,947.6400146484375,918.9600219726562,926.0,1844475
2024-10-16,946.8153076171875,967.3099975585938,982.0,918.4000244140625,921.2100219726562,6035210
2024-10-17,949.7714233398438,970.3300170898438,993.969970703125,960.27001953125,978.72998046875,4781860
2024-10-18,928.3060913085938,948.4000244140625,969.3300170898438,930.4000244140625,966.0,2252360
2024-10-21,909.25830078125,928.9400024414062,959.5999755859375,926.2899780273438,948.4000244140625,1777215
2024-10-22,861.4432983398438,880.0900268554688,932.0,877.3300170898438,929.7999877929688,1849050
2024-10-23,892.7261352539062,912.0499877929688,928.3200073242188,866.9500122070312,878.5999755859375,2378020
2024-10-24,881.0489501953125,900.1199951171875,920.0,891.6799926757812,912.5900268554688,866740
2024-10-25,844.8131713867188,863.0999755859375,913.4400024414062,858.2100219726562,901.9600219726562,1168900
2024-10-28,837.129638671875,855.25,877.7999877929688,850.010009765625,871.0900268554688,1931630
2024-10-29,847.876953125,866.22998046875,875.4600219726562,841.2000122070312,861.0,1075700
2024-10-30,857.7922973632812,876.3599853515625,889.0,858.02001953125,865.75,953615
2024-10-31,869.9100341796875,888.739990234375,903.4000244140625,865.75,877.0,1446615
2024-11-01,884.5921630859375,903.739990234375,905.5800170898438,892.0499877929688,897.5999755859375,210645
2024-11-04,889.2807006835938,908.530029296875,957.4500122070312,901.0,906.0,5677675
2024-11-05,893.57763671875,912.9199829101562,922.2000122070312,901.1099853515625,910.0,1166190
2024-11-06,914.7298583984375,934.530029296875,938.0999755859375,912.7999877929688,918.7999877929688,1720675
2024-11-07,912.742919921875,932.5,951.1900024414062,928.4099731445312,939.1900024414062,1142680
2024-11-08,919.897216796875,934.77001953125,957.0,931.0,932.4000244140625,1579275
2024-11-11,929.0000610351562,944.02001953125,953.97998046875,924.0,935.2000122070312,1070155
2024-11-12,921.4422607421875,936.3400268554688,978.4400024414062,931.3099975585938,949.2000122070312,2197435
2024-11-13,884.1649780273438,898.4600219726562,941.25,894.2000122070312,934.0,1553740
2024-11-14,901.8096923828125,916.3900146484375,929.989990234375,900.989990234375,900.989990234375,1311095
2024-11-18,884.7455444335938,899.0499877929688,923.5999755859375,890.2000122070312,923.5999755859375,956625
2024-11-19,893.17919921875,907.6199951171875,927.0,902.1199951171875,904.5999755859375,1070775
2024-11-21,892.1458740234375,906.5700073242188,913.9400024414062,891.2000122070312,902.0,848980
2024-11-22,875.7116088867188,889.8699951171875,914.780029296875,884.0,910.0,1454675
2024-11-25,894.5274047851562,908.989990234375,915.989990234375,893.030029296875,902.0,1071065
2024-11-26,935.1997680664062,950.3200073242188,956.3400268554688,913.7899780273438,913.7999877929688,2058895
2024-11-27,954.5764770507812,970.010009765625,999.75,945.1099853515625,954.0,3600660
2024-11-28,963.0986938476562,978.6699829101562,1002.5599975585938,970.4000244140625,974.1900024414062,2496800
2024-11-29,969.9971313476562,985.6799926757812,1019.760009765625,981.2000122070312,983.1799926757812,4101535
2024-12-02,1004.2238159179688,1020.4600219726562,1029.0,994.0,995.0,4571515
2024-12-03,1007.7469482421875,1024.0400390625,1028.97998046875,1001.4000244140625,1024.0,2155635
2024-12-04,1019.8610229492188,1036.3499755859375,1040.9100341796875,1020.8200073242188,1023.0,1985655
2024-12-05,1032.1424560546875,1048.8299560546875,1072.0999755859375,1028.010009765625,1039.800048828125,4973280
2024-12-06,997.787841796875,1013.9199829101562,1054.449951171875,1011.4600219726562,1051.27001953125,3344235
2024-12-09,1037.1317138671875,1053.9000244140625,1063.0,1004.4099731445312,1013.9199829101562,3734015
2024-12-10,1025.6474609375,1042.22998046875,1057.800048828125,1032.8699951171875,1056.800048828125,1690825
2024-12-11,1027.792724609375,1044.4100341796875,1060.199951171875,1040.199951171875,1041.8199462890625,1826475
2024-12-12,1038.450439453125,1055.239990234375,1073.5,1047.739990234375,1050.0,3086970
2024-12-13,1020.86474609375,1037.3699951171875,1057.199951171875,1026.5999755859375,1055.239990234375,1845275
2024-12-16,1026.395263671875,1042.989990234375,1045.5999755859375,1028.199951171875,1038.8699951171875,1082425
2024-12-17,1010.7876586914062,1027.1300048828125,1049.27001953125,1022.0,1038.0,1586405
2024-12-18,1009.911865234375,1026.239990234375,1033.489990234375,1014.2000122070312,1028.800048828125,998795
2024-12-19,1006.4183349609375,1022.6900024414062,1029.699951171875,990.2000122070312,994.489990234375,1815495
2024-12-20,974.4452514648438,990.2000122070312,1037.1700439453125,986.7999877929688,1028.97998046875,1516235
2024-12-23,964.9979858398438,980.5999755859375,1003.489990234375,968.0,992.0,1306385
2024-12-24,970.0562133789062,985.739990234375,987.4500122070312,969.4000244140625,978.0,767935
2024-12-26,977.00390625,992.7999877929688,999.4000244140625,974.0,988.0,725230
2024-12-27,992.3064575195312,1008.3499755859375,1019.2000122070312,994.2000122070312,1001.5999755859375,1356615
2024-12-30,998.299560546875,1014.4400024414062,1022.2000122070312,995.2000122070312,1003.22998046875,2161080
2024-12-31,998.9293823242188,1015.0800170898438,1019.97998046875,972.719970703125,1013.3900146484375,1955535
2025-01-01,1003.5250854492188,1019.75,1029.9300537109375,994.719970703125,1002.0399780273438,1434040
2025-01-02,1024.1025390625,1040.6600341796875,1043.0,1014.4600219726562,1027.5899658203125,2378075
2025-01-03,1002.9937133789062,1019.2100219726562,1057.5699462890625,1017.0499877929688,1039.6099853515625,1993735
2025-01-06,955.078369140625,970.52001953125,1025.3900146484375,967.5900268554688,1018.489990234375,1674420
2025-01-07,960.2350463867188,975.760009765625,993.7999877929688,968.0800170898438,973.5999755859375,1224055
2025-01-08,926.6087036132812,941.5900268554688,985.8499755859375,940.0,979.97998046875,1914030
2025-01-09,917.5648803710938,932.4000244140625,953.0,930.239990234375,941.4000244140625,1169840
2025-01-10,890.157958984375,904.5499877929688,939.1300048828125,900.6099853515625,932.010009765625,1343735
2025-01-13,842.7445068359375,856.3699951171875,903.8900146484375,848.4000244140625,892.7999877929688,2262135
2025-01-14,830.49267578125,843.9199829101562,879.0,840.7999877929688,864.0,1852930
2025-01-15,847.3796997070312,861.0800170898438,876.0,848.4000244140625,855.6400146484375,2135910
2025-01-16,874.6881103515625,888.8300170898438,905.7999877929688,870.0,870.0,2671105
2025-01-17,869.5609741210938,883.6199951171875,902.0,862.77001953125,894.0,1267100
2025-01-20,872.0901489257812,886.1900024414062,892.0,875.010009765625,884.0,806455
2025-01-21,836.0921020507812,849.6099853515625,904.0,846.0,899.8800048828125,1960400
2025-01-22,802.0819702148438,815.0499877929688,851.4099731445312,795.2000122070312,850.0,3014465
2025-01-23,818.6146850585938,831.8499755859375,837.530029296875,806.02001953125,815.0499877929688,2626955
2025-01-24,807.1697387695312,820.219970703125,856.9199829101562,815.72998046875,830.0,1663365
2025-01-27,749.6103515625,761.72998046875,811.7999877929688,755.72998046875,811.7999877929688,4185895
2025-01-28,732.2412719726562,744.0800170898438,772.7899780273438,729.5900268554688,768.0,3248760
2025-01-29,776.4267578125,788.97998046875,802.5800170898438,742.0800170898438,748.0,5561370
2025-01-30,715.8659057617188,727.4400024414062,797.9600219726562,718.0999755859375,796.7999877929688,8527130
2025-01-31,709.2332153320312,720.7000122070312,733.4000244140625,710.0,732.0,4061695
2025-02-01,696.203857421875,707.4600219726562,741.5700073242188,694.27001953125,723.989990234375,3302650
2025-02-03,668.787109375,679.5999755859375,714.7899780273438,676.4000244140625,706.0399780273438,3234585
2025-02-04,691.5885009765625,702.77001953125,705.6400146484375,682.219970703125,685.7999877929688,3418230
2025-02-05,737.8209838867188,749.75,759.5999755859375,706.3200073242188,708.0,6614910
2025-02-06,720.8455200195312,732.5,754.7999877929688,728.6900024414062,754.010009765625,3680895
2025-02-07,724.4149780273438,732.6099853515625,748.010009765625,725.7999877929688,736.5900268554688,2774620
2025-02-10,697.4599609375,705.3499755859375,733.97998046875,700.0,732.5999755859375,1855895
2025-02-11,668.1119384765625,675.6699829101562,705.9600219726562,672.0,704.0,2778140
2025-02-12,697.7071533203125,705.5999755859375,710.5900268554688,660.2100219726562,675.6699829101562,4296190
2025-02-13,674.4107055664062,682.0399780273438,707.989990234375,680.2000122070312,705.5999755859375,2236375
2025-02-14,667.5186767578125,675.0700073242188,691.239990234375,662.4000244140625,687.760009765625,1726250
2025-02-17,668.7942504882812,676.3599853515625,683.5800170898438,655.0,667.5999755859375,2962565
2025-02-18,648.2664184570312,655.5999755859375,678.2899780273438,650.4500122070312,676.3599853515625,2197755
2025-02-19,666.6682739257812,674.2100219726562,686.5999755859375,641.3300170898438,650.0,2428370
2025-02-20,680.135986328125,687.8300170898438,697.1500244140625,663.3099975585938,670.0,2558215
2025-02-21,677.83203125,685.5,709.0,680.7999877929688,687.989990234375,3120320
2025-02-24,675.90380859375,683.5499877929688,689.5399780273438,668.9500122070312,675.739990234375,1821575
2025-02-25,661.5463256835938,669.030029296875,684.5900268554688,663.0999755859375,681.7100219726562,1816790
2025-02-27,644.2617797851562,651.5499877929688,675.7999877929688,649.2999877929688,671.5999755859375,1762325
2025-02-28,621.5882568359375,628.6199951171875,645.47998046875,625.2000122070312,641.3900146484375,2934820
2025-03-03,619.7886352539062,626.7999877929688,639.5999755859375,606.2100219726562,632.4099731445312,2636020
2025-03-04,620.5797119140625,627.5999755859375,634.4000244140625,615.4400024414062,623.0,1664705
2025-03-05,631.9114990234375,639.0599975585938,640.719970703125,621.4400024414062,626.0,2146175
2025-03-06,653.141357421875,660.530029296875,664.4000244140625,642.0999755859375,649.530029296875,3057585
2025-03-07,665.6103515625,673.1400146484375,676.5999755859375,657.489990234375,662.2000122070312,3196190
2025-03-10,662.0604858398438,669.5499877929688,687.5,666.22998046875,674.0,3198390
2025-03-11,665.3828125,672.9099731445312,677.7000122070312,652.6699829101562,660.0,2006515
2025-03-12,657.3240966796875,664.760009765625,681.7899780273438,657.8499755859375,674.9099731445312,2433440
2025-03-13,674.3909912109375,682.02001953125,690.5499877929688,657.6099853515625,668.7999877929688,3575260
2025-03-17,677.3870239257812,685.0499877929688,703.72998046875,681.9000244140625,689.9600219726562,3378195
2025-03-18,677.3870239257812,685.0499877929688,685.0499877929688,685.0499877929688,685.0499877929688,0
2025-03-19,754.6530151367188,763.1900024414062,766.0,723.8200073242188,727.989990234375,5029495
2025-03-20,732.948486328125,741.239990234375,771.4000244140625,736.1599731445312,769.5999755859375,3634790
2025-03-21,754.6036376953125,763.1400146484375,769.7999877929688,738.3200073242188,743.7999877929688,3956630
2025-03-24,753.9508666992188,762.47998046875,775.5700073242188,759.0,766.7999877929688,2213720
2025-03-25,723.3668823242188,731.5499877929688,762.0,730.0,762.0,3073030
2025-03-26,728.6668701171875,736.9099731445312,746.5999755859375,723.8099975585938,731.5499877929688,2739450
2025-03-27,729.3294677734375,737.5800170898438,748.3800048828125,730.52001953125,731.7999877929688,2687960
2025-03-28,736.340087890625,744.6699829101562,762.8200073242188,740.010009765625,741.2000122070312,3471140
