date_,adj close_jindalstel.ns,close_jindalstel.ns,high_jindalstel.ns,low_jindalstel.ns,open_jindalstel.ns,volume_jindalstel.ns
2024-03-04,836.0382690429688,839.4500122070312,849.5,826.0,837.8499755859375,2856051
2024-03-05,821.0991821289062,824.4500122070312,840.5499877929688,822.0,839.4500122070312,1537610
2024-03-06,826.7760620117188,830.1500244140625,833.9500122070312,801.4000244140625,826.7000122070312,2246235
2024-03-07,835.5900268554688,839.0,851.0,832.2000122070312,833.0,2176087
2024-03-11,824.3858032226562,827.75,845.0,823.5999755859375,845.0,1424721
2024-03-12,803.8695068359375,807.1500244140625,832.9000244140625,800.6500244140625,827.75,1646471
2024-03-13,761.0941162109375,764.2000122070312,814.7000122070312,760.2000122070312,807.5,2175250
2024-03-14,778.42333984375,781.5999755859375,784.9000244140625,756.5,764.9500122070312,2278644
2024-03-15,764.629638671875,767.75,783.0999755859375,760.9000244140625,780.0,2415351
2024-03-18,804.716064453125,808.0,810.9000244140625,767.75,767.75,4040803
2024-03-19,791.02197265625,794.25,817.0499877929688,790.5999755859375,806.0,2528299
2024-03-20,779.1702880859375,782.3499755859375,803.4000244140625,774.9500122070312,798.9000244140625,1272564
2024-03-21,818.2109375,821.5499877929688,823.4000244140625,778.0999755859375,798.0999755859375,3440279
2024-03-22,829.514892578125,832.9000244140625,835.7999877929688,813.4000244140625,818.9500122070312,2059744
2024-03-26,833.7974243164062,837.2000122070312,867.7000122070312,835.25,842.9000244140625,3545906
2024-03-27,829.7140502929688,833.0999755859375,843.9000244140625,826.9500122070312,841.0,1467887
2024-03-28,845.6988525390625,849.1500244140625,854.0,836.0,836.0499877929688,1751216
2024-04-01,864.8207397460938,868.3499755859375,873.5,855.1500244140625,858.0,2179459
2024-04-02,893.2547607421875,896.9000244140625,900.0,857.2999877929688,875.0,4087436
2024-04-03,898.732421875,902.4000244140625,916.9000244140625,889.2999877929688,892.7000122070312,3171054
2024-04-04,899.6785278320312,903.3499755859375,915.0,898.5999755859375,908.5,1634219
2024-04-05,912.028076171875,915.75,921.5,888.0499877929688,902.5,3185781
2024-04-08,907.84521484375,911.5499877929688,924.1500244140625,903.6500244140625,916.0999755859375,1660694
2024-04-09,898.8817749023438,902.5499877929688,927.0,899.0,912.0999755859375,2510871
2024-04-10,894.1012573242188,897.75,911.0499877929688,891.6500244140625,911.0,7432694
2024-04-12,893.902099609375,897.5499877929688,907.9000244140625,891.2000122070312,900.9500122070312,1101942
2024-04-15,890.1175537109375,893.75,913.0,876.0499877929688,892.5499877929688,2487303
2024-04-16,898.1348266601562,901.7999877929688,909.2000122070312,883.0,892.0,1559770
2024-04-18,902.1683349609375,905.8499755859375,936.0,899.2000122070312,906.1500244140625,3288107
2024-04-19,923.4813232421875,927.25,931.9500122070312,885.7999877929688,900.0,3869393
2024-04-22,913.92041015625,917.6500244140625,945.3499755859375,915.2999877929688,935.7999877929688,1754331
2024-04-23,906.152099609375,909.8499755859375,922.4500122070312,905.0999755859375,921.9000244140625,1014238
2024-04-24,932.6937866210938,936.5,944.4500122070312,911.1500244140625,914.75,3633914
2024-04-25,938.42041015625,942.25,945.0,926.0499877929688,935.75,2839898
2024-04-26,928.0626220703125,931.8499755859375,946.9000244140625,926.4500122070312,942.0,1823107
2024-04-29,938.27099609375,942.0999755859375,945.0,930.5,935.0,1286958
2024-04-30,925.8717041015625,929.6500244140625,948.5999755859375,926.0,947.0,1917697
2024-05-02,938.0220336914062,941.8499755859375,953.9000244140625,930.7000122070312,934.0,1615306
2024-05-03,927.714111328125,931.5,960.0,923.4500122070312,948.5,3031130
2024-05-06,932.1958618164062,936.0,949.7000122070312,917.4000244140625,935.9500122070312,1978042
2024-05-07,920.2943725585938,924.0499877929688,938.7999877929688,916.0,937.0,2914141
2024-05-08,939.764892578125,943.5999755859375,948.0999755859375,911.0,923.7000122070312,1732112
2024-05-09,917.5555419921875,921.2999877929688,947.9500122070312,916.0999755859375,945.0499877929688,1097509
2024-05-10,926.7679443359375,930.5499877929688,936.8499755859375,915.9500122070312,925.8499755859375,835091
2024-05-13,935.6318359375,939.4500122070312,942.2000122070312,908.5999755859375,931.7000122070312,1965933
2024-05-14,974.4733276367188,978.4500122070312,983.2999877929688,930.8499755859375,939.5,6840175
2024-05-15,989.5119018554688,993.5499877929688,998.7000122070312,975.4500122070312,987.0,2292776
2024-05-16,1001.1643676757812,1005.25,1009.9500122070312,993.4500122070312,996.0,3747123
2024-05-17,1011.3727416992188,1015.5,1028.0,1002.0,1005.0,1708670
2024-05-21,1064.6053466796875,1068.949951171875,1075.0,1014.0,1014.0,3541313
2024-05-22,1073.3199462890625,1077.699951171875,1085.949951171875,1058.5999755859375,1077.9000244140625,2169567
2024-05-23,1069.684814453125,1074.050048828125,1076.75,1050.0999755859375,1065.0,1299470
2024-05-24,1064.8543701171875,1069.199951171875,1083.0999755859375,1059.5,1069.0999755859375,795828
2024-05-27,1054.9947509765625,1059.300048828125,1079.9000244140625,1056.5999755859375,1071.0,1283259
2024-05-28,1048.3218994140625,1052.5999755859375,1068.0,1043.949951171875,1063.199951171875,702188
2024-05-29,1034.3291015625,1038.550048828125,1051.1500244140625,1030.25,1049.050048828125,1540923
2024-05-30,1027.0089111328125,1031.199951171875,1040.1500244140625,1023.9000244140625,1027.199951171875,838030
2024-05-31,1023.9713134765625,1028.1500244140625,1046.6500244140625,1016.5999755859375,1036.199951171875,3245379
2024-06-03,1053.1522216796875,1057.449951171875,1080.0,1049.0,1080.0,2006398
2024-06-04,956.2476806640625,960.1500244140625,1037.0,901.2000122070312,1030.0,5964333
2024-06-05,1002.1603393554688,1006.25,1013.6500244140625,928.25,978.9000244140625,3384707
2024-06-06,1025.3656005859375,1029.550048828125,1035.0,1000.0,1016.0999755859375,2465243
2024-06-07,1022.7761840820312,1026.949951171875,1042.3499755859375,1021.1500244140625,1030.0,2354471
2024-06-10,1008.0363159179688,1012.1500244140625,1033.800048828125,1004.5999755859375,1033.800048828125,2412594
2024-06-11,1004.799560546875,1008.9000244140625,1019.0,1001.5999755859375,1010.0,1220832
2024-06-12,1023.5230102539062,1027.699951171875,1037.8499755859375,1005.1500244140625,1012.9000244140625,2853655
2024-06-13,1037.01806640625,1041.25,1053.0,1036.4000244140625,1039.0,1162049
2024-06-14,1048.1724853515625,1052.449951171875,1059.25,1036.0,1043.5,2722106
2024-06-18,1030.0465087890625,1034.25,1060.949951171875,1024.199951171875,1060.949951171875,2798849
2024-06-19,1042.69482421875,1046.949951171875,1050.949951171875,1029.0,1043.9000244140625,2074723
2024-06-20,1052.1064453125,1056.4000244140625,1074.9000244140625,1044.300048828125,1051.0,2379619
2024-06-21,1072.8717041015625,1077.25,1097.0,1050.25,1065.0,3775241
2024-06-24,1066.547607421875,1070.9000244140625,1077.5,1045.0999755859375,1077.5,3374848
2024-06-25,1059.7254638671875,1064.050048828125,1081.0,1049.050048828125,1077.5,2287648
2024-06-26,1042.84423828125,1047.0999755859375,1064.050048828125,1042.3499755859375,1064.050048828125,1089927
2024-06-27,1043.09326171875,1047.3499755859375,1059.0,1029.1500244140625,1050.5,1596848
2024-06-28,1040.1552734375,1044.4000244140625,1061.0,1041.300048828125,1047.3499755859375,2370605
2024-07-01,1055.1939697265625,1059.5,1075.199951171875,1042.25,1045.0,2903887
2024-07-02,1040.852294921875,1045.0999755859375,1066.5,1038.0999755859375,1066.050048828125,1415238
2024-07-03,1046.0313720703125,1050.300048828125,1055.9000244140625,1044.75,1046.699951171875,1580996
2024-07-04,1051.1602783203125,1055.449951171875,1063.0,1047.4000244140625,1058.0,885590
2024-07-05,1046.23046875,1050.5,1063.300048828125,1047.699951171875,1050.050048828125,1445408
2024-07-08,1021.7802124023438,1025.949951171875,1054.449951171875,1023.5,1050.550048828125,1417503
2024-07-09,1017.6968994140625,1021.8499755859375,1041.3499755859375,1012.9000244140625,1030.0,1371213
2024-07-10,1003.7537841796875,1007.8499755859375,1026.300048828125,992.0,1023.0,2245736
2024-07-11,1010.4265747070312,1014.5499877929688,1025.8499755859375,1008.0,1008.0,1842467
2024-07-12,1009.7792358398438,1013.9000244140625,1019.0,1005.7000122070312,1016.0,907800
2024-07-15,1004.4011840820312,1008.5,1020.75,1002.8499755859375,1017.9000244140625,1118459
2024-07-16,1005.9448852539062,1010.0499877929688,1028.0,1008.4000244140625,1014.0,1706821
2024-07-18,985.9265747070312,989.9500122070312,1014.9000244140625,976.4000244140625,1014.9000244140625,4764249
2024-07-19,942.5037231445312,946.3499755859375,987.5,944.4500122070312,984.9500122070312,2974059
2024-07-22,948.7283325195312,952.5999755859375,958.5499877929688,930.3499755859375,942.0,2489828
2024-07-23,948.9275512695312,952.7999877929688,961.5999755859375,927.25,955.2000122070312,1397714
2024-07-24,968.4976806640625,972.4500122070312,974.9500122070312,945.8499755859375,952.7999877929688,2385985
2024-07-25,933.9884643554688,937.7999877929688,954.2999877929688,918.9000244140625,940.0,5020305
2024-07-26,968.3980102539062,972.3499755859375,973.5,942.2999877929688,947.2000122070312,3121650
2024-07-29,962.97021484375,966.9000244140625,982.7999877929688,963.5,979.5,1596044
2024-07-30,972.53125,976.5,981.6500244140625,956.0999755859375,966.9000244140625,1215074
2024-07-31,984.2334594726562,988.25,992.0,980.1500244140625,990.0,984608
2024-08-01,979.3035278320312,983.2999877929688,1006.6500244140625,975.2000122070312,996.0,1242869
2024-08-02,952.8614501953125,956.75,974.6500244140625,953.1500244140625,969.0,1982275
2024-08-05,914.1195678710938,917.8499755859375,946.0499877929688,903.4500122070312,937.9000244140625,3333943
2024-08-06,921.5890502929688,925.3499755859375,936.4500122070312,919.0999755859375,919.0999755859375,2794386
2024-08-07,942.5535278320312,946.4000244140625,949.8499755859375,925.0999755859375,936.0,2262015
2024-08-08,915.414306640625,919.1500244140625,938.0,915.0,938.0,2204897
2024-08-09,912.476318359375,916.2000122070312,937.0,913.5499877929688,926.7999877929688,1479733
2024-08-12,914.3685302734375,918.0999755859375,920.5999755859375,902.2000122070312,914.9500122070312,2379658
2024-08-13,905.2557373046875,908.9500122070312,927.8499755859375,905.0,921.5,1449141
2024-08-14,925.97119140625,929.75,931.9500122070312,896.0,908.9500122070312,3795523
2024-08-16,930.701904296875,934.5,941.25,926.0499877929688,935.0,1074486
2024-08-19,949.8736572265625,953.75,957.5999755859375,931.1500244140625,944.2999877929688,1245922
2024-08-20,945.7904052734375,949.6500244140625,959.1500244140625,935.0,957.0,999577
2024-08-21,953.7080078125,957.5999755859375,959.9000244140625,944.0,949.6500244140625,832903
2024-08-22,963.8379516601562,965.75,968.0,948.0,957.4500122070312,1141606
2024-08-23,957.9495849609375,959.8499755859375,969.0,957.7999877929688,969.0,853881
2024-08-26,983.6486206054688,985.5999755859375,987.8499755859375,960.1500244140625,965.0,1183617
2024-08-27,966.8818969726562,968.7999877929688,986.0999755859375,966.9500122070312,985.5,983842
2024-08-28,966.981689453125,968.9000244140625,975.0,963.0,974.5999755859375,914225
2024-08-29,958.5983276367188,960.5,967.0,948.5499877929688,964.0,1052201
2024-08-30,968.478759765625,970.4000244140625,976.0,960.9000244140625,961.2999877929688,2683048
2024-09-02,963.438720703125,965.3499755859375,980.8499755859375,959.0,975.0,1048122
2024-09-03,946.37255859375,948.25,969.3499755859375,946.0499877929688,965.0,972264
2024-09-04,943.727783203125,945.5999755859375,953.3499755859375,929.0499877929688,935.0,1578965
2024-09-05,948.6181030273438,950.5,955.6500244140625,942.5999755859375,947.0,787383
2024-09-06,952.061279296875,953.9500122070312,969.7000122070312,937.7999877929688,950.5,1314912
2024-09-09,943.9274291992188,945.7999877929688,965.3499755859375,933.0,953.9500122070312,1877070
2024-09-10,960.0953369140625,962.0,973.4500122070312,949.5999755859375,950.0,1905394
2024-09-11,964.9856567382812,966.9000244140625,970.9000244140625,951.2999877929688,960.0,1675589
2024-09-12,1002.6609497070312,1004.6500244140625,1014.0,972.1500244140625,980.9500122070312,2998825
2024-09-13,1029.0584716796875,1031.0999755859375,1035.699951171875,1008.75,1010.0999755859375,2806536
2024-09-16,1041.0347900390625,1043.0999755859375,1049.0,1024.9000244140625,1036.0,1958439
2024-09-17,1050.6656494140625,1052.75,1073.699951171875,1033.050048828125,1044.0,2217260
2024-09-18,1022.8208618164062,1024.8499755859375,1054.8499755859375,1017.5499877929688,1045.550048828125,1777856
2024-09-19,1000.8145751953125,1002.7999877929688,1043.699951171875,997.5499877929688,1035.25,4880849
2024-09-20,1007.4015502929688,1009.4000244140625,1041.449951171875,1003.5999755859375,1015.6500244140625,3076614
2024-09-23,1019.3278198242188,1021.3499755859375,1024.0,1008.5999755859375,1015.0,1448077
2024-09-24,1039.4879150390625,1041.550048828125,1053.0,1032.0,1032.0,2777479
2024-09-25,1018.7789306640625,1020.7999877929688,1054.75,1018.5,1053.0,2564667
2024-09-26,1026.2142333984375,1028.25,1035.699951171875,1013.7999877929688,1027.0,1903363
2024-09-27,1026.0146484375,1028.050048828125,1048.9000244140625,1011.0999755859375,1036.0,3002247
2024-09-30,1037.5916748046875,1039.6500244140625,1058.8499755859375,1023.5499877929688,1038.0,3037535
2024-10-01,1033.300048828125,1035.3499755859375,1050.0,1019.4500122070312,1050.0,2382544
2024-10-03,1048.9691162109375,1051.050048828125,1069.0,1027.050048828125,1030.0,6213074
2024-10-04,1019.0783081054688,1021.0999755859375,1057.8499755859375,1013.4000244140625,1055.0,2138207
2024-10-07,998.618896484375,1000.5999755859375,1030.699951171875,987.0999755859375,1026.050048828125,1714125
2024-10-08,980.9539794921875,982.9000244140625,999.0,965.0,999.0,2614906
2024-10-09,997.5211181640625,999.5,1009.6500244140625,965.5499877929688,985.5,2166137
2024-10-10,988.7884521484375,990.75,1034.199951171875,986.0,1008.7000122070312,1415371
2024-10-11,1003.8585205078125,1005.8499755859375,1014.0,989.0,989.0,1834521
2024-10-14,991.1837158203125,993.1500244140625,1017.0999755859375,984.3499755859375,1006.0499877929688,1949682
2024-10-15,966.7821044921875,968.7000122070312,999.5499877929688,965.0,996.9500122070312,7070247
2024-10-16,958.3488159179688,960.25,971.9500122070312,950.0499877929688,965.0,7109924
2024-10-17,928.15869140625,930.0,961.9500122070312,915.0,959.0,5120919
2024-10-18,962.5903930664062,964.5,973.2000122070312,923.7000122070312,929.7999877929688,2696607
2024-10-21,947.0712280273438,948.9500122070312,973.6500244140625,946.0,969.1500244140625,1659103
2024-10-22,908.4478149414062,910.25,952.4500122070312,906.0999755859375,948.0,1988814
2024-10-23,913.6375122070312,915.4500122070312,925.7000122070312,896.75,924.9000244140625,1874744
2024-10-24,922.469970703125,924.2999877929688,935.6500244140625,909.0499877929688,918.7000122070312,3186168
2024-10-25,897.2699584960938,899.0499877929688,927.0,882.0,924.2999877929688,2311184
2024-10-28,917.1804809570312,919.0,924.8499755859375,891.5499877929688,899.0,962918
2024-10-29,913.23828125,915.0499877929688,924.0,896.4500122070312,924.0,1624416
2024-10-30,917.1804809570312,919.0,930.4000244140625,904.5499877929688,911.6500244140625,805681
2024-10-31,918.677490234375,920.5,931.7000122070312,911.5499877929688,919.0,1116203
2024-11-01,927.65966796875,929.5,935.4000244140625,922.4000244140625,927.9000244140625,228890
2024-11-04,907.39990234375,909.2000122070312,933.9000244140625,897.7999877929688,932.0,1031272
2024-11-05,934.1967163085938,936.0499877929688,939.0,905.1500244140625,909.0,2270819
2024-11-06,949.9653930664062,951.8499755859375,955.5,928.0,942.0,2513894
2024-11-07,945.7238159179688,947.5999755859375,968.9500122070312,929.5999755859375,955.0,2917302
2024-11-08,926.2125244140625,928.0499877929688,955.5,920.1500244140625,947.5999755859375,1185483
2024-11-11,905.0545043945312,906.8499755859375,929.7999877929688,904.5499877929688,923.0,1299909
2024-11-12,885.2438354492188,887.0,915.9500122070312,883.2000122070312,906.8499755859375,2703824
2024-11-13,856.9500122070312,858.6500244140625,884.9000244140625,855.0,881.0,2232128
2024-11-14,875.662841796875,877.4000244140625,888.0,859.0,859.75,1864763
2024-11-18,884.9943237304688,886.75,903.9500122070312,875.25,880.0,1348925
2024-11-19,863.6866455078125,865.4000244140625,890.8499755859375,862.3499755859375,886.9500122070312,1585170
2024-11-21,869.4751586914062,871.2000122070312,879.9500122070312,857.3499755859375,868.0,1330047
2024-11-22,877.2097778320312,878.9500122070312,884.0,858.5,873.7000122070312,895312
2024-11-25,875.5131225585938,877.25,898.1500244140625,870.0499877929688,887.7000122070312,5649588
2024-11-26,891.0323486328125,892.7999877929688,898.5999755859375,870.9500122070312,875.0,1423292
2024-11-27,887.7887573242188,889.5499877929688,894.2000122070312,881.25,892.7999877929688,819382
2024-11-28,895.2240600585938,897.0,903.7999877929688,885.5,894.0,1325547
2024-11-29,904.6553344726562,906.4500122070312,912.5,892.0,899.0,1082644
2024-12-02,916.7313842773438,918.5499877929688,921.0,897.2000122070312,906.0,988585
2024-12-03,923.9669799804688,925.7999877929688,935.5999755859375,919.0499877929688,925.9500122070312,1636042
2024-12-04,933.6478271484375,935.5,937.0,920.4500122070312,925.0,1147200
2024-12-05,932.5999145507812,934.4500122070312,942.8499755859375,924.3499755859375,935.5499877929688,1159145
2024-12-06,947.2208862304688,949.0999755859375,951.75,932.6500244140625,935.0,1179083
2024-12-09,965.2850952148438,967.2000122070312,969.5999755859375,945.2000122070312,950.0499877929688,1433142
2024-12-10,1000.3654174804688,1002.3499755859375,1011.4500122070312,973.0,973.9000244140625,4608726
2024-12-11,992.6807250976562,994.6500244140625,1008.4000244140625,990.2999877929688,998.0,1284435
2024-12-12,998.2695922851562,1000.25,1006.0,987.0499877929688,1000.0,1331800
2024-12-13,996.7725830078125,998.75,1000.7999877929688,974.1500244140625,997.0,1575356
2024-12-16,974.1674194335938,976.0999755859375,1000.4000244140625,968.9000244140625,993.0,1420965
2024-12-17,949.6161499023438,951.5,981.6500244140625,947.75,972.0,885850
2024-12-18,929.6058349609375,931.4500122070312,961.6500244140625,926.8499755859375,960.0,946566
2024-12-19,920.5737915039062,922.4000244140625,925.0,907.0,907.0,726533
2024-12-20,906.2521362304688,908.0499877929688,934.4000244140625,904.0,925.0,1099720
2024-12-23,938.9373168945312,940.7999877929688,947.5,883.3499755859375,925.0,3310719
2024-12-24,940.8335571289062,942.7000122070312,946.5499877929688,930.0,939.0,1638333
2024-12-26,939.4862060546875,941.3499755859375,945.0,924.75,938.0,1163046
2024-12-27,921.721435546875,923.5499877929688,949.4500122070312,921.3499755859375,939.0,699559
2024-12-30,916.4818725585938,918.2999877929688,925.3499755859375,909.0,920.7000122070312,3283259
2024-12-31,928.8573608398438,930.7000122070312,935.5,911.5,911.5,1135095
2025-01-01,936.2426147460938,938.0999755859375,939.5,918.5999755859375,925.4000244140625,591839
2025-01-02,939.8355712890625,941.7000122070312,947.0,930.2999877929688,932.0,1107101
2025-01-03,955.9535522460938,957.8499755859375,962.0999755859375,939.2999877929688,940.5,1702255
2025-01-06,937.4901733398438,939.3499755859375,957.7999877929688,926.6500244140625,957.7999877929688,1881095
2025-01-07,939.5860595703125,941.4500122070312,954.7000122070312,935.0999755859375,935.0999755859375,1057467
2025-01-08,940.683837890625,942.5499877929688,947.75,930.1500244140625,937.0,1719232
2025-01-09,929.7056274414062,931.5499877929688,941.6500244140625,921.0,940.8499755859375,1652891
2025-01-10,915.883056640625,917.7000122070312,931.5499877929688,911.0499877929688,930.0,965180
2025-01-13,874.9642333984375,876.7000122070312,918.5499877929688,871.0499877929688,913.0499877929688,1916830
2025-01-14,908.0985107421875,909.9000244140625,922.4000244140625,878.9000244140625,878.9000244140625,2581715
2025-01-15,908.4478149414062,910.25,919.25,898.1500244140625,915.0999755859375,1733336
2025-01-16,916.03271484375,917.8499755859375,932.5,911.5,919.0,1399598
2025-01-17,922.8193359375,924.6500244140625,930.9000244140625,912.5999755859375,915.0,1374068
2025-01-20,931.951171875,933.7999877929688,939.9000244140625,910.6500244140625,927.7999877929688,1226037
2025-01-21,917.0806884765625,918.9000244140625,940.0,915.5,940.0,813070
2025-01-22,895.0244140625,896.7999877929688,927.75,877.3499755859375,925.0,1613414
2025-01-23,891.23193359375,893.0,906.0,889.25,896.0,1097278
2025-01-24,881.0521240234375,882.7999877929688,908.0,881.0,899.0,2053984
2025-01-27,840.981689453125,842.6500244140625,876.5999755859375,838.2000122070312,876.5999755859375,2260090
2025-01-28,839.4346923828125,841.0999755859375,858.75,825.5499877929688,849.9500122070312,855671
2025-01-29,847.319091796875,849.0,855.8499755859375,836.7000122070312,846.0,551268
2025-01-30,838.3867797851562,840.0499877929688,864.2000122070312,821.2999877929688,849.0,1970355
2025-01-31,789.9827880859375,791.5499877929688,796.7999877929688,723.3499755859375,785.0499877929688,22676494
2025-02-01,774.8128662109375,776.3499755859375,807.7999877929688,755.2000122070312,792.0499877929688,4262499
2025-02-03,806.100830078125,807.7000122070312,813.2999877929688,750.4000244140625,769.0,7785004
2025-02-04,800.0128784179688,801.5999755859375,827.0999755859375,799.0,813.5,2771274
2025-02-05,817.228759765625,818.8499755859375,824.0,804.2000122070312,810.2000122070312,1895088
2025-02-06,807.74755859375,809.3499755859375,826.0999755859375,806.2000122070312,822.4000244140625,1073064
2025-02-07,842.8778686523438,844.5499877929688,848.7000122070312,809.9500122070312,809.9500122070312,6993440
2025-02-10,838.9356689453125,840.5999755859375,843.1500244140625,818.2999877929688,841.0,1744941
2025-02-11,832.8477783203125,834.5,851.0,827.6500244140625,835.0,2851850
2025-02-12,827.7079467773438,829.3499755859375,835.0,801.3499755859375,825.0,4696962
2025-02-13,838.8358764648438,840.5,854.0,825.0999755859375,825.0999755859375,1584072
2025-02-14,831.650146484375,833.2999877929688,858.0,814.4500122070312,844.0,3127767
2025-02-17,835.9915771484375,837.6500244140625,841.9500122070312,813.3499755859375,825.0,3000527
2025-02-18,845.2731323242188,846.9500122070312,849.5999755859375,825.2999877929688,835.0999755859375,1253438
2025-02-19,858.3970947265625,860.0999755859375,862.0,838.0499877929688,840.0,1378738
2025-02-20,877.55908203125,879.2999877929688,882.5,852.0999755859375,852.0999755859375,1283212
2025-02-21,878.6069946289062,880.3499755859375,887.0999755859375,863.25,872.7999877929688,4152422
2025-02-24,860.5428466796875,862.25,887.4000244140625,855.0999755859375,868.0999755859375,1686346
2025-02-25,855.1036376953125,856.7999877929688,872.3499755859375,854.0,855.1500244140625,1648058
2025-02-27,860.2933349609375,862.0,872.5499877929688,847.4500122070312,853.0,1967080
2025-02-28,854.4549560546875,856.1500244140625,866.2000122070312,842.4000244140625,850.0,7714704
2025-03-03,852.658447265625,854.3499755859375,876.5499877929688,846.25,852.0,2828636
2025-03-04,865.5828247070312,867.2999877929688,872.0,842.5499877929688,854.0,1266558
2025-03-05,889.8846435546875,891.6500244140625,896.0,861.0,861.0,2371535
2025-03-06,912.7891845703125,914.5999755859375,920.0,894.0499877929688,902.0,3101315
2025-03-07,907.150390625,908.9500122070312,925.0499877929688,905.25,912.0,2083657
2025-03-10,903.507568359375,905.2999877929688,933.7999877929688,900.5999755859375,909.0,3073227
2025-03-11,903.0584716796875,904.8499755859375,909.5,892.5,892.5,2786479
2025-03-12,901.2620239257812,903.0499877929688,915.4500122070312,881.5499877929688,908.4500122070312,1325797
2025-03-13,887.9384765625,889.7000122070312,909.2999877929688,885.7000122070312,905.75,1009777
2025-03-17,895.4735717773438,897.25,905.75,889.7000122070312,892.0,1163494
2025-03-18,895.4735717773438,897.25,897.25,897.25,897.25,0
2025-03-19,923.1685791015625,925.0,943.75,920.2999877929688,937.0499877929688,2402675
2025-03-20,924.3662109375,926.2000122070312,931.7999877929688,915.0999755859375,931.7999877929688,1311300
2025-03-21,912.4898071289062,914.2999877929688,928.8499755859375,911.75,926.2000122070312,2350523
2025-03-24,920.9230346679688,922.75,929.0,916.0,921.0,985738
2025-03-25,907.0006713867188,908.7999877929688,925.5,903.9000244140625,925.5,1553849
2025-03-26,898.068359375,899.8499755859375,916.3499755859375,896.0499877929688,909.5,1507434
2025-03-27,914.236328125,916.0499877929688,919.0,893.2000122070312,898.0,1246440
2025-03-28,910.4937133789062,912.2999877929688,925.4500122070312,905.2999877929688,925.4500122070312,1550743
2025-04-01,899.7151489257812,901.5,914.5999755859375,893.2999877929688,907.0,1697338
2025-04-02,907.7492065429688,909.5499877929688,911.7000122070312,896.5,903.0,1761044
2025-04-03,903.4078369140625,905.2000122070312,916.0,898.2999877929688,900.0,1949930
2025-04-04,848.4168701171875,850.0999755859375,908.7999877929688,845.0,898.0,2878135
2025-04-07,789.4838256835938,791.0499877929688,807.7000122070312,775.0999755859375,775.0999755859375,5300335
2025-04-08,800.2623901367188,801.8499755859375,822.75,777.7000122070312,818.5999755859375,2090766
2025-04-09,785.342041015625,786.9000244140625,793.25,770.0,790.25,1877934
2025-04-11,804.054931640625,805.6500244140625,816.7999877929688,797.7999877929688,810.0,1804073
