date_,adj close_kei.ns,close_kei.ns,high_kei.ns,low_kei.ns,open_kei.ns,volume_kei.ns
2024-05-08,3769.8017578125,3773.35009765625,3837.0,3725.0,3835.0,264257
2024-05-09,3838.037353515625,3841.64990234375,3888.0,3768.699951171875,3780.0,234632
2024-05-10,3924.8056640625,3928.5,3973.800048828125,3806.300048828125,3888.699951171875,224910
2024-05-13,3901.3779296875,3905.050048828125,3953.89990234375,3815.0,3953.89990234375,195636
2024-05-14,4062.725830078125,4066.550048828125,4084.39990234375,3883.85009765625,3895.199951171875,348261
2024-05-15,4046.4912109375,4050.300048828125,4137.9501953125,4007.699951171875,4064.050048828125,241513
2024-05-16,4244.65478515625,4248.64990234375,4263.0,3972.550048828125,4000.0,507594
2024-05-17,4164.87939453125,4168.7998046875,4248.64990234375,4153.10009765625,4248.64990234375,190087
2024-05-21,4129.61279296875,4133.5,4251.0,4100.0,4250.0,225438
2024-05-22,4156.58740234375,4160.5,4197.4501953125,4103.0,4149.9501953125,128255
2024-05-23,4282.26904296875,4286.2998046875,4300.0,4101.35009765625,4101.35009765625,204554
2024-05-24,4280.3212890625,4284.35009765625,4350.0,4240.0498046875,4253.0,140378
2024-05-27,4167.2275390625,4171.14990234375,4299.89990234375,4150.0,4289.9501953125,217676
2024-05-28,4138.15478515625,4142.0498046875,4271.0498046875,4130.60009765625,4184.0,163755
2024-05-29,4203.9931640625,4207.9501953125,4222.0,4119.0,4152.10009765625,106969
2024-05-30,4093.197021484375,4097.0498046875,4233.60009765625,4067.39990234375,4220.0,104178
2024-05-31,4095.9443359375,4099.7998046875,4177.9501953125,4065.0,4110.0,245848
2024-06-03,4203.59326171875,4207.5498046875,4250.0,4142.7001953125,4200.0,161467
2024-06-04,4065.073486328125,4068.89990234375,4284.0,3375.60009765625,4235.0,401664
2024-06-05,4085.2548828125,4089.10009765625,4150.0,3860.75,4150.0,346365
2024-06-06,4132.0107421875,4135.89990234375,4191.0,4091.949951171875,4128.0,212289
2024-06-07,4216.9306640625,4220.89990234375,4299.0,4141.75,4187.9501953125,169590
2024-06-10,4561.40673828125,4565.7001953125,4618.39990234375,4270.0,4300.0,638699
2024-06-11,4499.06494140625,4503.2998046875,4676.9501953125,4434.14990234375,4575.0,371758
2024-06-12,4654.56884765625,4658.9501953125,4683.25,4482.2001953125,4520.0,314421
2024-06-13,4821.36181640625,4825.89990234375,4889.0,4683.35009765625,4700.0,488106
2024-06-14,4795.1865234375,4799.7001953125,5039.7001953125,4721.4501953125,4805.0,531231
2024-06-18,4685.88916015625,4690.2998046875,4844.9501953125,4681.0,4829.7998046875,264532
2024-06-19,4431.17919921875,4435.35009765625,4701.5498046875,4422.0,4700.0,482325
2024-06-20,4418.09130859375,4422.25,4456.85009765625,4301.0498046875,4420.35009765625,568497
2024-06-21,4552.16552734375,4556.4501953125,4580.0,4392.2998046875,4450.0,442218
2024-06-24,4468.64404296875,4472.85009765625,4621.25,4450.0,4599.14990234375,416935
2024-06-25,4495.76806640625,4500.0,4575.35009765625,4485.14990234375,4533.0498046875,233927
2024-06-26,4416.2431640625,4420.39990234375,4531.0498046875,4409.85009765625,4477.0,200782
2024-06-27,4487.67578125,4491.89990234375,4505.0,4434.85009765625,4484.89990234375,444170
2024-06-28,4415.74365234375,4419.89990234375,4530.0,4385.0,4530.0,403797
2024-07-01,4477.1357421875,4481.35009765625,4499.0498046875,4401.0,4486.0,192011
2024-07-02,4547.11962890625,4551.39990234375,4590.0,4465.0,4495.0,308007
2024-07-03,4503.86083984375,4508.10009765625,4606.0,4480.0,4603.0,249421
2024-07-04,4681.3935546875,4685.7998046875,4696.0,4530.0,4530.0,279099
2024-07-05,4687.03857421875,4691.4501953125,4770.0,4590.64990234375,4680.5498046875,263431
2024-07-08,4598.5712890625,4602.89990234375,4709.9501953125,4586.0,4680.0,120817
2024-07-09,4560.3076171875,4564.60009765625,4690.0,4510.0498046875,4690.0,139098
2024-07-10,4520.1953125,4524.4501953125,4651.0,4450.0,4599.9501953125,168596
2024-07-11,4501.61279296875,4505.85009765625,4545.25,4445.5,4538.25,120805
2024-07-12,4590.02978515625,4594.35009765625,4620.0,4510.0,4510.0,194457
2024-07-15,4618.5029296875,4622.85009765625,4665.0498046875,4595.0,4610.0,106895
2024-07-16,4475.68701171875,4479.89990234375,4669.0,4466.0,4669.0,138365
2024-07-18,4261.98828125,4266.0,4550.0,4242.4501953125,4550.0,413754
2024-07-19,4008.077392578125,4011.85009765625,4276.85009765625,3990.0,4264.0498046875,595668
2024-07-22,4117.42431640625,4121.2998046875,4143.4501953125,3926.0,4011.85009765625,446554
2024-07-23,4173.421875,4177.35009765625,4199.85009765625,3985.14990234375,4148.0498046875,278594
2024-07-24,4171.27392578125,4175.2001953125,4310.0,4145.5498046875,4220.0,255414
2024-07-25,4230.16796875,4234.14990234375,4262.9501953125,4126.25,4175.2001953125,148349
2024-07-26,4352.65283203125,4356.75,4370.0,4223.14990234375,4250.0,188885
2024-07-29,4324.4296875,4328.5,4428.2001953125,4234.0,4400.0,357983
2024-07-30,4302.99951171875,4307.0498046875,4480.0,4291.0,4410.0,463177
2024-07-31,4325.7783203125,4329.85009765625,4440.0,4305.64990234375,4307.0498046875,274376
2024-08-01,4329.6748046875,4333.75,4386.85009765625,4313.0,4382.9501953125,116152
2024-08-02,4242.20703125,4246.2001953125,4323.64990234375,4220.0,4314.0,107588
2024-08-05,4036.9501953125,4040.75,4177.39990234375,4027.800048828125,4110.0,228324
2024-08-06,3985.19873046875,3988.949951171875,4140.7001953125,3950.050048828125,4112.9501953125,248884
2024-08-07,4133.3095703125,4137.2001953125,4170.2001953125,4001.0,4090.0,163041
2024-08-08,4129.21337890625,4133.10009765625,4165.7998046875,4083.5,4130.0,158282
2024-08-09,4220.27783203125,4224.25,4253.0,4163.0,4163.0498046875,118270
2024-08-12,4300.4521484375,4304.5,4325.0,4159.64990234375,4222.14990234375,119023
2024-08-13,4334.669921875,4338.75,4369.0498046875,4253.5498046875,4290.0,112684
2024-08-14,4285.56640625,4289.60009765625,4334.9501953125,4202.10009765625,4334.9501953125,107558
2024-08-16,4294.158203125,4298.2001953125,4385.0,4272.5498046875,4320.0,120199
2024-08-19,4363.2431640625,4367.35009765625,4379.9501953125,4300.0,4300.0,107939
2024-08-20,4704.57177734375,4709.0,4779.89990234375,4475.0,4550.0,1460593
2024-08-21,4669.654296875,4674.0498046875,4730.0,4635.0,4715.4501953125,207750
2024-08-22,4696.27978515625,4700.7001953125,4714.9501953125,4595.25,4714.9501953125,305227
2024-08-23,4628.84326171875,4633.2001953125,4723.5,4609.0,4700.0,211182
2024-08-26,4542.57421875,4546.85009765625,4693.0,4531.10009765625,4674.7998046875,130941
2024-08-27,4541.9248046875,4546.2001953125,4618.0,4509.39990234375,4509.5,84288
2024-08-28,4539.87646484375,4544.14990234375,4594.9501953125,4505.5498046875,4569.89990234375,80855
2024-08-29,4545.2216796875,4549.5,4579.0,4509.0,4575.0,219833
2024-08-30,4605.46484375,4609.7998046875,4630.60009765625,4525.0498046875,4578.25,112405
2024-09-02,4507.95703125,4512.2001953125,4647.5,4505.5498046875,4647.5,93293
2024-09-03,4453.4580078125,4457.64990234375,4547.85009765625,4448.39990234375,4537.5,117092
2024-09-04,4485.0283203125,4489.25,4572.89990234375,4412.35009765625,4429.4501953125,168231
2024-09-05,4481.3818359375,4485.60009765625,4518.7998046875,4455.25,4494.0,164697
2024-09-06,4417.49169921875,4421.64990234375,4502.0,4405.0,4485.60009765625,74305
2024-09-09,4351.4541015625,4355.5498046875,4419.0,4311.5,4398.9501953125,268497
2024-09-10,4398.65966796875,4402.7998046875,4499.9501953125,4350.5498046875,4352.7998046875,175514
2024-09-11,4373.23388671875,4377.35009765625,4458.9501953125,4353.2001953125,4402.85009765625,224020
2024-09-12,4399.0595703125,4403.2001953125,4481.10009765625,4380.0498046875,4438.4501953125,100226
2024-09-13,4437.3232421875,4441.5,4464.2998046875,4391.14990234375,4418.7001953125,168561
2024-09-16,4423.4365234375,4427.60009765625,4506.0,4410.89990234375,4497.9501953125,134706
2024-09-17,4420.93896484375,4425.10009765625,4474.4501953125,4387.5498046875,4474.4501953125,220638
2024-09-18,4496.9169921875,4501.14990234375,4581.7998046875,4415.0498046875,4459.4501953125,247647
2024-09-19,4390.6669921875,4394.7998046875,4560.0,4362.0498046875,4535.75,252327
2024-09-20,4280.82080078125,4284.85009765625,4384.7998046875,4243.0,4384.7998046875,1048476
2024-09-23,4206.89013671875,4210.85009765625,4370.0,4200.0,4354.60009765625,303904
2024-09-24,4301.5009765625,4305.5498046875,4313.75,4150.2001953125,4210.85009765625,328785
2024-09-25,4221.5263671875,4225.5,4315.0,4207.0,4309.89990234375,140232
2024-09-26,4192.85302734375,4196.7998046875,4232.89990234375,4183.0498046875,4232.89990234375,148166
2024-09-27,4196.25048828125,4200.2001953125,4254.9501953125,4190.0,4228.7998046875,332059
2024-09-30,4293.2587890625,4297.2998046875,4309.9501953125,4143.64990234375,4143.64990234375,332491
2024-10-01,4312.990234375,4317.0498046875,4325.0,4202.0,4290.0,168408
2024-10-03,4264.8857421875,4268.89990234375,4320.0,4218.0,4248.0,232658
2024-10-04,4281.3701171875,4285.39990234375,4320.0,4153.9501953125,4270.0,260212
2024-10-07,4104.037109375,4107.89990234375,4288.89990234375,4053.550048828125,4260.0,238565
2024-10-08,4197.798828125,4201.75,4218.10009765625,4022.550048828125,4052.14990234375,507625
2024-10-09,4390.8173828125,4394.9501953125,4411.4501953125,4175.7998046875,4240.0,290728
2024-10-10,4524.541015625,4528.7998046875,4553.0,4375.0498046875,4405.85009765625,312943
2024-10-11,4571.64697265625,4575.9501953125,4606.0,4468.2998046875,4563.75,179913
2024-10-14,4575.0439453125,4579.35009765625,4619.89990234375,4541.9501953125,4600.9501953125,123056
2024-10-15,4686.23876953125,4690.64990234375,4725.0,4551.14990234375,4579.5498046875,420269
2024-10-16,4380.67626953125,4384.7998046875,4590.0,4151.39990234375,4589.9501953125,2539999
2024-10-17,4140.65234375,4144.5498046875,4420.0,4115.0,4419.9501953125,1366014
2024-10-18,4053.734375,4057.550048828125,4185.0,3980.050048828125,4111.5,836796
2024-10-21,4055.832275390625,4059.64990234375,4115.0,4041.050048828125,4095.14990234375,306633
2024-10-22,3998.63623046875,4002.39990234375,4088.0,4000.0,4062.449951171875,364073
2024-10-23,4047.739990234375,4051.550048828125,4139.7001953125,3926.550048828125,4000.0,359027
2024-10-24,3957.92431640625,3961.64990234375,4098.9501953125,3953.14990234375,4089.0,250850
2024-10-25,3847.62841796875,3851.25,4004.949951171875,3803.050048828125,3999.300048828125,291453
2024-10-28,3836.9384765625,3840.550048828125,3981.35009765625,3823.5,3851.25,202516
2024-10-29,3788.83349609375,3792.39990234375,3851.800048828125,3722.10009765625,3850.0,295822
2024-10-30,3862.41455078125,3866.050048828125,3890.0,3757.0,3800.0,357476
2024-10-31,4047.939697265625,4051.75,4082.39990234375,3850.0,3860.0,478520
2024-11-01,4051.33642578125,4055.14990234375,4097.9501953125,4010.0,4090.0,15397
2024-11-04,4052.53564453125,4056.35009765625,4069.35009765625,3932.60009765625,4000.050048828125,267953
2024-11-05,3971.41162109375,3975.14990234375,4074.300048828125,3885.0,3999.5,333134
2024-11-06,3961.6708984375,3965.39990234375,3989.0,3919.0,3980.0,349292
2024-11-07,4008.82666015625,4012.60009765625,4076.0,3989.14990234375,4005.949951171875,402938
2024-11-08,3983.850341796875,3987.60009765625,4049.949951171875,3960.0,4025.0,113058
2024-11-11,3986.397705078125,3990.14990234375,4016.0,3912.300048828125,3980.0,255016
2024-11-12,3994.639892578125,3998.39990234375,4034.050048828125,3960.0,4006.0,146246
2024-11-13,3886.2919921875,3889.949951171875,3959.050048828125,3856.0,3940.0,203014
2024-11-14,3808.365234375,3811.949951171875,3909.449951171875,3780.0,3889.949951171875,156409
2024-11-18,3713.45458984375,3716.949951171875,3842.449951171875,3705.0,3817.0,188200
2024-11-19,3838.63671875,3842.25,3881.89990234375,3715.0,3760.0,297339
2024-11-21,3787.83447265625,3791.39990234375,3836.0,3728.25,3801.0,189476
2024-11-22,3991.093505859375,3994.85009765625,4020.0,3775.949951171875,3799.949951171875,349846
2024-11-25,4017.21875,4021.0,4099.5,3985.25,4016.0,404438
2024-11-26,4067.5712890625,4071.39990234375,4085.85009765625,3950.0,4005.0,205258
2024-11-27,4315.68798828125,4319.75,4399.0,4115.0,4120.0,965868
2024-11-28,4303.14990234375,4307.2001953125,4372.14990234375,4267.4501953125,4300.0,129952
2024-11-29,4309.19384765625,4313.25,4329.5,4255.0,4290.0498046875,259243
2024-12-02,4350.8046875,4354.89990234375,4423.64990234375,4244.0,4313.2001953125,209077
2024-12-03,4336.16845703125,4340.25,4382.0,4300.25,4318.14990234375,274021
2024-12-04,4416.04345703125,4420.2001953125,4531.9501953125,4345.0,4345.0,625600
2024-12-05,4449.8115234375,4454.0,4496.9501953125,4381.2998046875,4399.0,317643
2024-12-06,4496.1181640625,4500.35009765625,4522.0,4450.0,4451.0,183410
2024-12-09,4483.57958984375,4487.7998046875,4520.0,4471.0498046875,4510.0,226946
2024-12-10,4554.91259765625,4559.2001953125,4590.0,4400.0,4476.0498046875,841918
2024-12-11,4626.59521484375,4630.9501953125,4706.0,4470.5498046875,4570.0,448630
2024-12-12,4539.27734375,4543.5498046875,4643.4501953125,4521.4501953125,4643.4501953125,187801
2024-12-13,4444.1669921875,4448.35009765625,4549.4501953125,4441.14990234375,4539.75,221922
2024-12-16,4465.5966796875,4469.7998046875,4536.2001953125,4441.0,4444.5498046875,249525
2024-12-17,4387.17041015625,4391.2998046875,4476.5,4360.0,4449.5,229819
2024-12-18,4298.25390625,4302.2998046875,4411.9501953125,4286.64990234375,4392.9501953125,151185
2024-12-19,4264.9853515625,4269.0,4302.2998046875,4171.5498046875,4239.9501953125,511114
2024-12-20,4162.33203125,4166.25,4303.4501953125,4141.0,4269.0,251027
2024-12-23,4191.904296875,4195.85009765625,4251.85009765625,4155.35009765625,4248.0,157692
2024-12-24,4173.37158203125,4177.2998046875,4260.0,4150.0,4199.9501953125,220376
2024-12-26,4316.1875,4320.25,4330.0,4161.0,4177.2998046875,314120
2024-12-27,4339.36572265625,4343.4501953125,4385.0,4293.5498046875,4320.9501953125,209640
2024-12-30,4348.806640625,4352.89990234375,4424.25,4340.0,4375.2998046875,253438
2024-12-31,4432.4775390625,4436.64990234375,4465.0,4310.0,4373.85009765625,289788
2025-01-01,4465.296875,4469.5,4476.75,4387.0,4429.9501953125,82106
2025-01-02,4473.5390625,4477.75,4520.0,4442.0,4488.0,106897
2025-01-03,4359.74658203125,4363.85009765625,4519.2001953125,4338.35009765625,4500.0,127570
2025-01-06,4250.1494140625,4254.14990234375,4369.64990234375,4211.5,4350.0,220456
2025-01-07,4308.64453125,4312.7001953125,4333.9501953125,4212.0498046875,4225.0,164182
2025-01-08,4260.48974609375,4264.5,4328.5,4237.2001953125,4312.7001953125,92274
2025-01-09,4198.998046875,4202.9501953125,4297.0,4189.64990234375,4259.4501953125,157635
2025-01-10,4173.12158203125,4177.0498046875,4247.7001953125,4160.0,4197.0498046875,209091
2025-01-13,3990.693603515625,3994.449951171875,4139.4501953125,3951.5,4126.0,868973
2025-01-14,4016.51953125,4020.300048828125,4048.5,3867.949951171875,3974.949951171875,280853
2025-01-15,4064.5244140625,4068.35009765625,4118.0,4022.949951171875,4055.0,170471
2025-01-16,4105.48583984375,4109.35009765625,4152.89990234375,4051.0,4100.0,152201
2025-01-17,4100.84033203125,4104.7001953125,4121.9501953125,4050.050048828125,4095.949951171875,76025
2025-01-20,4144.44921875,4148.35009765625,4198.2001953125,4094.39990234375,4104.7001953125,66671
2025-01-21,4030.756103515625,4034.550048828125,4196.0,4007.0,4177.0,191973
2025-01-22,4123.66845703125,4127.5498046875,4161.7001953125,3910.39990234375,3999.449951171875,1244810
2025-01-23,4476.38671875,4480.60009765625,4572.7001953125,4101.75,4117.10009765625,1440639
2025-01-24,4249.5,4253.5,4484.10009765625,4235.0,4478.25,250147
2025-01-27,3998.550048828125,3998.550048828125,4184.64990234375,3983.699951171875,4182.64990234375,296376
2025-01-28,3911.5,3911.5,4064.85009765625,3848.050048828125,3991.0,369542
2025-01-29,4017.050048828125,4017.050048828125,4029.64990234375,3912.0,3925.25,140623
2025-01-30,3961.14990234375,3961.14990234375,4059.699951171875,3907.14990234375,4011.300048828125,240651
2025-01-31,4023.60009765625,4023.60009765625,4092.89990234375,3963.0,3974.949951171875,139970
2025-02-01,3917.75,3917.75,4126.5498046875,3846.75,4060.0,201342
2025-02-03,3902.89990234375,3902.89990234375,3931.449951171875,3840.10009765625,3875.5,192921
2025-02-04,3877.0,3877.0,3920.0,3808.39990234375,3900.0,393527
2025-02-05,3895.050048828125,3895.050048828125,3964.85009765625,3878.050048828125,3878.050048828125,396028
2025-02-06,3921.14990234375,3921.14990234375,3945.0,3885.0,3910.0,172402
2025-02-07,3912.25,3912.25,3955.800048828125,3885.75,3940.800048828125,152667
2025-02-10,3794.89990234375,3794.89990234375,3917.75,3781.5,3912.25,144490
2025-02-11,3560.35009765625,3560.35009765625,3809.0,3500.64990234375,3799.949951171875,540824
2025-02-12,3479.949951171875,3479.949951171875,3565.89990234375,3401.0,3560.35009765625,1011381
2025-02-13,3404.0,3404.0,3518.10009765625,3390.39990234375,3518.10009765625,869828
2025-02-14,3411.64990234375,3411.64990234375,3475.0,3330.949951171875,3410.0,321223
2025-02-17,3447.25,3447.25,3474.0,3335.050048828125,3399.0,340083
2025-02-18,3403.60009765625,3403.60009765625,3468.75,3366.5,3410.35009765625,296138
2025-02-19,3568.60009765625,3568.60009765625,3587.949951171875,3379.0,3380.0,563786
2025-02-20,3732.449951171875,3732.449951171875,3753.949951171875,3525.0,3570.0,523328
2025-02-21,3844.449951171875,3844.449951171875,3932.35009765625,3735.0,3739.10009765625,807902
2025-02-24,3741.89990234375,3741.89990234375,3859.5,3716.10009765625,3810.10009765625,408922
2025-02-25,3797.85009765625,3797.85009765625,3836.89990234375,3740.0,3749.949951171875,289870
2025-02-27,2999.050048828125,2999.050048828125,3450.0,2974.39990234375,3450.0,5271343
2025-02-28,3070.14990234375,3070.14990234375,3225.0,2902.85009765625,2974.0,5860362
2025-03-03,3137.14990234375,3137.14990234375,3239.89990234375,3025.5,3151.300048828125,1638079
2025-03-04,3140.85009765625,3140.85009765625,3169.0,3074.39990234375,3080.0,837292
2025-03-05,3287.199951171875,3287.199951171875,3305.0,3121.25,3129.050048828125,1260570
2025-03-06,3287.25,3287.25,3344.35009765625,3246.050048828125,3310.050048828125,585854
2025-03-07,3223.85009765625,3223.85009765625,3285.0,3204.0,3277.050048828125,454725
2025-03-10,3030.75,3030.75,3242.5,3020.0,3235.64990234375,716195
2025-03-11,3028.449951171875,3028.449951171875,3059.0,2963.050048828125,2975.0,566221
2025-03-12,3065.449951171875,3065.449951171875,3096.949951171875,3018.64990234375,3035.949951171875,271429
2025-03-13,3053.949951171875,3053.949951171875,3090.0,3036.0,3085.0,248157
2025-03-17,3124.050048828125,3124.050048828125,3140.5,3020.10009765625,3036.0,468552
2025-03-18,3124.050048828125,3124.050048828125,3124.050048828125,3124.050048828125,3124.050048828125,0
2025-03-19,3283.25,3283.25,3324.0,3240.35009765625,3268.050048828125,416246
2025-03-20,2841.10009765625,2841.10009765625,3169.949951171875,2762.25,3155.25,8380075
2025-03-21,2890.300048828125,2890.300048828125,2936.75,2853.0,2892.0,3012943
2025-03-24,2882.64990234375,2882.64990234375,2943.5,2874.199951171875,2907.050048828125,1313628
2025-03-25,2835.199951171875,2835.199951171875,2936.949951171875,2825.0,2907.0,1049515
2025-03-26,2819.949951171875,2819.949951171875,2884.75,2815.0,2844.5,727654
2025-03-27,2883.25,2883.25,2912.0,2805.300048828125,2830.10009765625,887991
2025-03-28,2892.85009765625,2892.85009765625,2944.949951171875,2872.800048828125,2904.64990234375,722128
2025-04-01,2829.39990234375,2829.39990234375,2908.199951171875,2812.0,2864.0,399933
2025-04-02,2879.699951171875,2879.699951171875,2883.0,2762.0,2830.0,766198
2025-04-03,2824.39990234375,2824.39990234375,2886.550048828125,2817.25,2850.0,419420
2025-04-04,2645.10009765625,2645.10009765625,2839.0,2613.35009765625,2824.89990234375,975173
2025-04-07,2509.75,2509.75,2577.699951171875,2424.0,2500.0,708097
2025-04-08,2589.85009765625,2589.85009765625,2618.89990234375,2537.35009765625,2580.0,574236
2025-04-09,2599.699951171875,2599.699951171875,2639.300048828125,2570.050048828125,2615.0,642997
2025-04-11,2607.35009765625,2607.35009765625,2689.949951171875,2592.14990234375,2689.89990234375,779654
2025-04-15,2736.39990234375,2736.39990234375,2745.89990234375,2625.10009765625,2659.5,847398
2025-04-16,2754.89990234375,2754.89990234375,2765.199951171875,2712.300048828125,2736.39990234375,586575
2025-04-17,2826.0,2826.0,2878.300048828125,2782.39990234375,2785.0,1111301
2025-04-21,2896.10009765625,2896.10009765625,2925.0,2791.0,2843.0,453196
2025-04-22,2955.60009765625,2955.60009765625,2974.89990234375,2883.0,2897.0,536950
