date_,adj close_supremeind.ns,close_supremeind.ns,high_supremeind.ns,low_supremeind.ns,open_supremeind.ns,volume_supremeind.ns
2024-04-02,4032.1826171875,4089.85009765625,4200.0,4075.0,4194.2998046875,114387
2024-04-03,4137.03369140625,4196.2001953125,4250.0,4075.0,4118.89990234375,186608
2024-04-04,4134.02587890625,4193.14990234375,4257.4501953125,4125.25,4208.0,104727
2024-04-05,4294.92529296875,4356.35009765625,4385.9501953125,4161.0,4193.14990234375,195289
2024-04-08,4248.7841796875,4309.5498046875,4380.0,4273.0,4380.0,109371
2024-04-09,4124.75830078125,4183.75,4313.35009765625,4106.60009765625,4310.0,92265
2024-04-10,4065.6533203125,4123.7998046875,4154.9501953125,4102.4501953125,4152.0,270169
2024-04-12,4092.322265625,4150.85009765625,4271.7998046875,4080.0,4120.0,189469
2024-04-15,3985.845458984375,4042.85009765625,4147.5,4021.0,4138.0,85829
2024-04-16,4037.3583984375,4095.10009765625,4158.0,4037.550048828125,4043.949951171875,53861
2024-04-18,4139.595703125,4198.7998046875,4240.2998046875,4078.10009765625,4100.0,108680
2024-04-19,4010.197021484375,4067.550048828125,4135.0498046875,4037.949951171875,4135.0498046875,167579
2024-04-22,4146.00439453125,4205.2998046875,4249.0,4078.550048828125,4101.5,96681
2024-04-23,4126.77978515625,4185.7998046875,4214.7001953125,4107.0498046875,4214.39990234375,88694
2024-04-24,4190.517578125,4250.4501953125,4261.0,4141.0498046875,4195.0,107095
2024-04-25,4242.8203125,4303.5,4325.2001953125,4211.39990234375,4250.0498046875,96264
2024-04-26,4277.27734375,4338.4501953125,4450.0,4101.0,4322.0,584275
2024-04-29,4885.28125,4955.14990234375,5000.0,4467.2998046875,4467.2998046875,2767650
2024-04-30,4990.7236328125,5062.10009765625,5124.89990234375,4854.85009765625,4935.0498046875,900529
2024-05-02,4744.19921875,4812.0498046875,5000.0,4791.5,4900.0,402887
2024-05-03,4887.6474609375,4957.5498046875,5149.0,4802.0,4812.0498046875,943433
2024-05-06,5198.79736328125,5273.14990234375,5299.9501953125,4928.5498046875,4978.85009765625,796893
2024-05-07,5173.361328125,5247.35009765625,5538.0,5200.0,5288.0,783297
2024-05-08,5256.9658203125,5332.14990234375,5470.0,4977.0498046875,5199.0,440695
2024-05-09,5324.5986328125,5400.75,5473.89990234375,5241.2001953125,5343.2001953125,293594
2024-05-10,5202.64208984375,5277.0498046875,5393.0498046875,5185.0,5393.0498046875,227711
2024-05-13,5220.04443359375,5294.7001953125,5348.0,5103.0,5277.0498046875,188791
2024-05-14,5114.2568359375,5187.39990234375,5282.85009765625,5156.0,5262.5498046875,153757
2024-05-15,5317.697265625,5393.75,5450.0,5170.0498046875,5200.0,205820
2024-05-16,5460.40625,5538.5,5600.0,5355.0,5389.64990234375,312637
2024-05-17,5533.60888671875,5612.75,5666.7001953125,5450.0498046875,5526.0,216871
2024-05-21,5503.6376953125,5582.35009765625,5600.0,5401.0,5585.0,219451
2024-05-22,5388.82958984375,5465.89990234375,5620.4501953125,5423.0,5582.35009765625,132429
2024-05-23,5434.57568359375,5512.2998046875,5591.7998046875,5468.0,5484.0,144355
2024-05-24,5395.48486328125,5472.64990234375,5535.7998046875,5436.75,5493.0498046875,74545
2024-05-27,5525.8701171875,5604.89990234375,5839.7998046875,5478.39990234375,5521.9501953125,542046
2024-05-28,5561.9541015625,5641.5,5694.64990234375,5531.7998046875,5579.89990234375,116779
2024-05-29,5437.73095703125,5515.5,5576.9501953125,5412.75,5565.35009765625,194650
2024-05-30,5426.392578125,5504.0,5600.89990234375,5470.0,5479.0,136948
2024-05-31,5203.18505859375,5277.60009765625,5585.9501953125,5202.0,5539.0,882534
2024-06-03,5488.79931640625,5567.2998046875,5585.0,5400.0,5400.0,138837
2024-06-04,5213.8330078125,5288.39990234375,5627.14990234375,5196.0498046875,5590.0,150767
2024-06-05,5449.1669921875,5527.10009765625,5726.64990234375,5351.10009765625,5434.0,239205
2024-06-06,5648.71337890625,5729.5,5850.0,5498.5,5550.0,211647
2024-06-07,5667.494140625,5748.5498046875,5809.9501953125,5587.85009765625,5689.9501953125,249263
2024-06-10,5914.80712890625,5999.39990234375,6005.0,5800.10009765625,5927.9501953125,328433
2024-06-11,6068.55859375,6155.35009765625,6254.64990234375,5856.7998046875,5944.89990234375,258046
2024-06-12,6073.833984375,6160.7001953125,6460.0,6152.0,6159.7001953125,298038
2024-06-13,5970.560546875,6055.9501953125,6360.0,6017.10009765625,6180.35009765625,221110
2024-06-14,5954.39111328125,6039.5498046875,6235.9501953125,5941.14990234375,6119.89990234375,188087
2024-06-18,6069.59375,6156.39990234375,6254.7001953125,6023.2001953125,6079.25,176022
2024-06-19,6099.07177734375,6186.2998046875,6248.7998046875,6090.0,6190.0,105079
2024-06-20,6062.83984375,6149.5498046875,6199.89990234375,6070.0,6175.0,94694
2024-06-21,5802.6171875,5864.5498046875,6309.7001953125,5830.0,6230.0,299096
2024-06-24,5895.1298828125,5958.0498046875,6020.5,5824.25,5885.10009765625,155150
2024-06-25,5825.77099609375,5887.9501953125,6018.85009765625,5855.60009765625,5999.9501953125,112013
2024-06-26,5706.93896484375,5767.85009765625,5949.0,5750.0,5901.64990234375,143838
2024-06-27,5693.037109375,5753.7998046875,5995.0,5712.9501953125,5785.10009765625,232493
2024-06-28,5893.0029296875,5955.89990234375,5980.0,5761.10009765625,5817.75,134124
2024-07-01,5903.34326171875,5966.35009765625,6020.5,5872.0498046875,5960.2001953125,107551
2024-07-02,5958.94873046875,6022.5498046875,6070.0498046875,5868.0,5967.0,207560
2024-07-03,6024.69677734375,6089.0,6115.2998046875,5981.0,6005.0,88034
2024-07-04,5950.736328125,6014.25,6320.35009765625,6000.0,6115.9501953125,118265
2024-07-05,5975.9677734375,6039.75,6109.9501953125,5980.0498046875,6065.35009765625,79914
2024-07-08,5816.419921875,5878.5,6061.9501953125,5870.0,6039.75,57878
2024-07-09,5965.1328125,6028.7998046875,6085.5,5913.7001953125,5930.0,156814
2024-07-10,5855.50341796875,5918.0,6270.0498046875,5881.5,6250.4501953125,266304
2024-07-11,5770.1142578125,5831.7001953125,6006.0498046875,5757.0,5958.0,154612
2024-07-12,5729.8935546875,5791.0498046875,6000.0,5755.39990234375,6000.0,154608
2024-07-15,5785.94580078125,5847.7001953125,5940.0,5761.5,5873.9501953125,267850
2024-07-16,5738.650390625,5799.89990234375,5915.5,5760.0,5884.89990234375,88215
2024-07-18,5660.83056640625,5721.25,5850.0,5610.0,5800.85009765625,229785
2024-07-19,5722.72021484375,5783.7998046875,5889.39990234375,5705.7998046875,5725.0,396724
2024-07-22,5634.1650390625,5694.2998046875,5863.89990234375,5611.5498046875,5725.0,250921
2024-07-23,5450.92138671875,5509.10009765625,5774.75,5470.25,5774.75,281648
2024-07-24,5301.91162109375,5358.5,5580.0,5347.0,5510.10009765625,133587
2024-07-25,5219.49169921875,5275.2001953125,5348.0,5238.0,5301.0,241048
2024-07-26,5382.3037109375,5439.75,5550.0,5297.2998046875,5337.89990234375,245224
2024-07-29,5295.77734375,5352.2998046875,5490.0,5308.0,5490.0,121553
2024-07-30,5270.00244140625,5326.25,5486.0,5320.60009765625,5398.7001953125,59442
2024-07-31,5297.904296875,5354.4501953125,5427.0498046875,5330.0,5363.0,182296
2024-08-01,5189.1650390625,5244.5498046875,5412.7998046875,5228.0,5388.85009765625,91327
2024-08-02,5108.4765625,5163.0,5283.10009765625,5150.0498046875,5243.0,79847
2024-08-05,4918.40478515625,4970.89990234375,5138.0498046875,4920.0498046875,4925.0,116960
2024-08-06,4972.13134765625,5025.2001953125,5193.9501953125,4991.0,5001.10009765625,146863
2024-08-07,5148.54833984375,5203.5,5326.85009765625,5088.0498046875,5173.9501953125,137200
2024-08-08,5032.33837890625,5086.0498046875,5220.0498046875,5061.35009765625,5210.0,76747
2024-08-09,5078.5458984375,5132.75,5160.0,5050.5498046875,5148.9501953125,75002
2024-08-12,5057.619140625,5111.60009765625,5159.14990234375,5022.10009765625,5129.0,60418
2024-08-13,5041.44189453125,5095.25,5220.0,5070.0,5187.25,52221
2024-08-14,5127.57275390625,5182.2998046875,5199.0,5073.39990234375,5101.5,53013
2024-08-16,5204.3037109375,5259.85009765625,5280.0,5190.0498046875,5209.60009765625,25333
2024-08-19,5211.97216796875,5267.60009765625,5307.35009765625,5222.0498046875,5278.75,43523
2024-08-20,5373.99267578125,5431.35009765625,5495.0,5260.4501953125,5270.0,86914
2024-08-21,5527.40478515625,5586.39990234375,5720.0,5470.0,5470.0,320465
2024-08-22,5486.39306640625,5544.9501953125,5650.0,5480.4501953125,5649.5,94700
2024-08-23,5448.00244140625,5506.14990234375,5599.0,5472.5,5544.9501953125,40755
2024-08-26,5355.88525390625,5413.0498046875,5494.0,5375.0,5494.0,75627
2024-08-27,5315.51611328125,5372.25,5457.10009765625,5325.0,5423.0,62770
2024-08-28,5319.32568359375,5376.10009765625,5434.7998046875,5325.7001953125,5392.64990234375,65931
2024-08-29,5306.61181640625,5363.25,5420.0,5322.7001953125,5348.10009765625,56448
2024-08-30,5228.94091796875,5284.75,5428.9501953125,5225.10009765625,5385.0,258816
2024-09-02,5247.443359375,5303.4501953125,5376.35009765625,5228.0,5300.0498046875,85612
2024-09-03,5159.72900390625,5214.7998046875,5349.9501953125,5187.89990234375,5328.2001953125,72628
2024-09-04,5176.00537109375,5231.25,5267.2001953125,5154.4501953125,5199.5498046875,160931
2024-09-05,5175.46142578125,5230.7001953125,5288.0,5214.0,5239.7001953125,79915
2024-09-06,5259.7119140625,5315.85009765625,5480.0,5224.0,5225.0,372769
2024-09-09,5330.01171875,5386.89990234375,5440.0,5200.0,5357.25,101534
2024-09-10,5317.59423828125,5374.35009765625,5491.0,5342.2001953125,5378.0,258937
2024-09-11,5248.82861328125,5304.85009765625,5415.0,5281.5,5355.0,75721
2024-09-12,5278.36328125,5334.7001953125,5415.60009765625,5304.85009765625,5356.39990234375,90431
2024-09-13,5213.208984375,5268.85009765625,5415.75,5250.0,5340.0,69950
2024-09-16,5337.037109375,5394.0,5411.0,5269.0,5270.0,140698
2024-09-17,5340.4501953125,5397.4501953125,5406.35009765625,5317.0,5350.10009765625,105056
2024-09-18,5301.21923828125,5357.7998046875,5401.0,5325.0,5389.89990234375,85560
2024-09-19,5351.43310546875,5408.5498046875,5475.0,5269.5498046875,5392.0,110225
2024-09-20,5475.0634765625,5533.5,5615.0,5327.75,5471.9501953125,197096
2024-09-23,5388.14111328125,5445.64990234375,5545.4501953125,5420.0,5533.5,53605
2024-09-24,5338.421875,5395.39990234375,5447.5498046875,5367.5,5430.0,150496
2024-09-25,5174.373046875,5229.60009765625,5423.75,5221.14990234375,5395.0498046875,147623
2024-09-26,5215.08837890625,5270.75,5300.0,5229.7001953125,5281.0,108862
2024-09-27,5211.130859375,5266.75,5306.64990234375,5201.0,5263.10009765625,132376
2024-09-30,5265.45068359375,5321.64990234375,5397.0,5205.0,5262.0,160721
2024-10-01,5341.142578125,5398.14990234375,5431.85009765625,5300.0,5336.7001953125,87884
2024-10-03,5123.7138671875,5178.39990234375,5407.85009765625,5121.5,5398.14990234375,104867
2024-10-04,5227.90185546875,5283.7001953125,5320.5,5145.10009765625,5205.7001953125,93027
2024-10-07,5375.4267578125,5432.7998046875,5500.0,5230.0498046875,5348.9501953125,123479
2024-10-08,5379.92919921875,5437.35009765625,5524.5,5295.89990234375,5447.0,210649
2024-10-09,5391.1591796875,5448.7001953125,5580.0,5403.89990234375,5451.0498046875,118801
2024-10-10,5255.16064453125,5311.25,5459.25,5292.5,5451.0,63017
2024-10-11,5169.22802734375,5224.39990234375,5345.39990234375,5219.0,5345.0,40325
2024-10-14,5226.6650390625,5282.4501953125,5361.0,5150.0,5200.0,67151
2024-10-15,5292.2158203125,5348.7001953125,5397.0,5232.0,5299.7998046875,101187
2024-10-16,5176.59912109375,5231.85009765625,5331.0,5219.5,5310.0,56803
2024-10-17,5188.76904296875,5244.14990234375,5271.10009765625,5162.2001953125,5259.0,41864
2024-10-18,5006.91015625,5060.35009765625,5247.0,4935.0498046875,5210.10009765625,127453
2024-10-21,4927.35986328125,4979.9501953125,5136.25,4971.0,5070.0,98142
2024-10-22,4438.52685546875,4485.89990234375,5048.75,4405.0,4979.9501953125,558667
2024-10-23,4544.49609375,4593.0,4794.7001953125,4180.0,4599.0,500122
2024-10-24,4324.88916015625,4371.0498046875,4658.14990234375,4351.0,4617.14990234375,192310
2024-10-25,4244.943359375,4290.25,4418.0,4212.64990234375,4400.0,218791
2024-10-28,4276.1103515625,4321.75,4388.5,4184.10009765625,4234.0498046875,164249
2024-10-29,4290.55615234375,4336.35009765625,4399.4501953125,4280.0,4384.14990234375,313114
2024-10-30,4352.68798828125,4389.0,4451.9501953125,4315.0,4354.0,132713
2024-10-31,4259.2177734375,4294.75,4374.9501953125,4255.39990234375,4370.10009765625,194224
2024-11-01,4303.349609375,4339.25,4365.0,4294.7998046875,4294.7998046875,7408
2024-11-04,4179.33447265625,4214.2001953125,4338.9501953125,4162.60009765625,4338.9501953125,262620
2024-11-05,4326.25830078125,4362.35009765625,4450.0,4185.0498046875,4214.2001953125,298250
2024-11-06,4645.19775390625,4683.9501953125,4724.25,4410.0,4410.0,658009
2024-11-07,4638.05712890625,4676.75,4750.0,4615.0,4685.0,200187
2024-11-08,4559.81005859375,4597.85009765625,4640.0,4552.39990234375,4640.0,65633
2024-11-11,4594.71875,4633.0498046875,4781.0,4562.0,4584.0,148460
2024-11-12,4576.37158203125,4614.5498046875,4674.39990234375,4600.0,4650.0,171018
2024-11-13,4478.83544921875,4516.2001953125,4624.9501953125,4465.0,4590.0,200789
2024-11-14,4505.66162109375,4543.25,4667.75,4420.0,4500.0,116213
2024-11-18,4596.7021484375,4635.0498046875,4684.0,4479.2001953125,4615.7001953125,164487
2024-11-19,4611.7763671875,4650.25,4682.2998046875,4512.5498046875,4623.7998046875,109097
2024-11-21,4513.94287109375,4551.60009765625,4625.9501953125,4501.0,4613.0,104722
2024-11-22,4511.95947265625,4549.60009765625,4572.0,4501.0,4565.0,101349
2024-11-25,4570.9169921875,4609.0498046875,4694.0,4535.10009765625,4553.0,289620
2024-11-26,4533.77734375,4571.60009765625,4679.5498046875,4550.0498046875,4608.9501953125,58113
2024-11-27,4541.0166015625,4578.89990234375,4642.35009765625,4500.0,4585.0,107057
2024-11-28,4482.80224609375,4520.2001953125,4593.75,4505.0,4585.0,71782
2024-11-29,4612.61962890625,4651.10009765625,4781.0,4455.0,4482.0498046875,289339
2024-12-02,4733.16357421875,4772.64990234375,4805.0,4595.0,4595.0,384423
2024-12-03,4723.59375,4763.0,4849.9501953125,4743.89990234375,4821.5498046875,368050
2024-12-04,4676.337890625,4715.35009765625,4810.0,4693.5498046875,4806.9501953125,633495
2024-12-05,4718.53564453125,4757.89990234375,4764.2998046875,4654.89990234375,4744.7998046875,138757
2024-12-06,4699.19677734375,4738.39990234375,4822.0,4690.0498046875,4705.2001953125,468988
2024-12-09,4971.17822265625,5012.64990234375,5049.85009765625,4738.5498046875,4740.5,619707
2024-12-10,4881.12939453125,4921.85009765625,5068.14990234375,4878.0498046875,5050.0,212532
2024-12-11,4916.732421875,4957.75,4974.9501953125,4901.0,4945.35009765625,171218
2024-12-12,4807.54345703125,4847.64990234375,4954.9501953125,4812.5,4950.75,177752
2024-12-13,4764.05615234375,4803.7998046875,4840.85009765625,4742.60009765625,4825.75,63547
2024-12-16,4860.8486328125,4901.39990234375,4937.2998046875,4794.7998046875,4824.0,445853
2024-12-17,4928.38525390625,4969.5,4996.0,4875.7001953125,4884.2998046875,290439
2024-12-18,5062.962890625,5105.2001953125,5156.75,4969.5,4983.35009765625,546131
2024-12-19,4986.94677734375,5028.5498046875,5095.25,4966.75,5040.0,131940
2024-12-20,4799.7578125,4839.7998046875,5093.9501953125,4821.0,5089.5,143686
2024-12-23,4726.12255859375,4765.5498046875,4861.4501953125,4722.0,4845.0,106460
2024-12-24,4722.4033203125,4761.7998046875,4803.25,4656.7001953125,4765.5498046875,158708
2024-12-26,4717.19677734375,4756.5498046875,4783.0,4716.7998046875,4750.0,37776
2024-12-27,4737.8251953125,4777.35009765625,4826.89990234375,4742.5,4754.9501953125,101992
2024-12-30,4604.63623046875,4643.0498046875,4763.7998046875,4576.5498046875,4733.89990234375,239616
2024-12-31,4661.66015625,4700.5498046875,4736.75,4618.0,4629.9501953125,105787
2025-01-01,4660.71826171875,4699.60009765625,4744.60009765625,4656.0498046875,4699.9501953125,244103
2025-01-02,4663.048828125,4701.9501953125,4735.9501953125,4648.5498046875,4722.7998046875,89529
2025-01-03,4576.96630859375,4615.14990234375,4817.9501953125,4576.5,4800.0,340152
2025-01-06,4481.8603515625,4519.25,4701.2998046875,4504.0,4650.14990234375,152044
2025-01-07,4492.2236328125,4529.7001953125,4599.89990234375,4511.5,4533.60009765625,69323
2025-01-08,4568.9833984375,4607.10009765625,4673.0,4440.0,4522.5,223288
2025-01-09,4632.05712890625,4670.7001953125,4676.9501953125,4562.2001953125,4625.0,335334
2025-01-10,4507.24853515625,4544.85009765625,4666.4501953125,4515.64990234375,4620.0,89914
2025-01-13,4253.8125,4289.2998046875,4503.89990234375,4251.64990234375,4400.0,180135
2025-01-14,4329.92724609375,4366.0498046875,4395.35009765625,4266.0,4266.0,134638
2025-01-15,4340.787109375,4377.0,4438.7998046875,4350.0498046875,4389.0,120336
2025-01-16,4282.77099609375,4318.5,4470.0,4289.0,4470.0,80126
2025-01-17,4169.46630859375,4204.25,4355.5498046875,4184.7998046875,4315.0,145192
2025-01-20,3988.625,4021.89990234375,4258.4501953125,4001.0,4200.0,889323
2025-01-21,3926.294921875,3959.050048828125,4054.0,3931.0,4001.14990234375,581392
2025-01-22,3851.71728515625,3883.85009765625,4006.35009765625,3819.0,3963.14990234375,295796
2025-01-23,3934.82373046875,3967.64990234375,4054.949951171875,3876.10009765625,3890.0,293011
2025-01-24,3771.734375,3803.199951171875,4002.199951171875,3787.35009765625,3971.64990234375,176404
2025-01-27,3516.9599609375,3546.300048828125,3783.85009765625,3528.050048828125,3783.85009765625,646293
2025-01-28,3587.471435546875,3617.39990234375,3644.300048828125,3452.050048828125,3546.300048828125,371615
2025-01-29,3787.998779296875,3819.60009765625,3834.949951171875,3630.0,3638.0,177677
2025-01-30,3741.833984375,3773.050048828125,3908.5,3740.10009765625,3790.199951171875,211347
2025-01-31,3935.96435546875,3968.800048828125,3978.0,3797.0,3797.0,284772
2025-02-01,3715.15625,3746.14990234375,4050.5,3588.0,3968.949951171875,524100
2025-02-03,3834.213134765625,3866.199951171875,3919.10009765625,3693.300048828125,3755.35009765625,420339
2025-02-04,3958.9228515625,3991.949951171875,4046.5,3881.89990234375,3881.89990234375,695882
2025-02-05,3973.3525390625,4006.5,4074.0,3948.050048828125,3975.75,145710
2025-02-06,3935.914794921875,3968.75,4075.0,3942.0,4009.85009765625,93710
2025-02-07,3986.74072265625,4020.0,4030.0,3921.949951171875,3978.949951171875,86749
2025-02-10,3895.650634765625,3928.14990234375,4035.0,3905.75,4030.0,83830
2025-02-11,3867.7333984375,3900.0,3965.35009765625,3829.64990234375,3926.0,223172
2025-02-12,3854.890625,3887.050048828125,3935.0,3768.39990234375,3862.0,77011
2025-02-13,3845.66748046875,3877.75,3957.0,3866.14990234375,3930.050048828125,61870
2025-02-14,3734.098388671875,3765.25,3910.89990234375,3688.25,3897.300048828125,113727
2025-02-17,3597.78564453125,3627.800048828125,3731.25,3528.699951171875,3700.050048828125,330073
2025-02-18,3632.2978515625,3662.60009765625,3675.0,3560.0,3631.0,91844
2025-02-19,3682.875732421875,3713.60009765625,3731.0,3600.050048828125,3600.050048828125,168985
2025-02-20,3709.453857421875,3740.39990234375,3766.39990234375,3611.050048828125,3708.050048828125,292962
2025-02-21,3639.68603515625,3670.050048828125,3825.949951171875,3640.550048828125,3690.0,168663
2025-02-24,3663.78515625,3694.35009765625,3775.0,3593.85009765625,3634.0,343931
2025-02-25,3546.364501953125,3575.949951171875,3733.199951171875,3560.0,3685.050048828125,162102
2025-02-27,3460.580078125,3489.449951171875,3601.5,3476.5,3575.949951171875,198567
2025-02-28,3301.45751953125,3329.0,3491.449951171875,3316.0,3448.39990234375,347300
2025-03-03,3503.571533203125,3532.800048828125,3568.949951171875,3284.449951171875,3349.300048828125,436195
2025-03-04,3349.40771484375,3377.35009765625,3494.949951171875,3358.0,3420.0,273251
2025-03-05,3377.969482421875,3406.14990234375,3464.0,3336.35009765625,3360.0,460298
2025-03-06,3371.324951171875,3399.449951171875,3478.0,3379.0,3400.0,185155
2025-03-07,3362.399169921875,3390.449951171875,3448.5,3369.949951171875,3399.449951171875,196395
2025-03-10,3291.986572265625,3319.449951171875,3477.800048828125,3304.550048828125,3408.0,217312
2025-03-11,3306.36669921875,3333.949951171875,3393.5,3285.0,3317.0,218791
2025-03-12,3329.077392578125,3356.85009765625,3381.5,3281.0,3350.0,181396
2025-03-13,3316.085693359375,3343.75,3387.0,3328.300048828125,3360.0,101656
2025-03-17,3317.424560546875,3345.10009765625,3363.35009765625,3300.050048828125,3300.050048828125,110944
2025-03-18,3317.424560546875,3345.10009765625,3345.10009765625,3345.10009765625,3345.10009765625,0
2025-03-19,3401.423828125,3429.800048828125,3474.89990234375,3419.64990234375,3421.949951171875,247244
2025-03-20,3464.844482421875,3493.75,3550.0,3430.0,3460.0,190485
2025-03-21,3399.489990234375,3427.85009765625,3549.0,3401.0,3482.0,368671
2025-03-24,3474.910400390625,3503.89990234375,3594.0,3452.5,3480.0,224293
2025-03-25,3429.5390625,3458.14990234375,3550.5,3429.0,3527.39990234375,105228
2025-03-26,3387.539794921875,3415.800048828125,3485.199951171875,3400.0,3462.5,168022
2025-03-27,3431.621826171875,3460.25,3505.85009765625,3372.300048828125,3400.0,160654
2025-03-28,3397.903076171875,3426.25,3504.10009765625,3394.0,3467.949951171875,132706
2025-04-01,3304.18505859375,3331.75,3459.949951171875,3325.0,3426.25,120051
2025-04-02,3327.39111328125,3355.14990234375,3377.949951171875,3300.0,3332.0,554232
2025-04-03,3395.96923828125,3424.300048828125,3436.14990234375,3321.5,3338.35009765625,246697
2025-04-04,3251.474853515625,3278.60009765625,3431.85009765625,3256.0,3416.550048828125,92962
2025-04-07,3086.649658203125,3112.39990234375,3172.800048828125,3095.0,3114.39990234375,202784
2025-04-08,3181.508544921875,3208.050048828125,3236.699951171875,3114.39990234375,3188.050048828125,127568
2025-04-09,3107.475830078125,3133.39990234375,3199.949951171875,3105.39990234375,3195.0,129669
2025-04-11,3142.28564453125,3168.5,3199.949951171875,3146.050048828125,3160.050048828125,156605
2025-04-15,3350.548095703125,3378.5,3392.0,3206.10009765625,3256.89990234375,181024
2025-04-16,3370.085205078125,3398.199951171875,3416.699951171875,3263.0,3360.0,256805
2025-04-17,3369.490234375,3397.60009765625,3437.0,3342.800048828125,3402.0,134499
2025-04-21,3485.720703125,3514.800048828125,3532.699951171875,3390.0,3395.0,283157
2025-04-22,3493.05908203125,3522.199951171875,3578.0,3496.199951171875,3524.0,274955
2025-04-23,3496.827880859375,3526.0,3538.0,3466.10009765625,3530.0,168446
