date_,adj close_polymed.ns,close_polymed.ns,high_polymed.ns,low_polymed.ns,open_polymed.ns,volume_polymed.ns
2024-03-04,1596.17822265625,1600.9000244140625,1652.0,1589.8499755859375,1621.550048828125,69511
2024-03-05,1595.3306884765625,1600.050048828125,1610.0,1568.5999755859375,1600.0,185901
2024-03-06,1577.184326171875,1581.8499755859375,1595.050048828125,1553.0999755859375,1590.050048828125,73950
2024-03-07,1565.7681884765625,1570.4000244140625,1599.75,1560.0,1584.949951171875,39249
2024-03-11,1514.3701171875,1518.8499755859375,1577.75,1510.050048828125,1577.75,41623
2024-03-12,1446.67041015625,1450.949951171875,1531.0,1420.199951171875,1526.4000244140625,134417
2024-03-13,1391.982177734375,1396.0999755859375,1459.699951171875,1392.199951171875,1425.0,186534
2024-03-14,1413.9671630859375,1418.1500244140625,1429.0,1373.0,1395.0,57619
2024-03-15,1428.623779296875,1432.8499755859375,1444.199951171875,1393.0,1410.949951171875,70112
2024-03-18,1491.188720703125,1495.5999755859375,1509.699951171875,1415.0,1415.0999755859375,83764
2024-03-19,1473.5906982421875,1477.949951171875,1495.800048828125,1470.5999755859375,1495.0,17631
2024-03-20,1492.285400390625,1496.699951171875,1503.5999755859375,1474.6500244140625,1479.199951171875,34576
2024-03-21,1525.1881103515625,1529.699951171875,1540.0,1482.8499755859375,1482.8499755859375,23990
2024-03-22,1550.9619140625,1555.550048828125,1563.949951171875,1516.9000244140625,1518.449951171875,21239
2024-03-26,1552.60693359375,1557.199951171875,1566.75,1538.0999755859375,1544.75,27417
2024-03-27,1579.97607421875,1584.6500244140625,1590.0,1557.0,1557.0,22406
2024-03-28,1584.5125732421875,1589.199951171875,1595.0,1573.0999755859375,1584.6500244140625,24819
2024-04-01,1571.0523681640625,1575.699951171875,1595.050048828125,1564.800048828125,1589.199951171875,27448
2024-04-02,1559.4368896484375,1564.050048828125,1595.199951171875,1556.800048828125,1575.699951171875,65838
2024-04-03,1570.9527587890625,1575.5999755859375,1592.5999755859375,1545.050048828125,1571.9000244140625,85674
2024-04-04,1567.3134765625,1571.949951171875,1580.0,1546.9000244140625,1575.5999755859375,27623
2024-04-05,1562.926513671875,1567.550048828125,1594.9000244140625,1557.5999755859375,1579.8499755859375,171236
2024-04-08,1533.21435546875,1537.75,1581.3499755859375,1526.699951171875,1581.3499755859375,24341
2024-04-09,1565.020263671875,1569.6500244140625,1582.449951171875,1545.0,1545.0,28627
2024-04-10,1555.3988037109375,1560.0,1578.949951171875,1550.8499755859375,1575.800048828125,14370
2024-04-12,1543.1348876953125,1547.699951171875,1569.949951171875,1538.199951171875,1565.0,26577
2024-04-15,1545.627685546875,1550.199951171875,1563.449951171875,1501.0,1540.0,33658
2024-04-16,1563.77392578125,1568.4000244140625,1577.0,1515.6500244140625,1520.0,92664
2024-04-18,1565.967529296875,1570.5999755859375,1592.0,1542.0,1570.0,53408
2024-04-19,1558.68896484375,1563.300048828125,1616.800048828125,1547.800048828125,1574.949951171875,90250
2024-04-22,1544.4312744140625,1549.0,1606.5999755859375,1537.800048828125,1563.3499755859375,71725
2024-04-23,1529.02685546875,1533.550048828125,1566.199951171875,1488.5999755859375,1557.0,50186
2024-04-24,1556.59521484375,1561.199951171875,1568.4000244140625,1532.0,1535.0,80888
2024-04-25,1579.3778076171875,1584.050048828125,1595.0,1550.6500244140625,1569.949951171875,74222
2024-04-26,1628.3828125,1633.199951171875,1665.9000244140625,1589.0,1597.0,89537
2024-04-29,1636.159912109375,1641.0,1665.800048828125,1611.949951171875,1664.800048828125,39721
2024-04-30,1638.353271484375,1643.199951171875,1665.0,1624.050048828125,1647.550048828125,29177
2024-05-02,1636.5587158203125,1641.4000244140625,1653.949951171875,1612.0,1648.4000244140625,33279
2024-05-03,1678.534423828125,1683.5,1695.0,1638.0,1649.6500244140625,60829
2024-05-06,1631.174560546875,1636.0,1698.300048828125,1625.0,1697.949951171875,52373
2024-05-07,1593.9844970703125,1598.699951171875,1644.449951171875,1563.0,1644.449951171875,41035
2024-05-08,1600.7645263671875,1605.5,1613.550048828125,1568.0,1587.449951171875,24684
2024-05-09,1585.6094970703125,1590.300048828125,1634.9000244140625,1581.5,1605.0,27276
2024-05-10,1605.1016845703125,1609.8499755859375,1625.949951171875,1570.0,1575.0,17136
2024-05-13,1654.106689453125,1659.0,1673.0,1584.800048828125,1609.0,134213
2024-05-14,1675.493408203125,1680.449951171875,1697.3499755859375,1647.800048828125,1676.5,61899
2024-05-15,1665.37353515625,1670.300048828125,1723.0,1653.550048828125,1680.050048828125,57699
2024-05-16,1649.8193359375,1654.699951171875,1680.0,1639.050048828125,1671.050048828125,47399
2024-05-17,1636.5587158203125,1641.4000244140625,1725.0,1617.6500244140625,1669.0999755859375,178033
2024-05-21,1739.3544921875,1744.5,1836.0,1660.0,1692.0,848807
2024-05-22,1795.0897216796875,1800.4000244140625,1843.800048828125,1748.550048828125,1752.6500244140625,314160
2024-05-23,1808.200927734375,1813.550048828125,1820.9000244140625,1780.9000244140625,1800.0,40636
2024-05-24,1790.353759765625,1795.6500244140625,1850.0,1791.949951171875,1805.0,98573
2024-05-27,1802.5177001953125,1807.8499755859375,1857.949951171875,1781.449951171875,1805.0,97814
2024-05-28,1804.81103515625,1810.1500244140625,1837.8499755859375,1767.550048828125,1816.9000244140625,42833
2024-05-29,1828.5406494140625,1833.949951171875,1836.0,1805.5999755859375,1809.0,44364
2024-05-30,1773.1046142578125,1778.3499755859375,1925.5999755859375,1763.0,1849.949951171875,479740
2024-05-31,1796.9342041015625,1802.25,1818.0,1755.25,1762.0,35658
2024-06-03,1788.459228515625,1793.75,1850.0,1790.199951171875,1850.0,22519
2024-06-04,1703.7598876953125,1708.800048828125,1799.949951171875,1585.5999755859375,1790.0,47247
2024-06-05,1770.661865234375,1775.9000244140625,1788.0,1655.1500244140625,1714.5,28817
2024-06-06,1817.623046875,1823.0,1855.699951171875,1790.5,1790.5,48363
2024-06-07,1816.6259765625,1822.0,1838.0,1800.3499755859375,1838.0,58815
2024-06-10,1848.78076171875,1854.25,1869.9000244140625,1812.0,1837.6500244140625,72042
2024-06-11,1820.21533203125,1825.5999755859375,1887.75,1799.800048828125,1858.199951171875,250255
2024-06-12,1854.613525390625,1860.0999755859375,1880.0,1825.75,1838.9000244140625,48570
2024-06-13,1855.0623779296875,1860.550048828125,1905.949951171875,1850.5999755859375,1860.0999755859375,46373
2024-06-14,1979.59375,1985.449951171875,2007.5999755859375,1851.0,1851.0,172415
2024-06-18,1960.2012939453125,1966.0,2031.0,1951.550048828125,1992.050048828125,80013
2024-06-19,1959.1044921875,1964.9000244140625,1980.0,1945.0,1966.0,199733
2024-06-20,1995.29736328125,2001.199951171875,2010.9000244140625,1950.8499755859375,1965.449951171875,39655
2024-06-21,2061.701171875,2067.800048828125,2089.89990234375,1950.0,2001.0,2576786
2024-06-24,2035.87744140625,2041.9000244140625,2097.800048828125,2028.0,2060.0,171617
2024-06-25,1987.6201171875,1993.5,2078.449951171875,1986.3499755859375,2045.4000244140625,102508
2024-06-26,1999.3853759765625,2005.300048828125,2029.8499755859375,1981.1500244140625,2009.9000244140625,72305
2024-06-27,1942.104736328125,1947.8499755859375,2027.3499755859375,1931.199951171875,2013.300048828125,143837
2024-06-28,1924.85595703125,1930.550048828125,2018.4000244140625,1922.949951171875,1955.050048828125,120206
2024-07-01,1978.0982666015625,1983.949951171875,1993.550048828125,1935.050048828125,1950.050048828125,48419
2024-07-02,1960.8990478515625,1966.699951171875,2019.949951171875,1961.5,2001.3499755859375,48581
2024-07-03,1951.47705078125,1957.25,1984.9000244140625,1951.0,1976.0,56660
2024-07-04,2042.3580322265625,2048.39990234375,2077.89990234375,1951.0,1951.0,156457
2024-07-05,2069.727294921875,2075.85009765625,2111.0,2049.949951171875,2049.949951171875,123006
2024-07-08,2110.6064453125,2116.85009765625,2150.0,2067.050048828125,2076.0,682714
2024-07-09,2133.73779296875,2140.050048828125,2158.449951171875,2117.0,2121.0,98791
2024-07-10,2131.394775390625,2137.699951171875,2236.60009765625,2125.0,2149.0,159596
2024-07-11,2144.2568359375,2150.60009765625,2169.0,2132.25,2135.0,51367
2024-07-12,2102.330810546875,2108.550048828125,2168.25,2097.5,2168.25,45557
2024-07-15,2110.05810546875,2116.300048828125,2127.60009765625,2046.0,2100.0,133698
2024-07-16,2120.826171875,2127.10009765625,2150.39990234375,2098.050048828125,2124.0,45180
2024-07-18,2103.42724609375,2109.64990234375,2145.60009765625,2005.9000244140625,2137.699951171875,45219
2024-07-19,2067.733154296875,2073.85009765625,2118.10009765625,2048.75,2115.89990234375,48617
2024-07-22,2039.01806640625,2045.050048828125,2175.75,2014.0,2043.5,187059
2024-07-23,2029.645751953125,2035.6500244140625,2115.0,1959.6500244140625,2045.050048828125,65607
2024-07-24,2023.1650390625,2029.1500244140625,2080.0,2011.0,2058.0,23055
2024-07-25,2017.1328125,2023.0999755859375,2067.85009765625,1988.0,2039.199951171875,48791
2024-07-26,1989.0657958984375,1994.949951171875,2023.449951171875,1986.050048828125,2023.050048828125,32198
2024-07-29,1960.60009765625,1966.4000244140625,2070.0,1961.0999755859375,2050.0,67693
2024-07-30,1959.8023681640625,1965.5999755859375,1988.699951171875,1959.0,1988.5999755859375,46807
2024-07-31,1866.07958984375,1871.5999755859375,1968.0,1862.050048828125,1968.0,132706
2024-08-01,1837.0655517578125,1842.5,1881.6500244140625,1832.0,1874.8499755859375,158219
2024-08-02,1843.4466552734375,1848.9000244140625,1868.0,1821.25,1840.050048828125,323894
2024-08-05,1808.799072265625,1814.1500244140625,1866.800048828125,1810.1500244140625,1821.25,161287
2024-08-06,1815.6788330078125,1821.050048828125,1862.9000244140625,1814.050048828125,1823.25,31057
2024-08-07,1847.833740234375,1853.300048828125,1860.0,1817.0,1836.5,56390
2024-08-08,1861.642822265625,1867.1500244140625,1904.050048828125,1858.0,1879.25,58494
2024-08-09,1873.757080078125,1879.300048828125,1896.0,1863.9000244140625,1883.449951171875,41564
2024-08-12,1920.7679443359375,1926.449951171875,1932.550048828125,1879.300048828125,1894.0,106056
2024-08-13,1918.92333984375,1924.5999755859375,1944.800048828125,1897.800048828125,1943.0,90147
2024-08-14,1871.812744140625,1877.3499755859375,1934.050048828125,1862.050048828125,1924.5999755859375,41365
2024-08-16,1946.192626953125,1951.949951171875,1961.050048828125,1877.550048828125,1891.949951171875,59234
2024-08-19,2119.978515625,2126.25,2140.89990234375,1950.0999755859375,1973.9000244140625,381945
2024-08-20,2187.927490234375,2194.39990234375,2220.0,2067.5,2130.0,284416
2024-08-21,2176.660888671875,2183.10009765625,2223.75,2133.949951171875,2180.0,109218
2024-08-22,2143.309326171875,2149.64990234375,2197.0,2125.550048828125,2183.699951171875,67871
2024-08-23,2206.6220703125,2213.14990234375,2225.0,2147.85009765625,2160.0,122917
2024-08-26,2321.83154296875,2328.699951171875,2406.14990234375,2240.0,2250.0,718931
2024-08-27,2287.632568359375,2294.39990234375,2328.699951171875,2276.89990234375,2328.0,175871
2024-08-28,2306.576416015625,2313.39990234375,2320.0,2279.5,2294.39990234375,182007
2024-08-29,2297.702880859375,2304.5,2318.60009765625,2285.449951171875,2317.449951171875,61705
2024-08-30,2331.353271484375,2338.25,2352.5,2300.050048828125,2324.800048828125,81511
2024-09-02,2370.487548828125,2377.5,2390.0,2345.050048828125,2358.85009765625,55986
2024-09-03,2495.667236328125,2503.050048828125,2686.60009765625,2378.14990234375,2393.64990234375,748705
2024-09-04,2496.11572265625,2503.5,2565.449951171875,2432.949951171875,2499.699951171875,369846
2024-09-05,2562.918212890625,2570.5,2611.949951171875,2500.5,2503.0,213628
2024-09-06,2548.112060546875,2555.64990234375,2615.0,2525.300048828125,2562.550048828125,128678
2024-09-09,2494.769775390625,2502.14990234375,2555.10009765625,2484.699951171875,2555.10009765625,172738
2024-09-10,2533.8544921875,2541.35009765625,2550.10009765625,2501.60009765625,2514.699951171875,118127
2024-09-11,2537.34423828125,2544.85009765625,2563.0,2517.5,2563.0,92367
2024-09-12,2523.833984375,2531.300048828125,2599.449951171875,2510.0,2556.0,203900
2024-09-13,2531.660400390625,2539.14990234375,2569.949951171875,2482.550048828125,2556.60009765625,99129
2024-09-16,2442.125732421875,2449.35009765625,2560.699951171875,2435.5,2560.699951171875,57202
2024-09-17,2419.193359375,2426.35009765625,2453.39990234375,2382.89990234375,2449.35009765625,125088
2024-09-18,2495.4677734375,2502.85009765625,2565.0,2429.60009765625,2444.0,207546
2024-09-19,2460.978515625,2465.300048828125,2530.699951171875,2434.89990234375,2530.10009765625,56544
2024-09-20,2337.495361328125,2341.60009765625,2499.75,2328.050048828125,2477.050048828125,159553
2024-09-23,2355.014404296875,2359.14990234375,2392.64990234375,2317.449951171875,2341.60009765625,116187
2024-09-24,2372.034423828125,2376.199951171875,2410.050048828125,2331.0,2359.14990234375,80038
2024-09-25,2312.9384765625,2317.0,2388.0,2298.39990234375,2369.89990234375,69996
2024-09-26,2320.574951171875,2324.64990234375,2352.800048828125,2296.199951171875,2335.39990234375,56946
2024-09-27,2271.011962890625,2275.0,2342.949951171875,2241.85009765625,2336.0,86719
2024-09-30,2310.6923828125,2314.75,2336.949951171875,2259.050048828125,2274.949951171875,142860
2024-10-01,2349.87353515625,2354.0,2399.199951171875,2301.550048828125,2315.0,132497
2024-10-03,2308.8955078125,2312.949951171875,2354.0,2287.550048828125,2350.0,46107
2024-10-04,2343.434814453125,2347.550048828125,2367.0,2287.5,2310.0,52218
2024-10-07,2306.79931640625,2310.85009765625,2442.5,2277.050048828125,2356.199951171875,110480
2024-10-08,2339.44189453125,2343.550048828125,2365.0,2290.0,2290.0,41347
2024-10-09,2340.140625,2344.25,2398.35009765625,2312.14990234375,2343.550048828125,33295
2024-10-10,2365.046875,2369.199951171875,2391.0,2313.050048828125,2329.0,35591
2024-10-11,2340.090576171875,2344.199951171875,2400.0,2305.449951171875,2381.050048828125,26617
2024-10-14,2383.314697265625,2387.5,2669.699951171875,2361.5,2415.0,677601
2024-10-15,2471.31005859375,2475.64990234375,2499.949951171875,2373.39990234375,2381.0,181806
2024-10-16,2431.6796875,2435.949951171875,2498.949951171875,2393.64990234375,2484.0,69786
2024-10-17,2428.086181640625,2432.35009765625,2495.0,2410.0,2447.699951171875,56706
2024-10-18,2448.200927734375,2452.5,2475.0,2415.0,2437.10009765625,55525
2024-10-21,2446.25439453125,2450.550048828125,2495.949951171875,2430.0,2473.35009765625,48053
2024-10-22,2519.824951171875,2524.25,2548.89990234375,2455.0,2455.0,490834
2024-10-23,2569.338134765625,2573.85009765625,2591.25,2519.050048828125,2532.0,184388
2024-10-24,2566.9423828125,2571.449951171875,2623.5,2555.550048828125,2585.0,159172
2024-10-25,2509.69287109375,2514.10009765625,2631.5,2500.35009765625,2571.449951171875,159551
2024-10-28,2620.19873046875,2624.800048828125,2659.25,2460.5,2538.949951171875,190844
2024-10-29,2565.295166015625,2569.800048828125,2647.550048828125,2475.25,2635.0,145702
2024-10-30,2785.558349609375,2790.449951171875,2818.0,2564.550048828125,2569.800048828125,837783
2024-10-31,2869.261474609375,2874.300048828125,2978.800048828125,2763.199951171875,2790.0,858039
2024-11-01,3123.4150390625,3128.89990234375,3357.800048828125,2917.449951171875,2917.449951171875,209668
2024-11-04,2871.108154296875,2876.14990234375,3150.0,2825.0,3150.0,671143
2024-11-05,2810.364990234375,2815.300048828125,2911.0,2798.0,2879.0,244283
2024-11-06,2834.27294921875,2839.25,2859.60009765625,2810.050048828125,2824.949951171875,191499
2024-11-07,2845.053955078125,2850.050048828125,2863.0,2791.14990234375,2845.0,124814
2024-11-08,2776.125,2781.0,2855.0,2755.0,2855.0,72718
2024-11-11,2727.061279296875,2731.85009765625,2799.0,2712.35009765625,2778.5,97923
2024-11-12,2704.6005859375,2709.35009765625,2786.89990234375,2680.0,2731.85009765625,98668
2024-11-13,2650.49560546875,2655.14990234375,2684.0,2504.0,2680.0,257017
2024-11-14,2696.365234375,2701.10009765625,2748.64990234375,2669.949951171875,2669.949951171875,194979
2024-11-18,2612.01318359375,2616.60009765625,2730.0,2590.0,2724.85009765625,88690
2024-11-19,2603.128662109375,2607.699951171875,2656.85009765625,2564.699951171875,2604.64990234375,105440
2024-11-21,2584.511474609375,2589.050048828125,2652.0,2565.35009765625,2592.0,133807
2024-11-22,2577.62353515625,2582.14990234375,2644.25,2551.35009765625,2596.60009765625,76679
2024-11-25,2997.087158203125,3002.35009765625,3095.0,2596.050048828125,2604.050048828125,1935134
2024-11-26,2759.054931640625,2763.89990234375,2985.0,2747.0,2985.0,579386
2024-11-27,2687.081298828125,2691.800048828125,2763.89990234375,2662.449951171875,2763.89990234375,209729
2024-11-28,2734.0986328125,2738.89990234375,2765.89990234375,2674.550048828125,2709.0,143677
2024-11-29,2777.72216796875,2782.60009765625,2808.0,2730.050048828125,2750.0,129094
2024-12-02,2739.838623046875,2744.64990234375,2795.949951171875,2693.0,2782.550048828125,88566
2024-12-03,2797.18798828125,2802.10009765625,2823.0,2721.0,2740.0,106846
2024-12-04,2870.658935546875,2875.699951171875,3003.35009765625,2774.050048828125,2807.0,548132
2024-12-05,2917.726318359375,2922.85009765625,2957.949951171875,2817.0,2870.050048828125,237721
2024-12-06,2814.1083984375,2819.050048828125,2927.35009765625,2794.39990234375,2926.5,222008
2024-12-09,2882.438232421875,2887.5,2894.0,2808.050048828125,2822.5,117162
2024-12-10,2963.246337890625,2968.449951171875,3031.0,2837.050048828125,2888.0,204216
2024-12-11,2939.887451171875,2945.050048828125,2986.35009765625,2905.14990234375,2969.199951171875,64790
2024-12-12,2901.10546875,2906.199951171875,2980.050048828125,2885.0,2967.35009765625,67265
2024-12-13,2836.11962890625,2841.10009765625,2901.199951171875,2820.0,2901.199951171875,81242
2024-12-16,2844.654541015625,2849.64990234375,2873.800048828125,2831.0,2865.949951171875,34027
2024-12-17,2775.575927734375,2780.449951171875,2860.949951171875,2764.60009765625,2860.0,64134
2024-12-18,2717.12841796875,2721.89990234375,2783.0,2711.050048828125,2783.0,79188
2024-12-19,2649.447509765625,2654.10009765625,2679.89990234375,2622.0,2667.5,172120
2024-12-20,2591.19970703125,2595.75,2722.949951171875,2566.0,2676.64990234375,267186
2024-12-23,2508.5947265625,2513.0,2627.14990234375,2505.0,2627.14990234375,138994
2024-12-24,2524.766357421875,2529.199951171875,2561.25,2450.35009765625,2535.75,175667
2024-12-26,2499.0615234375,2503.449951171875,2539.300048828125,2495.0,2529.449951171875,156920
2024-12-27,2523.31884765625,2527.75,2593.949951171875,2482.0,2482.0,97051
2024-12-30,2615.20751953125,2619.800048828125,2755.0,2519.39990234375,2527.75,245543
2024-12-31,2610.66552734375,2615.25,2697.550048828125,2575.0,2674.39990234375,146955
2025-01-01,2675.2021484375,2679.89990234375,2689.449951171875,2615.25,2620.0,63289
2025-01-02,2705.0,2709.75,2720.0,2645.0,2680.0,96825
2025-01-03,2770.43505859375,2775.300048828125,2797.35009765625,2705.75,2750.0,146056
2025-01-06,2821.24560546875,2826.199951171875,2869.0,2786.699951171875,2786.699951171875,311649
2025-01-07,2837.666748046875,2842.64990234375,2866.0,2755.550048828125,2850.25,104728
2025-01-08,2751.46826171875,2756.300048828125,2876.449951171875,2717.449951171875,2840.050048828125,120394
2025-01-09,2685.43408203125,2690.14990234375,2793.0,2671.449951171875,2767.0,69271
2025-01-10,2671.259033203125,2675.949951171875,2711.0,2649.949951171875,2689.75,79456
2025-01-13,2594.59375,2599.14990234375,2679.14990234375,2560.0,2670.0,129616
2025-01-14,2551.81884765625,2556.300048828125,2614.0,2546.550048828125,2561.10009765625,72424
2025-01-15,2495.567626953125,2499.949951171875,2556.300048828125,2475.0,2556.300048828125,253993
2025-01-16,2475.453125,2479.800048828125,2501.0,2446.10009765625,2475.0,120084
2025-01-17,2504.601806640625,2509.0,2540.0,2464.0,2464.0,187505
2025-01-20,2519.4755859375,2523.89990234375,2549.199951171875,2508.35009765625,2531.14990234375,47902
2025-01-21,2515.13330078125,2519.550048828125,2545.300048828125,2500.0,2510.0,82527
2025-01-22,2395.243896484375,2399.449951171875,2524.949951171875,2311.25,2500.050048828125,167253
2025-01-23,2391.75,2395.949951171875,2458.10009765625,2344.0,2396.0,117747
2025-01-24,2440.963623046875,2445.25,2470.0,2348.0,2393.89990234375,105616
2025-01-27,2416.756103515625,2421.0,2537.75,2335.10009765625,2459.949951171875,161206
2025-01-28,2261.7783203125,2265.75,2409.949951171875,2008.1500244140625,2409.949951171875,649243
2025-01-29,2265.521728515625,2269.5,2333.39990234375,2206.75,2267.0,147609
2025-01-30,2300.2607421875,2304.300048828125,2367.050048828125,2214.0,2269.10009765625,116467
2025-01-31,2325.91552734375,2330.0,2348.949951171875,2300.800048828125,2323.85009765625,60883
2025-02-01,2429.63330078125,2433.89990234375,2486.0,2282.85009765625,2349.85009765625,64555
2025-02-03,2279.0478515625,2283.050048828125,2432.949951171875,2253.050048828125,2410.75,274302
2025-02-04,2411.565185546875,2415.800048828125,2550.0,2265.14990234375,2282.0,1059239
2025-02-05,2482.14111328125,2486.5,2500.449951171875,2415.800048828125,2415.800048828125,136750
2025-02-06,2429.63330078125,2433.89990234375,2486.449951171875,2380.5,2485.0,154243
2025-02-07,2414.260498046875,2418.5,2455.449951171875,2377.75,2433.89990234375,98052
2025-02-10,2336.74658203125,2340.85009765625,2375.25,2216.050048828125,2375.25,491218
2025-02-11,2249.69921875,2253.64990234375,2345.0,2225.050048828125,2345.0,119325
2025-02-12,2213.512939453125,2217.39990234375,2269.949951171875,2125.449951171875,2253.949951171875,340816
2025-02-13,2218.504150390625,2222.39990234375,2257.0,2180.199951171875,2241.949951171875,246032
2025-02-14,2119.078857421875,2122.800048828125,2253.949951171875,2103.800048828125,2222.39990234375,104623
2025-02-17,2102.108642578125,2105.800048828125,2120.550048828125,2021.0,2100.0,312559
2025-02-18,2110.1943359375,2113.89990234375,2133.64990234375,2060.35009765625,2125.75,109431
2025-02-19,2200.236328125,2204.10009765625,2227.35009765625,2056.64990234375,2114.85009765625,101624
2025-02-20,2197.890380859375,2201.75,2266.550048828125,2150.85009765625,2196.050048828125,101318
2025-02-21,2217.805419921875,2221.699951171875,2231.25,2155.35009765625,2201.75,126979
2025-02-24,2150.274169921875,2154.050048828125,2221.699951171875,2133.800048828125,2221.699951171875,88024
2025-02-25,2177.5263671875,2181.35009765625,2209.800048828125,2125.10009765625,2173.050048828125,140590
2025-02-27,2085.787109375,2089.449951171875,2196.60009765625,2064.5,2196.60009765625,90935
2025-02-28,2031.931884765625,2035.5,2100.0,1967.8499755859375,2051.0,151240
2025-03-03,2041.7147216796875,2045.300048828125,2059.14990234375,1986.25,2055.89990234375,108087
2025-03-04,2145.133056640625,2148.89990234375,2161.25,1989.5,2044.050048828125,179408
2025-03-05,2211.36669921875,2215.25,2219.89990234375,2141.050048828125,2148.89990234375,106497
2025-03-06,2316.232666015625,2320.300048828125,2335.199951171875,2231.0,2234.800048828125,165147
2025-03-07,2280.046142578125,2284.050048828125,2359.800048828125,2270.0,2338.949951171875,100461
2025-03-10,2299.4619140625,2303.5,2320.0,2254.800048828125,2280.0,104929
2025-03-11,2198.0400390625,2201.89990234375,2301.85009765625,2136.0,2301.85009765625,108264
2025-03-12,2216.008544921875,2219.89990234375,2228.199951171875,2132.85009765625,2180.89990234375,79561
2025-03-13,2210.368408203125,2214.25,2230.5,2179.35009765625,2228.0,42063
2025-03-17,2208.62158203125,2212.5,2234.949951171875,2180.0,2207.300048828125,55852
2025-03-18,2208.62158203125,2212.5,2212.5,2212.5,2212.5,0
2025-03-19,2246.554931640625,2250.5,2258.449951171875,2205.64990234375,2235.0,59402
2025-03-20,2238.219482421875,2242.14990234375,2279.85009765625,2222.199951171875,2267.0,93153
2025-03-21,2313.9365234375,2318.0,2330.0,2206.14990234375,2240.0,94498
2025-03-24,2291.426025390625,2295.449951171875,2363.449951171875,2276.14990234375,2297.0,68899
2025-03-25,2212.015380859375,2215.89990234375,2315.64990234375,2204.0,2315.64990234375,84362
2025-03-26,2198.589111328125,2202.449951171875,2228.5,2174.5,2215.89990234375,37189
2025-03-27,2207.373779296875,2211.25,2236.35009765625,2167.89990234375,2187.0,57332
2025-03-28,2241.314208984375,2245.25,2263.25,2200.0,2213.89990234375,53038
2025-04-01,2148.32763671875,2152.10009765625,2240.35009765625,2151.0,2220.0,54723
2025-04-02,2186.959716796875,2190.800048828125,2294.10009765625,2152.0,2152.10009765625,204462
2025-04-03,2254.84033203125,2258.800048828125,2273.0,2162.0,2190.800048828125,67398
2025-04-04,2063.4765625,2067.10009765625,2250.0,2055.0,2221.10009765625,145006
2025-04-07,1991.30322265625,1994.800048828125,2018.800048828125,1934.5,1955.0,126530
