date_,adj close_zentec.ns,close_zentec.ns,high_zentec.ns,low_zentec.ns,open_zentec.ns,volume_zentec.ns
2025-04-16,1511.77001953125,1513.9000244140625,1531.5,1491.0999755859375,1495.9000244140625,333776
2025-04-17,1495.5927734375,1497.699951171875,1527.699951171875,1490.0,1511.0,219901
2025-04-21,1472.9246826171875,1475.0,1514.5,1468.0,1499.0,371350
2025-04-22,1457.94580078125,1460.0,1489.699951171875,1451.0,1484.800048828125,214679
2025-04-23,1436.975341796875,1439.0,1476.800048828125,1425.0,1470.0,241096
2025-04-24,1413.6082763671875,1415.5999755859375,1449.0,1410.0,1442.9000244140625,218819
2025-04-25,1414.1075439453125,1416.0999755859375,1422.0,1345.0,1414.0999755859375,428228
2025-04-28,1453.552001953125,1455.5999755859375,1480.0,1386.300048828125,1390.0,675555
2025-04-29,1469.1300048828125,1471.199951171875,1484.0,1456.4000244140625,1465.5,485711
2025-04-30,1414.4072265625,1416.4000244140625,1494.9000244140625,1402.0999755859375,1494.9000244140625,307028
2025-05-02,1380.8544921875,1382.800048828125,1413.800048828125,1366.199951171875,1406.9000244140625,208093
2025-05-05,1376.2608642578125,1378.199951171875,1399.5,1367.0,1390.9000244140625,300348
2025-05-06,1359.6842041015625,1361.5999755859375,1419.300048828125,1326.199951171875,1378.199951171875,360411
2025-05-07,1382.8516845703125,1384.800048828125,1390.0,1316.0,1320.0,379215
2025-05-08,1337.6153564453125,1339.5,1417.0,1320.0,1382.0,227672
2025-05-09,1404.4212646484375,1406.4000244140625,1406.4000244140625,1305.0,1305.0,452670
2025-05-12,1474.622314453125,1476.699951171875,1476.699951171875,1476.699951171875,1476.699951171875,131179
2025-05-13,1548.3184814453125,1550.5,1550.5,1480.0,1484.0,1548996
2025-05-14,1625.70947265625,1628.0,1628.0,1591.199951171875,1600.0,181335
2025-05-15,1706.9949951171875,1709.4000244140625,1709.4000244140625,1709.4000244140625,1709.4000244140625,113496
2025-05-16,1792.2747802734375,1794.800048828125,1794.800048828125,1717.9000244140625,1794.800048828125,1021058
2025-05-19,1881.8485107421875,1884.5,1884.5,1884.5,1884.5,1046370
2025-05-20,1898.5250244140625,1901.199951171875,1978.699951171875,1820.0999755859375,1978.5999755859375,2854558
2025-05-21,1879.052490234375,1881.699951171875,1914.9000244140625,1815.0,1880.199951171875,832313
2025-05-22,1886.142578125,1888.800048828125,1904.4000244140625,1835.0,1881.699951171875,459886
2025-05-23,1889.3380126953125,1892.0,1936.9000244140625,1857.0,1936.9000244140625,376547
2025-05-26,1875.1580810546875,1877.800048828125,1920.800048828125,1874.199951171875,1899.0,325549
2025-05-27,1915.101806640625,1917.800048828125,1971.5999755859375,1870.199951171875,1889.800048828125,826954
2025-05-28,2010.766845703125,2013.5999755859375,2013.5999755859375,1903.300048828125,1934.5,939739
2025-05-29,2111.225341796875,2114.199951171875,2114.199951171875,2055.0,2061.89990234375,795861
2025-05-30,2136.789306640625,2139.800048828125,2218.0,2114.199951171875,2190.0,933328
2025-06-02,2114.720458984375,2117.699951171875,2150.0,2032.9000244140625,2140.0,577485
2025-06-03,2144.378662109375,2147.39990234375,2180.0,2121.0,2138.0,471465
2025-06-04,2226.463134765625,2229.60009765625,2248.0,2150.10009765625,2164.0,766339
2025-06-05,2189.91455078125,2193.0,2268.0,2182.0,2268.0,593893
2025-06-06,2080.468505859375,2083.39990234375,2218.0,2083.39990234375,2218.0,1159110
2025-06-09,2010.86669921875,2013.699951171875,2105.0,2000.0,2035.0,663906
2025-06-10,2028.7415771484375,2031.5999755859375,2057.89990234375,2002.800048828125,2030.9000244140625,453875
2025-06-11,1950.35205078125,1953.0999755859375,2048.39990234375,1930.0999755859375,2041.699951171875,880269
2025-06-12,1901.3211669921875,1904.0,1985.0,1900.0,1953.0,375825
2025-06-13,1972.321044921875,1975.0999755859375,1999.199951171875,1826.800048828125,1830.0,1339012
2025-06-16,1970.2239990234375,1973.0,1996.9000244140625,1917.0,1995.0,486327
2025-06-17,1946.45751953125,1949.199951171875,1998.9000244140625,1933.0999755859375,1974.9000244140625,561104
2025-06-18,1934.873779296875,1937.5999755859375,1983.0,1923.300048828125,1955.0,425306
2025-06-19,1891.43505859375,1894.0999755859375,1953.9000244140625,1878.0,1937.5999755859375,444809
2025-06-20,1897.027099609375,1899.699951171875,1943.9000244140625,1878.0999755859375,1894.0999755859375,630848
2025-06-23,1991.7935791015625,1994.5999755859375,1994.5999755859375,1886.0,1906.0999755859375,1459563
2025-06-24,1933.276123046875,1936.0,2065.0,1902.300048828125,2057.60009765625,1365889
2025-06-25,1892.333740234375,1895.0,1949.0,1880.0,1945.9000244140625,590166
2025-06-26,1895.229736328125,1897.9000244140625,1924.0,1889.9000244140625,1909.9000244140625,283803
2025-06-27,1921.193115234375,1923.9000244140625,1942.0,1892.4000244140625,1901.9000244140625,576638
2025-06-30,1978.512451171875,1981.300048828125,2005.0,1940.0,1960.0,820226
2025-07-01,1975.217041015625,1978.0,2026.300048828125,1965.0999755859375,1992.199951171875,362923
2025-07-02,1949.7529296875,1952.5,1987.800048828125,1928.0,1978.0999755859375,268635
2025-07-03,1922.6910400390625,1925.4000244140625,1962.0,1922.0,1957.9000244140625,241989
2025-07-04,1929.980712890625,1932.699951171875,1991.0999755859375,1920.0,1940.0,398119
2025-07-07,1935.5728759765625,1938.300048828125,1955.0,1892.0,1939.0999755859375,301815
2025-07-08,1950.851318359375,1953.5999755859375,1978.699951171875,1905.0999755859375,1940.0999755859375,369283
2025-07-09,1951.0511474609375,1953.800048828125,1985.0,1949.199951171875,1957.5,314395
2025-07-10,1893.1326904296875,1895.800048828125,1950.0,1888.4000244140625,1950.0,442956
2025-07-11,1855.5855712890625,1858.199951171875,1898.5999755859375,1830.199951171875,1890.0,515989
2025-07-14,1822.232666015625,1824.800048828125,1858.0,1810.0,1848.800048828125,328341
2025-07-15,1835.21435546875,1837.800048828125,1855.0,1820.4000244140625,1828.699951171875,159822
2025-07-16,1831.219970703125,1833.800048828125,1856.699951171875,1826.4000244140625,1845.9000244140625,128797
2025-07-17,1858.4814453125,1861.0999755859375,1869.800048828125,1830.800048828125,1833.0999755859375,240736
2025-07-18,1877.4547119140625,1880.0999755859375,1885.0,1842.0,1860.0999755859375,250153
2025-07-21,1903.218505859375,1905.9000244140625,1909.9000244140625,1838.0,1865.0999755859375,247071
2025-07-22,1895.629150390625,1898.300048828125,1925.0,1874.9000244140625,1914.0,173291
2025-07-23,1897.4266357421875,1900.0999755859375,1907.9000244140625,1870.300048828125,1904.0999755859375,167042
2025-07-24,1863.8739013671875,1866.5,1905.0,1858.5,1904.0,161260
2025-07-25,1777.09619140625,1779.5999755859375,1866.5,1773.199951171875,1866.5,333100
2025-07-28,1688.3211669921875,1690.699951171875,1690.699951171875,1690.699951171875,1690.699951171875,66812
2025-07-29,1603.9400634765625,1606.199951171875,1606.199951171875,1606.199951171875,1606.199951171875,64039
2025-07-30,1523.753173828125,1525.9000244140625,1525.9000244140625,1525.9000244140625,1525.9000244140625,119267
2025-07-31,1462.0400390625,1464.0999755859375,1525.800048828125,1449.5999755859375,1449.5999755859375,2228698
2025-08-01,1531.0428466796875,1533.199951171875,1537.300048828125,1465.0,1465.9000244140625,915554
2025-08-04,1494.5941162109375,1496.699951171875,1561.199951171875,1484.9000244140625,1548.0,424993
2025-08-05,1472.3255615234375,1474.4000244140625,1522.199951171875,1465.5,1509.0,289529
2025-08-06,1425.8909912109375,1427.9000244140625,1497.0,1424.0,1484.9000244140625,391620
2025-08-07,1432.681396484375,1434.699951171875,1460.0,1400.0,1410.0,262856
2025-08-08,1402.7236328125,1404.699951171875,1446.0,1402.0999755859375,1434.0,257316
2025-08-11,1428.68701171875,1430.699951171875,1473.9000244140625,1361.0,1409.9000244140625,483946
2025-08-12,1400.4268798828125,1402.4000244140625,1440.5999755859375,1400.0,1437.300048828125,224841
2025-08-13,1419.5,1421.5,1432.0,1402.4000244140625,1405.0,213955
2025-08-14,1406.5999755859375,1406.5999755859375,1428.9000244140625,1402.0,1428.9000244140625,130572
2025-08-18,1429.300048828125,1429.300048828125,1476.9000244140625,1425.0,1427.800048828125,487819
2025-08-19,1421.5999755859375,1421.5999755859375,1445.0,1409.800048828125,1440.199951171875,209652
2025-08-20,1420.0999755859375,1420.0999755859375,1444.0,1415.5999755859375,1428.300048828125,215503
2025-08-21,1421.5999755859375,1421.5999755859375,1449.800048828125,1419.199951171875,1427.199951171875,240281
2025-08-22,1492.5999755859375,1492.5999755859375,1492.5999755859375,1414.0999755859375,1420.0,775478
2025-08-25,1539.5999755859375,1539.5999755859375,1550.0,1485.0,1489.699951171875,802144
2025-08-26,1504.0999755859375,1504.0999755859375,1538.0999755859375,1470.0,1538.0999755859375,579088
2025-08-28,1459.699951171875,1459.699951171875,1507.5,1445.0999755859375,1499.800048828125,303715
2025-08-29,1459.5999755859375,1459.5999755859375,1478.0999755859375,1433.9000244140625,1459.699951171875,276086
2025-09-01,1505.0,1505.0,1517.699951171875,1462.0,1471.5,519461
2025-09-02,1502.9000244140625,1502.9000244140625,1536.800048828125,1479.199951171875,1512.5,491569
2025-09-03,1482.5,1482.5,1509.5,1478.5,1509.5,308357
2025-09-04,1475.5,1475.5,1499.5999755859375,1471.0,1488.5,323733
2025-09-05,1479.199951171875,1479.199951171875,1490.0,1466.0999755859375,1480.0,215338
2025-09-08,1458.5,1458.5,1486.4000244140625,1452.300048828125,1479.199951171875,179941
2025-09-09,1437.9000244140625,1437.9000244140625,1467.699951171875,1429.0999755859375,1458.5999755859375,249456
2025-09-10,1502.5999755859375,1502.5999755859375,1509.699951171875,1440.199951171875,1454.0,398511
2025-09-11,1458.800048828125,1458.800048828125,1525.0,1452.0,1519.9000244140625,471662
2025-09-12,1481.5,1481.5,1497.5999755859375,1453.4000244140625,1468.5,622255
2025-09-15,1498.5,1498.5,1525.0,1481.5,1491.9000244140625,482704
2025-09-16,1470.5999755859375,1470.5999755859375,1498.5,1467.0,1494.0,304362
2025-09-17,1544.0999755859375,1544.0999755859375,1544.0999755859375,1471.5999755859375,1479.9000244140625,1275534
2025-09-18,1621.300048828125,1621.300048828125,1621.300048828125,1555.0,1557.9000244140625,2010633
2025-09-19,1604.199951171875,1604.199951171875,1657.0,1572.9000244140625,1640.0,959764
2025-09-22,1605.4000244140625,1605.4000244140625,1636.9000244140625,1595.0,1599.0,424257
2025-09-23,1603.5,1603.5,1644.0,1590.0,1644.0,294825
2025-09-24,1533.199951171875,1533.199951171875,1617.0,1523.4000244140625,1609.699951171875,389609
2025-09-25,1520.300048828125,1520.300048828125,1568.0,1514.4000244140625,1543.199951171875,265974
2025-09-26,1500.800048828125,1500.800048828125,1525.0,1469.199951171875,1521.0,345836
2025-09-29,1426.4000244140625,1426.4000244140625,1513.199951171875,1425.800048828125,1505.5,473396
2025-09-30,1432.800048828125,1432.800048828125,1455.0,1410.0,1440.0,336126
2025-10-01,1467.0,1467.0,1488.9000244140625,1430.699951171875,1441.0,377178
2025-10-03,1487.5,1487.5,1497.199951171875,1464.0,1474.0999755859375,263680
2025-10-06,1455.5999755859375,1455.5999755859375,1501.0,1445.4000244140625,1499.800048828125,338367
2025-10-07,1436.5999755859375,1436.5999755859375,1464.699951171875,1432.0,1464.699951171875,239563
2025-10-08,1423.5999755859375,1423.5999755859375,1452.800048828125,1421.0999755859375,1437.9000244140625,275405
2025-10-09,1414.300048828125,1414.300048828125,1436.199951171875,1396.0,1432.9000244140625,335490
2025-10-10,1419.0,1419.0,1435.0,1397.0,1425.800048828125,465817
2025-10-13,1393.699951171875,1393.699951171875,1431.9000244140625,1386.0,1431.9000244140625,431406
2025-10-14,1362.5999755859375,1362.5999755859375,1403.5,1356.800048828125,1399.0,444128
2025-10-15,1367.4000244140625,1367.4000244140625,1378.0,1363.0,1371.0,277164
2025-10-16,1349.699951171875,1349.699951171875,1376.0,1346.199951171875,1370.0,318206
2025-10-17,1376.5999755859375,1376.5999755859375,1392.0,1347.0,1355.699951171875,447973
2025-10-20,1373.0999755859375,1373.0999755859375,1383.699951171875,1363.0,1380.0,138950
2025-10-21,1400.199951171875,1400.199951171875,1406.0,1385.0,1393.0,130721
2025-10-23,1386.4000244140625,1386.4000244140625,1419.9000244140625,1378.0,1408.0,253899
2025-10-24,1396.5,1396.5,1414.5,1378.9000244140625,1392.9000244140625,312928
2025-10-27,1339.800048828125,1339.800048828125,1360.0,1305.0,1342.0,1212788
2025-10-28,1340.800048828125,1340.800048828125,1359.0,1331.0,1344.9000244140625,371797
2025-10-29,1362.0999755859375,1362.0999755859375,1374.4000244140625,1330.199951171875,1340.9000244140625,313048
2025-10-30,1376.9000244140625,1376.9000244140625,1386.9000244140625,1353.699951171875,1361.800048828125,286408
2025-10-31,1357.199951171875,1357.199951171875,1386.0,1353.0,1385.0,246798
2025-11-03,1413.300048828125,1413.300048828125,1446.0999755859375,1393.4000244140625,1425.0,1322819
2025-11-04,1407.0,1407.0,1430.0,1400.0999755859375,1420.0,305943
2025-11-05,1407.0,1407.0,1407.0,1407.0,1407.0,0
2025-11-06,1377.199951171875,1377.199951171875,1407.0,1365.0,1404.0,289119
2025-11-07,1358.800048828125,1358.800048828125,1376.9000244140625,1337.699951171875,1374.0,281956
2025-11-10,1361.300048828125,1361.300048828125,1378.699951171875,1350.0,1358.800048828125,201336
2025-11-11,1384.5,1384.5,1404.0,1360.0,1373.4000244140625,356580
2025-11-12,1390.300048828125,1390.300048828125,1405.9000244140625,1381.699951171875,1387.800048828125,187266
2025-11-13,1367.5999755859375,1367.5999755859375,1456.0,1350.0,1388.0,697904
2025-11-14,1434.4000244140625,1434.4000244140625,1472.9000244140625,1368.0,1368.0,1668535
2025-11-17,1449.4000244140625,1449.4000244140625,1479.4000244140625,1439.0,1444.5999755859375,707608
2025-11-18,1399.4000244140625,1399.4000244140625,1450.4000244140625,1395.300048828125,1449.4000244140625,340410
2025-11-19,1401.699951171875,1401.699951171875,1420.0,1380.0,1398.699951171875,195259
2025-11-20,1445.800048828125,1445.800048828125,1466.800048828125,1416.300048828125,1439.0,1420724
2025-11-21,1412.5999755859375,1412.5999755859375,1435.4000244140625,1401.199951171875,1435.0,403414
2025-11-24,1382.800048828125,1382.800048828125,1409.9000244140625,1373.5999755859375,1396.0,315231
2025-11-25,1397.4000244140625,1397.4000244140625,1404.0,1377.5,1382.0,335286
2025-11-26,1406.800048828125,1406.800048828125,1444.699951171875,1401.0999755859375,1407.0,468904
2025-11-27,1407.800048828125,1407.800048828125,1437.0,1401.0999755859375,1406.9000244140625,339612
2025-11-28,1406.699951171875,1406.699951171875,1419.0999755859375,1396.5999755859375,1402.0,162216
2025-12-01,1395.5999755859375,1395.5999755859375,1421.9000244140625,1390.0,1410.199951171875,216648
2025-12-02,1392.199951171875,1392.199951171875,1409.5999755859375,1376.0,1395.699951171875,249422
2025-12-03,1380.0999755859375,1380.0999755859375,1400.0,1370.0,1393.4000244140625,182082
2025-12-04,1374.699951171875,1374.699951171875,1389.0,1372.0999755859375,1382.0,156649
2025-12-05,1388.699951171875,1388.699951171875,1425.0,1376.5,1393.9000244140625,1309629
2025-12-08,1362.199951171875,1362.199951171875,1397.5,1341.0999755859375,1397.4000244140625,341506
2025-12-09,1345.0999755859375,1345.0999755859375,1355.0999755859375,1318.0,1350.0,284530
2025-12-10,1368.199951171875,1368.199951171875,1374.199951171875,1329.5,1350.0,268362
2025-12-11,1373.5999755859375,1373.5999755859375,1385.800048828125,1341.199951171875,1352.800048828125,230530
2025-12-12,1389.0999755859375,1389.0999755859375,1394.0,1355.0,1375.0,260764
2025-12-15,1368.5999755859375,1368.5999755859375,1383.5999755859375,1365.0,1382.199951171875,136866
2025-12-16,1364.0999755859375,1364.0999755859375,1376.800048828125,1352.0,1367.0,165453
2025-12-17,1363.5,1363.5,1376.5,1343.5,1358.0,223675
2025-12-18,1344.199951171875,1344.199951171875,1355.300048828125,1332.0999755859375,1355.0999755859375,187006
2025-12-19,1366.0999755859375,1366.0999755859375,1369.800048828125,1340.0,1344.199951171875,181841
2025-12-22,1394.5999755859375,1394.5999755859375,1419.0,1369.0999755859375,1379.9000244140625,494259
2025-12-23,1395.0,1395.0,1421.0999755859375,1388.199951171875,1411.9000244140625,343809
2025-12-24,1391.5999755859375,1391.5999755859375,1414.4000244140625,1386.0,1398.699951171875,261657
2025-12-25,1391.5999755859375,1391.5999755859375,1391.5999755859375,1391.5999755859375,1391.5999755859375,0
2025-12-26,1374.800048828125,1374.800048828125,1407.800048828125,1367.199951171875,1391.5999755859375,307201
2025-12-29,1389.4000244140625,1389.4000244140625,1413.699951171875,1360.4000244140625,1378.0,353452
2025-12-30,1352.9000244140625,1352.9000244140625,1399.0,1342.699951171875,1399.0,628501
2025-12-31,1368.4000244140625,1368.4000244140625,1373.0,1347.300048828125,1356.5,329694
2026-01-01,1356.5999755859375,1356.5999755859375,1374.0,1353.0,1372.5999755859375,133238
2026-01-02,1362.4000244140625,1362.4000244140625,1365.9000244140625,1355.5,1361.800048828125,110491
2026-01-05,1369.699951171875,1369.699951171875,1394.9000244140625,1363.0,1367.699951171875,345056
2026-01-06,1350.199951171875,1350.199951171875,1375.9000244140625,1345.0,1375.9000244140625,156428
2026-01-07,1320.0,1320.0,1348.0,1311.0,1348.0,408502
2026-01-08,1330.0,1330.0,1340.0,1312.0999755859375,1318.9000244140625,268554
2026-01-09,1293.0,1293.0,1342.699951171875,1285.0,1331.0,361913
2026-01-12,1266.5999755859375,1266.5999755859375,1292.0,1228.199951171875,1292.0,469216
2026-01-13,1236.4000244140625,1236.4000244140625,1280.800048828125,1231.5,1273.0,350718
2026-01-14,1228.0999755859375,1228.0999755859375,1255.9000244140625,1223.0,1236.4000244140625,233515
2026-01-15,1228.0999755859375,1228.0999755859375,1228.0999755859375,1228.0999755859375,1228.0999755859375,0
2026-01-16,1328.4000244140625,1328.4000244140625,1346.9000244140625,1277.5,1281.800048828125,4568394
