date_,adj close_ramcocem.ns,close_ramcocem.ns,high_ramcocem.ns,low_ramcocem.ns,open_ramcocem.ns,volume_ramcocem.ns
2024-02-22,865.3721923828125,869.5999755859375,876.0999755859375,861.75,876.0,232070
2024-02-23,863.1331176757812,867.3499755859375,880.1500244140625,865.7999877929688,873.8499755859375,284027
2024-02-26,867.810302734375,872.0499877929688,878.6500244140625,869.0499877929688,869.9500122070312,211041
2024-02-27,865.6707763671875,869.9000244140625,876.8499755859375,865.0999755859375,873.2000122070312,727546
2024-02-28,836.56298828125,840.6500244140625,870.0,835.5,869.9000244140625,444020
2024-02-29,831.189208984375,835.25,845.8499755859375,828.2000122070312,845.8499755859375,1401342
2024-03-01,836.8615112304688,840.9500122070312,852.2999877929688,835.0,841.6500244140625,401744
2024-03-04,844.0762939453125,848.2000122070312,850.8499755859375,837.9500122070312,848.3499755859375,387280
2024-03-05,819.7948608398438,823.7999877929688,853.9000244140625,818.25,853.9000244140625,1104181
2024-03-06,798.2003784179688,802.0999755859375,831.3499755859375,796.6500244140625,824.0,1845179
2024-03-07,806.8580932617188,810.7999877929688,813.4000244140625,803.75,809.3499755859375,261078
2024-03-11,806.6092529296875,810.5499877929688,818.7000122070312,801.3499755859375,812.0499877929688,936556
2024-03-12,804.5692749023438,808.5,816.9500122070312,804.0999755859375,816.9500122070312,533139
2024-03-13,786.407958984375,790.25,810.0,781.8499755859375,810.0,487473
2024-03-14,794.8666381835938,798.75,809.0,782.2999877929688,790.0,329634
2024-03-15,802.8277587890625,806.75,809.0,792.7000122070312,802.5,261313
2024-03-18,799.89208984375,803.7999877929688,808.8499755859375,798.0999755859375,806.75,151464
2024-03-19,793.4734497070312,797.3499755859375,803.7999877929688,787.0999755859375,803.5,237346
2024-03-20,795.613037109375,799.5,801.0,789.2999877929688,798.0,165646
2024-03-21,809.8931884765625,813.8499755859375,815.9500122070312,801.7000122070312,804.0,589901
2024-03-22,802.5292358398438,806.4500122070312,821.5999755859375,798.2999877929688,813.8499755859375,2114154
2024-03-26,804.96728515625,808.9000244140625,811.5499877929688,800.2999877929688,805.0,1107288
2024-03-27,811.7342529296875,815.7000122070312,823.5499877929688,806.2999877929688,809.0,1122492
2024-03-28,806.6092529296875,810.5499877929688,821.9500122070312,805.0,821.9500122070312,1545414
2024-04-01,841.8372192382812,845.9500122070312,848.0,821.4000244140625,830.0,2033953
2024-04-02,856.3164672851562,860.5,868.0,831.0,853.0,2390351
2024-04-03,851.4900512695312,855.6500244140625,866.0,847.0,866.0,875270
2024-04-04,835.766845703125,839.8499755859375,860.5499877929688,837.0,855.75,640002
2024-04-05,835.46826171875,839.5499877929688,846.9500122070312,828.0499877929688,844.9000244140625,850132
2024-04-08,844.7728881835938,848.9000244140625,854.7000122070312,834.5499877929688,844.9000244140625,604026
2024-04-09,836.2643432617188,840.3499755859375,855.0,837.1500244140625,854.7000122070312,484261
2024-04-10,844.424560546875,848.5499877929688,851.9500122070312,838.25,843.1500244140625,252971
2024-04-12,833.1795043945312,837.25,852.0,835.0,848.5499877929688,360093
2024-04-15,805.265869140625,809.2000122070312,830.0,807.4500122070312,820.0999755859375,439518
2024-04-16,803.3750610351562,807.2999877929688,814.4000244140625,799.7000122070312,807.0499877929688,618095
2024-04-18,795.563232421875,799.4500122070312,815.0,794.4000244140625,810.0,482316
2024-04-19,796.2598266601562,800.1500244140625,802.0999755859375,780.0,795.5999755859375,360405
2024-04-22,792.279296875,796.1500244140625,809.9500122070312,794.4000244140625,809.9500122070312,430484
2024-04-23,805.2161254882812,809.1500244140625,816.9000244140625,792.0499877929688,802.0,638612
2024-04-24,807.0073852539062,810.9500122070312,816.4000244140625,808.9500122070312,814.0,239658
2024-04-25,785.363037109375,789.2000122070312,809.4000244140625,778.0999755859375,807.0,1032067
2024-04-26,793.7222290039062,797.5999755859375,804.4000244140625,790.75,795.0,316854
2024-04-29,793.0256958007812,796.9000244140625,806.0,794.9500122070312,800.0,398195
2024-04-30,790.73681640625,794.5999755859375,804.0,792.0,800.0499877929688,266972
2024-05-02,767.599853515625,771.3499755859375,799.9500122070312,770.0,799.9500122070312,1005128
2024-05-03,768.5452270507812,772.2999877929688,789.9500122070312,770.6500244140625,778.1500244140625,621411
2024-05-06,764.0173950195312,767.75,779.9500122070312,765.25,778.0,271895
2024-05-07,753.1703491210938,756.8499755859375,771.4500122070312,755.0,767.75,879592
2024-05-08,760.5343627929688,764.25,770.9000244140625,752.0,757.0,654063
2024-05-09,744.96044921875,748.5999755859375,764.8499755859375,745.7999877929688,764.0,301268
2024-05-10,756.5040893554688,760.2000122070312,762.5499877929688,742.75,750.0,389425
2024-05-13,758.693359375,762.4000244140625,764.4500122070312,748.2000122070312,762.1500244140625,310979
2024-05-14,765.9081420898438,769.6500244140625,772.0,760.25,765.9500122070312,313275
2024-05-15,759.6885375976562,763.4000244140625,774.1500244140625,760.0,772.9500122070312,428039
2024-05-16,765.6095581054688,769.3499755859375,772.0,761.7999877929688,761.7999877929688,165022
2024-05-17,773.3218994140625,777.0999755859375,779.0,767.75,771.9000244140625,323380
2024-05-21,767.9979248046875,771.75,784.1500244140625,770.5,781.1500244140625,999060
2024-05-22,770.3862915039062,774.1500244140625,780.0,766.7999877929688,777.0,554298
2024-05-23,784.5670166015625,788.4000244140625,799.7000122070312,772.0499877929688,790.0,2072123
2024-05-24,774.3170166015625,778.0999755859375,798.0499877929688,774.0999755859375,785.0,1697769
2024-05-27,765.31103515625,769.0499877929688,784.5999755859375,766.5499877929688,784.5999755859375,869010
2024-05-28,759.1411743164062,762.8499755859375,774.0,760.2999877929688,770.5499877929688,282283
2024-05-29,748.6921997070312,752.3499755859375,763.7999877929688,748.25,762.9000244140625,488802
2024-05-30,741.8258056640625,745.4500122070312,753.9000244140625,742.7999877929688,752.4000244140625,435189
2024-05-31,738.2432861328125,741.8499755859375,750.0,738.1500244140625,748.9500122070312,1297510
2024-06-03,769.590087890625,773.3499755859375,782.4000244140625,756.0999755859375,775.4000244140625,1118819
2024-06-04,727.3465576171875,730.9000244140625,781.0,700.0,775.0,1520153
2024-06-05,757.8474731445312,761.5499877929688,768.2999877929688,725.0499877929688,725.0499877929688,510343
2024-06-06,782.875244140625,786.7000122070312,800.5,760.0,764.0,2293421
2024-06-07,827.7559814453125,831.7999877929688,834.7000122070312,783.7999877929688,792.8499755859375,3558873
2024-06-10,872.4874267578125,876.75,879.9000244140625,830.5499877929688,837.0,4673073
2024-06-11,853.2315673828125,857.4000244140625,887.5999755859375,845.75,886.4500122070312,3145688
2024-06-12,855.5701293945312,859.75,868.3499755859375,849.0499877929688,858.9000244140625,749087
2024-06-13,862.0385131835938,866.25,875.0,846.0,862.0,2282389
2024-06-14,865.1234130859375,869.3499755859375,878.2999877929688,848.0,858.0,1186767
2024-06-18,871.04443359375,875.2999877929688,880.3499755859375,858.5499877929688,874.0,743587
2024-06-19,855.6198120117188,859.7999877929688,880.0499877929688,856.5499877929688,876.0,658760
2024-06-20,863.6804809570312,867.9000244140625,875.0,852.0,862.0,545610
2024-06-21,841.389404296875,845.5,874.1500244140625,841.0,868.0499877929688,710220
2024-06-24,851.042236328125,855.2000122070312,860.9500122070312,831.0,844.0,637143
2024-06-25,847.1114501953125,851.25,858.9000244140625,842.0999755859375,857.0,640092
2024-06-26,861.2423706054688,865.4500122070312,892.0,849.9500122070312,852.2000122070312,4577235
2024-06-27,833.9258422851562,838.0,893.8499755859375,835.0,875.0,5641889
2024-06-28,832.3833618164062,836.4500122070312,850.9000244140625,833.25,847.0,1768915
2024-07-01,853.0822143554688,857.25,860.0,837.8499755859375,840.0,1359729
2024-07-02,841.0908203125,845.2000122070312,869.6500244140625,838.2999877929688,858.1500244140625,868982
2024-07-03,836.015625,840.0999755859375,850.4000244140625,835.0,846.9500122070312,1081829
2024-07-04,815.3167724609375,819.2999877929688,839.0,816.2000122070312,839.0,1439295
2024-07-05,804.220947265625,808.1500244140625,817.7000122070312,801.0,810.5,2659493
2024-07-08,790.9358520507812,794.7999877929688,811.9500122070312,790.5,809.0,1636310
2024-07-09,803.3253173828125,807.25,810.0,787.9500122070312,801.0,1571146
2024-07-10,797.85205078125,801.75,812.4500122070312,781.0,812.4500122070312,690821
2024-07-11,792.9261474609375,796.7999877929688,810.5999755859375,795.2999877929688,808.0,481386
2024-07-12,790.0402221679688,793.9000244140625,809.0,784.8499755859375,797.9000244140625,1201612
2024-07-15,791.6821899414062,795.5499877929688,801.9500122070312,790.6500244140625,796.9500122070312,1592604
2024-07-16,790.5875854492188,794.4500122070312,809.3499755859375,791.0999755859375,797.0,1111488
2024-07-18,779.0439453125,782.8499755859375,797.8499755859375,776.3499755859375,797.8499755859375,1128003
2024-07-19,774.0184936523438,777.7999877929688,785.0,767.0,782.8499755859375,1199841
2024-07-22,776.3571166992188,780.1500244140625,784.7999877929688,765.0,777.0,678885
2024-07-23,791.2841796875,795.1500244140625,798.9500122070312,765.4000244140625,781.0,2043929
2024-07-24,784.5670166015625,788.4000244140625,794.9500122070312,785.0,794.9500122070312,696697
2024-07-25,796.9564208984375,800.8499755859375,810.0,775.2999877929688,788.0,952357
2024-07-26,824.123779296875,828.1500244140625,830.4500122070312,785.0,788.0499877929688,3530408
2024-07-29,814.4708862304688,818.4500122070312,835.5999755859375,815.5499877929688,835.5999755859375,559418
2024-07-30,819.6953735351562,823.7000122070312,827.5,814.0499877929688,816.0,1232735
2024-07-31,822.033935546875,826.0499877929688,833.9500122070312,822.7999877929688,825.0,668598
2024-08-01,821.0885620117188,825.0999755859375,830.7999877929688,818.7999877929688,829.0,742587
2024-08-02,823.7256469726562,827.75,840.9000244140625,810.4000244140625,813.0,1755087
2024-08-05,802.728271484375,806.6500244140625,823.5999755859375,800.0,811.2000122070312,662469
2024-08-06,804.8677978515625,808.7999877929688,826.1500244140625,804.75,807.9500122070312,509148
2024-08-07,817.456298828125,821.4500122070312,827.25,814.9500122070312,814.9500122070312,358622
2024-08-08,791.1348876953125,795.0,820.0,792.1500244140625,815.0,555076
2024-08-09,798.3724365234375,799.75,804.7999877929688,795.2999877929688,795.9500122070312,207552
2024-08-12,799.8698120117188,801.25,804.7999877929688,791.0,791.0,222982
2024-08-13,787.8905029296875,789.25,803.8499755859375,786.4500122070312,795.5499877929688,322963
2024-08-14,782.699462890625,784.0499877929688,792.7000122070312,777.7999877929688,786.25,210704
2024-08-16,803.5634765625,804.9500122070312,806.5,782.0,782.0,257509
2024-08-19,811.5496826171875,812.9500122070312,828.5999755859375,806.5,806.5,929419
2024-08-20,808.4050903320312,809.7999877929688,824.0,805.5499877929688,821.5,805790
2024-08-21,811.6494750976562,813.0499877929688,816.0,807.0499877929688,810.0,478311
2024-08-22,830.8663330078125,832.2999877929688,838.5,812.2000122070312,813.0999755859375,2262459
2024-08-23,818.3878784179688,819.7999877929688,838.25,817.0499877929688,834.4000244140625,3791278
2024-08-26,820.7837524414062,822.2000122070312,823.5,814.3499755859375,819.7999877929688,1089283
2024-08-27,820.3345336914062,821.75,829.2000122070312,816.0,826.0,352159
2024-08-28,820.4843139648438,821.9000244140625,833.4000244140625,818.4500122070312,822.7999877929688,378897
2024-08-29,819.3362426757812,820.75,825.9500122070312,815.4000244140625,821.9000244140625,504577
2024-08-30,829.8181762695312,831.25,840.0499877929688,820.5499877929688,821.0,619316
2024-09-02,830.3671875,831.7999877929688,844.4000244140625,827.1500244140625,831.9000244140625,669142
2024-09-03,831.7648315429688,833.2000122070312,838.6500244140625,830.4000244140625,830.4000244140625,258431
2024-09-04,837.8043823242188,839.25,842.9000244140625,826.7000122070312,827.4000244140625,521205
2024-09-05,846.8388061523438,848.2999877929688,852.75,839.0499877929688,847.0,1467926
2024-09-06,828.4705200195312,829.9000244140625,851.1500244140625,824.3499755859375,848.9000244140625,573579
2024-09-09,834.260498046875,835.7000122070312,837.75,817.7999877929688,829.0,383435
2024-09-10,841.2484741210938,842.7000122070312,846.9500122070312,831.7000122070312,831.7000122070312,279638
2024-09-11,836.0075073242188,837.4500122070312,850.0,833.8499755859375,842.9500122070312,573275
2024-09-12,839.7011108398438,841.1500244140625,844.5,832.5499877929688,844.5,649344
2024-09-13,848.7355346679688,850.2000122070312,855.5499877929688,842.0999755859375,844.5,437354
2024-09-16,849.6339721679688,851.0999755859375,857.0999755859375,846.0999755859375,854.5,1222604
2024-09-17,849.2845458984375,850.75,855.5499877929688,845.1500244140625,854.5,234001
2024-09-18,839.3018188476562,840.75,852.4500122070312,836.5,852.4500122070312,246375
2024-09-19,827.5221557617188,828.9500122070312,845.5999755859375,817.0,835.0,370095
2024-09-20,833.9110717773438,835.3499755859375,841.4500122070312,827.5499877929688,828.9500122070312,401773
2024-09-23,849.9833984375,851.4500122070312,854.1500244140625,837.0,840.0,359706
2024-09-24,849.5840454101562,851.0499877929688,857.75,842.25,849.0,476939
2024-09-25,854.0762939453125,855.5499877929688,868.5,845.25,848.0,1132803
2024-09-26,859.5169067382812,861.0,864.8499755859375,844.1500244140625,858.0,514998
2024-09-27,861.8628540039062,863.3499755859375,877.0,853.5499877929688,856.0,1229146
2024-09-30,865.506591796875,867.0,869.0,855.0,861.3499755859375,328919
2024-10-01,876.3878173828125,877.9000244140625,884.0,866.2999877929688,867.0,480399
2024-10-03,871.4463500976562,872.9500122070312,886.7999877929688,869.7999877929688,876.7999877929688,843832
2024-10-04,866.9541015625,868.4500122070312,879.4000244140625,857.2000122070312,866.0,279450
2024-10-07,853.9265747070312,855.4000244140625,876.5499877929688,849.7000122070312,869.2000122070312,367182
2024-10-08,855.7733764648438,857.25,871.25,850.0,851.0,328727
2024-10-09,853.7269287109375,855.2000122070312,862.8499755859375,845.0999755859375,859.0,216960
2024-10-10,860.5651245117188,862.0499877929688,872.4500122070312,857.0,861.5999755859375,220995
2024-10-11,860.0659790039062,861.5499877929688,870.2000122070312,855.5,866.0,248513
2024-10-14,868.3516235351562,869.8499755859375,871.5499877929688,854.0499877929688,861.5499877929688,1335019
2024-10-15,868.6011962890625,870.0999755859375,875.0,860.7999877929688,873.3499755859375,312361
2024-10-16,869.2501220703125,870.75,880.0499877929688,864.7000122070312,880.0,329245
2024-10-17,847.4378051757812,848.9000244140625,877.7999877929688,845.0,877.75,609357
2024-10-18,849.8336181640625,851.2999877929688,861.7999877929688,839.0499877929688,848.9000244140625,623598
2024-10-21,833.5117797851562,834.9500122070312,851.75,831.0999755859375,845.0,484051
2024-10-22,825.4257202148438,826.8499755859375,841.0499877929688,825.5999755859375,832.0,621692
2024-10-23,837.405029296875,838.8499755859375,848.7999877929688,823.9000244140625,826.7999877929688,261741
2024-10-24,843.3447875976562,844.7999877929688,854.0,831.5,837.0,249452
2024-10-25,851.58056640625,853.0499877929688,856.0,833.9000244140625,851.5,410967
2024-10-28,855.473876953125,856.9500122070312,867.75,840.25,859.5,391295
2024-10-29,863.4102172851562,864.9000244140625,871.0999755859375,844.5999755859375,860.1500244140625,2046350
2024-10-30,881.129638671875,882.6500244140625,888.0,864.2000122070312,868.0,801761
2024-10-31,885.0228881835938,886.5499877929688,891.9000244140625,872.5,884.5499877929688,556923
2024-11-01,890.8628540039062,892.4000244140625,895.5,884.0,890.0,122577
2024-11-04,876.1881713867188,877.7000122070312,899.0,870.6500244140625,896.9500122070312,359564
2024-11-05,873.2931518554688,874.7999877929688,884.8499755859375,871.0999755859375,874.0999755859375,209092
2024-11-06,879.9816284179688,881.5,884.1500244140625,871.2999877929688,879.9500122070312,254647
2024-11-07,874.8904418945312,876.4000244140625,884.9500122070312,868.2999877929688,882.2000122070312,206556
2024-11-08,864.3086547851562,865.7999877929688,878.9500122070312,855.5499877929688,875.0,741295
2024-11-11,868.9506225585938,870.4500122070312,874.6500244140625,857.3499755859375,865.7999877929688,340804
2024-11-12,908.4324951171875,910.0,927.0,880.75,888.4500122070312,5320024
2024-11-13,882.3775024414062,883.9000244140625,916.75,877.0,915.0,901771
2024-11-14,900.795654296875,902.3499755859375,911.0,878.75,883.9000244140625,698690
2024-11-18,892.60986328125,894.1500244140625,903.6500244140625,889.9000244140625,901.0999755859375,1207564
2024-11-19,901.9935913085938,903.5499877929688,925.0,897.8499755859375,905.3499755859375,930468
2024-11-21,913.3740234375,914.9500122070312,921.1500244140625,897.0499877929688,905.0,1002682
2024-11-22,943.3223266601562,944.9500122070312,952.2999877929688,916.0,924.8499755859375,2237416
2024-11-25,967.9797973632812,969.6500244140625,977.4500122070312,952.5999755859375,952.7999877929688,1547652
2024-11-26,958.1965942382812,959.8499755859375,973.0,954.4000244140625,972.8499755859375,492085
2024-11-27,976.4151611328125,978.0999755859375,989.6500244140625,953.4500122070312,959.8499755859375,1088089
2024-11-28,973.2207641601562,974.9000244140625,980.9000244140625,969.2999877929688,980.9000244140625,658379
2024-11-29,1013.052001953125,1014.7999877929688,1022.25,970.9500122070312,971.25,1753634
2024-12-02,1033.466796875,1035.25,1045.75,1010.1500244140625,1019.4000244140625,1872697
2024-12-03,1038.308349609375,1040.0999755859375,1048.550048828125,1029.0,1032.0999755859375,799659
2024-12-04,1038.8575439453125,1040.6500244140625,1046.0,1033.449951171875,1040.0999755859375,683074
2024-12-05,1020.2894897460938,1022.0499877929688,1046.199951171875,1014.0999755859375,1034.0,438161
2024-12-06,1011.3049926757812,1013.0499877929688,1022.5499877929688,1010.0499877929688,1019.0,302042
2024-12-09,1012.70263671875,1014.4500122070312,1018.0999755859375,1005.25,1012.0499877929688,417069
2024-12-10,1012.2034912109375,1013.9500122070312,1025.0,1003.0999755859375,1015.25,581619
2024-12-11,1018.6922607421875,1020.4500122070312,1037.0,1015.5499877929688,1021.0,682866
2024-12-12,996.3807373046875,998.0999755859375,1024.949951171875,990.2999877929688,1021.5,441622
2024-12-13,1038.9073486328125,1040.699951171875,1043.25,985.3499755859375,995.0,1699660
2024-12-16,1045.845458984375,1047.6500244140625,1060.0,1039.3499755859375,1040.699951171875,993183
2024-12-17,1033.3170166015625,1035.0999755859375,1053.6500244140625,1032.0,1047.0,358022
2024-12-18,1029.2740478515625,1031.050048828125,1043.5,1023.1500244140625,1039.300048828125,267868
2024-12-19,1026.0794677734375,1027.8499755859375,1037.25,1009.4000244140625,1015.2000122070312,226258
2024-12-20,984.4014282226562,986.0999755859375,1031.1500244140625,981.5999755859375,1027.5999755859375,445898
2024-12-23,998.327392578125,1000.0499877929688,1010.2999877929688,986.4500122070312,986.4500122070312,490850
2024-12-24,989.7422485351562,991.4500122070312,1005.4500122070312,983.7999877929688,999.0,418875
2024-12-26,974.8678588867188,976.5499877929688,992.7000122070312,971.5999755859375,990.0,246374
2024-12-27,964.0864868164062,965.75,981.9000244140625,962.8499755859375,978.0,220542
2024-12-30,953.5047607421875,955.1500244140625,977.5999755859375,951.4000244140625,970.0,178775
2024-12-31,963.9866943359375,965.6500244140625,973.3499755859375,950.0,955.0,267404
2025-01-01,964.3859252929688,966.0499877929688,970.8499755859375,954.2999877929688,968.5,92295
2025-01-02,984.1019287109375,985.7999877929688,988.0,962.5999755859375,973.4000244140625,257327
2025-01-03,984.0021362304688,985.7000122070312,994.9500122070312,981.5,988.0,366014
2025-01-06,950.5099487304688,952.1500244140625,986.4000244140625,949.3499755859375,985.5999755859375,424219
2025-01-07,955.15185546875,956.7999877929688,964.5999755859375,947.2000122070312,956.9500122070312,179910
2025-01-08,941.8748168945312,943.5,963.5,929.4000244140625,955.0,440544
2025-01-09,933.0401000976562,934.6500244140625,947.9500122070312,922.0999755859375,943.6500244140625,137821
2025-01-10,914.6717529296875,916.25,940.2000122070312,910.5999755859375,932.4500122070312,429514
2025-01-13,880.231201171875,881.75,911.5999755859375,876.5,892.0,621282
2025-01-14,882.5770874023438,884.0999755859375,895.5499877929688,861.2000122070312,881.7999877929688,268838
2025-01-15,877.6356811523438,879.1500244140625,894.1500244140625,874.0499877929688,891.3499755859375,140795
2025-01-16,886.37060546875,887.9000244140625,905.8499755859375,882.6500244140625,885.7000122070312,344378
2025-01-17,882.4273681640625,883.9500122070312,894.5499877929688,868.7000122070312,891.5499877929688,301814
2025-01-20,882.5272216796875,884.0499877929688,891.1500244140625,867.7999877929688,888.0,174999
2025-01-21,869.5496215820312,871.0499877929688,895.0,868.7999877929688,884.0,572948
2025-01-22,867.4033203125,868.9000244140625,883.5999755859375,853.5999755859375,883.5999755859375,658795
2025-01-23,906.9849853515625,908.5499877929688,920.0,868.7999877929688,868.9000244140625,1310460
2025-01-24,887.2191162109375,888.75,918.4500122070312,884.7999877929688,910.8499755859375,422152
2025-01-27,883.27587890625,884.7999877929688,895.0,874.0999755859375,888.0,530068
2025-01-28,905.5374755859375,907.0999755859375,918.4000244140625,877.0,895.0,624450
2025-01-29,924.6046142578125,926.2000122070312,932.8499755859375,902.0999755859375,907.0999755859375,227226
2025-01-30,923.8060302734375,925.4000244140625,936.0,911.1500244140625,930.7000122070312,278411
2025-01-31,915.9196166992188,917.5,934.0,910.75,927.2000122070312,225454
2025-02-01,895.2552490234375,896.7999877929688,923.5999755859375,875.1500244140625,920.0,375203
2025-02-03,878.234619140625,879.75,906.0,870.9000244140625,896.0,441748
2025-02-04,906.2362670898438,907.7999877929688,913.5499877929688,879.1500244140625,886.7999877929688,196214
2025-02-05,898.44970703125,900.0,914.75,893.0,907.7999877929688,614423
2025-02-06,888.716552734375,890.25,906.5999755859375,873.5,906.5999755859375,784780
2025-02-07,893.2586669921875,894.7999877929688,906.0499877929688,856.0,864.0,1851664
2025-02-10,892.1107177734375,893.6500244140625,900.9500122070312,879.0,891.0,269390
2025-02-11,875.339599609375,876.8499755859375,896.0,869.5499877929688,890.9500122070312,368981
2025-02-12,865.7062377929688,867.2000122070312,876.8499755859375,856.0499877929688,876.5,518907
2025-02-13,860.3155517578125,861.7999877929688,879.7000122070312,854.2000122070312,867.9500122070312,430724
2025-02-14,843.1951293945312,844.6500244140625,866.0499877929688,827.9500122070312,866.0499877929688,265730
2025-02-17,859.267333984375,860.75,863.9000244140625,829.5499877929688,844.6500244140625,317481
2025-02-18,848.7355346679688,850.2000122070312,860.75,838.0499877929688,860.7000122070312,458186
2025-02-19,860.5651245117188,862.0499877929688,873.8499755859375,844.2999877929688,844.2999877929688,326431
2025-02-20,858.6184692382812,860.0999755859375,869.9000244140625,850.0,855.0,119350
2025-02-21,850.8817749023438,852.3499755859375,872.2999877929688,845.0,859.25,350844
2025-02-24,848.4859619140625,849.9500122070312,852.7000122070312,835.0,841.9000244140625,189858
2025-02-25,848.88525390625,850.3499755859375,862.7000122070312,847.2000122070312,847.9500122070312,296631
2025-02-27,841.3981323242188,842.8499755859375,855.0,834.7000122070312,847.2000122070312,428608
2025-02-28,827.572021484375,829.0,840.4500122070312,811.8499755859375,834.7000122070312,497208
2025-03-03,840.1503295898438,841.5999755859375,844.5499877929688,817.3499755859375,834.0,268281
2025-03-04,845.0418701171875,846.5,852.6500244140625,827.2999877929688,831.0,306414
2025-03-05,859.3172607421875,860.7999877929688,862.75,843.0,846.0499877929688,481892
2025-03-06,874.79052734375,876.2999877929688,890.0,860.6500244140625,867.7000122070312,552230
2025-03-07,870.1486206054688,871.6500244140625,888.3499755859375,867.4500122070312,876.2999877929688,172462
2025-03-10,861.6632080078125,863.1500244140625,880.6500244140625,859.5999755859375,874.9500122070312,189843
2025-03-11,853.1778564453125,854.6500244140625,867.0,851.0499877929688,855.5,136092
2025-03-12,818.6873168945312,820.0999755859375,860.9500122070312,788.2000122070312,858.3499755859375,3195218
2025-03-13,800.1693115234375,801.5499877929688,818.2999877929688,795.0,809.0,811034
2025-03-17,829.8680419921875,831.2999877929688,835.8499755859375,800.5999755859375,802.0,823750
2025-03-18,829.8680419921875,831.2999877929688,831.2999877929688,831.2999877929688,831.2999877929688,0
2025-03-19,854.4756469726562,855.9500122070312,867.6500244140625,840.7999877929688,844.9000244140625,339770
2025-03-20,847.4876708984375,848.9500122070312,862.5,846.4500122070312,862.5,237815
2025-03-21,854.375732421875,855.8499755859375,866.2000122070312,841.2000122070312,848.9500122070312,739933
2025-03-24,859.61669921875,861.0999755859375,869.9000244140625,851.6500244140625,856.3499755859375,431587
2025-03-25,861.0143432617188,862.5,888.5499877929688,858.4000244140625,868.5,952187
2025-03-26,850.6821899414062,852.1500244140625,870.0,848.0,866.7999877929688,911807
2025-03-27,881.2294311523438,882.75,888.4500122070312,844.75,850.0,1256229
2025-03-28,895.205322265625,896.75,912.0,884.8499755859375,885.0499877929688,1159977
2025-04-01,899.5977783203125,901.1500244140625,906.0999755859375,885.5,897.9000244140625,390760
2025-04-02,915.0711059570312,916.6500244140625,927.2000122070312,893.5,901.7000122070312,647706
2025-04-03,939.7784423828125,941.4000244140625,953.0,900.0,916.6500244140625,1982214
2025-04-04,939.9281616210938,941.5499877929688,958.25,933.2000122070312,938.0,899957
2025-04-07,919.5633544921875,921.1500244140625,936.4000244140625,896.5999755859375,900.0,1095444
2025-04-08,932.2913818359375,933.9000244140625,944.4000244140625,927.7999877929688,928.0499877929688,453881
2025-04-09,939.4789428710938,941.0999755859375,950.0,924.2000122070312,933.9000244140625,453074
2025-04-11,935.2362670898438,936.8499755859375,957.7000122070312,931.5999755859375,948.7000122070312,418488
2025-04-15,967.63037109375,969.2999877929688,971.75,936.7999877929688,936.8499755859375,753582
2025-04-16,960.5426025390625,962.2000122070312,981.5,958.0499877929688,973.0,436030
2025-04-17,965.6837158203125,967.3499755859375,972.0999755859375,954.4500122070312,963.0,218856
