date_,adj close_railtel.ns,close_railtel.ns,high_railtel.ns,low_railtel.ns,open_railtel.ns,volume_railtel.ns
2024-05-22,421.6401062011719,427.95001220703125,449.29998779296875,419.1000061035156,434.6000061035156,7082512
2024-05-23,428.33984375,434.75,448.1000061035156,425.6000061035156,429.20001220703125,8236547
2024-05-24,422.13275146484375,428.45001220703125,437.25,424.04998779296875,435.5,2969174
2024-05-27,422.8224182128906,429.1499938964844,443.6499938964844,425.0,430.45001220703125,3077306
2024-05-28,413.2161865234375,419.3999938964844,431.20001220703125,410.8999938964844,429.95001220703125,4199229
2024-05-29,409.718505859375,415.8500061035156,421.0,411.20001220703125,414.04998779296875,2853800
2024-05-30,400.80194091796875,406.79998779296875,421.8500061035156,403.1000061035156,414.8999938964844,2133041
2024-05-31,407.8465576171875,413.95001220703125,416.3500061035156,394.6499938964844,409.8500061035156,3105215
2024-06-03,423.2165222167969,429.54998779296875,442.0,422.45001220703125,440.0,5572185
2024-06-04,359.3227233886719,364.70001220703125,428.0,343.6499938964844,428.0,7122827
2024-06-05,350.5046691894531,355.75,378.0,335.0,364.70001220703125,6584790
2024-06-06,372.3773498535156,377.95001220703125,390.8999938964844,362.8999938964844,362.8999938964844,5422996
2024-06-07,373.0670471191406,378.6499938964844,382.79998779296875,372.1000061035156,378.0,2749701
2024-06-10,378.6829833984375,384.3500061035156,400.0,382.5,390.0,4150612
2024-06-11,413.26544189453125,419.45001220703125,428.70001220703125,385.6000061035156,387.0,17289442
2024-06-12,418.78289794921875,425.04998779296875,428.0,414.25,420.0,6199254
2024-06-13,411.0486145019531,417.20001220703125,427.8999938964844,413.1000061035156,427.45001220703125,3059841
2024-06-14,414.4477233886719,420.6499938964844,427.0,413.54998779296875,417.8999938964844,3830106
2024-06-18,428.586181640625,435.0,448.3999938964844,424.25,430.0,14292969
2024-06-19,420.5070495605469,426.79998779296875,438.0,414.54998779296875,438.0,4339851
2024-06-20,428.0442810058594,434.45001220703125,437.70001220703125,420.20001220703125,428.8999938964844,4769429
2024-06-21,468.98162841796875,476.0,490.0,436.25,436.6499938964844,51795972
2024-06-24,487.65228271484375,494.95001220703125,513.0,465.3999938964844,475.0,23616827
2024-06-25,467.9471435546875,474.95001220703125,504.8999938964844,471.5,499.0,7856082
2024-06-26,461.9862976074219,468.8999938964844,486.8999938964844,465.5,477.1000061035156,7526511
2024-06-27,455.6806640625,462.5,479.8999938964844,453.1000061035156,471.1000061035156,5741342
2024-06-28,458.636474609375,465.5,476.0,456.70001220703125,463.3500061035156,5659469
2024-07-01,465.18841552734375,472.1499938964844,484.79998779296875,463.5,468.79998779296875,7934442
2024-07-02,473.2182312011719,480.29998779296875,484.0,468.0,470.0,5720160
2024-07-03,473.9079284667969,481.0,488.0,478.1000061035156,482.6000061035156,4672629
2024-07-04,479.3268127441406,486.5,495.0,480.5,483.0,4313577
2024-07-05,512.0866088867188,519.75,534.4000244140625,487.54998779296875,489.0,31876881
2024-07-08,527.2102661132812,535.0999755859375,559.4000244140625,523.0499877929688,524.0,21375897
2024-07-09,503.51483154296875,511.04998779296875,544.5999755859375,499.0,539.7999877929688,12087473
2024-07-10,514.50048828125,522.2000122070312,529.0,501.6499938964844,514.75,10847725
2024-07-11,512.480712890625,520.1500244140625,525.75,510.54998779296875,524.0,5314924
2024-07-12,588.0990600585938,596.9000244140625,617.7999877929688,516.0,521.7999877929688,76881571
2024-07-15,567.0145263671875,575.5,608.0,568.5999755859375,601.0,13746231
2024-07-16,547.9992065429688,556.2000122070312,578.0499877929688,551.2999877929688,578.0499877929688,8190963
2024-07-18,518.93408203125,526.7000122070312,562.0,520.2000122070312,556.2000122070312,9995015
2024-07-19,508.7366943359375,516.3499755859375,551.5,511.04998779296875,529.0999755859375,21253140
2024-07-22,515.978271484375,523.7000122070312,536.5499877929688,505.75,516.3499755859375,9806302
2024-07-23,483.9575500488281,491.20001220703125,549.5,450.75,541.5,24569177
2024-07-24,498.49005126953125,505.95001220703125,521.5,493.5,496.0,10109238
2024-07-25,485.28759765625,492.54998779296875,513.9000244140625,490.0,505.0,5943205
2024-07-26,477.94744873046875,485.1000061035156,502.0,483.75,495.04998779296875,5392357
2024-07-29,502.18475341796875,509.70001220703125,516.0,488.3500061035156,489.5,13323161
2024-07-30,503.21929931640625,510.75,518.9000244140625,503.0,510.04998779296875,6416199
2024-07-31,492.726318359375,500.1000061035156,513.2000122070312,498.1499938964844,512.75,2770724
2024-08-01,489.08087158203125,496.3999938964844,505.5,494.0,503.3500061035156,2935815
2024-08-02,494.2042236328125,501.6000061035156,508.79998779296875,481.1000061035156,484.0,5675727
2024-08-05,463.61199951171875,470.54998779296875,487.0,461.25,479.95001220703125,5903275
2024-08-06,445.7789001464844,452.45001220703125,487.75,449.0,484.8999938964844,4280963
2024-08-07,457.6019592285156,464.45001220703125,468.25,448.3500061035156,465.0,4025364
2024-08-08,451.4441223144531,458.20001220703125,476.3999938964844,454.54998779296875,466.79998779296875,3698457
2024-08-09,462.5282287597656,469.45001220703125,472.0,456.6000061035156,461.79998779296875,3220377
2024-08-12,475.6321105957031,482.75,492.95001220703125,465.29998779296875,470.0,7156903
2024-08-13,466.0751037597656,473.04998779296875,494.79998779296875,470.5,485.5,3202333
2024-08-14,459.4480285644531,464.5,476.0,459.0,474.3500061035156,2095366
2024-08-16,470.2294616699219,475.3999938964844,479.5,469.0,469.0,1734742
2024-08-19,470.3778076171875,475.54998779296875,486.3500061035156,474.5,477.75,2032328
2024-08-20,464.78924560546875,469.8999938964844,477.8999938964844,467.54998779296875,477.5,1470572
2024-08-21,464.9376220703125,470.04998779296875,478.8500061035156,467.1499938964844,469.70001220703125,1272440
2024-08-22,466.5697021484375,471.70001220703125,477.70001220703125,465.6499938964844,471.45001220703125,1347859
2024-08-23,491.8912353515625,497.29998779296875,507.45001220703125,477.79998779296875,478.8999938964844,19538159
2024-08-26,497.6282043457031,503.1000061035156,505.8999938964844,497.3500061035156,500.0,3489384
2024-08-27,494.5618896484375,500.0,505.5,495.54998779296875,504.5,2841557
2024-08-28,496.5401611328125,502.0,516.75,499.04998779296875,502.5,6577529
2024-08-29,486.6983642578125,492.04998779296875,503.0,489.0,503.0,1947009
2024-08-30,485.4619445800781,490.79998779296875,498.5,484.3500061035156,492.1000061035156,2431412
2024-09-02,493.473876953125,498.8999938964844,516.0,490.0,512.5999755859375,8577946
2024-09-03,490.8032531738281,496.20001220703125,500.95001220703125,491.6000061035156,498.8999938964844,1753127
2024-09-04,488.9239196777344,494.29998779296875,499.1000061035156,486.45001220703125,491.0,1407714
2024-09-05,487.24237060546875,492.6000061035156,502.20001220703125,491.20001220703125,497.6000061035156,1260046
2024-09-06,479.4283142089844,484.70001220703125,494.45001220703125,477.0,493.0,1757548
2024-09-09,464.5419616699219,469.6499938964844,483.5,465.5,483.3500061035156,1804835
2024-09-10,471.8120422363281,477.0,478.8999938964844,470.1499938964844,471.79998779296875,967797
2024-09-11,460.93170166015625,466.0,478.8500061035156,465.0,478.0,1125787
2024-09-12,464.39361572265625,469.5,474.5,461.04998779296875,468.6000061035156,1267120
2024-09-13,468.6963195800781,473.8500061035156,486.6000061035156,468.04998779296875,471.0,1764836
2024-09-16,464.5914611816406,469.70001220703125,478.0,466.6000061035156,476.75,973085
2024-09-17,468.3501281738281,473.5,483.25,465.0,470.20001220703125,1649773
2024-09-18,459.4480285644531,464.5,479.6499938964844,463.0,475.0,964109
2024-09-19,445.99591064453125,450.8999938964844,471.95001220703125,439.0,466.79998779296875,2262861
2024-09-20,472.4055480957031,477.6000061035156,485.0,445.79998779296875,452.5,6143962
2024-09-23,463.7507019042969,468.8500061035156,478.75,467.25,477.79998779296875,1060614
2024-09-24,458.90399169921875,463.95001220703125,469.8500061035156,463.0,469.0,716941
2024-09-25,448.5676574707031,453.5,464.45001220703125,451.3999938964844,464.0,1162240
2024-09-26,456.5795593261719,461.6000061035156,465.45001220703125,447.6000061035156,455.29998779296875,1492365
2024-09-27,463.2066650390625,468.29998779296875,478.79998779296875,466.0,475.0,2578983
2024-09-30,456.4311828613281,461.45001220703125,475.6499938964844,458.25,471.3500061035156,1637883
2024-10-01,449.0622253417969,454.0,463.6499938964844,452.70001220703125,463.0,1343679
2024-10-03,438.3302307128906,443.1499938964844,452.0,441.5,445.79998779296875,1120018
2024-10-04,427.20257568359375,431.8999938964844,445.79998779296875,425.79998779296875,442.0,1769359
2024-10-07,390.4566345214844,394.75,434.3999938964844,390.8999938964844,433.1499938964844,4437256
2024-10-08,412.36572265625,416.8999938964844,419.6000061035156,385.29998779296875,392.75,4422387
2024-10-09,411.17877197265625,415.70001220703125,434.5,413.29998779296875,421.0,2373624
2024-10-10,400.79296875,405.20001220703125,420.79998779296875,403.6499938964844,416.70001220703125,1854614
2024-10-11,403.5130920410156,407.95001220703125,415.5,400.54998779296875,405.8500061035156,1621207
2024-10-14,405.8374938964844,410.29998779296875,415.5,407.5,413.0,1116306
2024-10-15,403.66143798828125,408.1000061035156,412.3999938964844,405.8500061035156,411.0,633211
2024-10-16,433.879150390625,438.6499938964844,449.0,412.0,412.0,29665352
2024-10-17,426.1145324707031,430.79998779296875,446.8999938964844,427.0,443.0,6799309
2024-10-18,419.1412353515625,423.75,430.0,411.0,430.0,2652267
2024-10-21,405.6891174316406,410.1499938964844,425.1000061035156,408.20001220703125,421.0,1466263
2024-10-22,386.4507141113281,390.70001220703125,410.8500061035156,388.0,410.0,2144272
2024-10-23,392.4349060058594,396.75,404.0,375.1000061035156,390.70001220703125,2901562
2024-10-24,409.5466613769531,414.04998779296875,420.75,392.04998779296875,396.95001220703125,6205681
2024-10-25,391.29736328125,395.6000061035156,416.6000061035156,390.29998779296875,414.04998779296875,2583414
2024-10-28,399.85333251953125,404.25,407.8999938964844,388.25,398.0,2192612
2024-10-29,401.3864440917969,405.79998779296875,411.0,399.0,406.75,2280794
2024-10-30,413.9977722167969,418.54998779296875,426.6499938964844,401.29998779296875,407.8500061035156,3786815
2024-10-31,416.0749206542969,420.6499938964844,424.54998779296875,413.04998779296875,416.79998779296875,1503860
2024-11-01,416.9651184082031,421.54998779296875,424.5,420.3999938964844,422.0,302475
2024-11-04,403.26580810546875,407.70001220703125,422.0,406.29998779296875,421.54998779296875,1203202
2024-11-05,404.40325927734375,408.8500061035156,412.0,403.3999938964844,406.8999938964844,1089638
2024-11-06,415.2111511230469,418.75,419.79998779296875,411.6000061035156,412.04998779296875,1007649
2024-11-07,408.31988525390625,411.79998779296875,427.0,409.20001220703125,420.1000061035156,1438194
2024-11-08,397.9085998535156,401.29998779296875,408.6000061035156,400.0,405.0,1393450
2024-11-11,391.2156677246094,394.54998779296875,403.95001220703125,392.0,399.95001220703125,1043840
2024-11-12,387.44775390625,390.75,406.95001220703125,390.0,399.0,1066766
2024-11-13,372.0787658691406,375.25,392.6000061035156,373.6000061035156,389.04998779296875,1404290
2024-11-14,369.0545349121094,372.20001220703125,381.70001220703125,371.1000061035156,376.1499938964844,1022050
2024-11-18,363.1052551269531,366.20001220703125,376.45001220703125,362.20001220703125,372.20001220703125,1135038
2024-11-19,371.2855529785156,374.45001220703125,384.8999938964844,369.8999938964844,371.04998779296875,1628549
2024-11-21,361.66748046875,364.75,376.45001220703125,360.0,375.0,1424797
2024-11-22,361.7170715332031,364.79998779296875,367.79998779296875,360.6499938964844,365.8500061035156,1224832
2024-11-25,393.4962463378906,396.8500061035156,402.6499938964844,377.95001220703125,378.0,7297088
2024-11-26,389.6291809082031,392.95001220703125,401.8500061035156,391.54998779296875,399.70001220703125,1359765
2024-11-27,405.49395751953125,408.95001220703125,412.0,391.45001220703125,396.0,2964168
2024-11-28,404.3041076660156,407.75,417.3500061035156,405.0,409.75,2003674
2024-11-29,406.6342468261719,410.1000061035156,411.75,402.6000061035156,410.3500061035156,1260810
2024-12-02,406.48553466796875,409.95001220703125,415.95001220703125,404.6000061035156,413.0,1574765
2024-12-03,412.7322692871094,416.25,419.6000061035156,409.8500061035156,411.0,1232881
2024-12-04,417.34295654296875,420.8999938964844,427.8999938964844,415.5,416.95001220703125,1913223
2024-12-05,413.8725891113281,417.3999938964844,427.20001220703125,414.20001220703125,423.1499938964844,1642430
2024-12-06,432.1666259765625,435.8500061035156,437.45001220703125,416.1000061035156,417.79998779296875,4129624
2024-12-09,438.1654968261719,441.8999938964844,444.8999938964844,436.6499938964844,438.6499938964844,2964318
2024-12-10,431.6708679199219,435.3500061035156,445.0,430.70001220703125,444.1499938964844,2064445
2024-12-11,447.68438720703125,451.5,461.20001220703125,432.54998779296875,435.79998779296875,8229904
2024-12-12,442.42919921875,446.20001220703125,454.5,443.54998779296875,451.45001220703125,2134406
2024-12-13,437.1243591308594,440.8500061035156,444.0,428.3500061035156,444.0,2075556
2024-12-16,438.215087890625,441.95001220703125,448.6000061035156,439.0,441.70001220703125,1214953
2024-12-17,432.36492919921875,436.04998779296875,452.8500061035156,433.6499938964844,445.0,2392818
2024-12-18,422.4494323730469,426.04998779296875,437.29998779296875,423.20001220703125,436.3999938964844,1184472
2024-12-19,415.35986328125,418.8999938964844,421.79998779296875,410.0,410.0,1156889
2024-12-20,397.26409912109375,400.6499938964844,425.79998779296875,397.5,420.0,1638869
2024-12-23,392.6038513183594,395.95001220703125,406.25,393.6000061035156,402.8999938964844,1228395
2024-12-24,393.8432922363281,397.20001220703125,405.70001220703125,394.95001220703125,395.79998779296875,1056575
2024-12-26,398.057373046875,401.45001220703125,403.95001220703125,395.1000061035156,398.8999938964844,843843
2024-12-27,395.47930908203125,398.8500061035156,404.70001220703125,397.5,401.1000061035156,617370
2024-12-30,389.57958984375,392.8999938964844,403.75,392.0,398.0,945150
2024-12-31,400.6353759765625,404.04998779296875,412.8999938964844,388.54998779296875,390.04998779296875,2911898
2025-01-01,401.62689208984375,405.04998779296875,407.0,401.1499938964844,403.54998779296875,853646
2025-01-02,418.68157958984375,422.25,434.1499938964844,412.1499938964844,419.8999938964844,18061910
2025-01-03,418.97900390625,422.54998779296875,427.95001220703125,418.54998779296875,424.70001220703125,1969790
2025-01-06,392.3559875488281,395.70001220703125,424.70001220703125,393.6000061035156,424.6499938964844,2104629
2025-01-07,396.3221435546875,399.70001220703125,405.0,396.45001220703125,398.0,988903
2025-01-08,406.0888977050781,409.54998779296875,417.29998779296875,396.20001220703125,401.0,3613402
2025-01-09,396.4212646484375,399.79998779296875,408.70001220703125,397.29998779296875,408.70001220703125,844932
2025-01-10,376.0449523925781,379.25,399.70001220703125,377.3500061035156,399.70001220703125,1449461
2025-01-13,356.7593078613281,359.79998779296875,389.70001220703125,353.20001220703125,374.8999938964844,2786746
2025-01-14,373.81396484375,377.0,380.0,363.29998779296875,365.0,1782361
2025-01-15,373.5660705566406,376.75,386.6000061035156,374.5,380.79998779296875,1513860
2025-01-16,409.2618408203125,412.75,416.5,382.1000061035156,386.0,8250714
2025-01-17,410.84832763671875,414.3500061035156,421.6499938964844,402.0,407.95001220703125,4060820
2025-01-20,413.4759521484375,417.0,424.0,409.79998779296875,414.3500061035156,1834522
2025-01-21,397.8590393066406,401.25,417.6000061035156,399.0,417.0,1770717
2025-01-22,387.6956481933594,391.0,409.79998779296875,382.3999938964844,406.75,2523108
2025-01-23,387.94354248046875,391.25,399.70001220703125,385.04998779296875,392.0,1514202
2025-01-24,380.80438232421875,384.04998779296875,395.3500061035156,380.8999938964844,391.29998779296875,1285959
2025-01-27,360.923828125,364.0,378.0,360.0,376.70001220703125,1565086
2025-01-28,348.4303283691406,351.3999938964844,371.25,336.0,364.95001220703125,4907281
2025-01-29,370.0956726074219,373.25,379.0,352.5,352.6499938964844,1987409
2025-01-30,380.80438232421875,384.04998779296875,392.45001220703125,373.8500061035156,378.0,2944665
2025-01-31,403.1638488769531,406.6000061035156,410.75,380.1000061035156,386.0,4697648
2025-02-01,375.4500427246094,378.6499938964844,426.3999938964844,367.6000061035156,408.5,8084800
2025-02-03,355.02410888671875,358.04998779296875,374.1499938964844,352.1000061035156,370.70001220703125,3097479
2025-02-04,352.9914245605469,356.0,368.79998779296875,352.1000061035156,364.0,1933976
2025-02-05,355.1232604980469,358.1499938964844,367.54998779296875,357.0,359.0,1356976
2025-02-06,355.4207458496094,358.45001220703125,361.70001220703125,356.0,359.70001220703125,956711
2025-02-07,349.7193298339844,352.70001220703125,358.70001220703125,349.1000061035156,358.45001220703125,980026
2025-02-10,342.7289123535156,345.6499938964844,353.1000061035156,339.29998779296875,350.0,1062069
2025-02-11,325.079345703125,327.8500061035156,345.0,326.0,345.0,1442518
2025-02-12,320.9148254394531,323.6499938964844,328.45001220703125,305.20001220703125,327.79998779296875,2925724
2025-02-13,320.4686584472656,323.20001220703125,334.70001220703125,321.04998779296875,327.25,1783509
2025-02-14,303.4635925292969,306.04998779296875,325.1000061035156,302.25,323.20001220703125,1782400
2025-02-17,301.7779541015625,304.3500061035156,315.0,296.70001220703125,302.1499938964844,3070058
2025-02-18,289.7306213378906,292.20001220703125,307.0,285.0,304.04998779296875,2666364
2025-02-19,311.7430114746094,314.3999938964844,316.5,285.5,288.0,3638982
2025-02-20,310.5531921386719,313.20001220703125,321.45001220703125,307.04998779296875,311.0,2155197
2025-02-21,302.918212890625,305.5,322.45001220703125,304.04998779296875,311.0,1765645
2025-02-24,305.793701171875,308.3999938964844,315.5,306.29998779296875,308.0,6236194
2025-02-25,304.90130615234375,307.5,311.79998779296875,301.6499938964844,307.29998779296875,1478990
2025-02-27,295.0849914550781,297.6000061035156,312.79998779296875,294.5,309.95001220703125,1820686
2025-02-28,278.77398681640625,281.1499938964844,294.6000061035156,275.20001220703125,291.5,2244463
2025-03-03,274.906982421875,277.25,289.70001220703125,265.5,285.0,3040637
2025-03-04,278.8236083984375,281.20001220703125,285.8999938964844,270.0,271.8500061035156,2196687
2025-03-05,287.0038757324219,289.45001220703125,293.20001220703125,281.20001220703125,281.20001220703125,1995472
2025-03-06,293.39935302734375,295.8999938964844,300.6499938964844,290.20001220703125,292.0,2160486
2025-03-07,296.17572021484375,298.70001220703125,306.0,293.45001220703125,297.75,2121243
2025-03-10,289.6810302734375,292.1499938964844,309.0,287.6000061035156,304.8999938964844,3986476
2025-03-11,290.1767883300781,292.6499938964844,294.1499938964844,279.25,285.0,1841463
2025-03-12,287.0038757324219,289.45001220703125,298.70001220703125,288.0,295.29998779296875,1346459
2025-03-13,280.85626220703125,283.25,291.20001220703125,282.0,289.45001220703125,1149035
2025-03-17,273.2709045410156,275.6000061035156,286.45001220703125,273.8500061035156,283.95001220703125,1400759
2025-03-18,273.2709045410156,275.6000061035156,275.6000061035156,275.6000061035156,275.6000061035156,0
2025-03-19,293.7959899902344,296.29998779296875,303.5,283.20001220703125,283.20001220703125,3365639
2025-03-20,294.98583984375,297.5,305.75,293.1000061035156,298.1000061035156,2479811
2025-03-21,307.13232421875,309.75,321.6499938964844,295.3500061035156,298.8999938964844,7527427
2025-03-24,324.7322998046875,327.5,339.3999938964844,316.70001220703125,318.0,20867260
2025-03-25,320.61737060546875,323.3500061035156,336.8999938964844,319.45001220703125,329.8500061035156,3622244
2025-03-26,305.3970947265625,308.0,325.29998779296875,306.0,322.95001220703125,2175910
2025-03-27,305.4962463378906,308.1000061035156,313.8999938964844,303.0,306.29998779296875,2831491
2025-03-28,299.9931640625,302.54998779296875,318.75,301.5,307.0,2651784
2025-04-01,298.8528747558594,301.3999938964844,308.3999938964844,300.20001220703125,305.3500061035156,2706011
2025-04-02,305.5183410644531,307.1000061035156,308.8999938964844,294.54998779296875,302.1000061035156,2052515
2025-04-03,310.1444091796875,311.75,314.79998779296875,301.3999938964844,302.5,2116016
2025-04-04,296.0175476074219,297.54998779296875,312.0,294.25,309.0,1838279
2025-04-07,280.0999450683594,281.54998779296875,288.0,266.0,266.0,2320611
2025-04-08,289.551025390625,291.04998779296875,292.95001220703125,284.25,289.95001220703125,1249478
2025-04-09,283.4327087402344,284.8999938964844,291.45001220703125,284.04998779296875,291.45001220703125,912857
2025-04-11,290.7945556640625,292.29998779296875,295.1000061035156,288.1499938964844,292.0,1093173
2025-04-15,304.92144775390625,306.5,309.0,296.04998779296875,296.04998779296875,1556998
2025-04-16,307.8065185546875,309.3999938964844,313.79998779296875,306.04998779296875,309.0,1388805
