date_,adj close_lichsgfin.ns,close_lichsgfin.ns,high_lichsgfin.ns,low_lichsgfin.ns,open_lichsgfin.ns,volume_lichsgfin.ns
2024-04-30,653.4545288085938,673.8499755859375,681.4500122070312,663.5999755859375,671.9000244140625,3980481
2024-05-02,648.8482666015625,669.0999755859375,683.0,666.0,675.0499877929688,2269415
2024-05-03,634.2537841796875,654.0499877929688,675.9000244140625,644.5,672.0,2650534
2024-05-06,614.8591918945312,634.0499877929688,657.9000244140625,627.0,657.9000244140625,2354753
2024-05-07,604.2891235351562,623.1500244140625,636.5499877929688,614.0999755859375,635.9500122070312,2023998
2024-05-08,616.3622436523438,635.5999755859375,643.75,615.2000122070312,622.75,1932062
2024-05-09,601.3313598632812,620.0999755859375,641.8499755859375,617.7999877929688,635.5999755859375,1441646
2024-05-10,607.5377197265625,626.5,639.1500244140625,622.5,623.9500122070312,2207795
2024-05-13,606.131591796875,625.0499877929688,632.0,610.0,627.5,1290217
2024-05-14,614.5682373046875,633.75,638.7000122070312,612.2000122070312,624.0,2703123
2024-05-15,611.9014892578125,631.0,640.6500244140625,623.0499877929688,636.0,2552119
2024-05-16,633.3811645507812,653.1500244140625,657.1500244140625,625.0,635.5,12146190
2024-05-17,632.2659301757812,652.0,669.9500122070312,646.5999755859375,656.0,2802622
2024-05-21,631.926513671875,651.6500244140625,653.9000244140625,638.0499877929688,644.8499755859375,3289447
2024-05-22,635.7084350585938,655.5499877929688,657.9000244140625,644.25,655.9500122070312,2439158
2024-05-23,634.3023071289062,654.0999755859375,663.0,649.4000244140625,657.9500122070312,1479811
2024-05-24,629.4536743164062,649.0999755859375,657.0499877929688,646.3499755859375,653.0,938672
2024-05-27,621.3079223632812,640.7000122070312,653.0,636.5,650.0499877929688,838874
2024-05-28,625.8656616210938,645.4000244140625,646.7999877929688,638.4000244140625,640.0999755859375,1323026
2024-05-29,627.2232666015625,646.7999877929688,653.8499755859375,640.2000122070312,643.5,2015125
2024-05-30,612.1924438476562,631.2999877929688,648.2999877929688,626.7000122070312,642.5499877929688,1576306
2024-05-31,613.550048828125,632.7000122070312,639.0,625.2999877929688,633.0,2597394
2024-06-03,660.3396606445312,680.9500122070312,685.5,651.5499877929688,670.0,5954520
2024-06-04,559.5359497070312,577.0,674.9500122070312,544.7999877929688,674.9500122070312,10513971
2024-06-05,603.46484375,622.2999877929688,624.0,580.4000244140625,593.0,4306196
2024-06-06,631.3446044921875,651.0499877929688,654.0,629.4000244140625,633.9500122070312,2171720
2024-06-07,642.0601806640625,662.0999755859375,671.5,648.3499755859375,654.25,1904908
2024-06-10,653.9879760742188,674.4000244140625,678.0,663.0,666.2999877929688,3121182
2024-06-11,659.5153198242188,680.0999755859375,688.0,672.0499877929688,683.0499877929688,4311375
2024-06-12,693.7470092773438,715.4000244140625,719.5499877929688,682.1500244140625,683.9500122070312,10108963
2024-06-13,697.5289306640625,719.2999877929688,726.0,706.7000122070312,722.0,4302152
2024-06-14,709.505126953125,731.6500244140625,734.7000122070312,717.2000122070312,720.0499877929688,2561548
2024-06-18,726.1845092773438,748.8499755859375,759.7999877929688,733.6500244140625,736.8499755859375,3805256
2024-06-19,714.111328125,736.4000244140625,751.8499755859375,729.3499755859375,750.0,2666976
2024-06-20,717.3115234375,739.7000122070312,746.2999877929688,734.7000122070312,738.0999755859375,1283939
2024-06-21,709.6021118164062,731.75,743.4000244140625,727.2999877929688,743.4000244140625,2238812
2024-06-24,711.68701171875,733.9000244140625,736.75,721.75,731.7000122070312,2494394
2024-06-25,746.5488891601562,769.8499755859375,776.3499755859375,722.6500244140625,734.9000244140625,6460950
2024-06-26,755.22802734375,778.7999877929688,788.0999755859375,759.3499755859375,770.0,5092505
2024-06-27,763.7616577148438,787.5999755859375,800.75,772.4000244140625,775.9500122070312,5870141
2024-06-28,772.6832275390625,796.7999877929688,809.9000244140625,782.5,785.0,3419490
2024-07-01,791.6414794921875,816.3499755859375,821.25,795.0,800.2999877929688,3206810
2024-07-02,771.3741455078125,795.4500122070312,819.2999877929688,788.0,818.0,3268240
2024-07-03,775.3499755859375,799.5499877929688,809.0,795.25,800.9500122070312,1670552
2024-07-04,768.9982299804688,793.0,803.5,785.0999755859375,803.5,1270061
2024-07-05,771.6165161132812,795.7000122070312,804.0,783.5,794.25,1698197
2024-07-08,758.4766845703125,782.1500244140625,800.0,780.2000122070312,798.7999877929688,1801676
2024-07-09,748.1005249023438,771.4500122070312,791.75,768.0,785.0,1892159
2024-07-10,756.2462158203125,779.8499755859375,781.0,751.7000122070312,775.0,1827229
2024-07-11,766.8163452148438,790.75,796.7999877929688,781.5499877929688,784.9500122070312,3014084
2024-07-12,756.1007690429688,779.7000122070312,796.0,776.2999877929688,795.0,1647253
2024-07-15,778.9865112304688,803.2999877929688,807.4000244140625,765.9000244140625,780.2000122070312,3307875
2024-07-16,782.5745239257812,807.0,826.75,801.5999755859375,804.7000122070312,4814069
2024-07-18,771.6165161132812,795.7000122070312,813.9500122070312,788.0,810.0,4410032
2024-07-19,748.2459106445312,771.5999755859375,796.5,769.0499877929688,796.0,1654193
2024-07-22,769.8224487304688,793.8499755859375,799.25,761.1500244140625,770.0,1877865
2024-07-23,746.8883666992188,770.2000122070312,804.0,750.2000122070312,800.7999877929688,4674751
2024-07-24,758.379638671875,782.0499877929688,791.7000122070312,765.0,772.0,2885808
2024-07-25,743.688232421875,766.9000244140625,778.9500122070312,755.5499877929688,778.9500122070312,2947125
2024-07-26,767.3496704101562,791.2999877929688,797.0,767.0,767.9000244140625,1776371
2024-07-29,767.5921630859375,791.5499877929688,809.5499877929688,789.0,797.5,2155386
2024-07-30,750.5733642578125,774.0,794.8499755859375,770.5,794.8499755859375,3815235
2024-07-31,744.027587890625,767.25,776.9500122070312,765.2000122070312,776.0,3049275
2024-08-01,734.6212158203125,757.5499877929688,778.8499755859375,756.0,771.4500122070312,1632602
2024-08-02,725.9420776367188,748.5999755859375,760.9000244140625,741.0,745.0,2233217
2024-08-05,665.38232421875,686.1500244140625,724.0,669.0,710.3499755859375,12392927
2024-08-06,632.1204223632812,651.8499755859375,705.0,650.0,689.5,6818431
2024-08-07,617.8653564453125,637.1500244140625,670.0,633.2000122070312,655.0499877929688,5105582
2024-08-08,620.6290893554688,640.0,650.75,634.0,640.7000122070312,4362479
2024-08-09,618.8351440429688,638.1500244140625,649.1500244140625,635.0,645.0,2405546
2024-08-12,627.077880859375,646.6500244140625,649.1500244140625,626.3499755859375,642.5,3170034
2024-08-13,622.2776489257812,641.7000122070312,654.5499877929688,638.6500244140625,654.4000244140625,3857891
2024-08-14,624.0716552734375,643.5499877929688,647.25,631.7000122070312,643.7000122070312,1845937
2024-08-16,638.3267211914062,658.25,660.2999877929688,646.2000122070312,648.9500122070312,2437248
2024-08-19,647.8786010742188,668.0999755859375,671.7999877929688,654.3499755859375,663.0,3232620
2024-08-20,654.27880859375,674.7000122070312,677.0,658.25,673.0,3143214
2024-08-21,658.3517456054688,678.9000244140625,682.2000122070312,670.5999755859375,677.5,2392035
2024-08-22,661.697265625,682.3499755859375,685.5,678.0,682.7999877929688,1492805
2024-08-23,660.9602661132812,672.5999755859375,678.8499755859375,670.6500244140625,676.0999755859375,1556763
2024-08-26,654.3270874023438,665.8499755859375,675.8499755859375,660.0499877929688,672.0499877929688,2941811
2024-08-27,672.26123046875,684.0999755859375,686.9500122070312,661.9000244140625,665.0499877929688,4318499
2024-08-28,663.2205200195312,674.9000244140625,690.0,671.5,690.0,2289104
2024-08-29,664.2523193359375,675.9500122070312,681.9000244140625,667.0499877929688,673.9000244140625,1357363
2024-08-30,662.7291870117188,674.4000244140625,683.6500244140625,673.25,677.6500244140625,1790107
2024-09-02,663.9083251953125,675.5999755859375,680.75,670.0999755859375,674.5999755859375,1104837
2024-09-03,682.0390625,694.0499877929688,695.2000122070312,678.0,683.5,3808579
2024-09-04,679.2384033203125,691.2000122070312,699.7000122070312,680.9500122070312,689.8499755859375,4494906
2024-09-05,695.1580810546875,707.4000244140625,719.5,694.75,695.0,6112607
2024-09-06,682.5795288085938,694.5999755859375,716.0,691.5499877929688,706.9000244140625,2956463
2024-09-09,687.787841796875,699.9000244140625,705.7999877929688,682.4000244140625,694.5999755859375,2367930
2024-09-10,674.7671508789062,686.6500244140625,705.0,684.0,703.0,2357859
2024-09-11,664.5962524414062,676.2999877929688,696.0,672.0,685.0,2656730
2024-09-12,691.5220947265625,703.7000122070312,706.5999755859375,683.0,683.0,4432592
2024-09-13,710.7828979492188,723.2999877929688,730.7999877929688,703.1500244140625,712.4500122070312,5263604
2024-09-16,668.96923828125,680.75,735.5499877929688,678.0,726.9500122070312,11877313
2024-09-17,663.2205200195312,674.9000244140625,684.8499755859375,670.0,680.5,4411019
2024-09-18,662.9256591796875,674.5999755859375,686.4500122070312,672.2999877929688,674.9000244140625,3120584
2024-09-19,652.1652221679688,663.6500244140625,682.25,644.0,679.0,5325417
2024-09-20,656.2433471679688,667.7999877929688,669.75,658.5499877929688,665.0,1992776
2024-09-23,668.96923828125,680.75,683.4000244140625,666.5999755859375,669.0999755859375,2433332
2024-09-24,674.0792846679688,685.9500122070312,689.8499755859375,681.5499877929688,682.0,2218270
2024-09-25,653.5900268554688,665.0999755859375,687.4000244140625,660.0499877929688,685.5999755859375,3717511
2024-09-26,654.916748046875,666.4500122070312,667.5499877929688,656.7999877929688,665.9500122070312,1965881
2024-09-27,652.5090942382812,664.0,671.3499755859375,663.0499877929688,667.0,1474940
2024-09-30,650.9859619140625,662.4500122070312,670.5499877929688,659.25,664.0,1207831
2024-10-01,647.84130859375,659.25,668.75,657.5,664.4000244140625,1014301
2024-10-03,625.583251953125,636.5999755859375,655.9000244140625,630.0499877929688,654.9000244140625,2143072
2024-10-04,623.863525390625,634.8499755859375,643.75,627.6500244140625,633.25,3148592
2024-10-07,596.9868774414062,607.5,637.8499755859375,601.0,637.0,3979196
2024-10-08,604.602783203125,615.25,617.9000244140625,604.8499755859375,608.2999877929688,1256006
2024-10-09,606.51904296875,617.2000122070312,628.2000122070312,615.0999755859375,622.0,1151776
2024-10-10,605.4380493164062,616.0999755859375,624.9000244140625,613.5499877929688,620.0999755859375,826195
2024-10-11,608.7792358398438,619.5,621.6500244140625,613.7999877929688,617.0499877929688,566594
2024-10-14,607.0595092773438,617.75,623.5999755859375,613.6500244140625,622.5,754905
2024-10-15,615.1176147460938,625.9500122070312,627.9000244140625,617.75,620.0,1311955
2024-10-16,615.2649536132812,626.0999755859375,633.5,623.25,628.0,884581
2024-10-17,601.2124633789062,611.7999877929688,628.5999755859375,610.0999755859375,627.0,1408387
2024-10-18,607.894775390625,618.5999755859375,619.9000244140625,601.2999877929688,611.7999877929688,956834
2024-10-21,597.2325439453125,607.75,623.8499755859375,604.25,620.0499877929688,1393400
2024-10-22,577.382080078125,587.5499877929688,612.9000244140625,584.5499877929688,609.0,2188291
2024-10-23,590.2062377929688,600.5999755859375,610.1500244140625,580.1500244140625,587.0,3069525
2024-10-24,589.8623657226562,600.25,609.8499755859375,595.25,600.5999755859375,1472019
2024-10-25,587.89697265625,598.25,610.5999755859375,588.5,601.5,2102682
2024-10-28,607.7473754882812,618.4500122070312,627.4000244140625,592.0,600.25,3084307
2024-10-29,626.4185791015625,637.4500122070312,642.8499755859375,610.6500244140625,625.0,3947335
2024-10-30,622.0455932617188,633.0,657.5999755859375,630.5,642.4000244140625,4990391
2024-10-31,620.1293334960938,631.0499877929688,636.0,621.4500122070312,633.0,1536695
2024-11-01,623.077392578125,634.0499877929688,637.4500122070312,627.4500122070312,629.9500122070312,194439
2024-11-04,612.0712280273438,622.8499755859375,637.7999877929688,612.9000244140625,637.7999877929688,1041101
2024-11-05,621.1611328125,632.0999755859375,634.7999877929688,608.1500244140625,622.8499755859375,2571586
2024-11-06,623.4705200195312,634.4500122070312,639.3499755859375,628.8499755859375,634.0,956131
2024-11-07,627.64697265625,638.7000122070312,644.2000122070312,631.3499755859375,633.0499877929688,1774477
2024-11-08,624.010986328125,635.0,641.9500122070312,631.25,640.5999755859375,2190023
2024-11-11,615.1176147460938,625.9500122070312,632.4000244140625,620.25,630.9000244140625,1469847
2024-11-12,606.2733764648438,616.9500122070312,638.4000244140625,612.5499877929688,628.0,2155005
2024-11-13,596.3480834960938,606.8499755859375,619.3499755859375,601.4500122070312,615.7000122070312,2156821
2024-11-14,597.6256713867188,608.1500244140625,617.2999877929688,605.0499877929688,606.8499755859375,1130270
2024-11-18,600.57373046875,611.1500244140625,618.5499877929688,602.0,608.1500244140625,1026308
2024-11-19,605.781982421875,616.4500122070312,625.4000244140625,612.0999755859375,614.5,1439885
2024-11-21,600.6719970703125,611.25,614.6500244140625,600.3499755859375,613.1500244140625,1113675
2024-11-22,606.7647094726562,617.4500122070312,618.5499877929688,606.2999877929688,614.0,1018524
2024-11-25,616.6407470703125,627.5,634.4000244140625,624.5,629.9000244140625,1043306
2024-11-26,610.74462890625,621.5,633.4000244140625,620.0,627.5,1951915
2024-11-27,616.6898803710938,627.5499877929688,628.9500122070312,619.5999755859375,622.9500122070312,910998
2024-11-28,623.7161865234375,634.7000122070312,639.6500244140625,627.0,628.9000244140625,1570957
2024-11-29,627.7451782226562,638.7999877929688,639.9500122070312,630.9500122070312,638.0,831686
2024-12-02,616.0020141601562,626.8499755859375,639.0,623.8499755859375,639.0,1028942
2024-12-03,624.3549194335938,635.3499755859375,643.9500122070312,626.8499755859375,626.8499755859375,1006739
2024-12-04,627.2047119140625,638.25,645.0,634.0999755859375,639.0,1077571
2024-12-05,627.64697265625,638.7000122070312,642.4000244140625,632.0999755859375,642.4000244140625,891937
2024-12-06,630.15283203125,641.25,648.9000244140625,634.5499877929688,639.9000244140625,1071453
2024-12-09,619.2449340820312,630.1500244140625,643.9000244140625,628.9500122070312,641.25,824080
2024-12-10,619.5397338867188,630.4500122070312,635.0,623.2999877929688,632.0,640264
2024-12-11,625.8289184570312,636.8499755859375,641.7999877929688,630.4500122070312,630.5,1278597
2024-12-12,621.357666015625,632.2999877929688,639.9000244140625,630.8499755859375,638.0,639651
2024-12-13,613.5452270507812,624.3499755859375,631.25,609.2000122070312,630.0499877929688,1514800
2024-12-16,615.1176147460938,625.9500122070312,635.5499877929688,621.0999755859375,624.9500122070312,913845
2024-12-17,594.3826904296875,604.8499755859375,627.4500122070312,602.5,625.0499877929688,2426995
2024-12-18,588.5848388671875,598.9500122070312,610.0,593.9000244140625,608.7999877929688,2950682
2024-12-19,581.607666015625,591.8499755859375,594.5,584.0,588.0499877929688,1272910
2024-12-20,572.173828125,582.25,601.9500122070312,577.4500122070312,592.5,2125670
2024-12-23,573.1565551757812,583.25,587.4000244140625,577.0999755859375,583.5499877929688,1457232
2024-12-24,574.9253540039062,585.0499877929688,593.2000122070312,583.0999755859375,585.0,701040
2024-12-26,578.0208740234375,588.2000122070312,589.8499755859375,581.5,585.5499877929688,1207304
2024-12-27,586.2755126953125,596.5999755859375,604.5,588.8499755859375,591.0,1065043
2024-12-30,580.5758666992188,590.7999877929688,602.8499755859375,587.5999755859375,596.5999755859375,1115570
2024-12-31,587.7003784179688,598.0499877929688,599.4000244140625,585.75,590.0,660447
2025-01-01,589.9114379882812,600.2999877929688,604.3499755859375,595.6500244140625,598.3499755859375,777096
2025-01-02,595.5619506835938,606.0499877929688,608.0499877929688,597.0,599.8499755859375,1316441
2025-01-03,598.9031372070312,609.4500122070312,617.5,607.0,608.4500122070312,883434
2025-01-06,584.0153198242188,594.2999877929688,611.6500244140625,590.1500244140625,610.0,2364439
2025-01-07,575.023681640625,585.1500244140625,598.25,579.4500122070312,594.9500122070312,1887588
2025-01-08,572.763427734375,582.8499755859375,590.0999755859375,576.2999877929688,587.9000244140625,1739749
2025-01-09,563.526123046875,573.4500122070312,587.4000244140625,565.7000122070312,584.0499877929688,2416674
2025-01-10,545.2971801757812,554.9000244140625,575.75,553.75,573.4500122070312,1291287
2025-01-13,524.36572265625,533.5999755859375,555.0,531.0,552.8499755859375,1119952
2025-01-14,542.8404541015625,552.4000244140625,554.75,537.25,537.9500122070312,1196723
2025-01-15,543.3809204101562,552.9500122070312,559.7999877929688,551.0499877929688,554.25,984734
2025-01-16,555.6646118164062,565.4500122070312,573.25,556.7999877929688,556.7999877929688,994712
2025-01-17,552.962158203125,562.7000122070312,566.9500122070312,557.25,565.4000244140625,807523
2025-01-20,560.03759765625,569.9000244140625,573.5999755859375,560.4000244140625,564.9500122070312,659748
2025-01-21,550.7019653320312,560.4000244140625,573.9000244140625,558.25,572.75,592842
2025-01-22,545.1988525390625,554.7999877929688,562.75,545.5499877929688,562.0,963350
2025-01-23,569.9136352539062,579.9500122070312,585.0,551.4000244140625,554.7999877929688,1880756
2025-01-24,563.3787231445312,573.2999877929688,585.4000244140625,569.0,578.9500122070312,1218435
2025-01-27,554.1414184570312,563.9000244140625,572.9000244140625,560.4500122070312,572.9000244140625,1094060
2025-01-28,560.627197265625,570.5,581.25,562.5999755859375,572.5,1764037
2025-01-29,564.6561889648438,574.5999755859375,583.4500122070312,572.0,574.8499755859375,1439625
2025-01-30,574.2374877929688,584.3499755859375,589.0,570.0499877929688,574.7000122070312,1679601
2025-01-31,587.74951171875,598.0999755859375,601.4500122070312,570.25,584.3499755859375,3086180
2025-02-01,574.5814819335938,584.7000122070312,600.6500244140625,577.4500122070312,599.0,2887781
2025-02-03,547.9503784179688,557.5999755859375,581.9000244140625,555.0,577.5499877929688,3721631
2025-02-04,566.5233764648438,576.5,579.7999877929688,564.2000122070312,564.2000122070312,2384006
2025-02-05,564.1648559570312,574.0999755859375,587.4500122070312,573.0,578.1500244140625,930655
2025-02-06,566.2285766601562,576.2000122070312,581.0,571.2000122070312,576.0499877929688,1069701
2025-02-07,568.1939697265625,578.2000122070312,584.5,569.0,578.7000122070312,2003205
2025-02-10,553.1095581054688,562.8499755859375,580.0,560.4000244140625,578.2000122070312,697835
2025-02-11,535.1753540039062,544.5999755859375,564.7999877929688,542.4000244140625,562.9500122070312,1563345
2025-02-12,533.4556274414062,542.8499755859375,545.0,523.4500122070312,544.7999877929688,1566309
2025-02-13,541.7103271484375,551.25,555.0999755859375,542.8499755859375,542.8499755859375,909883
2025-02-14,524.3165893554688,533.5499877929688,555.5,526.9000244140625,553.2000122070312,1129504
2025-02-17,529.1809692382812,538.5,539.5999755859375,519.0,531.0999755859375,1023175
2025-02-18,521.3685302734375,530.5499877929688,539.7000122070312,524.3499755859375,538.7999877929688,995613
2025-02-19,531.6376953125,541.0,542.0999755859375,525.25,530.0,774412
2025-02-20,535.86328125,545.2999877929688,549.0499877929688,532.5499877929688,537.8499755859375,627894
2025-02-21,534.6348876953125,544.0499877929688,550.4000244140625,538.0,543.7999877929688,579614
2025-02-24,527.9525756835938,537.25,542.5499877929688,533.6500244140625,540.7000122070312,503814
2025-02-25,512.426025390625,521.4500122070312,539.0999755859375,520.2000122070312,537.9500122070312,1624129
2025-02-27,504.5644836425781,513.4500122070312,524.7000122070312,511.29998779296875,521.0,2132821
2025-02-28,488.3008728027344,496.8999938964844,510.0,492.8500061035156,508.75,2317148
2025-03-03,492.1825256347656,500.8500061035156,503.04998779296875,483.70001220703125,500.0,2527437
2025-03-04,494.4918518066406,503.20001220703125,506.79998779296875,485.6000061035156,495.95001220703125,2796873
2025-03-05,511.5415954589844,520.5499877929688,522.0,501.0,501.0,1733531
2025-03-06,520.9754638671875,530.1500244140625,534.0,525.9500122070312,530.7000122070312,1505311
2025-03-07,523.1865234375,532.4000244140625,535.5,525.9000244140625,533.0,1102620
2025-03-10,519.3048706054688,528.4500122070312,541.9500122070312,525.9500122070312,532.4000244140625,1380384
2025-03-11,524.36572265625,533.5999755859375,535.6500244140625,518.0,525.0,1482953
2025-03-12,514.6370849609375,523.7000122070312,538.3499755859375,516.75,536.0,964546
2025-03-13,506.67724609375,515.5999755859375,529.9000244140625,514.5499877929688,529.0,1129709
2025-03-17,511.6889953613281,520.7000122070312,535.5999755859375,518.8499755859375,520.0499877929688,1738901
2025-03-18,511.6889953613281,520.7000122070312,520.7000122070312,520.7000122070312,520.7000122070312,0
2025-03-19,540.285400390625,549.7999877929688,554.9000244140625,538.6500244140625,540.6500244140625,1260817
2025-03-20,546.1815795898438,555.7999877929688,561.5499877929688,551.0,554.5,1318070
2025-03-21,561.8064575195312,571.7000122070312,572.6500244140625,556.0999755859375,558.0,1626838
2025-03-24,568.2921752929688,578.2999877929688,584.0,568.5,573.0,1677434
2025-03-25,560.7254028320312,570.5999755859375,585.5,566.2000122070312,585.0,1198501
2025-03-26,551.4390258789062,561.1500244140625,573.8499755859375,559.9500122070312,573.8499755859375,1378770
2025-03-27,559.6444702148438,569.5,572.0,557.5,560.0499877929688,1332075
2025-03-28,554.0922241210938,563.8499755859375,577.7999877929688,560.2999877929688,572.7999877929688,995411
2025-04-01,551.7338256835938,561.4500122070312,568.5999755859375,557.2999877929688,561.5,574944
2025-04-02,555.8611450195312,565.6500244140625,566.5999755859375,552.0,562.9500122070312,688464
2025-04-03,563.3787231445312,573.2999877929688,579.9000244140625,559.5,560.0,1663351
2025-04-04,552.1268310546875,561.8499755859375,577.0,557.5499877929688,575.0,1073812
2025-04-07,534.340087890625,543.75,549.5,522.6500244140625,534.0,2930918
2025-04-08,556.0576171875,565.8499755859375,576.7999877929688,555.3499755859375,555.7000122070312,4244758
2025-04-09,546.7220458984375,556.3499755859375,566.25,544.5499877929688,563.0,2505800
2025-04-11,549.9649658203125,559.6500244140625,571.0999755859375,557.3499755859375,568.9000244140625,1498360
