date_,adj close_acc.ns,close_acc.ns,high_acc.ns,low_acc.ns,open_acc.ns,volume_acc.ns
2024-04-10,2507.39453125,2524.699951171875,2542.0,2513.75,2524.300048828125,168415
2024-04-12,2451.38134765625,2468.300048828125,2532.5,2460.0,2524.699951171875,262400
2024-04-15,2425.70849609375,2442.449951171875,2478.60009765625,2407.050048828125,2465.0,228287
2024-04-16,2425.9072265625,2442.64990234375,2457.0,2414.0,2422.10009765625,287633
2024-04-18,2395.46728515625,2412.0,2484.050048828125,2400.14990234375,2480.0,228173
2024-04-19,2388.6640625,2405.14990234375,2416.949951171875,2368.0,2396.0,312710
2024-04-22,2387.0751953125,2403.550048828125,2427.449951171875,2370.199951171875,2427.449951171875,572343
2024-04-23,2435.7890625,2452.60009765625,2462.800048828125,2401.300048828125,2428.0,450921
2024-04-24,2538.877197265625,2556.39990234375,2574.0,2467.0,2467.0,885613
2024-04-25,2561.91845703125,2579.60009765625,2609.550048828125,2515.5,2567.89990234375,2388925
2024-04-26,2515.687744140625,2533.050048828125,2610.0,2516.0,2607.050048828125,1110755
2024-04-29,2508.08984375,2525.39990234375,2561.5,2516.050048828125,2535.0,725621
2024-04-30,2514.4462890625,2531.800048828125,2554.699951171875,2525.0,2551.0,431087
2024-05-02,2512.112060546875,2529.449951171875,2552.0,2521.5,2544.0,477663
2024-05-03,2514.048828125,2531.39990234375,2564.0,2503.050048828125,2544.699951171875,521596
2024-05-06,2472.43603515625,2489.5,2551.39990234375,2482.0,2546.0,477174
2024-05-07,2419.749755859375,2436.449951171875,2516.199951171875,2422.0,2490.0,588553
2024-05-08,2422.878173828125,2439.60009765625,2455.0,2421.050048828125,2436.5,396644
2024-05-09,2399.5888671875,2416.14990234375,2454.89990234375,2403.0,2443.449951171875,316035
2024-05-10,2343.97265625,2360.14990234375,2439.75,2355.449951171875,2427.0,547547
2024-05-13,2347.548095703125,2363.75,2377.949951171875,2331.550048828125,2374.0,320038
2024-05-14,2446.6142578125,2463.5,2469.39990234375,2375.0,2375.0,747111
2024-05-15,2472.08837890625,2489.14990234375,2502.0,2451.300048828125,2477.949951171875,474968
2024-05-16,2469.0595703125,2486.10009765625,2500.35009765625,2461.10009765625,2498.800048828125,444321
2024-05-17,2504.66357421875,2521.949951171875,2527.949951171875,2486.199951171875,2492.35009765625,451244
2024-05-21,2510.5234375,2527.85009765625,2559.89990234375,2482.89990234375,2525.949951171875,322930
2024-05-22,2525.9169921875,2543.35009765625,2548.14990234375,2495.0,2531.0,396208
2024-05-23,2598.466064453125,2616.39990234375,2627.949951171875,2518.10009765625,2549.800048828125,789007
2024-05-24,2591.365234375,2609.25,2662.800048828125,2597.89990234375,2620.0,746571
2024-05-27,2567.380859375,2585.10009765625,2624.800048828125,2572.949951171875,2615.0,374739
2024-05-28,2552.930419921875,2570.550048828125,2593.60009765625,2552.0,2582.949951171875,302161
2024-05-29,2519.11376953125,2536.5,2570.0,2523.85009765625,2564.949951171875,463000
2024-05-30,2479.8349609375,2496.949951171875,2545.0,2485.050048828125,2528.75,241520
2024-05-31,2528.946044921875,2546.39990234375,2570.10009765625,2498.050048828125,2515.0,581377
2024-06-03,2664.4111328125,2682.800048828125,2702.699951171875,2603.39990234375,2670.0,1017937
2024-06-04,2266.407958984375,2282.050048828125,2679.949951171875,2150.0,2679.949951171875,1495201
2024-06-05,2385.138671875,2401.60009765625,2425.0,2236.300048828125,2349.949951171875,662576
2024-06-06,2436.732421875,2453.550048828125,2506.199951171875,2431.60009765625,2431.60009765625,475470
2024-06-07,2481.970458984375,2499.10009765625,2507.75,2451.39990234375,2467.39990234375,329255
2024-06-10,2525.668701171875,2543.10009765625,2566.0,2499.10009765625,2519.449951171875,425202
2024-06-11,2546.0283203125,2563.60009765625,2575.0,2545.10009765625,2575.0,516274
2024-06-12,2606.411376953125,2624.39990234375,2639.0,2551.800048828125,2565.050048828125,692186
2024-06-13,2617.7333984375,2635.800048828125,2644.0,2610.60009765625,2642.0,384618
2024-06-14,2650.998779296875,2661.699951171875,2714.0,2651.14990234375,2664.0,706685
2024-06-18,2641.337890625,2652.0,2694.550048828125,2646.39990234375,2694.0,201421
2024-06-19,2611.010498046875,2621.550048828125,2657.199951171875,2590.550048828125,2653.0,226033
2024-06-20,2612.105712890625,2622.64990234375,2641.199951171875,2611.550048828125,2635.0,321036
2024-06-21,2579.786376953125,2590.199951171875,2650.0,2579.0,2637.0,291043
2024-06-24,2577.84423828125,2588.25,2596.60009765625,2519.050048828125,2585.0,331999
2024-06-25,2559.36865234375,2569.699951171875,2608.0,2549.199951171875,2608.0,680725
2024-06-26,2580.4833984375,2590.89990234375,2654.0,2562.050048828125,2575.0,1036940
2024-06-27,2626.398193359375,2637.0,2671.85009765625,2571.0,2571.050048828125,963244
2024-06-28,2608.5205078125,2619.050048828125,2650.0,2612.64990234375,2641.25,328851
2024-07-01,2738.545654296875,2749.60009765625,2769.0,2619.10009765625,2634.75,895260
2024-07-02,2761.1044921875,2772.25,2844.0,2720.300048828125,2768.0,1487394
2024-07-03,2756.47314453125,2767.60009765625,2798.0,2749.800048828125,2788.85009765625,380778
2024-07-04,2714.54248046875,2725.5,2791.25,2675.0,2773.0,602032
2024-07-05,2658.767578125,2669.5,2740.25,2648.449951171875,2734.0,363575
2024-07-08,2662.30322265625,2673.050048828125,2708.25,2661.5,2670.10009765625,359425
2024-07-09,2675.002197265625,2685.800048828125,2714.699951171875,2644.050048828125,2673.050048828125,421750
2024-07-10,2642.3837890625,2653.050048828125,2696.0,2586.5,2696.0,348232
2024-07-11,2653.68798828125,2664.39990234375,2740.0,2653.300048828125,2680.0,758235
2024-07-12,2675.3505859375,2686.14990234375,2712.25,2662.699951171875,2670.0,285276
2024-07-15,2684.862060546875,2695.699951171875,2724.35009765625,2686.699951171875,2690.0,198532
2024-07-16,2704.931396484375,2715.85009765625,2744.25,2695.300048828125,2707.0,446114
2024-07-18,2675.6494140625,2686.449951171875,2719.89990234375,2671.14990234375,2716.5,351258
2024-07-19,2609.267333984375,2619.800048828125,2687.0,2596.14990234375,2678.0,393251
2024-07-22,2624.4560546875,2635.050048828125,2670.89990234375,2620.0,2621.0,275075
2024-07-23,2635.909912109375,2646.550048828125,2699.89990234375,2556.800048828125,2640.0,681428
2024-07-24,2608.8193359375,2619.35009765625,2659.800048828125,2612.89990234375,2647.0,237514
2024-07-25,2568.53173828125,2578.89990234375,2619.0,2571.050048828125,2619.0,432019
2024-07-26,2603.639892578125,2614.14990234375,2640.35009765625,2583.75,2599.0,410895
2024-07-29,2593.829833984375,2604.300048828125,2691.89990234375,2589.300048828125,2640.0,833787
2024-07-30,2580.334228515625,2590.75,2614.75,2525.0,2560.0,933857
2024-07-31,2580.234375,2590.64990234375,2611.0,2570.0,2590.75,456361
2024-08-01,2477.8974609375,2487.89990234375,2590.550048828125,2483.0,2590.0,1165948
2024-08-02,2425.50927734375,2435.300048828125,2485.0,2431.0,2484.949951171875,674689
2024-08-05,2371.029052734375,2380.60009765625,2443.39990234375,2342.0,2415.0,680437
2024-08-06,2332.932861328125,2342.35009765625,2428.0,2336.0,2400.0,430887
2024-08-07,2386.466796875,2396.10009765625,2403.14990234375,2365.5,2379.800048828125,332764
2024-08-08,2347.72314453125,2357.199951171875,2395.0,2350.0,2394.550048828125,226629
2024-08-09,2342.095947265625,2351.550048828125,2382.14990234375,2341.050048828125,2375.60009765625,192288
2024-08-12,2304.298583984375,2313.60009765625,2340.0,2292.89990234375,2315.0,605271
2024-08-13,2295.533935546875,2304.800048828125,2366.199951171875,2300.050048828125,2333.0,347684
2024-08-14,2272.775634765625,2281.949951171875,2322.0,2267.699951171875,2314.39990234375,179492
2024-08-16,2328.500732421875,2337.89990234375,2339.89990234375,2290.5,2300.0,192352
2024-08-19,2338.01220703125,2347.449951171875,2354.949951171875,2329.0,2349.0,170480
2024-08-20,2316.399658203125,2325.75,2364.949951171875,2319.89990234375,2355.0,329779
2024-08-21,2315.802001953125,2325.14990234375,2342.300048828125,2316.10009765625,2330.949951171875,227691
2024-08-22,2339.15771484375,2348.60009765625,2363.300048828125,2316.550048828125,2339.0,323227
2024-08-23,2314.40771484375,2323.75,2377.949951171875,2312.64990234375,2372.0,449614
2024-08-26,2333.879150390625,2343.300048828125,2350.0,2320.0,2344.0,195372
2024-08-27,2338.80908203125,2348.25,2357.5,2335.25,2345.0,137747
2024-08-28,2320.981201171875,2330.35009765625,2358.0,2326.0,2358.0,142265
2024-08-29,2300.912109375,2310.199951171875,2334.800048828125,2286.699951171875,2334.800048828125,552439
2024-08-30,2319.785888671875,2329.14990234375,2339.0,2312.14990234375,2323.75,173170
2024-09-02,2326.757568359375,2336.14990234375,2343.14990234375,2322.699951171875,2338.800048828125,144030
2024-09-03,2331.88720703125,2341.300048828125,2350.199951171875,2325.25,2345.0,254851
2024-09-04,2339.10791015625,2348.550048828125,2357.0,2318.0,2330.0,230090
2024-09-05,2410.071533203125,2419.800048828125,2449.89990234375,2360.0,2363.0,1321066
2024-09-06,2419.6328125,2429.39990234375,2446.0,2368.60009765625,2422.800048828125,914785
2024-09-09,2448.81494140625,2458.699951171875,2465.0,2387.39990234375,2434.35009765625,452538
2024-09-10,2433.52685546875,2443.35009765625,2465.89990234375,2434.050048828125,2458.699951171875,166581
2024-09-11,2430.837646484375,2440.64990234375,2474.0,2430.0,2445.050048828125,482136
2024-09-12,2457.47998046875,2467.39990234375,2475.0,2423.39990234375,2445.10009765625,270892
2024-09-13,2507.328857421875,2517.449951171875,2524.949951171875,2453.300048828125,2471.75,611308
2024-09-16,2501.90087890625,2512.0,2533.5,2499.5,2517.449951171875,217216
2024-09-17,2496.6220703125,2506.699951171875,2517.0,2486.050048828125,2512.0,369014
2024-09-18,2467.439697265625,2477.39990234375,2523.550048828125,2454.050048828125,2500.0,174625
2024-09-19,2433.02880859375,2442.85009765625,2492.0,2416.0,2490.0,197882
2024-09-20,2433.37744140625,2443.199951171875,2458.10009765625,2413.39990234375,2449.0,527393
2024-09-23,2476.30419921875,2486.300048828125,2500.0,2434.60009765625,2458.39990234375,357027
2024-09-24,2457.72900390625,2467.64990234375,2500.0,2454.800048828125,2500.0,425562
2024-09-25,2446.026123046875,2455.89990234375,2492.050048828125,2448.0,2472.949951171875,205681
2024-09-26,2462.4599609375,2472.39990234375,2477.949951171875,2427.5,2460.0,397193
2024-09-27,2473.316162109375,2483.300048828125,2514.85009765625,2440.0,2440.0,228890
2024-09-30,2503.344970703125,2513.449951171875,2544.89990234375,2472.050048828125,2483.0,468555
2024-10-01,2500.90478515625,2511.0,2519.39990234375,2476.0,2514.0,187093
2024-10-03,2448.86474609375,2458.75,2516.300048828125,2430.050048828125,2479.949951171875,240975
2024-10-04,2423.96533203125,2433.75,2482.14990234375,2415.050048828125,2458.75,308510
2024-10-07,2339.60595703125,2349.050048828125,2449.5,2310.800048828125,2441.949951171875,833948
2024-10-08,2376.208251953125,2385.800048828125,2393.199951171875,2332.0,2340.0,183919
2024-10-09,2330.39306640625,2339.800048828125,2404.800048828125,2334.0,2391.0,285800
2024-10-10,2303.700927734375,2313.0,2357.699951171875,2290.0,2350.199951171875,340234
2024-10-11,2303.153076171875,2312.449951171875,2332.0,2300.39990234375,2319.0,160881
2024-10-14,2308.232666015625,2317.550048828125,2325.300048828125,2300.050048828125,2317.050048828125,116090
2024-10-15,2285.573974609375,2294.800048828125,2330.449951171875,2290.550048828125,2317.0,355987
2024-10-16,2296.23095703125,2305.5,2319.0,2272.5,2308.60009765625,283830
2024-10-17,2255.993408203125,2265.10009765625,2318.89990234375,2256.550048828125,2308.949951171875,233994
2024-10-18,2276.460693359375,2285.64990234375,2289.64990234375,2236.14990234375,2265.10009765625,205894
2024-10-21,2292.396484375,2301.64990234375,2320.0,2282.0,2300.0,196371
2024-10-22,2237.31884765625,2246.35009765625,2329.89990234375,2240.0,2301.64990234375,260869
2024-10-23,2247.726806640625,2256.800048828125,2288.0,2231.199951171875,2248.35009765625,284014
2024-10-24,2261.07275390625,2270.199951171875,2294.10009765625,2204.0,2230.0,1092773
2024-10-25,2228.80322265625,2237.800048828125,2263.449951171875,2187.550048828125,2250.0,339791
2024-10-28,2279.49853515625,2288.699951171875,2309.89990234375,2201.25,2220.0,361658
2024-10-29,2319.287841796875,2328.64990234375,2332.699951171875,2273.699951171875,2288.800048828125,203254
2024-10-30,2322.524658203125,2331.89990234375,2378.39990234375,2298.949951171875,2329.35009765625,295110
2024-10-31,2311.071044921875,2320.39990234375,2346.0,2291.25,2332.0,225475
2024-11-01,2318.4912109375,2327.85009765625,2339.0,2317.050048828125,2339.0,30732
2024-11-04,2280.245361328125,2289.449951171875,2337.0,2276.0,2327.89990234375,141614
2024-11-05,2310.074951171875,2319.39990234375,2324.39990234375,2283.89990234375,2287.0,123477
2024-11-06,2350.063720703125,2359.550048828125,2367.0,2318.75,2325.75,137340
2024-11-07,2311.220458984375,2320.550048828125,2365.0,2296.39990234375,2360.0,312748
2024-11-08,2282.1875,2291.39990234375,2334.449951171875,2284.0,2325.0,120812
2024-11-11,2263.612548828125,2272.75,2295.85009765625,2262.60009765625,2288.0,86617
2024-11-12,2254.798095703125,2263.89990234375,2293.0,2257.0,2282.85009765625,128192
2024-11-13,2188.964111328125,2197.800048828125,2270.35009765625,2190.10009765625,2257.0,154307
2024-11-14,2179.352783203125,2188.14990234375,2214.949951171875,2178.050048828125,2198.89990234375,194258
2024-11-18,2178.605712890625,2187.39990234375,2211.89990234375,2162.89990234375,2200.0,96713
2024-11-19,2176.91259765625,2185.699951171875,2231.550048828125,2170.050048828125,2193.699951171875,98826
2024-11-21,2019.0498046875,2027.199951171875,2052.300048828125,1868.199951171875,1986.0,3493607
2024-11-22,2081.198974609375,2089.60009765625,2118.050048828125,1995.0999755859375,2001.0,1208356
2024-11-25,2136.376220703125,2145.0,2159.89990234375,2109.199951171875,2130.050048828125,409933
2024-11-26,2107.69189453125,2116.199951171875,2152.75,2112.0,2146.300048828125,215338
2024-11-27,2197.828125,2206.699951171875,2233.5,2094.949951171875,2118.0,873384
2024-11-28,2179.751220703125,2188.550048828125,2227.0,2184.050048828125,2207.89990234375,413222
2024-11-29,2213.614501953125,2222.550048828125,2238.39990234375,2180.14990234375,2180.14990234375,843322
2024-12-02,2225.466552734375,2234.449951171875,2248.39990234375,2212.35009765625,2239.89990234375,587799
2024-12-03,2282.486328125,2291.699951171875,2314.89990234375,2225.5,2239.0,712155
2024-12-04,2231.592041015625,2240.60009765625,2294.0,2235.699951171875,2292.0,341484
2024-12-05,2258.234375,2267.35009765625,2276.60009765625,2229.35009765625,2255.0,419752
2024-12-06,2249.270751953125,2258.35009765625,2278.949951171875,2253.449951171875,2270.0,139487
2024-12-09,2251.411865234375,2260.5,2273.050048828125,2246.050048828125,2258.35009765625,132854
2024-12-10,2240.40625,2249.449951171875,2271.949951171875,2238.050048828125,2264.949951171875,215556
2024-12-11,2241.501953125,2250.550048828125,2295.0,2247.0,2260.0,578316
2024-12-12,2220.486572265625,2229.449951171875,2265.300048828125,2224.0,2257.10009765625,260756
2024-12-13,2239.011962890625,2248.050048828125,2257.0,2195.0,2221.0,197666
2024-12-16,2238.06591796875,2247.10009765625,2268.89990234375,2236.800048828125,2253.0,240335
2024-12-17,2190.109375,2198.949951171875,2247.10009765625,2191.0,2247.0,281425
2024-12-18,2132.940185546875,2141.550048828125,2198.64990234375,2137.75,2192.050048828125,379760
2024-12-19,2106.845458984375,2115.35009765625,2125.35009765625,2102.0,2123.75,190294
2024-12-20,2055.353271484375,2063.64990234375,2132.949951171875,2051.199951171875,2115.35009765625,261412
2024-12-23,2092.453369140625,2100.89990234375,2109.800048828125,2051.050048828125,2080.0,176711
2024-12-24,2071.537841796875,2079.89990234375,2108.800048828125,2073.14990234375,2099.949951171875,102566
2024-12-26,2079.2568359375,2087.64990234375,2099.949951171875,2071.949951171875,2088.800048828125,161169
2024-12-27,2057.295654296875,2065.60009765625,2101.800048828125,2058.0,2088.10009765625,163017
2024-12-30,2051.618408203125,2059.89990234375,2106.949951171875,2052.050048828125,2065.60009765625,276549
2024-12-31,2044.2481689453125,2052.5,2073.39990234375,2030.4000244140625,2051.10009765625,162386
2025-01-01,2045.044921875,2053.300048828125,2060.0,2035.0,2051.949951171875,122193
2025-01-02,2061.8271484375,2070.14990234375,2081.89990234375,2040.5,2054.75,362606
2025-01-03,2046.688232421875,2054.949951171875,2078.0,2050.449951171875,2070.14990234375,112938
2025-01-06,1976.1231689453125,1984.0999755859375,2060.85009765625,1979.0999755859375,2060.300048828125,315087
2025-01-07,2010.6337890625,2018.75,2028.4000244140625,1985.300048828125,1985.300048828125,144388
2025-01-08,1999.927001953125,2008.0,2038.800048828125,2004.1500244140625,2035.0,186294
2025-01-09,1965.8646240234375,1973.800048828125,2000.0,1950.0,2000.0,489364
2025-01-10,1923.2864990234375,1931.050048828125,1973.0,1924.1500244140625,1973.0,266316
2025-01-13,1851.9742431640625,1859.449951171875,1925.0,1838.5999755859375,1925.0,464797
2025-01-14,1938.42529296875,1946.25,1949.800048828125,1866.8499755859375,1868.699951171875,340567
2025-01-15,1961.731201171875,1969.6500244140625,1977.0,1946.050048828125,1956.300048828125,396534
2025-01-16,1979.9078369140625,1987.9000244140625,2054.64990234375,1985.050048828125,2047.949951171875,300798
2025-01-17,2006.79931640625,2014.9000244140625,2019.0,1975.0,1989.0,247679
2025-01-20,1997.63623046875,2005.699951171875,2023.0,1980.6500244140625,2015.9000244140625,163924
2025-01-21,2009.388916015625,2017.5,2062.64990234375,2009.550048828125,2016.1500244140625,325340
2025-01-22,1992.7061767578125,2000.75,2027.0,1970.0,2027.0,121880
2025-01-23,2036.9774169921875,2045.199951171875,2054.5,1982.8499755859375,2009.0,323927
2025-01-24,2050.672119140625,2058.949951171875,2065.5,2031.050048828125,2059.949951171875,309897
2025-01-27,1987.377685546875,1995.4000244140625,2079.85009765625,1982.0999755859375,2052.949951171875,1122605
2025-01-28,1993.154296875,2001.199951171875,2044.449951171875,1963.8499755859375,2026.0,363743
2025-01-29,1993.8515625,2001.9000244140625,2036.949951171875,1994.0,2000.050048828125,687960
2025-01-30,1985.4853515625,1993.5,2012.0,1951.1500244140625,2003.949951171875,484441
2025-01-31,1999.5784912109375,2007.6500244140625,2016.949951171875,1986.0,1996.0,254707
2025-02-01,1993.0050048828125,2001.050048828125,2029.4000244140625,1950.0,2010.0,271590
2025-02-03,1982.4974365234375,1990.5,1995.800048828125,1954.550048828125,1990.0,220895
2025-02-04,2018.2032470703125,2026.3499755859375,2045.0,1999.0,1999.9000244140625,356440
2025-02-05,2038.222412109375,2046.449951171875,2064.64990234375,2022.5,2037.0,258940
2025-02-06,1985.8338623046875,1993.8499755859375,2059.0,1985.699951171875,2050.0,307823
2025-02-07,1991.0628662109375,1999.0999755859375,2020.050048828125,1971.699951171875,1997.949951171875,191149
2025-02-10,1954.2613525390625,1962.1500244140625,2008.9000244140625,1958.5,2007.0,120289
2025-02-11,1927.5194091796875,1935.300048828125,1968.3499755859375,1922.0999755859375,1962.1500244140625,164892
2025-02-12,1920.9957275390625,1928.75,1951.8499755859375,1868.9000244140625,1943.0,208592
2025-02-13,1906.454345703125,1914.1500244140625,1956.050048828125,1911.0,1936.050048828125,143907
2025-02-14,1866.4158935546875,1873.949951171875,1926.949951171875,1854.050048828125,1915.4000244140625,192587
2025-02-17,1903.8150634765625,1911.5,1916.0,1842.199951171875,1873.949951171875,259561
2025-02-18,1872.840087890625,1880.4000244140625,1903.949951171875,1820.5999755859375,1900.0,1070947
2025-02-19,1859.593505859375,1867.0999755859375,1905.1500244140625,1846.1500244140625,1851.0,187021
2025-02-20,1879.2640380859375,1886.8499755859375,1890.0,1854.550048828125,1867.6500244140625,134186
2025-02-21,1876.425537109375,1884.0,1900.0,1867.699951171875,1885.0,231565
2025-02-24,1843.6578369140625,1851.0999755859375,1886.449951171875,1845.050048828125,1881.0,176866
2025-02-25,1826.6763916015625,1834.050048828125,1860.0,1825.050048828125,1857.0,156142
2025-02-27,1817.961669921875,1825.300048828125,1840.0,1807.0,1836.0,216303
2025-02-28,1811.23876953125,1818.550048828125,1825.0999755859375,1796.0,1820.0,260128
2025-03-03,1818.4097900390625,1825.75,1845.75,1778.449951171875,1818.550048828125,241566
2025-03-04,1821.497314453125,1828.8499755859375,1836.5999755859375,1801.0,1816.800048828125,165352
2025-03-05,1849.7830810546875,1857.25,1863.9000244140625,1822.550048828125,1827.0,318341
2025-03-06,1862.3323974609375,1869.8499755859375,1879.0,1857.0,1877.0,137956
2025-03-07,1878.1685791015625,1885.75,1898.699951171875,1858.5999755859375,1869.8499755859375,445459
2025-03-10,1853.11962890625,1860.5999755859375,1918.0,1853.0999755859375,1887.949951171875,228962
2025-03-11,1870.30029296875,1877.8499755859375,1892.550048828125,1830.0,1830.0,206675
2025-03-12,1858.0994873046875,1865.5999755859375,1894.0,1826.0,1889.0,354190
2025-03-13,1846.546142578125,1854.0,1878.0,1847.449951171875,1878.0,573646
2025-03-17,1875.5291748046875,1883.0999755859375,1890.8499755859375,1856.0,1856.949951171875,208567
2025-03-18,1875.5291748046875,1883.0999755859375,1883.0999755859375,1883.0999755859375,1883.0999755859375,0
2025-03-19,1892.3612060546875,1900.0,1911.0,1883.3499755859375,1890.050048828125,274686
2025-03-20,1882.0030517578125,1889.5999755859375,1911.449951171875,1884.550048828125,1909.0,219513
2025-03-21,1907.9483642578125,1915.6500244140625,1921.0,1882.0,1889.5999755859375,413622
2025-03-24,1925.5771484375,1933.3499755859375,1943.300048828125,1911.050048828125,1924.0,258977
2025-03-25,1923.087158203125,1930.8499755859375,1967.949951171875,1923.5,1950.050048828125,320597
2025-03-26,1925.9256591796875,1933.699951171875,1954.0,1921.050048828125,1932.0,175969
2025-03-27,1956.2034912109375,1964.0999755859375,1968.550048828125,1923.0999755859375,1947.0,324752
2025-03-28,1934.83984375,1942.6500244140625,1987.300048828125,1923.0,1970.949951171875,555880
2025-04-01,1944.351318359375,1952.199951171875,1960.8499755859375,1935.300048828125,1943.949951171875,183723
2025-04-02,1955.9544677734375,1963.8499755859375,1974.5999755859375,1929.0,1957.0,140886
2025-04-03,1986.829833984375,1994.8499755859375,1999.0,1950.5,1953.5999755859375,163342
2025-04-04,1958.394775390625,1966.300048828125,1993.9000244140625,1953.699951171875,1990.0,111739
2025-04-07,1921.34423828125,1929.0999755859375,1944.0,1874.050048828125,1900.0,225478
2025-04-08,1965.6156005859375,1973.550048828125,1984.0,1939.5,1955.0,101539
2025-04-09,1978.712646484375,1986.699951171875,1993.8499755859375,1951.25,1969.0,94795
