date_,adj close_mfsl.ns,close_mfsl.ns,high_mfsl.ns,low_mfsl.ns,open_mfsl.ns,volume_mfsl.ns
2024-03-22,944.0499877929688,944.0499877929688,956.75,932.0,956.75,691009
2024-03-26,987.75,987.75,1010.0,974.0499877929688,985.0,4885903
2024-03-27,1015.7999877929688,1015.7999877929688,1021.0,976.75,981.9500122070312,2108851
2024-03-28,1002.2000122070312,1002.2000122070312,1027.4000244140625,999.0,1024.5999755859375,1220800
2024-04-01,1017.6500244140625,1017.6500244140625,1022.75,1001.5,1007.4500122070312,426625
2024-04-02,1014.0999755859375,1014.0999755859375,1036.0,1010.2999877929688,1025.0,655902
2024-04-03,1007.0,1007.0,1015.0,992.0,1014.0,592100
2024-04-04,1022.7999877929688,1022.7999877929688,1039.6500244140625,996.6500244140625,1024.949951171875,993545
2024-04-05,1014.5999755859375,1014.5999755859375,1026.949951171875,1008.0499877929688,1020.0,626816
2024-04-08,1036.6500244140625,1036.6500244140625,1043.550048828125,1016.1500244140625,1020.0,815714
2024-04-09,1034.0999755859375,1034.0999755859375,1046.25,1025.300048828125,1045.0,164683
2024-04-10,1044.800048828125,1044.800048828125,1047.3499755859375,1029.0999755859375,1034.0,422479
2024-04-12,1034.25,1034.25,1056.199951171875,1005.0,1043.5,672399
2024-04-15,1023.0499877929688,1023.0499877929688,1031.949951171875,1000.0,1027.3499755859375,588216
2024-04-16,1001.7999877929688,1001.7999877929688,1028.0,999.25,1015.0,1161258
2024-04-18,1005.1500244140625,1005.1500244140625,1035.0,1002.1500244140625,1009.9500122070312,482242
2024-04-19,1021.5999755859375,1021.5999755859375,1032.3499755859375,988.2999877929688,1005.0499877929688,1123130
2024-04-22,1060.300048828125,1060.300048828125,1063.0999755859375,1018.8499755859375,1032.0,2112037
2024-04-23,1058.9000244140625,1058.9000244140625,1092.0,1046.25,1072.5,3824095
2024-04-24,1030.75,1030.75,1065.0,1026.4000244140625,1065.0,2120357
2024-04-25,1017.75,1017.75,1038.449951171875,998.1500244140625,1037.949951171875,1914169
2024-04-26,998.8499755859375,998.8499755859375,1024.199951171875,995.1500244140625,1017.75,757025
2024-04-29,975.8499755859375,975.8499755859375,1002.2999877929688,972.0,1002.2999877929688,1655438
2024-04-30,1010.9000244140625,1010.9000244140625,1019.5999755859375,969.0499877929688,983.9500122070312,1710267
2024-05-02,1023.8499755859375,1023.8499755859375,1038.3499755859375,1012.0,1021.0999755859375,1049815
2024-05-03,1001.6500244140625,1001.6500244140625,1032.0,998.0,1023.8499755859375,1005079
2024-05-06,987.8499755859375,987.8499755859375,1011.7000122070312,980.0,1011.7000122070312,505893
2024-05-07,969.6500244140625,969.6500244140625,996.5999755859375,966.0,991.3499755859375,690893
2024-05-08,982.7999877929688,982.7999877929688,1005.9000244140625,967.6500244140625,973.5999755859375,3587353
2024-05-09,962.7000122070312,962.7000122070312,983.9500122070312,952.3499755859375,982.7999877929688,1048835
2024-05-10,976.0999755859375,976.0999755859375,996.7000122070312,954.5,980.0,1307701
2024-05-13,966.7000122070312,966.7000122070312,977.8499755859375,956.0999755859375,977.8499755859375,851218
2024-05-14,976.1500244140625,976.1500244140625,983.7000122070312,960.1500244140625,965.75,2331789
2024-05-15,1000.5,1000.5,1002.7000122070312,978.0,978.0499877929688,942181
2024-05-16,1000.7000122070312,1000.7000122070312,1005.0,992.5,1000.0499877929688,919024
2024-05-17,1020.1500244140625,1020.1500244140625,1025.0,991.5999755859375,991.5999755859375,654800
2024-05-21,1004.0499877929688,1004.0499877929688,1028.0,996.4000244140625,1028.0,463442
2024-05-22,977.9500122070312,977.9500122070312,1009.25,966.0,1009.25,1077832
2024-05-23,960.9000244140625,960.9000244140625,983.5999755859375,947.9500122070312,981.6500244140625,1148256
2024-05-24,963.6500244140625,963.6500244140625,971.7000122070312,952.5499877929688,966.0,914854
2024-05-27,957.75,957.75,972.4500122070312,951.25,965.0,456231
2024-05-28,979.0499877929688,979.0499877929688,995.7999877929688,950.5999755859375,957.7000122070312,2504134
2024-05-29,971.75,971.75,984.2000122070312,963.0999755859375,980.0,1551773
2024-05-30,926.7000122070312,926.7000122070312,973.0,916.8499755859375,973.0,1833517
2024-05-31,918.1500244140625,918.1500244140625,933.2999877929688,909.1500244140625,925.0,1139664
2024-06-03,937.3499755859375,937.3499755859375,944.3499755859375,924.8499755859375,935.0,819395
2024-06-04,902.5999755859375,902.5999755859375,934.9000244140625,864.0,925.0,2635250
2024-06-05,926.25,926.25,938.5999755859375,899.4500122070312,905.0,1066481
2024-06-06,927.2000122070312,927.2000122070312,939.0,924.0499877929688,927.5499877929688,1174484
2024-06-07,936.8499755859375,936.8499755859375,947.2999877929688,919.7000122070312,932.0999755859375,826457
2024-06-10,954.0,954.0,959.5999755859375,933.0,939.0,1205869
2024-06-11,953.5999755859375,953.5999755859375,966.0,945.5499877929688,953.5499877929688,672875
2024-06-12,964.7000122070312,964.7000122070312,966.2000122070312,945.2999877929688,953.5999755859375,456795
2024-06-13,987.7999877929688,987.7999877929688,995.0,940.1500244140625,949.9500122070312,3054699
2024-06-14,993.5,993.5,999.6500244140625,983.2999877929688,996.0,1017821
2024-06-18,990.7000122070312,990.7000122070312,998.7000122070312,979.0,993.5,1167291
2024-06-19,987.9500122070312,987.9500122070312,997.9500122070312,976.4500122070312,995.0,566029
2024-06-20,987.3499755859375,987.3499755859375,1004.9000244140625,983.5,995.0499877929688,597561
2024-06-21,989.25,989.25,1000.7999877929688,983.7000122070312,989.8499755859375,921849
2024-06-24,988.0,988.0,992.9000244140625,975.5499877929688,988.5,815545
2024-06-25,979.6500244140625,979.6500244140625,990.7000122070312,969.0,988.2000122070312,512230
2024-06-26,971.7000122070312,971.7000122070312,986.0,968.8499755859375,979.6500244140625,810551
2024-06-27,972.0999755859375,972.0999755859375,983.2999877929688,966.6500244140625,967.0999755859375,907462
2024-06-28,971.7000122070312,971.7000122070312,980.0,966.9500122070312,972.0,929770
2024-07-01,995.7000122070312,995.7000122070312,1000.9000244140625,971.5,972.7999877929688,2095006
2024-07-02,980.4000244140625,980.4000244140625,997.6500244140625,967.7000122070312,994.75,1006320
2024-07-03,996.9500122070312,996.9500122070312,1000.0,980.25,983.5999755859375,676259
2024-07-04,1002.4500122070312,1002.4500122070312,1023.75,999.6500244140625,1005.0,1039890
2024-07-05,996.0999755859375,996.0999755859375,1008.5,991.0999755859375,1007.0,268424
2024-07-08,992.8499755859375,992.8499755859375,1006.7000122070312,989.0999755859375,1002.0,568553
2024-07-09,1013.4000244140625,1013.4000244140625,1017.8499755859375,988.1500244140625,992.8499755859375,1063480
2024-07-10,1037.75,1037.75,1044.0,989.0,1019.7999877929688,1714076
2024-07-11,1032.75,1032.75,1044.1500244140625,1029.0,1039.8499755859375,666819
2024-07-12,1018.25,1018.25,1039.3499755859375,1012.4500122070312,1032.800048828125,253573
2024-07-15,1038.050048828125,1038.050048828125,1049.449951171875,1005.9500122070312,1020.0,1183665
2024-07-16,1039.449951171875,1039.449951171875,1047.4000244140625,1022.5,1047.0,1422466
2024-07-18,1038.5999755859375,1038.5999755859375,1041.75,1016.4500122070312,1040.0,1002503
2024-07-19,1013.2999877929688,1013.2999877929688,1038.949951171875,1006.5999755859375,1038.949951171875,366541
2024-07-22,1026.0999755859375,1026.0999755859375,1030.0,999.75,1010.25,389615
2024-07-23,1031.699951171875,1031.699951171875,1042.199951171875,995.0,1026.449951171875,570999
2024-07-24,1094.0,1094.0,1098.0,1026.199951171875,1036.0,2545173
2024-07-25,1097.050048828125,1097.050048828125,1100.0,1078.75,1090.050048828125,913036
2024-07-26,1108.25,1108.25,1132.5,1095.449951171875,1100.0,1015488
2024-07-29,1097.5999755859375,1097.5999755859375,1124.5,1095.6500244140625,1114.949951171875,419966
2024-07-30,1087.699951171875,1087.699951171875,1101.300048828125,1083.699951171875,1094.0,173219
2024-07-31,1112.0,1112.0,1119.3499755859375,1083.3499755859375,1087.699951171875,380706
2024-08-01,1103.050048828125,1103.050048828125,1122.0,1095.8499755859375,1119.0,497579
2024-08-02,1105.0999755859375,1105.0999755859375,1111.5999755859375,1081.75,1097.0,336371
2024-08-05,1068.6500244140625,1068.6500244140625,1092.1500244140625,1059.300048828125,1059.300048828125,576475
2024-08-06,1059.050048828125,1059.050048828125,1084.9000244140625,1053.5,1070.0999755859375,354498
2024-08-07,1084.0999755859375,1084.0999755859375,1087.8499755859375,1054.9000244140625,1064.050048828125,671578
2024-08-08,1106.5999755859375,1106.5999755859375,1110.949951171875,1069.3499755859375,1077.0,849512
2024-08-09,1092.199951171875,1092.199951171875,1131.949951171875,1087.5,1122.800048828125,1068787
2024-08-12,1076.8499755859375,1076.8499755859375,1105.800048828125,1070.0,1088.050048828125,524853
2024-08-13,1052.550048828125,1052.550048828125,1083.6500244140625,1046.0999755859375,1070.0,383563
2024-08-14,1040.25,1040.25,1050.949951171875,985.0499877929688,1022.0,2388138
2024-08-16,1017.25,1017.25,1060.0,988.5499877929688,1030.0,2520132
2024-08-19,991.5,991.5,1031.9000244140625,989.0999755859375,1031.9000244140625,1032864
2024-08-20,1018.4000244140625,1018.4000244140625,1024.0,994.0499877929688,997.3499755859375,1528607
2024-08-21,1047.25,1047.25,1050.0,1015.4000244140625,1019.6500244140625,1306453
2024-08-22,1057.8499755859375,1057.8499755859375,1061.949951171875,1042.5,1045.0,682344
2024-08-23,1061.6500244140625,1061.6500244140625,1073.050048828125,1045.0,1050.0999755859375,552824
2024-08-26,1072.949951171875,1072.949951171875,1075.75,1060.0,1060.0,297080
2024-08-27,1085.449951171875,1085.449951171875,1090.75,1072.550048828125,1075.449951171875,1031218
2024-08-28,1070.199951171875,1070.199951171875,1087.9000244140625,1063.0999755859375,1085.449951171875,1286899
2024-08-29,1037.9000244140625,1037.9000244140625,1069.949951171875,1031.1500244140625,1067.0,1310712
2024-08-30,1074.8499755859375,1074.8499755859375,1088.0,1032.0,1037.9000244140625,1569058
2024-09-02,1114.25,1114.25,1118.0,1076.0,1086.75,1824372
2024-09-03,1128.300048828125,1128.300048828125,1133.9000244140625,1101.8499755859375,1106.0,725550
2024-09-04,1133.300048828125,1133.300048828125,1152.949951171875,1119.0999755859375,1120.0,1695933
2024-09-05,1117.25,1117.25,1150.0,1105.0,1150.0,24718398
2024-09-06,1121.699951171875,1121.699951171875,1140.0,1106.0999755859375,1117.0,1527417
2024-09-09,1122.550048828125,1122.550048828125,1132.8499755859375,1110.5,1130.449951171875,1139913
2024-09-10,1136.199951171875,1136.199951171875,1140.0,1115.25,1124.949951171875,545537
2024-09-11,1142.800048828125,1142.800048828125,1155.0,1133.75,1143.9000244140625,1283102
2024-09-12,1149.5,1149.5,1160.0,1142.0,1150.0,493884
2024-09-13,1140.4000244140625,1140.4000244140625,1155.0,1136.1500244140625,1154.8499755859375,647295
2024-09-16,1133.550048828125,1133.550048828125,1146.4000244140625,1124.6500244140625,1140.0,209087
2024-09-17,1150.1500244140625,1150.1500244140625,1152.3499755859375,1131.0,1138.5999755859375,548208
2024-09-18,1140.550048828125,1140.550048828125,1159.1500244140625,1137.75,1159.0,416068
2024-09-19,1154.5,1154.5,1161.9000244140625,1142.0999755859375,1148.0999755859375,1074860
2024-09-20,1159.0999755859375,1159.0999755859375,1177.5999755859375,1145.1500244140625,1166.0,1176971
2024-09-23,1195.949951171875,1195.949951171875,1199.199951171875,1161.0,1168.949951171875,642408
2024-09-24,1178.300048828125,1178.300048828125,1201.8499755859375,1172.9000244140625,1200.0,902692
2024-09-25,1179.5999755859375,1179.5999755859375,1191.4000244140625,1170.199951171875,1186.449951171875,966543
2024-09-26,1195.4000244140625,1195.4000244140625,1198.949951171875,1172.1500244140625,1185.0,414906
2024-09-27,1182.800048828125,1182.800048828125,1212.8499755859375,1178.6500244140625,1197.9000244140625,525506
2024-09-30,1191.0,1191.0,1200.25,1174.8499755859375,1178.5999755859375,574532
2024-10-01,1185.75,1185.75,1199.5,1177.550048828125,1180.199951171875,410506
2024-10-03,1169.9000244140625,1169.9000244140625,1201.8499755859375,1166.5,1184.699951171875,552810
2024-10-04,1160.800048828125,1160.800048828125,1189.949951171875,1158.1500244140625,1169.5,927330
2024-10-07,1151.6500244140625,1151.6500244140625,1186.9000244140625,1145.5999755859375,1166.6500244140625,715473
2024-10-08,1154.0999755859375,1154.0999755859375,1164.1500244140625,1132.3499755859375,1152.0,2057619
2024-10-09,1189.75,1189.75,1196.5,1147.0999755859375,1160.0,748873
2024-10-10,1183.75,1183.75,1209.25,1180.4000244140625,1198.800048828125,552401
2024-10-11,1185.550048828125,1185.550048828125,1201.1500244140625,1177.6500244140625,1179.800048828125,487937
2024-10-14,1199.0999755859375,1199.0999755859375,1202.4000244140625,1164.0999755859375,1185.550048828125,822476
2024-10-15,1183.8499755859375,1183.8499755859375,1210.0,1173.699951171875,1204.699951171875,880085
2024-10-16,1196.25,1196.25,1207.0,1180.449951171875,1180.5,793665
2024-10-17,1173.699951171875,1173.699951171875,1202.4000244140625,1169.949951171875,1197.0,684440
2024-10-18,1196.6500244140625,1196.6500244140625,1202.5,1158.5999755859375,1175.0,493545
2024-10-21,1193.25,1193.25,1212.0,1180.199951171875,1205.800048828125,1301701
2024-10-22,1170.449951171875,1170.449951171875,1204.550048828125,1164.1500244140625,1199.5,1248284
2024-10-23,1271.9000244140625,1271.9000244140625,1298.5999755859375,1195.0,1195.0,5991955
2024-10-24,1287.800048828125,1287.800048828125,1303.25,1255.75,1259.199951171875,2663628
2024-10-25,1274.8499755859375,1274.8499755859375,1306.449951171875,1262.9000244140625,1287.800048828125,1950590
2024-10-28,1266.449951171875,1266.449951171875,1281.5999755859375,1258.4000244140625,1270.699951171875,550450
2024-10-29,1272.5999755859375,1272.5999755859375,1293.1500244140625,1244.8499755859375,1250.0,1630913
2024-10-30,1252.800048828125,1252.800048828125,1279.9000244140625,1244.4000244140625,1279.9000244140625,885655
2024-10-31,1283.0,1283.0,1287.0,1250.3499755859375,1259.0,994951
2024-11-01,1286.25,1286.25,1299.0,1278.0,1289.75,44174
2024-11-04,1255.75,1255.75,1296.0999755859375,1245.3499755859375,1293.0,532635
2024-11-05,1251.0,1251.0,1265.9000244140625,1226.550048828125,1253.199951171875,461746
2024-11-06,1228.449951171875,1228.449951171875,1262.300048828125,1225.0999755859375,1252.699951171875,930855
2024-11-07,1235.800048828125,1235.800048828125,1240.0,1216.699951171875,1230.0,498082
2024-11-08,1219.050048828125,1219.050048828125,1244.699951171875,1214.050048828125,1242.0,296773
2024-11-11,1208.0,1208.0,1224.449951171875,1200.1500244140625,1218.800048828125,447624
2024-11-12,1223.300048828125,1223.300048828125,1236.949951171875,1207.3499755859375,1210.800048828125,931840
2024-11-13,1197.550048828125,1197.550048828125,1228.25,1191.3499755859375,1228.25,306537
2024-11-14,1232.6500244140625,1232.6500244140625,1235.1500244140625,1193.5999755859375,1193.5999755859375,873917
2024-11-18,1237.6500244140625,1237.6500244140625,1244.25,1215.050048828125,1234.199951171875,963456
2024-11-19,1189.5999755859375,1189.5999755859375,1245.050048828125,1180.9000244140625,1240.0,1786975
2024-11-21,1173.5,1173.5,1188.550048828125,1166.0,1177.9000244140625,671436
2024-11-22,1166.449951171875,1166.449951171875,1176.8499755859375,1150.9000244140625,1173.0999755859375,659880
2024-11-25,1169.800048828125,1169.800048828125,1194.949951171875,1161.25,1180.949951171875,526644
2024-11-26,1177.9000244140625,1177.9000244140625,1182.1500244140625,1159.25,1175.800048828125,298248
2024-11-27,1188.050048828125,1188.050048828125,1204.949951171875,1175.9000244140625,1175.9000244140625,1349026
2024-11-28,1140.300048828125,1140.300048828125,1197.75,1093.8499755859375,1184.0,2972444
2024-11-29,1133.949951171875,1133.949951171875,1159.949951171875,1125.550048828125,1147.1500244140625,966284
2024-12-02,1114.6500244140625,1114.6500244140625,1132.25,1100.5999755859375,1123.6500244140625,1415546
2024-12-03,1142.3499755859375,1142.3499755859375,1144.5999755859375,1114.0,1120.0,2255910
2024-12-04,1169.949951171875,1169.949951171875,1175.0,1138.050048828125,1144.5999755859375,1161490
2024-12-05,1168.0999755859375,1168.0999755859375,1176.9000244140625,1150.949951171875,1165.0999755859375,1151933
2024-12-06,1161.449951171875,1161.449951171875,1177.3499755859375,1155.75,1168.0999755859375,922783
2024-12-09,1186.1500244140625,1186.1500244140625,1189.1500244140625,1154.050048828125,1164.75,278836
2024-12-10,1165.25,1165.25,1198.3499755859375,1159.25,1190.0999755859375,633022
2024-12-11,1144.9000244140625,1144.9000244140625,1168.25,1135.4000244140625,1160.050048828125,456454
2024-12-12,1127.0999755859375,1127.0999755859375,1148.199951171875,1120.75,1145.0,721211
2024-12-13,1127.8499755859375,1127.8499755859375,1130.6500244140625,1109.0999755859375,1124.0,630833
2024-12-16,1151.199951171875,1151.199951171875,1161.5999755859375,1135.050048828125,1139.0,1001894
2024-12-17,1145.5,1145.5,1155.5999755859375,1137.0,1155.5999755859375,270754
2024-12-18,1142.4000244140625,1142.4000244140625,1154.0,1136.75,1145.949951171875,233419
2024-12-19,1133.9000244140625,1133.9000244140625,1139.1500244140625,1104.199951171875,1116.9000244140625,296919
2024-12-20,1109.199951171875,1109.199951171875,1143.050048828125,1102.0,1135.699951171875,273321
2024-12-23,1100.699951171875,1100.699951171875,1109.800048828125,1087.050048828125,1107.8499755859375,269022
2024-12-24,1103.9000244140625,1103.9000244140625,1114.6500244140625,1098.0,1101.050048828125,191790
2024-12-26,1114.199951171875,1114.199951171875,1117.949951171875,1096.0999755859375,1105.0,285116
2024-12-27,1106.0999755859375,1106.0999755859375,1116.0999755859375,1102.0,1113.5999755859375,100722
2024-12-30,1114.25,1114.25,1117.75,1098.3499755859375,1106.0999755859375,128027
2024-12-31,1113.9000244140625,1113.9000244140625,1121.699951171875,1093.300048828125,1114.25,368048
2025-01-01,1102.550048828125,1102.550048828125,1117.949951171875,1097.0,1110.9000244140625,123907
2025-01-02,1122.800048828125,1122.800048828125,1125.0,1099.6500244140625,1100.0,256963
2025-01-03,1109.800048828125,1109.800048828125,1130.3499755859375,1105.1500244140625,1124.550048828125,286379
2025-01-06,1092.300048828125,1092.300048828125,1102.5,1066.0,1093.300048828125,1287489
2025-01-07,1111.449951171875,1111.449951171875,1117.949951171875,1076.0,1086.949951171875,423949
2025-01-08,1088.9000244140625,1088.9000244140625,1114.949951171875,1086.5999755859375,1114.800048828125,194452
2025-01-09,1089.949951171875,1089.949951171875,1106.0999755859375,1086.050048828125,1093.9000244140625,162965
2025-01-10,1077.6500244140625,1077.6500244140625,1090.6500244140625,1075.050048828125,1089.699951171875,213365
2025-01-13,1068.9000244140625,1068.9000244140625,1072.1500244140625,1051.0999755859375,1052.0,639893
2025-01-14,1051.4000244140625,1051.4000244140625,1075.5,1043.550048828125,1068.9000244140625,745831
2025-01-15,1034.6500244140625,1034.6500244140625,1056.0999755859375,1022.5,1054.0,543843
2025-01-16,1063.1500244140625,1063.1500244140625,1119.4000244140625,1041.050048828125,1049.0,2619890
2025-01-17,1088.300048828125,1088.300048828125,1099.949951171875,1054.4000244140625,1057.8499755859375,926404
2025-01-20,1075.8499755859375,1075.8499755859375,1099.050048828125,1060.050048828125,1087.800048828125,429373
2025-01-21,1053.0999755859375,1053.0999755859375,1079.449951171875,1045.5,1071.8499755859375,928917
2025-01-22,1038.75,1038.75,1069.949951171875,1019.4000244140625,1063.699951171875,661115
2025-01-23,1056.4000244140625,1056.4000244140625,1062.3499755859375,1023.5,1034.4000244140625,648845
2025-01-24,1040.300048828125,1040.300048828125,1066.75,1020.0,1056.050048828125,328372
2025-01-27,1040.5,1040.5,1048.0,1029.1500244140625,1040.300048828125,1318950
2025-01-28,1043.4000244140625,1043.4000244140625,1060.0,1035.050048828125,1044.949951171875,1138267
2025-01-29,1073.8499755859375,1073.8499755859375,1075.6500244140625,1037.550048828125,1045.0,781623
2025-01-30,1081.5999755859375,1081.5999755859375,1088.5,1066.050048828125,1076.800048828125,229496
2025-01-31,1115.75,1115.75,1119.949951171875,1074.5,1074.5,331730
2025-02-01,1123.25,1123.25,1162.0,1058.300048828125,1120.0,1740451
2025-02-03,1083.449951171875,1083.449951171875,1119.3499755859375,1077.75,1115.75,1075095
2025-02-04,1100.8499755859375,1100.8499755859375,1114.8499755859375,1078.5,1083.449951171875,760436
2025-02-05,1118.5,1118.5,1169.4000244140625,1114.4000244140625,1133.0,2187710
2025-02-06,1108.0,1108.0,1144.0,1092.550048828125,1121.949951171875,586441
2025-02-07,1112.550048828125,1112.550048828125,1119.699951171875,1097.300048828125,1107.0,248073
2025-02-10,1090.9000244140625,1090.9000244140625,1119.199951171875,1088.550048828125,1113.949951171875,339955
2025-02-11,1060.300048828125,1060.300048828125,1086.6500244140625,1053.5999755859375,1082.1500244140625,737135
2025-02-12,1090.800048828125,1090.800048828125,1105.75,1029.5999755859375,1062.0,1282273
2025-02-13,1079.8499755859375,1079.8499755859375,1105.050048828125,1075.300048828125,1097.9000244140625,917145
2025-02-14,1057.8499755859375,1057.8499755859375,1092.5999755859375,1050.050048828125,1079.8499755859375,195078
2025-02-17,1065.6500244140625,1065.6500244140625,1073.8499755859375,1035.0,1035.0,392089
2025-02-18,1062.050048828125,1062.050048828125,1066.3499755859375,1046.4000244140625,1065.6500244140625,216848
2025-02-19,1047.1500244140625,1047.1500244140625,1071.550048828125,1038.949951171875,1052.4000244140625,537834
2025-02-20,1046.25,1046.25,1053.550048828125,1028.5,1043.050048828125,493626
2025-02-21,1052.199951171875,1052.199951171875,1066.050048828125,1039.0999755859375,1045.0,903624
2025-02-24,1036.300048828125,1036.300048828125,1044.0,1017.6500244140625,1037.0,963259
2025-02-25,1015.7999877929688,1015.7999877929688,1046.800048828125,1011.2999877929688,1026.800048828125,1265288
2025-02-27,1026.0999755859375,1026.0999755859375,1035.949951171875,1002.0,1002.0,2234089
2025-02-28,998.0999755859375,998.0999755859375,1026.0999755859375,994.7999877929688,1020.9500122070312,1035745
2025-03-03,986.5,986.5,1000.5999755859375,979.4500122070312,1000.0,1784130
2025-03-04,1003.2999877929688,1003.2999877929688,1008.75,970.4500122070312,977.3499755859375,3303985
2025-03-05,1014.5499877929688,1014.5499877929688,1018.0,994.0,1001.4000244140625,2044157
2025-03-06,1025.4000244140625,1025.4000244140625,1036.0,1010.0,1010.0499877929688,851164
2025-03-07,1036.5999755859375,1036.5999755859375,1043.6500244140625,1017.2000122070312,1027.300048828125,642199
2025-03-10,1039.9000244140625,1039.9000244140625,1046.300048828125,1026.0999755859375,1038.550048828125,400507
2025-03-11,1086.0,1086.0,1091.449951171875,1043.3499755859375,1044.1500244140625,2247898
2025-03-12,1061.800048828125,1061.800048828125,1089.800048828125,1054.5,1082.0999755859375,2192272
2025-03-13,1052.550048828125,1052.550048828125,1068.699951171875,1049.050048828125,1061.800048828125,158109
2025-03-17,1040.0999755859375,1040.0999755859375,1056.050048828125,950.0,1055.050048828125,1565372
2025-03-18,1040.0999755859375,1040.0999755859375,1040.0999755859375,1040.0999755859375,1040.0999755859375,0
2025-03-19,1102.199951171875,1102.199951171875,1109.550048828125,1073.5,1076.699951171875,525704
2025-03-20,1121.5,1121.5,1136.9000244140625,1099.0,1103.0,848703
2025-03-21,1140.050048828125,1140.050048828125,1144.9000244140625,1122.0,1122.0,1121161
2025-03-24,1157.3499755859375,1157.3499755859375,1166.800048828125,1140.050048828125,1145.25,505488
2025-03-25,1138.449951171875,1138.449951171875,1167.0,1130.0,1167.0,852554
2025-03-26,1117.5999755859375,1117.5999755859375,1144.0,1112.6500244140625,1144.0,588485
2025-03-27,1147.300048828125,1147.300048828125,1151.5999755859375,1118.050048828125,1121.949951171875,760398
2025-03-28,1147.699951171875,1147.699951171875,1158.550048828125,1143.300048828125,1150.0,462831
