date_,adj close_hscl.ns,close_hscl.ns,high_hscl.ns,low_hscl.ns,open_hscl.ns,volume_hscl.ns
2024-03-15,314.38507080078125,315.25,315.6000061035156,301.25,312.0,1069686
2024-03-18,319.07220458984375,319.95001220703125,331.0,316.8500061035156,324.95001220703125,500351
2024-03-19,318.9225769042969,319.79998779296875,324.79998779296875,308.8999938964844,316.04998779296875,401069
2024-03-20,318.074951171875,318.95001220703125,327.0,305.04998779296875,321.0,485717
2024-03-21,314.4349365234375,315.29998779296875,326.8999938964844,315.0,321.5,288584
2024-03-22,313.3878479003906,314.25,319.8999938964844,310.54998779296875,319.79998779296875,340612
2024-03-26,308.2519836425781,309.1000061035156,317.8999938964844,307.6499938964844,316.0,703155
2024-03-27,307.404296875,308.25,314.8999938964844,295.0,310.95001220703125,1102219
2024-03-28,301.4706115722656,302.29998779296875,313.0,300.04998779296875,308.0,425761
2024-04-01,314.8338623046875,315.70001220703125,317.0,302.0,302.29998779296875,357267
2024-04-02,321.91436767578125,322.79998779296875,324.1499938964844,305.54998779296875,316.0,1058802
2024-04-03,336.02557373046875,336.95001220703125,338.0,315.0,322.79998779296875,541379
2024-04-04,333.53240966796875,334.45001220703125,348.20001220703125,332.0,342.3999938964844,295942
2024-04-05,334.429931640625,335.3500061035156,339.8999938964844,330.0,338.45001220703125,207975
2024-04-08,327.34942626953125,328.25,335.25,324.8999938964844,335.25,227272
2024-04-09,331.98663330078125,332.8999938964844,337.0,324.1499938964844,330.95001220703125,310860
2024-04-10,322.1636962890625,323.04998779296875,334.6499938964844,321.0,332.5,298488
2024-04-12,316.5291748046875,317.3999938964844,327.0,315.0,323.70001220703125,352304
2024-04-15,308.8004455566406,309.6499938964844,317.0,302.0,308.0,579928
2024-04-16,308.052490234375,308.8999938964844,314.8999938964844,303.0,303.1000061035156,455662
2024-04-18,320.96697998046875,321.8500061035156,324.29998779296875,312.79998779296875,314.0,744839
2024-04-19,332.6348876953125,333.54998779296875,337.6499938964844,310.3500061035156,320.0,1453688
2024-04-22,349.2392272949219,350.20001220703125,350.20001220703125,328.0,339.0,641393
2024-04-23,366.6911926269531,367.70001220703125,367.70001220703125,352.0,355.5,1064963
2024-04-24,359.7104187011719,360.70001220703125,385.0,356.0,374.0,716067
2024-04-25,366.5914611816406,367.6000061035156,372.0,362.0,372.0,271633
2024-04-26,370.2314453125,371.25,384.0,368.1000061035156,384.0,843375
2024-04-29,376.9130554199219,377.95001220703125,382.3500061035156,371.04998779296875,380.0,1391679
2024-04-30,373.9711608886719,375.0,382.20001220703125,369.20001220703125,379.20001220703125,1446458
2024-05-02,372.924072265625,373.95001220703125,380.5,372.25,377.1000061035156,812657
2024-05-03,374.5196533203125,375.54998779296875,381.0,370.0,374.1000061035156,1639508
2024-05-06,356.12030029296875,357.1000061035156,377.8999938964844,356.79998779296875,375.54998779296875,1083369
2024-05-07,365.6440734863281,366.6499938964844,369.54998779296875,344.8999938964844,346.29998779296875,1273838
2024-05-08,356.12030029296875,357.1000061035156,367.20001220703125,355.20001220703125,365.0,374840
2024-05-09,348.0923156738281,349.04998779296875,359.8999938964844,340.29998779296875,357.0,565340
2024-05-10,345.2002868652344,346.1499938964844,349.20001220703125,340.0,348.8999938964844,359847
2024-05-13,338.618408203125,339.54998779296875,348.54998779296875,330.0,346.1499938964844,422987
2024-05-14,349.8874206542969,350.8500061035156,355.1000061035156,340.04998779296875,342.20001220703125,588664
2024-05-15,354.4249267578125,355.3999938964844,359.8999938964844,353.0,355.0,681780
2024-05-16,347.5438537597656,348.5,357.75,347.5,357.75,270712
2024-05-17,348.0425109863281,349.0,352.29998779296875,346.70001220703125,352.0,196779
2024-05-21,362.95147705078125,363.95001220703125,366.04998779296875,347.0,353.75,1149875
2024-05-22,361.25616455078125,362.25,370.29998779296875,360.0,367.0,787783
2024-05-23,354.4249267578125,355.3999938964844,367.29998779296875,354.0,364.04998779296875,334668
2024-05-24,349.53839111328125,350.5,360.0,347.0,354.95001220703125,490810
2024-05-27,345.25018310546875,346.20001220703125,354.6000061035156,345.0,350.5,275245
2024-05-28,338.81787109375,339.75,349.1499938964844,335.95001220703125,346.20001220703125,342698
2024-05-29,340.01458740234375,340.95001220703125,347.0,337.5,337.5,371470
2024-05-30,329.6430969238281,330.54998779296875,343.1499938964844,327.95001220703125,341.0,366563
2024-05-31,331.98663330078125,332.8999938964844,341.20001220703125,331.0,334.29998779296875,451111
2024-06-03,340.01458740234375,340.95001220703125,348.95001220703125,337.29998779296875,348.95001220703125,554189
2024-06-04,323.0113525390625,323.8999938964844,341.54998779296875,323.8999938964844,340.95001220703125,743614
2024-06-05,323.2108154296875,324.1000061035156,331.29998779296875,307.70001220703125,307.70001220703125,1258853
2024-06-06,336.57403564453125,337.5,340.29998779296875,328.0,331.29998779296875,497421
2024-06-07,341.8174133300781,342.25,343.29998779296875,335.29998779296875,339.79998779296875,438553
2024-06-10,358.7460021972656,359.20001220703125,359.3500061035156,346.0,346.0,1465737
2024-06-11,353.352783203125,353.79998779296875,366.79998779296875,352.45001220703125,364.29998779296875,804108
2024-06-12,361.7921142578125,362.25,369.70001220703125,353.79998779296875,353.79998779296875,1221827
2024-06-13,360.3938903808594,360.8500061035156,366.0,356.0,364.29998779296875,511039
2024-06-14,361.44256591796875,361.8999938964844,372.0,358.8999938964844,364.29998779296875,812466
2024-06-18,363.3901062011719,363.8500061035156,368.0,361.29998779296875,364.1000061035156,636089
2024-06-19,381.51715087890625,382.0,382.0,365.79998779296875,365.79998779296875,2903722
2024-06-20,400.593017578125,401.1000061035156,401.1000061035156,390.0,394.0,2870001
2024-06-21,394.0013732910156,394.5,418.5,385.0,408.04998779296875,2958884
2024-06-24,391.6044006347656,392.1000061035156,397.29998779296875,382.0,392.0,1142413
2024-06-25,400.0936584472656,400.6000061035156,405.0,392.29998779296875,394.5,1415863
2024-06-26,392.9027404785156,393.3999938964844,404.79998779296875,391.20001220703125,400.6499938964844,993143
2024-06-27,389.1075744628906,389.6000061035156,396.95001220703125,382.20001220703125,388.20001220703125,1416207
2024-06-28,393.7017517089844,394.20001220703125,398.5,382.75,391.3999938964844,891247
2024-07-01,396.348388671875,396.8500061035156,401.29998779296875,393.0,398.95001220703125,851235
2024-07-02,400.6929016113281,401.20001220703125,412.1000061035156,394.20001220703125,399.95001220703125,1539361
2024-07-03,404.837646484375,405.3500061035156,415.0,403.3999938964844,406.5,1312309
2024-07-04,402.14105224609375,402.6499938964844,412.3999938964844,401.29998779296875,412.3999938964844,667226
2024-07-05,402.79022216796875,403.29998779296875,407.0,397.20001220703125,404.6000061035156,657931
2024-07-08,404.8875732421875,405.3999938964844,408.20001220703125,401.0,405.20001220703125,837718
2024-07-09,425.1119689941406,425.6499938964844,425.6499938964844,406.45001220703125,407.79998779296875,3023180
2024-07-10,432.3028869628906,432.8500061035156,442.8999938964844,406.54998779296875,430.0,3100267
2024-07-11,427.8585205078125,428.3999938964844,438.0,426.0,437.5,897241
2024-07-12,420.0683898925781,420.6000061035156,431.95001220703125,418.25,430.70001220703125,691345
2024-07-15,417.571533203125,418.1000061035156,424.3999938964844,412.5,424.3999938964844,784183
2024-07-16,431.9533386230469,432.5,439.0,419.0,419.70001220703125,3973242
2024-07-18,413.8262634277344,414.3500061035156,435.8999938964844,411.25,435.8999938964844,1544079
2024-07-19,400.24346923828125,400.75,415.25,395.3500061035156,414.3500061035156,1239244
2024-07-22,404.03863525390625,404.54998779296875,415.3999938964844,391.3500061035156,400.75,1028990
2024-07-23,408.28326416015625,408.79998779296875,412.0,384.3500061035156,407.8500061035156,955176
2024-07-24,408.4830322265625,409.0,418.0,405.0,409.70001220703125,577118
2024-07-25,401.9912414550781,402.5,408.3500061035156,401.0,407.0,404477
2024-07-26,422.06585693359375,422.6000061035156,422.6000061035156,403.8999938964844,403.8999938964844,1938950
2024-07-29,417.22198486328125,417.75,429.79998779296875,415.6000061035156,428.0,1053552
2024-07-30,430.05572509765625,430.6000061035156,433.04998779296875,420.8500061035156,420.8500061035156,4056597
2024-07-31,428.6575012207031,429.20001220703125,448.0,426.29998779296875,436.3999938964844,1859931
2024-08-01,447.1840515136719,447.75,450.6499938964844,427.6499938964844,432.25,3527943
2024-08-02,466.6593933105469,467.25,469.8999938964844,435.6000061035156,441.0,3204417
2024-08-05,452.0778503417969,452.6499938964844,465.95001220703125,443.8999938964844,465.95001220703125,3564772
2024-08-06,474.6492919921875,475.25,475.25,452.54998779296875,452.54998779296875,1710004
2024-08-07,476.79656982421875,477.3999938964844,491.3999938964844,463.8500061035156,487.5,2107696
2024-08-08,466.9090881347656,467.5,483.54998779296875,460.5,478.70001220703125,1129899
2024-08-09,475.54815673828125,476.1499938964844,482.6499938964844,458.0,475.0,1562220
2024-08-12,471.3534851074219,471.95001220703125,478.6000061035156,465.45001220703125,474.0,1250531
2024-08-13,453.3262634277344,453.8999938964844,475.3999938964844,450.54998779296875,473.95001220703125,1258840
2024-08-14,464.66192626953125,465.25,468.1000061035156,441.1000061035156,459.0,1606931
2024-08-16,464.3123779296875,464.8999938964844,471.0,458.0,469.0,777766
2024-08-19,487.63287353515625,488.25,494.04998779296875,467.0,467.0,2475011
2024-08-20,483.2384338378906,483.8500061035156,495.0,480.5,489.8999938964844,1162951
2024-08-21,482.93878173828125,483.54998779296875,488.0,480.5,484.0,551812
2024-08-22,483.0386657714844,483.6499938964844,492.0,480.8999938964844,483.5,953434
2024-08-23,526.4837036132812,527.1500244140625,530.0,480.5,484.0,6651290
2024-08-26,526.3837890625,527.0499877929688,539.7999877929688,511.0,530.0,4162997
2024-08-27,529.9793090820312,530.6500244140625,539.0,523.7999877929688,527.7999877929688,1975531
2024-08-28,531.6771240234375,532.3499755859375,535.75,526.0,532.7999877929688,1283931
2024-08-29,524.1366577148438,524.7999877929688,534.2000122070312,515.0999755859375,532.3499755859375,1066587
2024-08-30,522.588623046875,523.25,527.2999877929688,515.0,525.0999755859375,1235616
2024-09-02,521.4400634765625,522.0999755859375,556.0,520.0,524.2999877929688,4084617
2024-09-03,530.3787231445312,531.0499877929688,534.0,521.6500244140625,522.0999755859375,1426774
2024-09-04,531.2776489257812,531.9500122070312,539.7999877929688,523.0,525.0,1084031
2024-09-05,537.2201538085938,537.9000244140625,554.2999877929688,534.3499755859375,534.4000244140625,2075424
2024-09-06,529.1303100585938,529.7999877929688,542.4000244140625,526.25,540.5499877929688,936998
2024-09-09,529.5797729492188,530.25,533.9000244140625,511.20001220703125,522.0,1205611
2024-09-10,562.1385498046875,562.8499755859375,567.0,530.0999755859375,532.7000122070312,5161412
2024-09-11,559.5418701171875,560.25,578.5,554.0,564.0,3709777
2024-09-12,562.837646484375,563.5499877929688,569.0,547.6500244140625,561.9500122070312,1699992
2024-09-13,573.07470703125,573.7999877929688,578.0,557.2000122070312,564.2000122070312,2074000
2024-09-16,592.550048828125,593.2999877929688,599.7000122070312,578.1500244140625,582.0,3182937
2024-09-17,639.8402709960938,640.6500244140625,651.75,590.0499877929688,596.0,9342532
2024-09-18,660.813720703125,661.6500244140625,688.7000122070312,647.7000122070312,652.6500244140625,9042822
2024-09-19,659.1158447265625,659.9500122070312,668.0,632.0,663.0,4526145
2024-09-20,640.1898193359375,641.0,667.9000244140625,638.0,664.8499755859375,2608657
2024-09-23,646.0823364257812,646.9000244140625,653.0,636.2000122070312,644.0499877929688,1306626
2024-09-24,644.1348266601562,644.9500122070312,658.0,640.0499877929688,648.9000244140625,1046939
2024-09-25,659.265625,660.0999755859375,664.8499755859375,643.0,648.4000244140625,3142705
2024-09-26,656.0697021484375,656.9000244140625,681.25,652.0,664.0499877929688,4856900
2024-09-27,656.11962890625,656.9500122070312,666.0,648.1500244140625,664.0,1692472
2024-09-30,660.813720703125,661.6500244140625,670.5,640.7000122070312,657.0999755859375,3825963
2024-10-01,666.7561645507812,667.5999755859375,674.0,650.75,664.0,2443321
2024-10-03,643.5355224609375,644.3499755859375,661.4000244140625,632.0,639.0999755859375,2381053
2024-10-04,633.8478393554688,634.6500244140625,652.0,621.0,644.3499755859375,2484114
2024-10-07,598.4925537109375,599.25,639.75,595.0,636.0,2797469
2024-10-08,606.8319702148438,607.5999755859375,611.5,582.25,595.9500122070312,2721059
2024-10-09,628.2049560546875,629.0,639.9500122070312,611.0499877929688,611.0499877929688,1547241
2024-10-10,628.8541870117188,629.6500244140625,642.9500122070312,626.5999755859375,632.0,991961
2024-10-11,637.5430908203125,638.3499755859375,645.7000122070312,622.5499877929688,632.8499755859375,965009
2024-10-14,634.9464111328125,635.75,647.5,622.3499755859375,642.0999755859375,1118179
2024-10-15,648.3794555664062,649.2000122070312,654.0,632.0999755859375,638.5499877929688,1506332
2024-10-16,659.265625,660.0999755859375,665.9000244140625,646.3499755859375,652.0,2995445
2024-10-17,622.5121459960938,623.2999877929688,676.2000122070312,617.1500244140625,668.0,3139436
2024-10-18,619.1663818359375,619.9500122070312,632.0,601.0,613.1500244140625,1769282
2024-10-21,610.8768920898438,611.6500244140625,631.9500122070312,605.2000122070312,621.9500122070312,1793274
2024-10-22,574.1233520507812,574.8499755859375,611.2000122070312,570.2999877929688,610.0999755859375,1942458
2024-10-23,571.02734375,571.75,591.0,555.0999755859375,562.4500122070312,1655657
2024-10-24,577.768798828125,578.5,589.0,564.25,572.4500122070312,2608821
2024-10-25,552.1511840820312,552.8499755859375,579.7999877929688,547.0,577.0,2356297
2024-10-28,570.8775024414062,571.5999755859375,579.7999877929688,541.5499877929688,549.0,1634849
2024-10-29,567.4818115234375,568.2000122070312,577.7000122070312,558.2000122070312,566.0999755859375,785812
2024-10-30,566.7327880859375,567.4500122070312,576.5,564.0499877929688,567.0,537865
2024-10-31,572.32568359375,573.0499877929688,575.0,562.5,565.0499877929688,570233
2024-11-01,575.571533203125,576.2999877929688,580.0,570.4500122070312,573.0499877929688,217583
2024-11-04,559.0924072265625,559.7999877929688,578.5499877929688,553.5499877929688,576.8499755859375,640808
2024-11-05,585.9085083007812,586.6500244140625,594.0,554.0,556.0,1460253
2024-11-06,587.0570068359375,587.7999877929688,593.0,584.2000122070312,593.0,981899
2024-11-07,575.921142578125,576.6500244140625,597.7000122070312,575.0,590.75,570981
2024-11-08,553.3995971679688,554.0999755859375,578.8499755859375,550.0999755859375,576.0,680821
2024-11-11,543.262451171875,543.9500122070312,553.0,537.0499877929688,550.0,650019
2024-11-12,531.7770385742188,532.4500122070312,552.5,529.25,545.9500122070312,636320
2024-11-13,502.9634704589844,503.6000061035156,532.0,499.3500061035156,526.8499755859375,1579487
2024-11-14,497.120849609375,497.75,517.75,492.54998779296875,503.6000061035156,1276367
2024-11-18,497.7200927734375,498.3500061035156,509.75,472.0,497.75,1573000
2024-11-19,492.8262939453125,493.45001220703125,514.7000122070312,488.95001220703125,500.0,782127
2024-11-21,480.5418395996094,481.1499938964844,497.5,479.04998779296875,493.45001220703125,827883
2024-11-22,487.8326110839844,488.45001220703125,489.95001220703125,476.70001220703125,478.0,617313
2024-11-25,489.4305725097656,490.04998779296875,511.5,487.04998779296875,505.0,844071
2024-11-26,498.1195983886719,498.75,507.20001220703125,487.3500061035156,492.6499938964844,685697
2024-11-27,531.077880859375,531.75,537.0,493.25,503.95001220703125,2027335
2024-11-28,523.3875732421875,524.0499877929688,542.7999877929688,521.5,533.1500244140625,1117175
2024-11-29,526.4337158203125,527.0999755859375,530.8499755859375,514.5,525.9500122070312,683054
2024-12-02,533.6246337890625,534.2999877929688,540.5999755859375,519.2000122070312,525.0,898401
2024-12-03,539.4172973632812,540.0999755859375,551.7000122070312,534.5,536.1500244140625,753489
2024-12-04,553.0999755859375,553.7999877929688,557.7999877929688,540.0999755859375,542.7000122070312,966406
2024-12-05,570.2283325195312,570.9500122070312,577.0,553.2000122070312,557.5,1807331
2024-12-06,570.4281005859375,571.1500244140625,577.6500244140625,566.6500244140625,574.4000244140625,957238
2024-12-09,564.58544921875,565.2999877929688,578.5,563.2000122070312,573.8499755859375,892366
2024-12-10,564.6853637695312,565.4000244140625,570.0499877929688,553.0499877929688,570.0,587714
2024-12-11,568.2308959960938,568.9500122070312,570.9500122070312,562.0999755859375,567.5,449026
2024-12-12,564.7852172851562,565.5,570.5,552.25,569.0,664254
2024-12-13,561.2896728515625,562.0,566.9000244140625,547.8499755859375,565.0999755859375,789580
2024-12-16,555.8464965820312,556.5499877929688,567.5499877929688,555.0999755859375,560.8499755859375,388370
2024-12-17,550.9027709960938,551.5999755859375,567.4000244140625,549.0,554.9500122070312,1133487
2024-12-18,544.8104858398438,545.5,563.5,543.0499877929688,551.5999755859375,1074427
2024-12-19,540.6657104492188,541.3499755859375,550.5,530.2999877929688,538.2000122070312,640676
2024-12-20,546.1587524414062,546.8499755859375,551.0,536.9000244140625,543.7999877929688,1038123
2024-12-23,549.1549682617188,549.8499755859375,553.5,536.0499877929688,553.5,894879
2024-12-24,551.0526123046875,551.75,558.7999877929688,546.0499877929688,549.7999877929688,609512
2024-12-26,565.0848388671875,565.7999877929688,575.25,551.0,555.0,2023409
2024-12-27,572.225830078125,572.9500122070312,587.0,568.5,570.3499755859375,6286229
2024-12-30,587.6063232421875,588.3499755859375,591.9000244140625,568.25,581.5499877929688,2499019
2024-12-31,583.9609375,584.7000122070312,590.2000122070312,571.2000122070312,586.9500122070312,1374231
2025-01-01,580.5153198242188,581.25,589.5,577.5,589.5,618020
2025-01-02,586.7573852539062,587.5,594.2000122070312,579.5,582.0,901601
2025-01-03,590.8522338867188,591.5999755859375,606.5999755859375,587.0,588.0,1798871
2025-01-06,566.9325561523438,567.6500244140625,593.9000244140625,560.2999877929688,591.5999755859375,1394864
2025-01-07,569.0797729492188,569.7999877929688,575.9000244140625,558.25,562.0,1162220
2025-01-08,571.676513671875,572.4000244140625,579.9500122070312,559.2999877929688,571.0,854665
2025-01-09,578.3180541992188,579.0499877929688,585.9500122070312,567.0,570.8499755859375,1323737
2025-01-10,574.373046875,575.0999755859375,578.0,555.0999755859375,578.0,1202128
2025-01-13,545.9090576171875,546.5999755859375,570.0499877929688,539.2000122070312,568.7999877929688,1303239
2025-01-14,545.3598022460938,546.0499877929688,566.9500122070312,532.0499877929688,555.0,1508655
2025-01-15,539.3673706054688,540.0499877929688,558.5,536.0,550.0,692376
2025-01-16,542.61328125,543.2999877929688,553.25,542.0,544.8499755859375,381042
2025-01-17,535.4723510742188,536.1500244140625,548.9500122070312,533.3499755859375,544.7000122070312,381826
2025-01-20,539.46728515625,540.1500244140625,551.9500122070312,530.0999755859375,537.0,676106
2025-01-21,528.5311279296875,529.2000122070312,545.75,526.0,538.0,366996
2025-01-22,530.528564453125,531.2000122070312,536.0,515.7000122070312,529.0,858888
2025-01-23,531.7271118164062,532.4000244140625,539.2000122070312,522.5499877929688,528.0,255290
2025-01-24,513.4002685546875,514.0499877929688,538.1500244140625,505.95001220703125,532.75,510915
2025-01-27,481.4906311035156,482.1000061035156,507.95001220703125,479.0,505.0,707053
2025-01-28,461.06646728515625,461.6499938964844,487.3500061035156,444.0,483.6000061035156,1436413
2025-01-29,482.1897277832031,482.79998779296875,487.29998779296875,458.04998779296875,465.0,625342
2025-01-30,484.5367736816406,485.1499938964844,494.95001220703125,480.6499938964844,484.5,542915
2025-01-31,493.07598876953125,493.70001220703125,496.25,484.5,488.0,433475
2025-02-01,494.97357177734375,495.6000061035156,503.70001220703125,480.04998779296875,497.45001220703125,431237
2025-02-03,481.69036865234375,482.29998779296875,495.54998779296875,475.8500061035156,485.0,405053
2025-02-04,488.83135986328125,489.45001220703125,496.95001220703125,483.8999938964844,490.0,373712
2025-02-05,512.1018676757812,512.75,515.75,492.8500061035156,496.6000061035156,849201
2025-02-06,500.96600341796875,501.6000061035156,516.4500122070312,497.25,515.1500244140625,351516
2025-02-07,492.6764831542969,493.29998779296875,503.0,490.3500061035156,502.0,345408
2025-02-10,474.7491760253906,475.3500061035156,494.3500061035156,473.0,492.5,451635
2025-02-11,449.1815185546875,449.75,476.0,442.25,475.0,758656
2025-02-12,433.6012268066406,434.1499938964844,448.45001220703125,419.04998779296875,440.0,1303897
2025-02-13,438.59490966796875,439.1499938964844,452.6000061035156,432.3500061035156,437.0,567886
2025-02-14,413.1770935058594,413.70001220703125,443.0,404.54998779296875,440.95001220703125,1185198
2025-02-17,416.8724060058594,417.3999938964844,422.1000061035156,399.04998779296875,413.5,1044443
2025-02-18,414.1258850097656,414.6499938964844,421.3500061035156,397.1499938964844,416.3500061035156,1117898
2025-02-19,440.6922607421875,441.25,449.20001220703125,411.0,415.0,1573385
2025-02-20,447.8332214355469,448.3999938964844,455.79998779296875,436.3500061035156,440.0,697401
2025-02-21,456.3724365234375,456.95001220703125,459.29998779296875,441.0,448.3999938964844,628343
2025-02-24,446.1354064941406,446.70001220703125,453.70001220703125,436.0,436.0,621263
2025-02-25,433.6012268066406,434.1499938964844,456.3500061035156,432.0,448.0,472552
2025-02-27,421.266845703125,421.79998779296875,437.20001220703125,418.04998779296875,434.95001220703125,382163
2025-02-28,407.7339782714844,408.25,421.0,402.04998779296875,420.0,1152889
2025-03-03,398.09619140625,398.6000061035156,412.45001220703125,384.6000061035156,405.0,1339413
2025-03-04,409.98114013671875,410.5,414.0,391.54998779296875,391.95001220703125,1099505
2025-03-05,433.90087890625,434.45001220703125,436.5,411.0,411.0,1323418
2025-03-06,435.848388671875,436.3999938964844,447.0,433.95001220703125,440.0,524133
2025-03-07,434.2503967285156,434.79998779296875,442.8500061035156,429.6499938964844,434.0,598638
2025-03-10,410.6802673339844,411.20001220703125,443.3500061035156,410.04998779296875,437.0,737083
2025-03-11,405.73651123046875,406.25,413.25,403.54998779296875,405.0,705521
2025-03-12,404.1385192871094,404.6499938964844,416.20001220703125,399.75,409.25,625055
2025-03-13,401.0924072265625,401.6000061035156,412.1000061035156,398.8999938964844,409.54998779296875,618997
2025-03-17,401.49188232421875,402.0,410.45001220703125,400.0,400.04998779296875,719955
2025-03-18,401.49188232421875,402.0,402.0,402.0,402.0,0
2025-03-19,430.60504150390625,431.1499938964844,437.0,422.54998779296875,424.0,967613
2025-03-20,425.9109802246094,426.45001220703125,441.20001220703125,425.1000061035156,435.8999938964844,792061
2025-03-21,440.99188232421875,441.54998779296875,444.0,427.45001220703125,428.70001220703125,812456
2025-03-24,457.47100830078125,458.04998779296875,461.75,443.0,445.0,1000736
2025-03-25,432.3028869628906,432.8500061035156,464.0,430.1499938964844,461.1000061035156,1340736
2025-03-26,423.0146179199219,423.54998779296875,435.70001220703125,421.6499938964844,432.95001220703125,598568
2025-03-27,429.10693359375,429.6499938964844,438.29998779296875,422.29998779296875,426.95001220703125,1983615
2025-03-28,423.8136291503906,424.3500061035156,439.79998779296875,420.25,433.8999938964844,591009
2025-04-01,435.2991027832031,435.8500061035156,439.5,427.0,438.70001220703125,920562
2025-04-02,454.32501220703125,454.8999938964844,474.0,424.5,432.5,6114932
2025-04-03,455.7232360839844,456.29998779296875,467.6000061035156,451.20001220703125,451.20001220703125,1493317
2025-04-04,433.4514465332031,434.0,459.0,430.25,457.0,964363
2025-04-07,411.9286804199219,412.45001220703125,419.0,365.3500061035156,365.3500061035156,1258260
2025-04-08,412.42803955078125,412.95001220703125,431.95001220703125,412.1000061035156,422.3500061035156,596926
2025-04-09,408.13348388671875,408.6499938964844,415.1000061035156,405.0,412.95001220703125,430461
2025-04-11,436.2478942871094,436.79998779296875,439.6000061035156,416.20001220703125,425.3500061035156,2826734
2025-04-15,448.9318542480469,449.5,457.3999938964844,438.6000061035156,444.0,1387526
2025-04-16,443.28900146484375,443.8500061035156,457.54998779296875,442.0,453.3500061035156,908061
2025-04-17,462.4646911621094,463.04998779296875,468.5,443.1000061035156,444.3999938964844,1936237
2025-04-21,478.4444885253906,479.04998779296875,482.3999938964844,461.25,468.29998779296875,2674302
2025-04-22,480.39202880859375,481.0,503.8500061035156,479.0,494.0,4364436
2025-04-23,466.45965576171875,467.04998779296875,484.79998779296875,464.3999938964844,484.0,1360175
2025-04-24,465.4609069824219,466.04998779296875,472.75,463.1000061035156,470.0,773140
2025-04-25,455.1240234375,455.70001220703125,469.8999938964844,442.04998779296875,468.0,1540481
