date_,adj close_suntv.ns,close_suntv.ns,high_suntv.ns,low_suntv.ns,open_suntv.ns,volume_suntv.ns
2025-04-25,629.2687377929688,639.0499877929688,661.6500244140625,633.0499877929688,659.9500122070312,209691
2025-04-28,633.9459838867188,643.7999877929688,647.5,629.2999877929688,639.0499877929688,142565
2025-04-29,634.4383544921875,644.2999877929688,652.3499755859375,640.2000122070312,647.0,91327
2025-04-30,611.3965454101562,620.9000244140625,643.7999877929688,615.1500244140625,640.0,199209
2025-05-02,611.2488403320312,620.75,628.7000122070312,617.2000122070312,623.2000122070312,114193
2025-05-05,613.21826171875,622.75,636.9500122070312,618.5999755859375,634.0,113052
2025-05-06,603.1251220703125,612.5,629.0,606.1500244140625,622.0,193209
2025-05-07,588.0100708007812,597.1500244140625,608.5999755859375,586.4000244140625,602.0,393467
2025-05-08,586.4837646484375,595.5999755859375,605.7999877929688,592.7000122070312,603.0,179769
2025-05-09,589.7825317382812,598.9500122070312,604.8499755859375,580.0,580.0,167947
2025-05-12,607.8516235351562,617.2999877929688,618.8499755859375,605.7000122070312,610.0,242951
2025-05-13,610.8056640625,620.2999877929688,621.7999877929688,610.0,620.0,189800
2025-05-14,613.661376953125,623.2000122070312,628.5,616.7999877929688,624.0,185542
2025-05-15,620.6526489257812,630.2999877929688,631.5,620.2000122070312,625.75,164408
2025-05-16,619.5695190429688,629.2000122070312,638.4500122070312,626.1500244140625,630.0,99716
2025-05-19,626.3638916015625,636.0999755859375,647.5499877929688,630.5999755859375,632.5999755859375,191908
2025-05-20,622.03125,631.7000122070312,643.9000244140625,625.0,636.0999755859375,399704
2025-05-21,631.7796630859375,641.5999755859375,642.5,626.1500244140625,635.5,149993
2025-05-22,625.6746215820312,635.4000244140625,646.0,631.0,639.0,113747
2025-05-23,623.7052001953125,633.4000244140625,641.7000122070312,630.5,631.0,77256
2025-05-26,623.8529052734375,633.5499877929688,637.2000122070312,629.2999877929688,633.4000244140625,62556
2025-05-27,621.6373291015625,631.2999877929688,638.0,628.0,635.5,64248
2025-05-28,621.883544921875,631.5499877929688,639.2999877929688,626.25,628.7000122070312,101537
2025-05-29,631.9274291992188,641.75,643.7999877929688,631.25,635.3499755859375,108986
2025-05-30,620.0126342773438,629.6500244140625,643.2999877929688,627.0,643.0,106499
2025-06-02,628.5301513671875,638.2999877929688,645.2999877929688,616.75,624.0999755859375,238183
2025-06-03,622.9667358398438,632.6500244140625,641.3499755859375,630.0,639.8499755859375,82309
2025-06-04,620.9480590820312,630.5999755859375,640.0,628.0999755859375,640.0,202332
2025-06-05,610.2149658203125,619.7000122070312,633.25,602.5,633.0,108435
2025-06-06,605.4390869140625,614.8499755859375,622.6500244140625,610.5999755859375,620.0,163218
2025-06-09,616.4677124023438,626.0499877929688,627.9500122070312,616.0,617.0,82259
2025-06-10,617.452392578125,627.0499877929688,649.9000244140625,623.0999755859375,635.0499877929688,1027524
2025-06-11,615.0891723632812,624.6500244140625,630.5,621.0999755859375,630.0,184722
2025-06-12,621.3419189453125,631.0,647.4500122070312,625.0,625.0,623271
2025-06-13,609.8209838867188,619.2999877929688,635.0,615.2999877929688,627.0,208483
2025-06-16,613.1198120117188,622.6500244140625,625.5999755859375,611.2999877929688,617.0999755859375,105039
2025-06-17,616.4677124023438,626.0499877929688,632.9000244140625,619.5999755859375,620.0999755859375,261390
2025-06-18,609.6240844726562,619.0999755859375,627.75,617.0,621.0,88093
2025-06-19,602.780517578125,612.1500244140625,619.9500122070312,604.7000122070312,615.0,103330
2025-06-20,598.4970092773438,607.7999877929688,614.7999877929688,580.0,598.0,1386266
2025-06-23,590.7179565429688,599.9000244140625,609.2000122070312,595.0,604.7000122070312,215825
2025-06-24,588.453125,597.5999755859375,607.4000244140625,594.5,600.0499877929688,188250
2025-06-25,584.4651489257812,593.5499877929688,602.0,592.1500244140625,597.0999755859375,201545
2025-06-26,580.8217163085938,589.8499755859375,600.0,588.0499877929688,599.0,183798
2025-06-27,589.3886108398438,598.5499877929688,601.5,590.0999755859375,592.0,258295
2025-06-30,589.2409057617188,598.4000244140625,603.0,596.2999877929688,598.5499877929688,106429
2025-07-01,585.6467895507812,594.75,603.0,593.0499877929688,597.0,94027
2025-07-02,580.969482421875,590.0,598.7000122070312,583.75,595.3499755859375,190787
2025-07-03,581.4618530273438,590.5,595.4000244140625,586.0499877929688,595.4000244140625,140397
2025-07-04,580.969482421875,590.0,594.4000244140625,585.5,594.4000244140625,210101
2025-07-07,571.1717529296875,580.0499877929688,594.0,576.0,594.0,282832
2025-07-08,564.475830078125,573.25,584.9500122070312,572.0,584.9500122070312,232856
2025-07-09,561.0294799804688,569.75,587.4000244140625,567.0499877929688,580.1500244140625,702816
2025-07-10,558.2722778320312,566.9500122070312,575.2000122070312,562.25,571.9500122070312,364916
2025-07-11,557.8291625976562,566.5,570.0,562.5,570.0,250706
2025-07-14,563.934326171875,572.7000122070312,574.25,561.5999755859375,567.0499877929688,314423
2025-07-15,560.4386596679688,569.1500244140625,576.4500122070312,565.0,574.9500122070312,329458
2025-07-16,566.9376220703125,575.75,580.0,564.0499877929688,569.7000122070312,484599
2025-07-17,567.6268920898438,576.4500122070312,580.0,575.0499877929688,578.0,122300
2025-07-18,566.9376220703125,575.75,581.2000122070312,565.75,577.0499877929688,240731
2025-07-21,582.6434936523438,591.7000122070312,593.0,571.8499755859375,576.3499755859375,525654
2025-07-22,577.4246215820312,586.4000244140625,614.0,584.0499877929688,593.9500122070312,852039
2025-07-23,583.0866088867188,592.1500244140625,592.9500122070312,582.7000122070312,586.4000244140625,193159
2025-07-24,577.3261108398438,586.2999877929688,594.4000244140625,583.0499877929688,592.1500244140625,147383
2025-07-25,567.0360107421875,575.8499755859375,586.0,575.0,586.0,88334
2025-07-28,558.8630981445312,567.5499877929688,577.9500122070312,565.0,575.8499755859375,133376
2025-07-29,565.411376953125,574.2000122070312,575.75,561.6500244140625,568.1500244140625,133253
2025-07-30,559.158447265625,567.8499755859375,578.4000244140625,565.0499877929688,575.0,83031
2025-07-31,554.2349853515625,562.8499755859375,570.9000244140625,560.0499877929688,564.0499877929688,233372
2025-08-01,552.3641357421875,560.9500122070312,569.4000244140625,560.2999877929688,566.0,91974
2025-08-04,556.844482421875,565.5,569.0,558.0999755859375,562.0,81800
2025-08-05,554.530517578125,563.1500244140625,568.8499755859375,560.0,568.75,79326
2025-08-06,549.2623291015625,557.7999877929688,568.25,554.1500244140625,563.0,115940
2025-08-07,552.0194702148438,560.5999755859375,563.1500244140625,550.0499877929688,557.9000244140625,119119
2025-08-08,541.1878662109375,549.5999755859375,565.0,546.75,560.5999755859375,286749
2025-08-11,559.207763671875,567.9000244140625,591.8499755859375,546.6500244140625,551.0499877929688,1159118
2025-08-12,568.0700073242188,576.9000244140625,585.0,571.0,571.0,419523
2025-08-13,582.2742309570312,586.2000122070312,589.9500122070312,578.0,583.0,367591
2025-08-14,571.0001831054688,574.8499755859375,592.7999877929688,572.0,592.0,305427
2025-08-18,576.6620483398438,580.5499877929688,585.0999755859375,572.6500244140625,577.0,227082
2025-08-19,578.5989990234375,582.5,583.7999877929688,577.0999755859375,580.25,136370
2025-08-20,576.2150268554688,580.0999755859375,586.6500244140625,577.9000244140625,582.5,96575
2025-08-21,572.4901733398438,576.3499755859375,583.1500244140625,570.6500244140625,580.6500244140625,86699
2025-08-22,569.2619018554688,573.0999755859375,579.1500244140625,571.4500122070312,579.0499877929688,52366
2025-08-25,564.7920532226562,568.5999755859375,574.9000244140625,567.0499877929688,573.0999755859375,74980
2025-08-26,551.4321899414062,555.1500244140625,574.0,553.0999755859375,568.4000244140625,264314
2025-08-28,548.9489135742188,552.6500244140625,557.2999877929688,550.2000122070312,552.5,103538
2025-08-29,539.8601684570312,543.5,552.0,531.0999755859375,549.9000244140625,903157
2025-09-01,541.2011108398438,544.8499755859375,556.75,543.5999755859375,555.0,291085
2025-09-02,563.6001586914062,567.4000244140625,581.7999877929688,549.0,549.0,1185205
2025-09-03,557.5409545898438,561.2999877929688,571.9500122070312,559.3499755859375,567.5,128350
2025-09-04,556.051025390625,559.7999877929688,570.5999755859375,557.6500244140625,568.0,204718
2025-09-05,552.574462890625,556.2999877929688,561.7000122070312,554.1500244140625,560.0,83403
2025-09-08,548.402587890625,552.0999755859375,561.25,547.8499755859375,556.9500122070312,116249
2025-09-09,555.3060302734375,559.0499877929688,565.4000244140625,552.2999877929688,555.7000122070312,322800
2025-09-10,551.978515625,555.7000122070312,572.0,554.1500244140625,564.0,200482
2025-09-11,556.4483642578125,560.2000122070312,565.9000244140625,557.9500122070312,557.9500122070312,367607
2025-09-12,552.3757934570312,556.0999755859375,569.7999877929688,555.2999877929688,560.0,150687
2025-09-15,549.6441650390625,553.3499755859375,562.0,552.0,556.0,229170
2025-09-16,552.9718017578125,556.7000122070312,561.2000122070312,552.2000122070312,554.3499755859375,261823
2025-09-17,556.2496948242188,560.0,563.3499755859375,555.9000244140625,559.3499755859375,144490
2025-09-18,555.9517211914062,559.7000122070312,563.9500122070312,555.5499877929688,562.0,163149
2025-09-19,553.7664184570312,557.5,566.7000122070312,556.3499755859375,559.9000244140625,159451
2025-09-22,549.793212890625,553.5,562.2999877929688,552.5499877929688,558.9500122070312,123208
2025-09-23,544.3300170898438,548.0,558.3499755859375,544.4500122070312,558.3499755859375,137534
2025-09-24,539.4132080078125,543.0499877929688,550.8499755859375,542.1500244140625,549.9000244140625,110957
2025-09-25,531.814453125,535.4000244140625,545.5999755859375,531.0,544.4000244140625,118771
2025-09-26,520.242431640625,523.75,536.7999877929688,518.0499877929688,536.0,252042
2025-09-29,523.6693725585938,527.2000122070312,535.5999755859375,522.1500244140625,524.9500122070312,923095
2025-09-30,519.9444580078125,523.4500122070312,535.4000244140625,518.5499877929688,522.0,684817
2025-10-01,598.8624267578125,602.9000244140625,616.7999877929688,528.5999755859375,528.5999755859375,12349850
2025-10-03,573.9304809570312,577.7999877929688,587.7999877929688,561.7999877929688,585.5,3114952
2025-10-06,574.824462890625,578.7000122070312,581.4000244140625,564.5499877929688,576.75,700554
2025-10-07,579.8406372070312,583.75,588.25,571.25,576.9000244140625,341258
2025-10-08,566.6793823242188,570.5,585.0,568.0499877929688,584.2000122070312,213111
2025-10-09,574.4271240234375,578.2999877929688,580.0,563.9000244140625,570.5,321214
2025-10-10,573.7318115234375,577.5999755859375,579.0,572.5,575.4500122070312,207246
2025-10-13,577.8043823242188,581.7000122070312,588.1500244140625,570.5,577.0,287683
2025-10-14,567.1263427734375,570.9500122070312,585.9500122070312,568.7999877929688,581.7000122070312,102544
2025-10-15,559.179931640625,562.9500122070312,573.1500244140625,551.2000122070312,570.6500244140625,472533
2025-10-16,566.2820434570312,570.0999755859375,571.0,560.7000122070312,566.0999755859375,110803
2025-10-17,563.94775390625,567.75,571.3499755859375,560.4000244140625,570.0,245948
2025-10-20,560.81884765625,564.5999755859375,572.0,563.2000122070312,572.0,65826
2025-10-21,563.699462890625,567.5,569.0499877929688,564.2000122070312,564.2000122070312,15154
2025-10-23,564.8914184570312,568.7000122070312,577.0,563.5,567.5,297253
2025-10-24,555.3060302734375,559.0499877929688,569.7000122070312,554.0999755859375,569.7000122070312,272578
2025-10-27,552.3261108398438,556.0499877929688,560.0,551.7000122070312,560.0,126165
2025-10-28,556.2496948242188,560.0,561.9500122070312,554.4000244140625,556.0499877929688,123354
2025-10-29,572.8875122070312,576.75,579.0,556.2000122070312,560.0999755859375,431682
2025-10-30,563.6497802734375,567.4500122070312,576.5499877929688,563.0,576.5499877929688,188559
2025-10-31,558.03759765625,561.7999877929688,569.0,560.0499877929688,569.0,115432
2025-11-03,560.222900390625,564.0,567.7000122070312,559.0499877929688,561.0999755859375,71221
2025-11-04,557.888671875,561.6500244140625,569.9500122070312,557.6500244140625,565.0,123369
2025-11-05,557.888671875,561.6500244140625,561.6500244140625,561.6500244140625,561.6500244140625,0
2025-11-06,545.2240600585938,548.9000244140625,570.7000122070312,546.4000244140625,566.0999755859375,209849
2025-11-07,550.5382080078125,554.25,556.0,544.0499877929688,548.9000244140625,142049
2025-11-10,551.183837890625,554.9000244140625,557.9000244140625,550.0,554.9000244140625,115596
2025-11-11,555.0576782226562,558.7999877929688,559.5999755859375,548.0,556.0,162861
2025-11-12,560.3222045898438,564.0999755859375,566.0,553.9000244140625,558.9500122070312,185247
2025-11-13,560.3222045898438,564.0999755859375,568.9500122070312,560.0,568.7999877929688,129387
2025-11-14,559.2792358398438,563.0499877929688,567.5499877929688,558.9000244140625,567.0499877929688,143993
2025-11-17,567.3250122070312,571.1500244140625,578.0,561.9000244140625,574.0,370849
2025-11-18,555.3060302734375,559.0499877929688,574.0,556.0999755859375,574.0,124180
2025-11-19,556.2000122070312,559.9500122070312,562.5999755859375,553.9500122070312,562.5999755859375,113194
2025-11-20,537.0999755859375,537.0999755859375,558.4500122070312,534.6500244140625,556.0,559273
2025-11-21,536.6500244140625,536.6500244140625,538.7999877929688,533.2999877929688,537.0,129658
2025-11-24,542.1500244140625,542.1500244140625,543.0,534.7999877929688,537.0,151688
2025-11-25,542.9000244140625,542.9000244140625,543.75,537.1500244140625,540.0,96967
2025-11-26,548.0499877929688,548.0499877929688,551.0,539.0,543.9500122070312,157509
2025-11-27,566.8499755859375,566.8499755859375,569.9000244140625,549.25,549.7000122070312,652642
2025-11-28,555.6500244140625,555.6500244140625,572.0,551.9500122070312,567.0,316014
2025-12-01,553.5499877929688,553.5499877929688,563.7999877929688,551.8499755859375,557.0999755859375,99100
2025-12-02,562.7999877929688,562.7999877929688,573.0,549.3499755859375,553.0499877929688,219224
2025-12-03,551.5999755859375,551.5999755859375,559.6500244140625,548.0,557.25,112113
2025-12-04,553.75,553.75,555.0,548.7999877929688,550.0,81556
2025-12-05,548.5999755859375,548.5999755859375,553.4000244140625,546.2999877929688,551.0999755859375,110700
2025-12-08,546.5499877929688,546.5499877929688,554.4000244140625,543.0999755859375,549.0999755859375,170549
2025-12-09,557.25,557.25,562.3499755859375,533.7999877929688,541.8499755859375,290080
2025-12-10,552.8499755859375,552.8499755859375,557.2000122070312,547.2000122070312,556.4500122070312,210183
2025-12-11,559.0499877929688,559.0499877929688,561.3499755859375,548.9500122070312,549.0,177877
2025-12-12,562.5,562.5,564.9000244140625,558.4000244140625,562.0,74822
2025-12-15,576.25,576.25,577.4000244140625,557.4000244140625,559.75,320430
2025-12-16,557.25,557.25,579.1500244140625,554.75,579.0,209262
2025-12-17,551.8499755859375,551.8499755859375,557.7000122070312,550.0499877929688,557.0,98087
2025-12-18,548.1500244140625,548.1500244140625,554.0,545.1500244140625,551.0999755859375,71962
2025-12-19,543.0,543.0,557.4000244140625,539.5999755859375,551.25,313614
2025-12-22,557.0,557.0,559.5,544.9500122070312,545.6500244140625,99577
2025-12-23,566.25,566.25,568.0,552.4000244140625,557.0,178395
2025-12-24,576.0,576.0,577.9500122070312,562.5499877929688,567.0,328702
2025-12-26,572.0999755859375,572.0999755859375,581.9000244140625,570.0,574.5999755859375,234280
2025-12-29,577.3499755859375,577.3499755859375,585.0,556.7000122070312,572.0999755859375,404933
2025-12-30,575.2000122070312,575.2000122070312,592.5499877929688,568.3499755859375,572.2000122070312,873098
2025-12-31,587.5499877929688,587.5499877929688,590.4000244140625,575.4000244140625,575.4000244140625,200689
2026-01-01,587.1500244140625,587.1500244140625,602.0,580.2000122070312,592.5999755859375,545260
2026-01-02,582.8499755859375,582.8499755859375,589.9500122070312,580.0499877929688,587.0,130964
2026-01-05,585.2000122070312,585.2000122070312,588.0,580.0,580.9000244140625,135915
2026-01-06,578.7999877929688,578.7999877929688,588.0,573.4500122070312,588.0,254418
2026-01-07,558.9000244140625,558.9000244140625,578.0,557.0,578.0,331191
2026-01-08,567.0499877929688,567.0499877929688,574.9000244140625,559.2999877929688,560.0,200488
2026-01-09,556.9000244140625,556.9000244140625,566.4000244140625,554.0999755859375,566.0,105182
2026-01-12,558.2999877929688,558.2999877929688,568.0,543.2000122070312,551.2000122070312,166329
2026-01-13,557.0,557.0,564.0,554.0,558.2999877929688,83318
2026-01-14,553.5,553.5,557.5,551.0499877929688,552.0,106709
2026-01-15,553.5,553.5,553.5,553.5,553.5,0
2026-01-16,548.0499877929688,548.0499877929688,556.3499755859375,544.0499877929688,551.0,92774
