date_,adj close_sundrmfast.ns,close_sundrmfast.ns,high_sundrmfast.ns,low_sundrmfast.ns,open_sundrmfast.ns,volume_sundrmfast.ns
2024-02-15,1073.866455078125,1089.5999755859375,1105.0,1035.0,1093.0999755859375,155123
2024-02-16,1084.70751953125,1100.5999755859375,1105.0,1075.1500244140625,1096.0,122451
2024-02-19,1087.0238037109375,1102.949951171875,1119.949951171875,1087.550048828125,1103.449951171875,56679
2024-02-20,1077.3160400390625,1093.0999755859375,1107.550048828125,1088.0,1102.0,26850
2024-02-21,1094.9573974609375,1111.0,1122.0,1093.1500244140625,1096.0999755859375,42727
2024-02-22,1093.03564453125,1109.050048828125,1117.75,1101.0,1115.0,31513
2024-02-23,1083.6234130859375,1099.5,1114.4000244140625,1089.5,1104.550048828125,88321
2024-02-26,1080.568359375,1096.4000244140625,1124.699951171875,1061.0,1098.800048828125,77796
2024-02-27,1082.736572265625,1098.5999755859375,1120.800048828125,1064.5999755859375,1096.75,63499
2024-02-28,1057.4569091796875,1072.949951171875,1098.949951171875,1060.0999755859375,1096.199951171875,53464
2024-02-29,1055.0423583984375,1070.5,1082.199951171875,1051.4000244140625,1072.949951171875,154514
2024-03-01,1081.208984375,1097.050048828125,1100.0,1066.699951171875,1074.0,49243
2024-03-04,1047.3057861328125,1062.6500244140625,1098.3499755859375,1058.050048828125,1096.0,51326
2024-03-05,1018.4780883789062,1033.4000244140625,1068.199951171875,1021.0,1062.0,162281
2024-03-06,1022.22314453125,1037.199951171875,1045.75,1015.0999755859375,1035.0,104345
2024-03-07,1022.9623413085938,1037.949951171875,1055.0,1026.0999755859375,1038.0,192681
2024-03-11,1046.763671875,1062.0999755859375,1067.300048828125,1005.2999877929688,1039.0,147592
2024-03-12,1045.3839111328125,1060.699951171875,1072.0,1032.5999755859375,1058.0,66175
2024-03-13,1012.9589233398438,1027.800048828125,1054.4000244140625,1016.0,1052.0,114651
2024-03-14,1018.3301391601562,1033.25,1048.0,1016.8499755859375,1034.9000244140625,201997
2024-03-15,1003.1525268554688,1017.8499755859375,1059.449951171875,1003.0499877929688,1040.0,246629
2024-03-18,1007.2919311523438,1022.0499877929688,1072.0,1013.5499877929688,1018.0,64174
2024-03-19,1017.4925537109375,1032.4000244140625,1036.949951171875,1020.5,1022.75,115030
2024-03-20,1001.1814575195312,1015.8499755859375,1033.699951171875,1009.2000122070312,1030.0,67920
2024-03-21,1011.0863647460938,1025.9000244140625,1030.1500244140625,1017.2000122070312,1018.0,121847
2024-03-22,1024.5391845703125,1039.550048828125,1047.9000244140625,1022.25,1026.0,74105
2024-03-26,1025.0814208984375,1040.0999755859375,1046.4000244140625,1032.050048828125,1038.050048828125,56117
2024-03-27,1046.9114990234375,1062.25,1069.949951171875,1028.300048828125,1040.0,99211
2024-03-28,1077.8087158203125,1093.5999755859375,1108.8499755859375,1042.949951171875,1063.75,129494
2024-04-01,1076.0347900390625,1091.800048828125,1109.800048828125,1075.0999755859375,1093.5999755859375,394919
2024-04-02,1072.1417236328125,1087.8499755859375,1117.4000244140625,1082.449951171875,1091.0,238383
2024-04-03,1068.8399658203125,1084.5,1104.0,1078.550048828125,1090.0,93381
2024-04-04,1067.8546142578125,1083.5,1101.0,1072.0,1088.949951171875,128407
2024-04-05,1068.298095703125,1083.949951171875,1103.949951171875,1078.0,1082.800048828125,74224
2024-04-08,1088.69921875,1104.6500244140625,1121.0,1090.0,1090.0,94503
2024-04-09,1129.008544921875,1145.550048828125,1155.0,1106.5,1110.050048828125,645230
2024-04-10,1110.0858154296875,1126.3499755859375,1164.9000244140625,1120.0999755859375,1151.0,86801
2024-04-12,1109.001708984375,1125.25,1142.0,1120.0,1132.25,295527
2024-04-15,1098.5548095703125,1114.6500244140625,1144.5999755859375,1101.949951171875,1123.6500244140625,58376
2024-04-16,1084.2642822265625,1100.1500244140625,1134.4000244140625,1100.0,1114.800048828125,315659
2024-04-18,1092.099365234375,1108.0999755859375,1140.0,1103.0,1105.9000244140625,130648
2024-04-19,1074.9998779296875,1090.75,1119.1500244140625,1079.0,1113.6500244140625,253996
2024-04-22,1052.33203125,1067.75,1102.75,1065.5,1096.5,93825
2024-04-23,1055.0916748046875,1070.550048828125,1088.4000244140625,1064.949951171875,1079.050048828125,32622
2024-04-24,1035.873291015625,1051.050048828125,1080.9000244140625,1048.550048828125,1080.050048828125,754670
2024-04-25,1038.928466796875,1054.1500244140625,1069.9000244140625,1050.1500244140625,1055.5,859725
2024-04-26,1087.2208251953125,1103.1500244140625,1110.0,1056.050048828125,1056.050048828125,157411
2024-04-29,1087.614990234375,1103.550048828125,1119.6500244140625,1085.550048828125,1110.4000244140625,56320
2024-04-30,1100.821533203125,1116.949951171875,1134.75,1104.050048828125,1106.8499755859375,304430
2024-05-02,1117.132568359375,1133.5,1139.050048828125,1117.75,1127.1500244140625,69112
2024-05-03,1119.202392578125,1135.5999755859375,1144.1500244140625,1125.0,1136.800048828125,117990
2024-05-06,1133.6407470703125,1150.25,1154.0,1138.0,1141.300048828125,61874
2024-05-07,1110.03662109375,1126.300048828125,1151.0,1115.199951171875,1150.25,124733
2024-05-08,1133.0986328125,1149.699951171875,1152.0,1128.949951171875,1131.199951171875,29536
2024-05-09,1126.150634765625,1142.6500244140625,1174.0,1135.25,1151.4000244140625,243402
2024-05-10,1118.019775390625,1134.4000244140625,1150.699951171875,1130.5,1148.25,104309
2024-05-13,1118.3646240234375,1134.75,1154.949951171875,1120.199951171875,1139.3499755859375,389963
2024-05-14,1126.98828125,1143.5,1153.5999755859375,1125.0,1135.0,238975
2024-05-15,1193.2178955078125,1210.699951171875,1225.0,1135.75,1147.800048828125,315202
2024-05-16,1168.184814453125,1185.300048828125,1213.6500244140625,1167.0999755859375,1210.9000244140625,64778
2024-05-17,1187.15673828125,1204.550048828125,1209.300048828125,1178.0,1183.5,40204
2024-05-21,1162.172607421875,1179.199951171875,1197.050048828125,1172.25,1193.0,38049
2024-05-22,1165.7208251953125,1182.800048828125,1190.0,1165.050048828125,1180.0,34414
2024-05-23,1138.9627685546875,1155.6500244140625,1181.75,1151.0,1175.1500244140625,46992
2024-05-24,1143.052978515625,1159.800048828125,1175.0,1144.75,1157.800048828125,79328
2024-05-27,1135.0206298828125,1151.6500244140625,1185.050048828125,1145.9000244140625,1166.5999755859375,34399
2024-05-28,1137.6815185546875,1154.3499755859375,1170.0,1145.800048828125,1158.0,166892
2024-05-29,1134.1334228515625,1150.75,1181.800048828125,1146.0,1156.5999755859375,86537
2024-05-30,1140.3426513671875,1157.050048828125,1169.9000244140625,1150.0999755859375,1154.75,163121
2024-05-31,1174.147216796875,1191.3499755859375,1223.800048828125,1158.550048828125,1162.8499755859375,1378140
2024-06-03,1211.6510009765625,1225.0999755859375,1285.949951171875,1200.3499755859375,1285.6500244140625,216472
2024-06-04,1187.37060546875,1200.550048828125,1225.0,1185.300048828125,1224.949951171875,443462
2024-06-05,1208.9312744140625,1222.3499755859375,1249.949951171875,1184.949951171875,1190.0,200498
2024-06-06,1232.37109375,1246.050048828125,1264.550048828125,1225.0,1225.199951171875,311174
2024-06-07,1240.233642578125,1254.0,1263.0,1235.0,1251.0,66827
2024-06-10,1241.2227783203125,1255.0,1290.0,1248.550048828125,1260.199951171875,45446
2024-06-11,1245.4261474609375,1259.25,1273.949951171875,1253.3499755859375,1261.5999755859375,201320
2024-06-12,1265.7999267578125,1279.8499755859375,1282.5999755859375,1259.3499755859375,1261.5,160001
2024-06-13,1277.22314453125,1291.4000244140625,1319.5999755859375,1269.800048828125,1286.050048828125,353985
2024-06-14,1274.89892578125,1289.050048828125,1306.0,1282.1500244140625,1299.25,232512
2024-06-18,1277.4210205078125,1291.5999755859375,1338.0,1284.199951171875,1299.0,547408
2024-06-19,1266.4923095703125,1280.550048828125,1310.0,1271.5,1296.5999755859375,84811
2024-06-20,1285.728759765625,1300.0,1317.0,1282.9000244140625,1282.9000244140625,321484
2024-06-21,1278.756103515625,1292.949951171875,1321.8499755859375,1285.550048828125,1305.5,205661
2024-06-24,1315.2510986328125,1329.8499755859375,1358.9000244140625,1293.699951171875,1299.800048828125,267426
2024-06-25,1335.2293701171875,1350.050048828125,1364.1500244140625,1337.199951171875,1340.0,161706
2024-06-26,1326.080810546875,1340.800048828125,1396.0,1338.0999755859375,1354.0,220821
2024-06-27,1318.4654541015625,1333.0999755859375,1380.0,1326.699951171875,1342.449951171875,207009
2024-06-28,1338.1964111328125,1353.050048828125,1385.0,1336.9000244140625,1339.5999755859375,161008
2024-07-01,1342.30078125,1357.199951171875,1373.6500244140625,1322.3499755859375,1322.3499755859375,118268
2024-07-02,1377.4111328125,1392.699951171875,1408.4000244140625,1353.199951171875,1364.300048828125,327568
2024-07-03,1407.724609375,1423.3499755859375,1428.949951171875,1395.9000244140625,1395.949951171875,168862
2024-07-04,1390.6640625,1406.0999755859375,1436.3499755859375,1400.199951171875,1425.0,73790
2024-07-05,1392.1475830078125,1407.5999755859375,1431.949951171875,1401.0,1413.5,100410
2024-07-08,1391.850830078125,1407.300048828125,1425.949951171875,1391.5999755859375,1409.3499755859375,108706
2024-07-09,1375.432861328125,1390.699951171875,1420.699951171875,1386.4000244140625,1407.0,90323
2024-07-10,1378.053955078125,1393.3499755859375,1422.949951171875,1390.0,1395.75,64142
2024-07-11,1374.88916015625,1390.1500244140625,1430.0,1383.800048828125,1396.800048828125,102993
2024-07-12,1381.960693359375,1397.300048828125,1408.9000244140625,1384.949951171875,1392.0,33146
2024-07-15,1366.5318603515625,1381.699951171875,1409.1500244140625,1375.1500244140625,1404.300048828125,39668
2024-07-16,1366.5318603515625,1381.699951171875,1399.8499755859375,1365.0,1386.800048828125,49721
2024-07-18,1385.916748046875,1401.300048828125,1505.949951171875,1378.800048828125,1381.0,780881
2024-07-19,1362.625244140625,1377.75,1400.0,1368.449951171875,1400.0,582583
2024-07-22,1379.38916015625,1394.699951171875,1403.699951171875,1367.449951171875,1377.75,87587
2024-07-23,1379.53759765625,1394.8499755859375,1429.75,1372.550048828125,1394.699951171875,98908
2024-07-24,1388.6859130859375,1404.0999755859375,1442.199951171875,1399.6500244140625,1400.949951171875,52408
2024-07-25,1398.328857421875,1413.8499755859375,1424.1500244140625,1402.0,1402.300048828125,43731
2024-07-26,1404.3125,1419.9000244140625,1432.3499755859375,1408.9000244140625,1411.0,47688
2024-07-29,1410.79052734375,1426.449951171875,1457.9000244140625,1420.0,1428.0,87691
2024-07-30,1409.8509521484375,1425.5,1449.0,1422.0,1433.5999755859375,72024
2024-07-31,1386.262939453125,1401.6500244140625,1433.0,1388.949951171875,1429.0,108186
2024-08-01,1382.9990234375,1398.3499755859375,1450.0,1384.0999755859375,1424.0,212396
2024-08-02,1380.7244873046875,1396.050048828125,1418.0999755859375,1380.300048828125,1398.1500244140625,56833
2024-08-05,1354.0208740234375,1369.050048828125,1396.0,1361.25,1385.0,101297
2024-08-06,1339.9766845703125,1354.8499755859375,1396.949951171875,1349.0,1362.0,29867
2024-08-07,1360.8448486328125,1375.949951171875,1380.949951171875,1342.5,1362.0,15612
2024-08-08,1344.42724609375,1359.3499755859375,1411.300048828125,1353.0,1379.300048828125,61009
2024-08-09,1338.0479736328125,1352.9000244140625,1370.949951171875,1340.0,1364.300048828125,102092
2024-08-12,1316.388427734375,1331.0,1361.9000244140625,1328.300048828125,1352.949951171875,27564
2024-08-13,1332.7568359375,1347.550048828125,1369.9000244140625,1325.199951171875,1369.9000244140625,73603
2024-08-14,1348.7789306640625,1363.75,1369.9000244140625,1326.0,1349.9000244140625,52684
2024-08-16,1325.3885498046875,1340.0999755859375,1376.949951171875,1333.1500244140625,1361.6500244140625,76095
2024-08-19,1341.2623291015625,1356.1500244140625,1374.8499755859375,1332.0,1345.0,42589
2024-08-20,1348.086669921875,1363.050048828125,1370.0,1340.0,1357.0,65865
2024-08-21,1333.1522216796875,1347.949951171875,1362.699951171875,1327.699951171875,1355.5999755859375,60571
2024-08-22,1326.67431640625,1341.4000244140625,1349.199951171875,1318.0,1330.0,50737
2024-08-23,1328.0589599609375,1342.800048828125,1350.0,1331.0999755859375,1344.699951171875,52806
2024-08-26,1357.3834228515625,1372.449951171875,1375.0,1340.0,1345.0,125164
2024-08-27,1355.3558349609375,1370.4000244140625,1393.050048828125,1364.300048828125,1379.699951171875,37689
2024-08-28,1346.5040283203125,1361.449951171875,1376.25,1343.0,1373.800048828125,71597
2024-08-29,1328.45458984375,1343.199951171875,1367.3499755859375,1331.5,1364.800048828125,36968
2024-08-30,1337.899658203125,1352.75,1380.0,1334.550048828125,1346.9000244140625,81962
2024-09-02,1327.119384765625,1341.8499755859375,1370.199951171875,1332.1500244140625,1360.0,33470
2024-09-03,1328.5535888671875,1343.300048828125,1348.9000244140625,1323.0,1341.9000244140625,45310
2024-09-04,1328.9984130859375,1343.75,1349.0,1325.0,1345.0,68206
2024-09-05,1362.0318603515625,1377.1500244140625,1396.0,1339.4000244140625,1348.300048828125,80262
2024-09-06,1369.4989013671875,1384.699951171875,1415.0,1375.0,1377.0,101593
2024-09-09,1374.8397216796875,1390.0999755859375,1398.199951171875,1369.25,1392.0,51202
2024-09-10,1361.537353515625,1376.6500244140625,1400.0,1362.800048828125,1382.5,57317
2024-09-11,1361.0921630859375,1376.199951171875,1388.9000244140625,1365.0999755859375,1379.0,30648
2024-09-12,1359.0152587890625,1374.0999755859375,1403.699951171875,1367.050048828125,1376.199951171875,81501
2024-09-13,1388.8343505859375,1404.25,1411.0999755859375,1378.5,1379.5,62480
2024-09-16,1364.9000244140625,1380.050048828125,1417.699951171875,1375.0999755859375,1404.25,40751
2024-09-17,1361.586669921875,1376.699951171875,1393.25,1369.6500244140625,1380.0999755859375,44083
2024-09-18,1361.4384765625,1376.550048828125,1386.75,1365.050048828125,1378.050048828125,40418
2024-09-19,1398.279541015625,1413.800048828125,1430.0,1371.5,1377.75,115592
2024-09-20,1406.389404296875,1422.0,1444.949951171875,1401.050048828125,1420.0,76211
2024-09-23,1370.834228515625,1386.050048828125,1429.5,1382.0999755859375,1422.0999755859375,64662
2024-09-24,1385.71875,1401.0999755859375,1424.800048828125,1380.0,1384.0,83471
2024-09-25,1384.2352294921875,1399.5999755859375,1411.0,1384.3499755859375,1408.5,32311
2024-09-26,1391.40576171875,1406.8499755859375,1418.449951171875,1394.949951171875,1399.5999755859375,55318
2024-09-27,1380.8726806640625,1396.199951171875,1453.0,1384.4000244140625,1408.5999755859375,150921
2024-09-30,1357.1361083984375,1372.199951171875,1424.949951171875,1364.0,1366.0,89091
2024-10-01,1386.5101318359375,1401.9000244140625,1407.0,1366.0,1374.0,51809
2024-10-03,1371.625244140625,1386.8499755859375,1438.0,1384.0,1389.199951171875,119898
2024-10-04,1402.8785400390625,1418.449951171875,1423.949951171875,1374.050048828125,1387.3499755859375,70857
2024-10-07,1403.2740478515625,1418.8499755859375,1428.0,1373.0,1418.449951171875,109660
2024-10-08,1426.6148681640625,1442.449951171875,1450.0,1392.0999755859375,1419.949951171875,113148
2024-10-09,1424.439208984375,1440.25,1490.699951171875,1430.0,1453.0,111523
2024-10-10,1432.202880859375,1448.0999755859375,1477.0,1435.6500244140625,1440.0,61272
2024-10-11,1418.5050048828125,1434.25,1454.8499755859375,1428.199951171875,1435.0,19262
2024-10-14,1405.3509521484375,1420.949951171875,1446.949951171875,1410.25,1434.25,31359
2024-10-15,1424.093017578125,1439.9000244140625,1456.449951171875,1410.0,1430.0,98627
2024-10-16,1463.208740234375,1479.449951171875,1497.550048828125,1421.0,1439.9000244140625,147729
2024-10-17,1402.5323486328125,1418.0999755859375,1487.199951171875,1407.25,1486.9000244140625,80182
2024-10-18,1380.130859375,1395.449951171875,1423.9000244140625,1386.0,1410.949951171875,28725
2024-10-21,1378.4495849609375,1393.75,1403.199951171875,1382.8499755859375,1386.0,24775
2024-10-22,1367.0758056640625,1382.25,1399.0,1376.699951171875,1390.0,30342
2024-10-23,1359.658203125,1374.75,1382.25,1333.550048828125,1382.25,40812
2024-10-24,1378.7957763671875,1394.0999755859375,1400.0,1354.449951171875,1382.0,35489
2024-10-25,1352.586669921875,1367.5999755859375,1398.6500244140625,1329.1500244140625,1394.0999755859375,42926
2024-10-28,1292.750732421875,1307.0999755859375,1374.4000244140625,1296.0999755859375,1365.0999755859375,90755
2024-10-29,1314.85546875,1329.449951171875,1338.050048828125,1298.9000244140625,1303.0999755859375,27799
2024-10-30,1317.130126953125,1331.75,1338.75,1314.6500244140625,1320.5,18332
2024-10-31,1330.3336181640625,1345.0999755859375,1367.949951171875,1321.0999755859375,1337.0,40416
2024-11-01,1327.21826171875,1341.949951171875,1362.1500244140625,1321.75,1345.0,10242
2024-11-04,1345.7623291015625,1360.699951171875,1368.0,1330.0,1341.949951171875,83720
2024-11-05,1335.3775634765625,1350.199951171875,1399.9000244140625,1345.050048828125,1355.0,114175
2024-11-06,1328.1083984375,1342.8499755859375,1364.0,1340.25,1354.699951171875,70143
2024-11-07,1304.5201416015625,1319.0,1349.9000244140625,1316.25,1347.0,94293
2024-11-08,1280.5859375,1294.800048828125,1329.0,1286.25,1327.0,42293
2024-11-11,1235.5360107421875,1249.25,1301.300048828125,1247.050048828125,1299.25,57935
2024-11-12,1212.6400146484375,1226.0999755859375,1255.5,1220.0,1253.0,37153
2024-11-13,1185.7880859375,1198.949951171875,1225.9000244140625,1189.3499755859375,1225.199951171875,45488
2024-11-14,1175.4033203125,1188.449951171875,1210.8499755859375,1182.5999755859375,1210.25,35311
2024-11-18,1154.3333740234375,1164.199951171875,1194.949951171875,1161.0,1188.449951171875,42320
2024-11-19,1169.6524658203125,1179.6500244140625,1191.4000244140625,1162.0,1170.300048828125,62473
2024-11-21,1152.4495849609375,1162.300048828125,1190.75,1156.0999755859375,1185.9000244140625,25682
2024-11-22,1141.69140625,1151.449951171875,1168.4000244140625,1141.800048828125,1162.699951171875,61390
2024-11-25,1122.8524169921875,1132.449951171875,1190.3499755859375,1126.550048828125,1175.75,131750
2024-11-26,1137.527099609375,1147.25,1157.800048828125,1135.1500244140625,1137.0,32318
2024-11-27,1140.55126953125,1150.300048828125,1156.9000244140625,1140.3499755859375,1147.300048828125,18136
2024-11-28,1152.7469482421875,1162.5999755859375,1189.949951171875,1146.5,1153.5,40834
2024-11-29,1142.3856201171875,1152.1500244140625,1168.5999755859375,1142.3499755859375,1158.449951171875,44973
2024-12-02,1138.171630859375,1147.9000244140625,1162.449951171875,1141.5,1153.0,25693
2024-12-03,1129.74365234375,1139.4000244140625,1153.9000244140625,1136.25,1147.9000244140625,98698
2024-12-04,1124.488525390625,1134.0999755859375,1150.0,1132.550048828125,1140.5,60384
2024-12-05,1118.73779296875,1128.300048828125,1144.4000244140625,1121.1500244140625,1140.0999755859375,62847
2024-12-06,1122.6541748046875,1132.25,1138.699951171875,1120.25,1134.199951171875,37236
2024-12-09,1171.1893310546875,1181.199951171875,1187.949951171875,1131.9000244140625,1138.199951171875,1005356
2024-12-10,1141.047119140625,1150.800048828125,1199.0,1146.0,1192.6500244140625,204776
2024-12-11,1165.58740234375,1175.550048828125,1184.0,1151.0,1151.0,990560
2024-12-12,1142.930908203125,1152.699951171875,1189.25,1146.0,1179.949951171875,113242
2024-12-13,1139.5101318359375,1149.25,1171.5999755859375,1142.3499755859375,1152.699951171875,67458
2024-12-16,1134.3045654296875,1144.0,1161.0,1133.300048828125,1150.050048828125,49959
2024-12-17,1119.6795654296875,1129.25,1149.0,1120.5,1144.0,70764
2024-12-18,1100.4439697265625,1109.8499755859375,1136.0,1100.5,1136.0,202225
2024-12-19,1113.0859375,1122.5999755859375,1140.0,1099.800048828125,1100.0,94012
2024-12-20,1079.2750244140625,1088.5,1129.1500244140625,1081.050048828125,1124.4000244140625,60352
2024-12-23,1060.485595703125,1069.550048828125,1105.949951171875,1065.0,1097.0,60688
2024-12-24,1062.0224609375,1071.0999755859375,1075.0,1054.8499755859375,1068.0,48251
2024-12-26,1052.9005126953125,1061.9000244140625,1085.949951171875,1051.0,1071.1500244140625,78774
2024-12-27,1064.798828125,1073.9000244140625,1078.0,1056.25,1064.699951171875,83884
2024-12-30,1054.338134765625,1063.3499755859375,1078.0,1053.1500244140625,1073.9000244140625,446525
2024-12-31,1050.2232666015625,1059.199951171875,1070.949951171875,1045.3499755859375,1066.5999755859375,40573
2025-01-01,1036.540283203125,1045.4000244140625,1074.75,1041.0,1061.449951171875,83788
2025-01-02,1052.8509521484375,1061.8499755859375,1066.4000244140625,1043.0,1045.75,94640
2025-01-03,1062.46875,1071.550048828125,1091.699951171875,1057.0999755859375,1064.0,92982
2025-01-06,1038.8206787109375,1047.699951171875,1077.5,1038.050048828125,1072.300048828125,56583
2025-01-07,1048.240234375,1057.199951171875,1061.949951171875,1046.050048828125,1047.699951171875,22339
2025-01-08,1039.7628173828125,1048.6500244140625,1062.800048828125,1035.0999755859375,1054.6500244140625,28432
2025-01-09,1062.518310546875,1071.5999755859375,1078.449951171875,1042.550048828125,1048.6500244140625,59843
2025-01-10,1046.5050048828125,1055.449951171875,1076.699951171875,1043.0,1076.6500244140625,36989
2025-01-13,990.1864624023438,998.6500244140625,1057.0,992.5999755859375,1053.1500244140625,60485
2025-01-14,1020.6262817382812,1029.3499755859375,1035.199951171875,975.0,999.5,29825
2025-01-15,1033.6649169921875,1042.5,1057.699951171875,1016.1500244140625,1016.1500244140625,44140
2025-01-16,1053.495361328125,1062.5,1070.6500244140625,1031.199951171875,1045.0,46143
2025-01-17,1054.139892578125,1063.1500244140625,1069.0,1042.8499755859375,1056.550048828125,33804
2025-01-20,1063.0140380859375,1072.0999755859375,1085.0,1043.75,1060.0,151658
2025-01-21,1058.700927734375,1067.75,1081.9000244140625,1054.6500244140625,1072.449951171875,49771
2025-01-22,1058.700927734375,1067.75,1079.949951171875,1052.5,1070.0,63876
2025-01-23,1071.24365234375,1080.4000244140625,1102.699951171875,1058.0,1067.75,141522
2025-01-24,1034.7059326171875,1043.550048828125,1090.4000244140625,1036.949951171875,1080.0,71808
2025-01-27,999.0606079101562,1007.5999755859375,1043.550048828125,994.75,1040.4000244140625,99853
2025-01-28,967.877197265625,976.1500244140625,1022.6500244140625,969.4500122070312,1022.4000244140625,135126
2025-01-29,988.5009155273438,996.9500122070312,1007.5,971.0,971.0,640476
2025-01-30,990.1864624023438,998.6500244140625,1036.4000244140625,994.75,1002.0,932361
2025-01-31,1035.350341796875,1044.199951171875,1047.1500244140625,992.0499877929688,1002.0,52354
2025-02-01,1040.6551513671875,1049.550048828125,1080.0,1031.0,1036.3499755859375,69271
2025-02-03,1010.5623168945312,1019.2000122070312,1058.0,1013.0499877929688,1048.199951171875,40084
2025-02-04,1015.5695190429688,1024.25,1040.9000244140625,1008.1500244140625,1027.0,240826
2025-02-05,1012.1488037109375,1020.7999877929688,1034.0,1010.0,1025.5,93744
2025-02-06,1036.9368896484375,1045.800048828125,1053.949951171875,1025.0,1030.0999755859375,65714
2025-02-07,1041.6466064453125,1050.550048828125,1059.949951171875,1034.5999755859375,1042.699951171875,46854
2025-02-10,1001.93603515625,1010.5,1059.0,1010.0,1050.550048828125,79755
2025-02-11,991.3763427734375,999.8499755859375,1016.9500122070312,994.0,1006.0999755859375,140195
2025-02-12,972.7852172851562,981.0999755859375,1002.0999755859375,972.2999877929688,995.9000244140625,149934
2025-02-13,973.4296875,981.75,1000.6500244140625,975.5,981.9500122070312,76544
2025-02-14,978.1890258789062,986.5499877929688,992.4500122070312,971.0,976.0,64702
2025-02-17,967.18310546875,975.4500122070312,991.2000122070312,950.0,986.5499877929688,57773
2025-02-18,949.3851928710938,957.5,981.7999877929688,948.0999755859375,976.9500122070312,65799
2025-02-19,968.1251220703125,976.4000244140625,988.0,950.0,950.0,89672
2025-02-20,975.2640380859375,983.5999755859375,990.7000122070312,966.4000244140625,975.0,27408
2025-02-21,961.4818115234375,969.7000122070312,999.0,962.0,983.5999755859375,751366
2025-02-24,952.8555297851562,961.0,979.1500244140625,952.0,965.0,39047
2025-02-25,964.059814453125,972.2999877929688,977.5499877929688,951.0,961.0,76598
2025-02-27,951.864013671875,960.0,973.3499755859375,954.9000244140625,965.0,221731
2025-02-28,925.9852905273438,933.9000244140625,965.0,920.0499877929688,953.0999755859375,98510
2025-03-03,920.9284057617188,928.7999877929688,941.8499755859375,904.0,921.0999755859375,86513
2025-03-04,909.6251220703125,917.4000244140625,933.3499755859375,905.6500244140625,920.25,165580
2025-03-05,913.7398681640625,921.5499877929688,925.1500244140625,912.7000122070312,923.0,38884
2025-03-06,942.0479125976562,950.0999755859375,956.0,928.0,928.0,103758
2025-03-07,942.0975341796875,950.1500244140625,964.0,942.3499755859375,964.0,96846
2025-03-10,941.9487915039062,950.0,975.4000244140625,941.1500244140625,956.3499755859375,1415367
2025-03-11,927.12548828125,935.0499877929688,949.75,931.5999755859375,946.0,30888
2025-03-12,924.200439453125,932.0999755859375,942.3499755859375,921.6500244140625,941.0,34424
2025-03-13,912.2525634765625,920.0499877929688,940.5499877929688,915.75,935.7999877929688,542664
2025-03-17,896.0907592773438,903.75,925.9500122070312,893.1500244140625,920.0499877929688,142454
2025-03-18,896.0907592773438,903.75,903.75,903.75,903.75,0
2025-03-19,916.1195678710938,923.9500122070312,934.0,919.0499877929688,925.0,123906
2025-03-20,929.2077026367188,937.1500244140625,945.8499755859375,920.1500244140625,932.75,65773
2025-03-21,928.662353515625,936.5999755859375,945.7999877929688,926.9500122070312,945.7000122070312,102899
2025-03-24,942.6923828125,950.75,964.5,945.2000122070312,954.0,192815
2025-03-25,937.883544921875,945.9000244140625,959.9000244140625,939.4500122070312,959.8499755859375,112428
2025-03-26,936.8920288085938,944.9000244140625,955.0,938.5999755859375,946.0,107068
2025-03-27,898.569580078125,906.25,951.0,884.0,937.0,836441
