date_,adj close_auropharma.ns,close_auropharma.ns,high_auropharma.ns,low_auropharma.ns,open_auropharma.ns,volume_auropharma.ns
2024-04-19,1082.9847412109375,1087.050048828125,1109.0,1079.0,1109.0,1304443
2024-04-22,1072.22509765625,1076.25,1097.6500244140625,1074.25,1090.25,1267744
2024-04-23,1089.1614990234375,1093.25,1096.449951171875,1077.050048828125,1085.0,1150312
2024-04-24,1079.9959716796875,1084.050048828125,1097.0,1080.800048828125,1095.199951171875,923839
2024-04-25,1099.273681640625,1103.4000244140625,1106.949951171875,1079.0999755859375,1081.050048828125,1642872
2024-04-26,1127.0693359375,1131.300048828125,1137.5,1104.0,1109.0,1511617
2024-04-29,1147.49267578125,1151.800048828125,1156.449951171875,1127.25,1137.0,2471250
2024-04-30,1149.186279296875,1153.5,1175.800048828125,1147.0,1152.800048828125,2442943
2024-05-02,1152.0255126953125,1156.3499755859375,1162.949951171875,1145.5999755859375,1148.0,713707
2024-05-03,1147.3431396484375,1151.6500244140625,1169.5999755859375,1145.0,1159.0999755859375,802670
2024-05-06,1158.8499755859375,1163.199951171875,1172.0,1141.5999755859375,1141.5999755859375,1284525
2024-05-07,1120.145263671875,1124.3499755859375,1170.0,1097.0999755859375,1170.0,1676642
2024-05-08,1131.851318359375,1136.0999755859375,1145.800048828125,1110.300048828125,1123.800048828125,1129812
2024-05-09,1111.129150390625,1115.300048828125,1155.0,1112.1500244140625,1136.0,1442692
2024-05-10,1123.3333740234375,1127.550048828125,1142.9000244140625,1104.25,1115.0,1091418
2024-05-13,1173.196044921875,1177.5999755859375,1185.5,1117.0,1127.5,3504915
2024-05-14,1164.229736328125,1168.5999755859375,1190.199951171875,1152.0,1187.8499755859375,1704299
2024-05-15,1154.0679931640625,1158.4000244140625,1172.949951171875,1152.0,1169.949951171875,1001585
2024-05-16,1155.612060546875,1159.949951171875,1165.050048828125,1145.3499755859375,1160.8499755859375,699002
2024-05-17,1160.693115234375,1165.050048828125,1185.6500244140625,1157.550048828125,1165.0,1301547
2024-05-21,1213.694091796875,1218.25,1227.0,1185.199951171875,1202.3499755859375,2431614
2024-05-22,1218.17724609375,1222.75,1231.8499755859375,1205.6500244140625,1220.0999755859375,1896537
2024-05-23,1225.250732421875,1229.8499755859375,1235.949951171875,1212.949951171875,1228.9000244140625,706992
2024-05-24,1230.4312744140625,1235.050048828125,1245.699951171875,1221.0,1228.5,1220847
2024-05-27,1191.8759765625,1196.3499755859375,1238.699951171875,1191.0,1208.8499755859375,4238829
2024-05-28,1216.433837890625,1221.0,1226.0999755859375,1204.25,1215.0,2079792
2024-05-29,1214.3416748046875,1218.9000244140625,1230.0,1203.0999755859375,1219.550048828125,1130292
2024-05-30,1196.010498046875,1200.5,1225.800048828125,1196.9000244140625,1217.9000244140625,913732
2024-05-31,1181.2657470703125,1185.699951171875,1211.9000244140625,1162.6500244140625,1205.5,2973908
2024-06-03,1222.8099365234375,1227.4000244140625,1230.0,1205.550048828125,1229.0,1782095
2024-06-04,1192.8721923828125,1197.3499755859375,1232.949951171875,1109.449951171875,1227.449951171875,1434945
2024-06-05,1261.6640625,1266.4000244140625,1274.550048828125,1197.25,1210.0,1565785
2024-06-06,1246.6204833984375,1251.300048828125,1270.949951171875,1233.8499755859375,1267.4000244140625,1165617
2024-06-07,1260.418701171875,1265.1500244140625,1292.0999755859375,1251.5,1254.050048828125,1879997
2024-06-10,1244.5283203125,1249.199951171875,1277.6500244140625,1228.699951171875,1272.0,2468196
2024-06-11,1252.2991943359375,1257.0,1267.050048828125,1240.0,1250.0999755859375,659538
2024-06-12,1244.2791748046875,1248.949951171875,1260.550048828125,1241.0,1257.0,728599
2024-06-13,1249.9580078125,1254.6500244140625,1261.300048828125,1245.5,1250.0,556663
2024-06-14,1254.291748046875,1259.0,1264.6500244140625,1226.25,1226.25,1525146
2024-06-18,1238.0526123046875,1242.699951171875,1268.050048828125,1212.0,1255.0999755859375,4445748
2024-06-19,1217.131103515625,1221.699951171875,1248.050048828125,1217.949951171875,1242.0,1022658
2024-06-20,1238.55078125,1243.199951171875,1246.0999755859375,1207.800048828125,1220.050048828125,791551
2024-06-21,1236.4586181640625,1241.0999755859375,1262.300048828125,1235.0,1245.0,672582
2024-06-24,1214.0926513671875,1218.6500244140625,1246.0999755859375,1215.050048828125,1234.949951171875,1623690
2024-06-25,1213.3951416015625,1217.949951171875,1227.949951171875,1205.0,1227.0,528259
2024-06-26,1193.469970703125,1197.949951171875,1220.4000244140625,1193.4000244140625,1214.949951171875,1956972
2024-06-27,1183.8062744140625,1188.25,1212.0,1180.0999755859375,1198.050048828125,4916440
2024-06-28,1203.0838623046875,1207.5999755859375,1214.699951171875,1192.0,1195.199951171875,1204101
2024-07-01,1207.268310546875,1211.800048828125,1226.0,1204.050048828125,1214.050048828125,1447616
2024-07-02,1208.5135498046875,1213.050048828125,1220.949951171875,1203.0,1218.800048828125,529413
2024-07-03,1234.167236328125,1238.800048828125,1244.0,1208.5,1216.050048828125,1232716
2024-07-04,1249.9580078125,1254.6500244140625,1257.9000244140625,1226.5,1238.800048828125,848096
2024-07-05,1298.6751708984375,1303.550048828125,1311.800048828125,1255.0,1255.0,2708670
2024-07-08,1300.5181884765625,1305.4000244140625,1327.699951171875,1285.75,1305.0999755859375,1486444
2024-07-09,1327.417236328125,1332.4000244140625,1338.0,1290.25,1304.800048828125,1708700
2024-07-10,1332.099609375,1337.0999755859375,1344.199951171875,1306.0,1335.0,1296174
2024-07-11,1312.971435546875,1317.9000244140625,1338.1500244140625,1315.0999755859375,1334.0,487859
2024-07-12,1321.887939453125,1326.8499755859375,1330.0,1311.0,1317.9000244140625,479843
2024-07-15,1369.7083740234375,1374.8499755859375,1409.9000244140625,1342.199951171875,1360.0,6364673
2024-07-16,1365.9227294921875,1371.050048828125,1388.050048828125,1367.300048828125,1380.0,1174233
2024-07-18,1331.4022216796875,1336.4000244140625,1377.800048828125,1320.0999755859375,1371.050048828125,1844711
2024-07-19,1325.8232421875,1330.800048828125,1353.699951171875,1323.6500244140625,1341.3499755859375,696142
2024-07-22,1339.5218505859375,1344.550048828125,1363.699951171875,1314.449951171875,1332.0,1403561
2024-07-23,1352.67236328125,1357.75,1363.800048828125,1318.0,1344.550048828125,650569
2024-07-24,1348.637451171875,1353.699951171875,1366.699951171875,1348.199951171875,1357.75,504760
2024-07-25,1357.70361328125,1362.800048828125,1366.4000244140625,1340.25,1349.449951171875,530041
2024-07-26,1381.0159912109375,1386.199951171875,1389.0,1360.949951171875,1365.800048828125,862019
2024-07-29,1399.7457275390625,1405.0,1417.0,1387.5999755859375,1390.0,2165307
2024-07-30,1394.2164306640625,1399.449951171875,1423.050048828125,1393.5999755859375,1399.0,709701
2024-07-31,1428.7867431640625,1434.1500244140625,1440.699951171875,1399.449951171875,1399.5,1265697
2024-08-01,1427.4915771484375,1432.8499755859375,1441.0,1424.0999755859375,1434.0999755859375,542547
2024-08-02,1437.9024658203125,1443.300048828125,1450.800048828125,1419.050048828125,1422.0999755859375,1187900
2024-08-05,1415.9349365234375,1421.25,1442.0,1408.4000244140625,1428.3499755859375,1856025
2024-08-06,1396.3583984375,1401.5999755859375,1439.449951171875,1395.0,1421.9000244140625,846788
2024-08-07,1459.6707763671875,1465.1500244140625,1472.0999755859375,1414.25,1416.5999755859375,2819701
2024-08-08,1473.7679443359375,1479.300048828125,1487.949951171875,1448.0,1470.0,1977114
2024-08-09,1444.2784423828125,1449.699951171875,1488.300048828125,1431.050048828125,1480.4000244140625,1983341
2024-08-12,1456.3333740234375,1461.800048828125,1490.0,1440.5999755859375,1460.0,2459665
2024-08-13,1500.1688232421875,1505.800048828125,1533.199951171875,1461.800048828125,1476.0,3867134
2024-08-14,1514.0167236328125,1519.699951171875,1525.0,1474.050048828125,1506.9000244140625,1961578
2024-08-16,1497.130126953125,1502.75,1527.0,1421.449951171875,1525.0,4458082
2024-08-19,1513.5185546875,1519.199951171875,1536.6500244140625,1490.300048828125,1502.0999755859375,1472094
2024-08-20,1531.551025390625,1537.300048828125,1543.25,1515.0,1520.0,1113655
2024-08-21,1505.847412109375,1511.5,1539.949951171875,1490.0999755859375,1537.300048828125,1789751
2024-08-22,1528.11376953125,1533.8499755859375,1539.6500244140625,1504.0,1519.0,1063659
2024-08-23,1532.447509765625,1538.199951171875,1547.0,1525.550048828125,1529.050048828125,852282
2024-08-26,1542.0614013671875,1547.8499755859375,1555.1500244140625,1531.0999755859375,1538.0,738245
2024-08-27,1546.1461181640625,1551.949951171875,1556.1500244140625,1537.9000244140625,1543.5999755859375,434249
2024-08-28,1558.350341796875,1564.199951171875,1578.3499755859375,1544.949951171875,1551.949951171875,999085
2024-08-29,1557.3043212890625,1563.1500244140625,1574.9000244140625,1555.0999755859375,1555.550048828125,573393
2024-08-30,1563.5308837890625,1569.4000244140625,1580.5999755859375,1551.0,1560.0,1757837
2024-09-02,1548.138671875,1553.949951171875,1584.449951171875,1549.0999755859375,1580.800048828125,728911
2024-09-03,1543.605712890625,1549.4000244140625,1569.800048828125,1546.4000244140625,1553.0,1033542
2024-09-04,1544.3529052734375,1550.1500244140625,1556.5,1528.0,1528.0,1069656
2024-09-05,1527.8150634765625,1533.550048828125,1559.0,1529.5,1542.1500244140625,1023539
2024-09-06,1531.650634765625,1537.4000244140625,1546.75,1516.25,1533.800048828125,1043914
2024-09-09,1512.8212890625,1518.5,1540.0,1512.75,1537.3499755859375,841713
2024-09-10,1512.7216796875,1518.4000244140625,1534.699951171875,1515.199951171875,1528.0,877176
2024-09-11,1501.7628173828125,1507.4000244140625,1546.199951171875,1502.4000244140625,1533.5999755859375,979903
2024-09-12,1555.610595703125,1561.449951171875,1578.0,1521.5,1521.5,4067763
2024-09-13,1561.388916015625,1567.25,1592.0,1555.0,1565.0,1185312
2024-09-16,1558.151123046875,1564.0,1583.949951171875,1551.300048828125,1574.8499755859375,1277762
2024-09-17,1546.644287109375,1552.449951171875,1568.300048828125,1549.050048828125,1564.0,584857
2024-09-18,1533.39404296875,1539.1500244140625,1559.9000244140625,1518.050048828125,1552.449951171875,581463
2024-09-19,1522.3853759765625,1528.0999755859375,1559.9000244140625,1511.0,1550.0999755859375,692586
2024-09-20,1490.7540283203125,1496.3499755859375,1540.8499755859375,1482.5999755859375,1537.800048828125,2007987
2024-09-23,1475.41162109375,1480.949951171875,1510.5,1470.0,1498.0,2358329
2024-09-24,1495.5361328125,1501.1500244140625,1508.300048828125,1471.699951171875,1487.0,1153620
2024-09-25,1521.0404052734375,1526.75,1531.449951171875,1498.5,1507.0,1026040
2024-09-26,1509.63330078125,1515.300048828125,1530.300048828125,1493.9000244140625,1530.0999755859375,853880
2024-09-27,1505.697998046875,1511.3499755859375,1520.8499755859375,1489.6500244140625,1505.0,704353
2024-09-30,1455.2373046875,1460.699951171875,1518.9000244140625,1444.0,1512.050048828125,1857748
2024-10-01,1432.9212646484375,1438.300048828125,1461.699951171875,1407.0,1455.0,2603178
2024-10-03,1453.145263671875,1458.5999755859375,1463.25,1425.0,1438.300048828125,1525846
2024-10-04,1460.5673828125,1466.050048828125,1489.699951171875,1442.199951171875,1458.0,923928
2024-10-07,1461.1153564453125,1466.5999755859375,1488.8499755859375,1442.300048828125,1467.0,1218725
2024-10-08,1485.673095703125,1491.25,1495.5,1439.5,1453.0,661516
2024-10-09,1503.6556396484375,1509.300048828125,1520.050048828125,1483.300048828125,1492.050048828125,791236
2024-10-10,1460.4677734375,1465.949951171875,1515.9000244140625,1456.4000244140625,1511.949951171875,1145802
2024-10-11,1490.2559814453125,1495.8499755859375,1499.0,1474.300048828125,1477.0,620340
2024-10-14,1483.6806640625,1489.25,1502.699951171875,1469.25,1496.0999755859375,741192
2024-10-15,1474.51513671875,1480.050048828125,1499.1500244140625,1466.550048828125,1497.0,574286
2024-10-16,1476.507568359375,1482.050048828125,1487.3499755859375,1464.25,1480.050048828125,606484
2024-10-17,1463.15771484375,1468.6500244140625,1487.050048828125,1462.4000244140625,1482.050048828125,736438
2024-10-18,1467.1925048828125,1472.699951171875,1481.550048828125,1450.0,1460.0,437609
2024-10-21,1454.7890625,1460.25,1499.5,1448.5999755859375,1473.0999755859375,874694
2024-10-22,1442.1864013671875,1447.5999755859375,1482.300048828125,1441.199951171875,1460.25,661461
2024-10-23,1428.63720703125,1434.0,1466.1500244140625,1429.449951171875,1446.0999755859375,623144
2024-10-24,1436.8065185546875,1442.199951171875,1451.8499755859375,1428.550048828125,1432.0,451113
2024-10-25,1422.8092041015625,1428.1500244140625,1456.8499755859375,1415.199951171875,1441.0999755859375,470066
2024-10-28,1429.1851806640625,1434.550048828125,1442.3499755859375,1405.800048828125,1422.3499755859375,1258823
2024-10-29,1407.0682373046875,1412.3499755859375,1442.0,1398.050048828125,1442.0,569909
2024-10-30,1399.8951416015625,1405.1500244140625,1419.949951171875,1385.050048828125,1406.0,535058
2024-10-31,1391.2774658203125,1396.5,1418.9000244140625,1388.949951171875,1405.9000244140625,766784
2024-11-01,1395.4617919921875,1400.699951171875,1410.0,1394.0,1407.449951171875,39844
2024-11-04,1401.9373779296875,1407.199951171875,1410.5999755859375,1382.4000244140625,1396.449951171875,872401
2024-11-05,1391.7257080078125,1396.949951171875,1417.300048828125,1360.6500244140625,1407.0,999959
2024-11-06,1389.6336669921875,1394.8499755859375,1412.550048828125,1392.300048828125,1400.0999755859375,1415063
2024-11-07,1345.549072265625,1350.5999755859375,1398.8499755859375,1346.0999755859375,1395.5,870337
2024-11-08,1322.58544921875,1327.550048828125,1357.9000244140625,1319.5,1355.0,2540891
2024-11-11,1284.2293701171875,1289.050048828125,1360.699951171875,1257.449951171875,1331.0,3249749
2024-11-12,1262.6602783203125,1267.4000244140625,1302.449951171875,1258.0,1289.050048828125,1007201
2024-11-13,1244.77734375,1249.449951171875,1273.800048828125,1240.550048828125,1273.800048828125,803439
2024-11-14,1244.3291015625,1249.0,1272.25,1241.8499755859375,1250.4000244140625,832369
2024-11-18,1230.780029296875,1235.4000244140625,1254.75,1232.4000244140625,1245.199951171875,1362480
2024-11-19,1245.4249267578125,1250.0999755859375,1267.3499755859375,1232.050048828125,1239.1500244140625,879809
2024-11-21,1215.4375,1220.0,1254.0,1216.0,1254.0,397961
2024-11-22,1219.1236572265625,1223.699951171875,1231.4000244140625,1215.5999755859375,1220.0,494219
2024-11-25,1237.106201171875,1241.75,1254.699951171875,1231.9000244140625,1245.0,1756461
2024-11-26,1222.859619140625,1227.449951171875,1246.0999755859375,1218.1500244140625,1241.75,1342648
2024-11-27,1218.8248291015625,1223.4000244140625,1236.550048828125,1218.0999755859375,1229.0,1024328
2024-11-28,1233.768798828125,1238.4000244140625,1244.0,1220.75,1227.0,954650
2024-11-29,1257.878173828125,1262.5999755859375,1269.1500244140625,1241.0,1241.0,1170576
2024-12-02,1250.0576171875,1254.75,1269.800048828125,1242.0,1263.0,985151
2024-12-03,1259.5718994140625,1264.300048828125,1276.5,1242.0,1265.0,2128922
2024-12-04,1254.690185546875,1259.4000244140625,1270.5999755859375,1236.0,1269.699951171875,1411867
2024-12-05,1238.9991455078125,1243.6500244140625,1266.550048828125,1233.949951171875,1266.0,987143
2024-12-06,1241.53955078125,1246.199951171875,1254.8499755859375,1237.5,1250.0999755859375,572093
2024-12-09,1234.8646240234375,1239.5,1259.0,1237.0,1247.449951171875,539252
2024-12-10,1232.4736328125,1237.0999755859375,1247.300048828125,1230.5999755859375,1241.0999755859375,620064
2024-12-11,1221.265625,1225.8499755859375,1240.75,1224.050048828125,1236.0,811906
2024-12-12,1210.0577392578125,1214.5999755859375,1234.0,1210.75,1231.0999755859375,719135
2024-12-13,1203.8809814453125,1208.4000244140625,1218.8499755859375,1173.0999755859375,1216.0999755859375,954145
2024-12-16,1240.045166015625,1244.699951171875,1247.300048828125,1220.0,1225.0,1105189
2024-12-17,1209.2109375,1213.75,1249.0999755859375,1210.6500244140625,1244.699951171875,513147
2024-12-18,1242.884521484375,1247.550048828125,1256.4000244140625,1203.1500244140625,1206.199951171875,2270635
2024-12-19,1250.0076904296875,1254.699951171875,1274.0,1231.0,1241.550048828125,1171731
2024-12-20,1237.056396484375,1241.699951171875,1275.300048828125,1235.699951171875,1254.800048828125,1843118
2024-12-23,1248.2642822265625,1252.949951171875,1265.0,1238.0,1263.6500244140625,788664
2024-12-24,1257.728759765625,1262.449951171875,1269.0999755859375,1246.300048828125,1258.800048828125,565043
2024-12-26,1251.552001953125,1256.25,1270.9000244140625,1246.1500244140625,1268.0,233825
2024-12-27,1265.20068359375,1269.949951171875,1275.0,1251.1500244140625,1255.0,647408
2024-12-30,1293.44482421875,1298.300048828125,1307.25,1265.949951171875,1273.0,2681922
2024-12-31,1329.5093994140625,1334.5,1340.8499755859375,1296.3499755859375,1302.0,2558819
2025-01-01,1348.189208984375,1353.25,1355.550048828125,1327.0,1334.8499755859375,949066
2025-01-02,1343.7559814453125,1348.800048828125,1356.199951171875,1333.4000244140625,1353.0,1145912
2025-01-03,1314.515625,1319.449951171875,1350.0,1313.6500244140625,1348.800048828125,931933
2025-01-06,1307.8905029296875,1312.800048828125,1325.0,1300.0999755859375,1324.0,732526
2025-01-07,1292.647705078125,1297.5,1328.0,1293.8499755859375,1314.0,1332147
2025-01-08,1276.8570556640625,1281.6500244140625,1307.0,1262.0999755859375,1302.050048828125,635389
2025-01-09,1243.7313232421875,1248.4000244140625,1294.8499755859375,1245.0,1277.0999755859375,872743
2025-01-10,1195.0640869140625,1199.550048828125,1254.699951171875,1183.050048828125,1248.4000244140625,2358646
2025-01-13,1157.0567626953125,1161.4000244140625,1191.6500244140625,1152.449951171875,1191.6500244140625,2921597
2025-01-14,1170.107666015625,1174.5,1182.699951171875,1154.550048828125,1162.949951171875,525458
2025-01-15,1143.258544921875,1147.550048828125,1179.75,1144.5,1176.5,974366
2025-01-16,1151.975830078125,1156.300048828125,1162.5,1148.0999755859375,1154.550048828125,383031
2025-01-17,1173.9432373046875,1178.3499755859375,1181.800048828125,1144.1500244140625,1156.0,656989
2025-01-20,1197.5546875,1202.050048828125,1207.1500244140625,1173.5999755859375,1180.050048828125,617523
2025-01-21,1182.5609130859375,1187.0,1219.8499755859375,1184.949951171875,1202.0999755859375,456276
2025-01-22,1187.343017578125,1191.800048828125,1194.699951171875,1170.75,1187.0,603526
2025-01-23,1240.1448974609375,1244.800048828125,1257.1500244140625,1197.3499755859375,1215.0,1314811
2025-01-24,1207.6666259765625,1212.199951171875,1244.0,1207.0,1240.0,553259
2025-01-27,1171.9010009765625,1176.300048828125,1204.5999755859375,1159.25,1200.0,776135
2025-01-28,1134.3419189453125,1138.5999755859375,1175.449951171875,1135.0,1175.0999755859375,720351
2025-01-29,1151.8262939453125,1156.1500244140625,1161.8499755859375,1133.050048828125,1137.0,540377
2025-01-30,1178.725341796875,1183.1500244140625,1193.3499755859375,1159.5999755859375,1165.0,1023976
2025-01-31,1167.5174560546875,1171.9000244140625,1189.449951171875,1162.0999755859375,1180.0999755859375,931694
2025-02-01,1138.3270263671875,1142.5999755859375,1179.449951171875,1136.449951171875,1179.449951171875,404202
2025-02-03,1121.19140625,1125.4000244140625,1138.300048828125,1100.0999755859375,1135.0,619531
2025-02-04,1166.919677734375,1171.300048828125,1174.949951171875,1131.0999755859375,1131.0999755859375,751116
2025-02-05,1187.293212890625,1191.75,1211.9000244140625,1163.75,1170.0999755859375,1184630
2025-02-06,1187.343017578125,1191.800048828125,1209.699951171875,1186.0999755859375,1191.0,1115974
2025-02-07,1187.2432861328125,1191.699951171875,1219.9000244140625,1175.3499755859375,1185.0,1233173
2025-02-10,1172.747802734375,1177.1500244140625,1195.8499755859375,1156.25,1192.0,567422
2025-02-11,1143.4078369140625,1147.699951171875,1179.0,1137.25,1179.0,424894
2025-02-12,1140.269775390625,1144.550048828125,1155.199951171875,1120.5999755859375,1150.0999755859375,614174
2025-02-13,1175.5372314453125,1179.949951171875,1208.0,1146.0,1146.0,1684066
2025-02-14,1127.1190185546875,1131.3499755859375,1199.0,1123.0,1190.949951171875,1239852
2025-02-17,1165.2259521484375,1169.5999755859375,1173.0,1109.449951171875,1131.3499755859375,699945
2025-02-18,1158.9993896484375,1163.3499755859375,1170.6500244140625,1138.5999755859375,1161.0999755859375,547034
2025-02-19,1130.95458984375,1135.199951171875,1138.550048828125,1052.699951171875,1115.0,3754940
2025-02-20,1117.056884765625,1121.25,1133.75,1107.0,1125.0,726288
2025-02-21,1110.979736328125,1115.1500244140625,1126.8499755859375,1096.550048828125,1118.0,1093980
2025-02-24,1097.6796875,1101.800048828125,1127.0,1096.550048828125,1114.9000244140625,513334
2025-02-25,1077.0072021484375,1081.050048828125,1109.800048828125,1076.0,1099.9000244140625,856818
2025-02-27,1076.658447265625,1080.699951171875,1090.0,1065.8499755859375,1081.6500244140625,884839
2025-02-28,1054.34228515625,1058.300048828125,1076.3499755859375,1053.300048828125,1075.9000244140625,795117
2025-03-03,1058.526611328125,1062.5,1070.0,1036.800048828125,1061.5,1226600
2025-03-04,1047.8167724609375,1051.75,1064.5999755859375,1031.050048828125,1045.050048828125,730626
2025-03-05,1088.9124755859375,1093.0,1104.949951171875,1050.050048828125,1052.0,916437
2025-03-06,1110.33203125,1114.5,1119.300048828125,1098.8499755859375,1108.0,516119
2025-03-07,1093.2960205078125,1097.4000244140625,1118.4000244140625,1092.0,1107.800048828125,886545
2025-03-10,1089.1116943359375,1093.199951171875,1114.9000244140625,1087.300048828125,1095.0999755859375,551628
2025-03-11,1086.5712890625,1090.6500244140625,1099.0,1083.3499755859375,1088.0,714336
2025-03-12,1103.7568359375,1107.9000244140625,1112.9000244140625,1080.25,1090.0,895448
2025-03-13,1090.656005859375,1094.75,1117.0999755859375,1090.0,1109.0,516686
