date_,adj close_deepakntr.ns,close_deepakntr.ns,high_deepakntr.ns,low_deepakntr.ns,open_deepakntr.ns,volume_deepakntr.ns
2024-04-12,2301.22607421875,2316.699951171875,2346.5,2294.550048828125,2298.0,830564
2024-04-15,2283.544677734375,2298.89990234375,2319.35009765625,2247.550048828125,2289.949951171875,434128
2024-04-16,2306.39111328125,2321.89990234375,2354.85009765625,2270.25,2287.949951171875,405585
2024-04-18,2289.852294921875,2305.25,2365.0,2293.699951171875,2322.64990234375,461042
2024-04-19,2256.67578125,2271.85009765625,2297.0,2245.60009765625,2291.0,202028
2024-04-22,2286.475341796875,2301.85009765625,2324.75,2270.050048828125,2279.949951171875,244590
2024-04-23,2355.362060546875,2371.199951171875,2396.0,2300.949951171875,2311.300048828125,646643
2024-04-24,2383.2744140625,2399.300048828125,2425.449951171875,2368.64990234375,2383.0,779402
2024-04-25,2406.617431640625,2422.800048828125,2427.0,2388.199951171875,2412.0,337195
2024-04-26,2460.505126953125,2477.050048828125,2535.0,2405.699951171875,2440.0,873725
2024-04-29,2427.52685546875,2443.85009765625,2510.0,2425.0,2508.949951171875,355463
2024-04-30,2414.315673828125,2430.550048828125,2474.800048828125,2420.10009765625,2442.0,258833
2024-05-02,2463.18701171875,2479.75,2499.300048828125,2416.85009765625,2430.550048828125,337409
2024-05-03,2432.294677734375,2448.64990234375,2500.0,2413.800048828125,2485.0,257008
2024-05-06,2546.924072265625,2564.050048828125,2619.800048828125,2511.0,2513.0,2112066
2024-05-07,2496.71142578125,2513.5,2568.64990234375,2480.050048828125,2565.0,386722
2024-05-08,2487.27490234375,2504.0,2527.5,2472.0,2513.0,209481
2024-05-09,2419.530517578125,2435.800048828125,2525.0,2422.35009765625,2510.0,211563
2024-05-10,2477.88818359375,2494.550048828125,2503.699951171875,2410.699951171875,2433.0,284452
2024-05-13,2466.117431640625,2482.699951171875,2512.0,2438.0,2502.85009765625,169202
2024-05-14,2452.65771484375,2469.14990234375,2495.0,2450.0,2495.0,121988
2024-05-15,2408.0576171875,2424.25,2485.0,2417.0,2469.14990234375,119207
2024-05-16,2432.095947265625,2448.449951171875,2455.0,2422.0,2440.199951171875,164601
2024-05-17,2458.120849609375,2474.64990234375,2483.14990234375,2454.050048828125,2457.5,181347
2024-05-21,2499.89013671875,2516.699951171875,2567.699951171875,2484.60009765625,2530.0,459331
2024-05-22,2447.045654296875,2463.5,2555.0,2453.449951171875,2540.0,248335
2024-05-23,2319.304443359375,2334.89990234375,2459.050048828125,2327.39990234375,2459.050048828125,845859
2024-05-24,2349.402099609375,2365.199951171875,2376.89990234375,2320.449951171875,2323.0,424506
2024-05-27,2328.939697265625,2344.60009765625,2375.699951171875,2330.14990234375,2365.35009765625,179388
2024-05-28,2284.091064453125,2299.449951171875,2361.39990234375,2280.550048828125,2345.0,954366
2024-05-29,2252.50341796875,2267.64990234375,2298.0,2263.699951171875,2282.050048828125,360699
2024-05-30,2169.859130859375,2184.449951171875,2267.64990234375,2170.199951171875,2267.0,919607
2024-05-31,2176.66357421875,2191.300048828125,2205.25,2165.0,2200.10009765625,554665
2024-06-03,2229.6572265625,2244.64990234375,2280.0,2206.699951171875,2280.0,270605
2024-06-04,2128.33837890625,2142.64990234375,2245.0,2021.0,2244.0,696813
2024-06-05,2213.267578125,2228.14990234375,2239.949951171875,2150.550048828125,2169.0,189613
2024-06-06,2263.2314453125,2278.449951171875,2286.949951171875,2225.0,2248.0,253051
2024-06-07,2266.8076171875,2282.050048828125,2295.0,2266.050048828125,2278.449951171875,114417
2024-06-10,2287.021240234375,2302.39990234375,2331.39990234375,2274.39990234375,2285.0,222425
2024-06-11,2300.530517578125,2316.0,2337.0,2300.199951171875,2310.39990234375,340586
2024-06-12,2336.091796875,2351.800048828125,2358.60009765625,2308.60009765625,2316.0,377841
2024-06-13,2394.94580078125,2411.050048828125,2421.0,2352.550048828125,2370.0,502975
2024-06-14,2397.577880859375,2413.699951171875,2441.39990234375,2388.0,2419.0,450097
2024-06-18,2406.17041015625,2422.35009765625,2433.89990234375,2390.0,2419.0,306853
2024-06-19,2469.2958984375,2485.89990234375,2527.0,2407.35009765625,2430.949951171875,918506
2024-06-20,2587.8486328125,2605.25,2640.0,2469.0,2489.89990234375,1649662
2024-06-21,2528.94482421875,2545.949951171875,2646.0,2531.39990234375,2614.949951171875,474787
2024-06-24,2492.24169921875,2509.0,2544.0,2485.0,2544.0,214453
2024-06-25,2443.320556640625,2459.75,2527.85009765625,2454.0,2509.0,158358
2024-06-26,2488.5166015625,2505.25,2525.0,2448.0,2461.0,602699
2024-06-27,2496.5625,2513.35009765625,2535.0,2476.5,2520.10009765625,262310
2024-06-28,2485.238525390625,2501.949951171875,2533.800048828125,2497.64990234375,2513.0,150785
2024-07-01,2598.52685546875,2616.0,2645.0,2510.0,2520.0,614193
2024-07-02,2668.754638671875,2686.699951171875,2739.0,2630.199951171875,2645.0,2094904
2024-07-03,2642.4814453125,2660.25,2720.0,2636.300048828125,2719.949951171875,496918
2024-07-04,2659.21875,2677.10009765625,2705.0,2617.60009765625,2678.0,386465
2024-07-05,2669.847412109375,2687.800048828125,2720.0,2671.550048828125,2680.0,302861
2024-07-08,2676.15478515625,2694.14990234375,2726.10009765625,2670.050048828125,2700.0,381917
2024-07-09,2682.85986328125,2700.89990234375,2755.0,2670.14990234375,2694.949951171875,1009589
2024-07-10,2706.699462890625,2724.89990234375,2738.0,2631.10009765625,2705.0,655708
2024-07-11,2744.09814453125,2762.550048828125,2779.949951171875,2702.050048828125,2736.949951171875,559474
2024-07-12,2756.067626953125,2774.60009765625,2803.75,2737.5,2762.550048828125,467034
2024-07-15,2782.73828125,2801.449951171875,2829.949951171875,2752.050048828125,2768.60009765625,449236
2024-07-16,2780.404052734375,2799.10009765625,2827.0,2782.550048828125,2801.0,266498
2024-07-18,2811.3955078125,2830.300048828125,2842.0,2775.050048828125,2775.050048828125,505315
2024-07-19,2774.09619140625,2792.75,2851.35009765625,2761.0,2801.300048828125,493169
2024-07-22,2832.156005859375,2851.199951171875,2864.0,2721.0,2760.0,358664
2024-07-23,2813.034423828125,2831.949951171875,2870.0,2746.10009765625,2852.050048828125,368157
2024-07-24,2880.232666015625,2899.60009765625,2925.10009765625,2820.550048828125,2830.0,493866
2024-07-25,2933.4248046875,2953.14990234375,2962.0,2871.050048828125,2885.0,525815
2024-07-26,2900.39697265625,2919.89990234375,2982.0,2903.050048828125,2953.14990234375,230661
2024-07-29,2985.046630859375,2997.39990234375,3018.0,2919.0,2919.050048828125,514281
2024-07-30,3064.966064453125,3077.64990234375,3122.050048828125,2988.199951171875,3014.0,525062
2024-07-31,3079.5556640625,3092.300048828125,3116.0,3051.0,3078.0,225469
2024-08-01,3076.169677734375,3088.89990234375,3169.0,3066.050048828125,3083.050048828125,472498
2024-08-02,3083.190673828125,3095.949951171875,3129.0,3040.10009765625,3060.0,304664
2024-08-05,2941.27783203125,2953.449951171875,3109.800048828125,2940.0,3050.0,565084
2024-08-06,3010.292236328125,3022.75,3079.699951171875,2931.0,2966.10009765625,1625957
2024-08-07,3089.813232421875,3102.60009765625,3116.699951171875,2995.64990234375,3048.0,469413
2024-08-08,3042.708251953125,3055.300048828125,3133.5,3040.050048828125,3133.5,252128
2024-08-09,3063.671630859375,3076.35009765625,3146.300048828125,3057.10009765625,3080.0,304475
2024-08-12,3003.221435546875,3015.64990234375,3088.449951171875,3000.5,3050.10009765625,404211
2024-08-13,2836.0634765625,2847.800048828125,3015.60009765625,2840.0,3015.60009765625,682293
2024-08-14,2834.91796875,2846.64990234375,2898.949951171875,2818.14990234375,2870.0,335907
2024-08-16,2888.844970703125,2900.800048828125,2907.0,2845.0,2859.949951171875,240372
2024-08-19,2862.404296875,2874.25,2919.85009765625,2863.800048828125,2900.949951171875,107996
2024-08-20,2877.641357421875,2889.550048828125,2902.949951171875,2850.449951171875,2902.949951171875,105519
2024-08-21,2941.72607421875,2953.89990234375,2970.0,2889.0,2889.550048828125,216714
2024-08-22,2938.937744140625,2951.10009765625,3093.75,2940.10009765625,3000.0,1392991
2024-08-23,2809.423583984375,2821.050048828125,2949.14990234375,2783.449951171875,2942.0,862698
2024-08-26,2807.481689453125,2819.10009765625,2842.10009765625,2798.35009765625,2828.0,459165
2024-08-27,2857.8232421875,2869.64990234375,2903.85009765625,2822.800048828125,2822.800048828125,769076
2024-08-28,2874.65380859375,2886.550048828125,2909.550048828125,2835.0,2878.60009765625,389112
2024-08-29,2870.570556640625,2882.449951171875,2931.0,2850.0,2885.60009765625,449373
2024-08-30,2899.052734375,2911.050048828125,2917.0,2883.050048828125,2885.0,464194
2024-09-02,2899.749755859375,2911.75,2936.0,2890.0,2926.449951171875,297684
2024-09-03,2921.858154296875,2933.949951171875,2949.75,2905.0,2924.0,447430
2024-09-04,2976.382568359375,2988.699951171875,3021.10009765625,2917.35009765625,2931.60009765625,649944
2024-09-05,2986.29150390625,2998.64990234375,3018.449951171875,2971.75,2999.89990234375,262633
2024-09-06,2917.0283203125,2929.10009765625,3023.800048828125,2919.0,3004.85009765625,220403
2024-09-09,2930.47265625,2942.60009765625,2952.699951171875,2881.0,2929.10009765625,181018
2024-09-10,2956.962890625,2969.199951171875,2977.75,2942.699951171875,2972.60009765625,139811
2024-09-11,2907.268798828125,2919.300048828125,2988.0,2913.199951171875,2987.89990234375,130451
2024-09-12,2911.003173828125,2923.050048828125,2951.5,2910.10009765625,2919.300048828125,100273
2024-09-13,2918.82080078125,2930.89990234375,2969.25,2923.699951171875,2930.050048828125,97196
2024-09-16,2911.8994140625,2923.949951171875,2949.0,2901.64990234375,2929.0,145860
2024-09-17,2891.23486328125,2903.199951171875,2945.89990234375,2884.10009765625,2925.0,188324
2024-09-18,2874.304931640625,2886.199951171875,2923.800048828125,2869.550048828125,2904.0,277084
2024-09-19,2812.759765625,2824.39990234375,2920.199951171875,2809.800048828125,2906.699951171875,211490
2024-09-20,2832.378662109375,2844.10009765625,2879.5,2812.60009765625,2827.949951171875,189228
2024-09-23,2856.428955078125,2868.25,2882.89990234375,2835.0,2845.0,105721
2024-09-24,2850.0556640625,2861.85009765625,2905.10009765625,2844.949951171875,2880.0,147717
2024-09-25,2817.689453125,2829.35009765625,2881.35009765625,2813.300048828125,2869.0,411566
2024-09-26,2807.830078125,2819.449951171875,2840.949951171875,2782.0,2829.35009765625,199666
2024-09-27,2884.562744140625,2896.5,2914.800048828125,2823.5,2830.0,733029
2024-09-30,2895.119140625,2907.10009765625,2937.5,2887.25,2899.0,199147
2024-10-01,2944.713623046875,2956.89990234375,2975.0,2901.050048828125,2909.39990234375,413474
2024-10-03,2876.89453125,2888.800048828125,2986.89990234375,2850.10009765625,2940.0,448720
2024-10-04,2816.8427734375,2828.5,2923.85009765625,2816.0,2877.89990234375,335238
2024-10-07,2751.26416015625,2762.64990234375,2848.5,2750.0,2828.5,349617
2024-10-08,2779.148681640625,2790.64990234375,2809.39990234375,2749.75,2762.64990234375,114088
2024-10-09,2770.833251953125,2782.300048828125,2825.699951171875,2777.949951171875,2800.0,205128
2024-10-10,2759.1318359375,2770.550048828125,2839.199951171875,2768.550048828125,2794.0,203271
2024-10-11,2817.9384765625,2829.60009765625,2843.5,2759.5,2784.39990234375,203049
2024-10-14,2836.511474609375,2848.25,2855.0,2805.0,2829.60009765625,271138
2024-10-15,2920.513916015625,2932.60009765625,2944.0,2835.800048828125,2854.0,478022
2024-10-16,2987.13818359375,2999.5,3011.14990234375,2925.0,2932.60009765625,987813
2024-10-17,2856.927001953125,2868.75,2999.0,2840.14990234375,2999.0,536081
2024-10-18,2827.69775390625,2839.39990234375,2877.89990234375,2820.050048828125,2850.050048828125,213553
2024-10-21,2765.00732421875,2776.449951171875,2858.0,2769.25,2840.0,158632
2024-10-22,2639.875244140625,2650.800048828125,2793.449951171875,2640.10009765625,2775.0,280923
2024-10-23,2723.92724609375,2735.199951171875,2784.449951171875,2640.0,2650.050048828125,342007
2024-10-24,2705.902099609375,2717.10009765625,2757.89990234375,2705.0,2735.75,180298
2024-10-25,2660.39013671875,2671.39990234375,2726.14990234375,2651.0,2720.050048828125,182605
2024-10-28,2681.1044921875,2692.199951171875,2720.0,2647.85009765625,2660.0,126271
2024-10-29,2695.8935546875,2707.050048828125,2716.550048828125,2653.10009765625,2699.949951171875,106369
2024-10-30,2700.972412109375,2712.14990234375,2744.800048828125,2695.35009765625,2707.050048828125,267922
2024-10-31,2625.43505859375,2636.300048828125,2705.39990234375,2611.10009765625,2705.39990234375,309481
2024-11-01,2635.343994140625,2646.25,2665.0,2641.050048828125,2664.0,37542
2024-11-04,2636.738037109375,2647.64990234375,2658.949951171875,2600.800048828125,2646.25,119501
2024-11-05,2683.99267578125,2695.10009765625,2704.5,2623.0,2640.949951171875,156886
2024-11-06,2834.370361328125,2846.10009765625,2855.449951171875,2701.89990234375,2715.0,356455
2024-11-07,2804.39453125,2816.0,2885.10009765625,2794.300048828125,2850.0,161430
2024-11-08,2667.212158203125,2678.25,2833.800048828125,2670.0,2816.14990234375,200978
2024-11-11,2611.19384765625,2622.0,2677.89990234375,2566.050048828125,2677.89990234375,261073
2024-11-12,2562.296142578125,2572.89990234375,2654.300048828125,2551.10009765625,2628.0,403641
2024-11-13,2483.3232421875,2493.60009765625,2572.199951171875,2475.64990234375,2564.0,545515
2024-11-14,2627.6259765625,2638.5,2667.0,2453.0,2453.0,1152662
2024-11-18,2558.711181640625,2569.300048828125,2634.0,2511.75,2634.0,688509
2024-11-19,2660.290771484375,2671.300048828125,2714.0,2550.0,2579.75,548742
2024-11-21,2608.405517578125,2619.199951171875,2675.89990234375,2607.64990234375,2650.0,178368
2024-11-22,2659.8427734375,2670.85009765625,2691.25,2605.64990234375,2611.800048828125,336826
2024-11-25,2685.337158203125,2696.449951171875,2727.949951171875,2685.0,2705.0,175000
2024-11-26,2703.7109375,2714.89990234375,2727.75,2695.39990234375,2699.85009765625,107505
2024-11-27,2709.686279296875,2720.89990234375,2744.64990234375,2699.050048828125,2730.0,117498
2024-11-28,2694.84765625,2706.0,2743.75,2696.050048828125,2711.10009765625,229491
2024-11-29,2716.01025390625,2727.25,2739.0,2707.10009765625,2710.199951171875,209005
2024-12-02,2747.67919921875,2759.050048828125,2778.0,2715.199951171875,2749.0,158213
2024-12-03,2616.17333984375,2627.0,2771.300048828125,2593.25,2765.0,2000610
2024-12-04,2683.096435546875,2694.199951171875,2709.5,2640.0,2650.0,461387
2024-12-05,2698.13427734375,2709.300048828125,2722.199951171875,2689.64990234375,2714.0,138864
2024-12-06,2690.6650390625,2701.800048828125,2727.949951171875,2696.39990234375,2712.699951171875,156480
2024-12-09,2663.278564453125,2674.300048828125,2715.449951171875,2661.35009765625,2714.0,111268
2024-12-10,2717.9521484375,2729.199951171875,2737.949951171875,2682.050048828125,2686.85009765625,172851
2024-12-11,2725.520751953125,2736.800048828125,2748.800048828125,2725.64990234375,2740.0,85299
2024-12-12,2668.556640625,2679.60009765625,2737.0,2666.14990234375,2728.35009765625,180485
2024-12-13,2668.8056640625,2679.85009765625,2685.0,2625.0,2661.0,208877
2024-12-16,2681.154541015625,2692.25,2703.89990234375,2664.050048828125,2680.0,100590
2024-12-17,2651.67626953125,2662.64990234375,2701.89990234375,2649.800048828125,2692.64990234375,100452
2024-12-18,2622.546875,2633.39990234375,2672.0,2627.64990234375,2650.0,61201
2024-12-19,2627.824951171875,2638.699951171875,2642.89990234375,2595.050048828125,2618.050048828125,92539
2024-12-20,2586.147705078125,2596.85009765625,2665.0,2586.199951171875,2656.949951171875,225161
2024-12-23,2584.106201171875,2594.800048828125,2626.0,2571.60009765625,2590.0,99057
2024-12-24,2591.1767578125,2601.89990234375,2632.60009765625,2580.35009765625,2594.050048828125,81879
2024-12-26,2560.653076171875,2571.25,2618.0,2548.35009765625,2601.89990234375,111832
2024-12-27,2569.1181640625,2579.75,2605.0,2570.0,2575.0,86248
2024-12-30,2503.24072265625,2513.60009765625,2580.0,2506.25,2579.75,175823
2024-12-31,2484.020263671875,2494.300048828125,2550.0,2490.0,2502.0,234884
2025-01-01,2487.7548828125,2498.050048828125,2516.60009765625,2484.35009765625,2500.0,54938
2025-01-02,2504.833984375,2515.199951171875,2519.0,2477.449951171875,2498.5,73027
2025-01-03,2442.591552734375,2452.699951171875,2527.35009765625,2445.0,2515.199951171875,653753
2025-01-06,2411.022216796875,2421.0,2468.050048828125,2413.550048828125,2445.0,231747
2025-01-07,2449.612548828125,2459.75,2467.85009765625,2416.60009765625,2420.0,147824
2025-01-08,2426.607666015625,2436.64990234375,2456.050048828125,2402.0,2456.050048828125,116130
2025-01-09,2448.36767578125,2458.5,2509.199951171875,2438.050048828125,2453.800048828125,536319
2025-01-10,2408.781494140625,2418.75,2462.10009765625,2403.0,2455.0,196812
2025-01-13,2318.25634765625,2327.85009765625,2400.39990234375,2319.0,2380.0,166330
2025-01-14,2331.20263671875,2340.85009765625,2374.699951171875,2321.35009765625,2321.35009765625,95029
2025-01-15,2351.369384765625,2361.10009765625,2372.5,2325.5,2358.0,135250
2025-01-16,2356.1494140625,2365.89990234375,2385.949951171875,2338.35009765625,2361.10009765625,158998
2025-01-17,2349.02880859375,2358.75,2392.0,2340.0,2365.0,83299
2025-01-20,2350.273681640625,2360.0,2373.89990234375,2328.0,2365.0,77567
2025-01-21,2339.51806640625,2349.199951171875,2405.0,2344.050048828125,2365.0,86692
2025-01-22,2305.95703125,2315.5,2346.64990234375,2270.10009765625,2340.10009765625,109039
2025-01-23,2359.535400390625,2369.300048828125,2384.449951171875,2280.0,2311.5,86149
2025-01-24,2283.101806640625,2292.550048828125,2376.75,2286.60009765625,2369.300048828125,128968
2025-01-27,2206.9169921875,2216.050048828125,2292.550048828125,2209.60009765625,2292.550048828125,145212
2025-01-28,2184.80859375,2193.85009765625,2244.0,2177.89990234375,2232.0,120641
2025-01-29,2267.466552734375,2276.85009765625,2282.300048828125,2190.10009765625,2193.85009765625,113914
2025-01-30,2263.48291015625,2272.85009765625,2310.0,2237.0,2280.0,189253
2025-01-31,2316.015625,2325.60009765625,2334.949951171875,2271.39990234375,2271.39990234375,164152
2025-02-01,2316.413818359375,2326.0,2357.35009765625,2283.85009765625,2350.0,122487
2025-02-03,2320.646240234375,2330.25,2380.75,2283.550048828125,2300.0,223017
2025-02-04,2332.397705078125,2342.050048828125,2354.5,2307.14990234375,2341.14990234375,95172
2025-02-05,2341.858642578125,2351.550048828125,2366.64990234375,2331.800048828125,2342.050048828125,80112
2025-02-06,2370.091552734375,2379.89990234375,2391.89990234375,2345.64990234375,2351.550048828125,323977
2025-02-07,2341.260986328125,2350.949951171875,2399.949951171875,2312.800048828125,2393.0,161113
2025-02-10,2278.919189453125,2288.35009765625,2355.5,2271.199951171875,2325.0,98355
2025-02-11,2202.2861328125,2211.39990234375,2293.800048828125,2200.0,2278.35009765625,95880
2025-02-12,2193.970703125,2203.050048828125,2239.0,2150.0,2211.39990234375,170521
2025-02-13,2229.025390625,2238.25,2257.85009765625,2185.35009765625,2204.0,192219
2025-02-14,1892.66748046875,1900.5,2100.0,1872.300048828125,2050.10009765625,5900163
2025-02-17,1890.6756591796875,1898.5,1949.9000244140625,1809.949951171875,1886.0,2185516
2025-02-18,1891.422607421875,1899.25,1908.5,1860.6500244140625,1902.199951171875,501345
2025-02-19,1904.966552734375,1912.8499755859375,1938.949951171875,1887.550048828125,1899.25,390086
2025-02-20,1957.4991455078125,1965.5999755859375,1978.0,1901.949951171875,1911.449951171875,681458
2025-02-21,1924.7845458984375,1932.75,2010.5999755859375,1921.25,1974.0,350416
2025-02-24,1940.4197998046875,1948.449951171875,1963.3499755859375,1910.9000244140625,1921.550048828125,263976
2025-02-25,1915.4232177734375,1923.3499755859375,1962.0,1917.050048828125,1958.0,220692
2025-02-27,1876.68359375,1884.449951171875,1930.449951171875,1874.3499755859375,1917.0999755859375,202870
2025-02-28,1843.6702880859375,1851.300048828125,1886.949951171875,1827.1500244140625,1875.0,290439
2025-03-03,1843.7698974609375,1851.4000244140625,1872.5999755859375,1790.800048828125,1855.0,191630
2025-03-04,1850.1434326171875,1857.800048828125,1880.0,1818.699951171875,1844.0,138737
2025-03-05,1929.3656005859375,1937.3499755859375,1939.800048828125,1873.1500244140625,1877.949951171875,211719
2025-03-06,1949.3330078125,1957.4000244140625,1967.949951171875,1930.0,1936.0,140510
2025-03-07,1980.802734375,1989.0,1997.949951171875,1947.050048828125,1964.8499755859375,209244
2025-03-10,1936.187255859375,1944.199951171875,2004.949951171875,1933.1500244140625,1988.0,173961
2025-03-11,1952.0218505859375,1960.0999755859375,1985.8499755859375,1922.050048828125,1944.0,318387
2025-03-12,1949.2333984375,1957.300048828125,1985.0,1908.5,1962.8499755859375,171596
2025-03-13,1940.5692138671875,1948.5999755859375,1976.949951171875,1937.4000244140625,1959.0,175519
2025-03-17,1968.7027587890625,1976.8499755859375,2005.800048828125,1948.0,1970.0,226724
2025-03-18,1968.7027587890625,1976.8499755859375,1976.8499755859375,1976.8499755859375,1976.8499755859375,0
2025-03-19,2017.052734375,2025.4000244140625,2045.0,1988.550048828125,2004.0,239531
2025-03-20,2022.928466796875,2031.300048828125,2073.64990234375,2025.0,2033.949951171875,356550
2025-03-21,2049.3193359375,2057.800048828125,2065.0,2016.199951171875,2031.300048828125,290375
2025-03-24,2082.28271484375,2090.89990234375,2103.85009765625,2061.25,2069.050048828125,264986
2025-03-25,2029.102783203125,2037.5,2113.89990234375,2023.300048828125,2113.89990234375,171309
2025-03-26,2008.3885498046875,2016.699951171875,2050.0,2000.8499755859375,2035.0,274287
2025-03-27,1982.94384765625,1991.1500244140625,2032.25,1980.0999755859375,2000.300048828125,243872
2025-03-28,1975.4249267578125,1983.5999755859375,2048.0,1970.550048828125,1995.0,227720
2025-04-01,1974.13037109375,1982.300048828125,1999.0,1945.5,1974.5999755859375,161922
2025-04-02,2024.571533203125,2032.949951171875,2038.3499755859375,1966.3499755859375,1978.5999755859375,110814
2025-04-03,1996.33837890625,2004.5999755859375,2030.0,1969.5999755859375,1998.9000244140625,377054
2025-04-04,1921.0001220703125,1928.949951171875,2001.5,1916.1500244140625,1985.0999755859375,145164
2025-04-07,1816.1839599609375,1823.699951171875,1878.4000244140625,1782.0,1782.0,321919
2025-04-08,1820.6654052734375,1828.199951171875,1874.949951171875,1811.550048828125,1865.0,193922
2025-04-09,1799.9013671875,1807.3499755859375,1827.75,1785.949951171875,1827.75,145764
