date_,adj close_torntpharm.ns,close_torntpharm.ns,high_torntpharm.ns,low_torntpharm.ns,open_torntpharm.ns,volume_torntpharm.ns
2024-06-18,2853.065673828125,2886.85009765625,2909.0,2860.39990234375,2909.0,186896
2024-06-19,2851.78076171875,2885.550048828125,2980.0,2867.949951171875,2894.199951171875,579158
2024-06-20,2824.652099609375,2858.10009765625,2899.800048828125,2838.10009765625,2899.800048828125,154689
2024-06-21,2804.002685546875,2831.25,2904.75,2815.64990234375,2858.10009765625,255631
2024-06-24,2813.1142578125,2840.449951171875,2890.0,2808.050048828125,2829.10009765625,227280
2024-06-25,2803.21044921875,2830.449951171875,2856.10009765625,2810.449951171875,2843.75,75860
2024-06-26,2763.694580078125,2790.550048828125,2843.199951171875,2779.25,2833.5,184605
2024-06-27,2745.02587890625,2771.699951171875,2806.5,2755.89990234375,2790.0,229004
2024-06-28,2764.437255859375,2791.300048828125,2833.0,2780.050048828125,2784.800048828125,130761
2024-07-01,2754.4345703125,2781.199951171875,2816.60009765625,2757.89990234375,2796.10009765625,376124
2024-07-02,2792.51416015625,2819.64990234375,2837.0,2785.050048828125,2785.050048828125,468913
2024-07-03,2810.192626953125,2837.5,2853.050048828125,2815.449951171875,2837.0,218267
2024-07-04,2842.677001953125,2870.300048828125,2880.0,2799.85009765625,2846.39990234375,318200
2024-07-05,2863.27685546875,2891.10009765625,2925.0,2874.699951171875,2874.699951171875,252725
2024-07-08,2855.007080078125,2882.75,2919.5,2846.64990234375,2891.85009765625,143062
2024-07-09,2907.84375,2936.10009765625,2940.0,2878.14990234375,2881.10009765625,209993
2024-07-10,2923.343017578125,2951.75,2965.25,2901.35009765625,2950.0,232495
2024-07-11,2929.928955078125,2958.39990234375,2978.39990234375,2921.10009765625,2951.89990234375,257651
2024-07-12,2920.074951171875,2948.449951171875,2984.0,2929.050048828125,2969.800048828125,124957
2024-07-15,2925.274169921875,2953.699951171875,2978.5,2947.0,2950.0,136293
2024-07-16,2946.4189453125,2975.050048828125,3005.0,2945.64990234375,2953.699951171875,315395
2024-07-18,3028.86767578125,3058.300048828125,3073.949951171875,2953.050048828125,2977.699951171875,416024
2024-07-19,2917.9951171875,2946.35009765625,3059.199951171875,2935.10009765625,3054.550048828125,155562
2024-07-22,3000.64208984375,3029.800048828125,3044.64990234375,2870.0,2957.60009765625,240962
2024-07-23,3108.493896484375,3138.699951171875,3176.550048828125,2993.85009765625,3035.0,585410
2024-07-24,3115.62451171875,3145.89990234375,3192.449951171875,3002.550048828125,3160.0,1046153
2024-07-25,3055.558349609375,3085.25,3158.949951171875,3075.0,3092.0,507075
2024-07-26,3164.15283203125,3194.89990234375,3257.14990234375,3087.949951171875,3090.550048828125,309512
2024-07-29,3167.619140625,3198.39990234375,3227.0,3136.699951171875,3195.0,533386
2024-07-30,3081.208984375,3111.14990234375,3239.949951171875,3103.0,3198.64990234375,306432
2024-07-31,3141.22607421875,3171.75,3210.85009765625,3122.199951171875,3127.39990234375,641461
2024-08-01,3174.15576171875,3205.0,3256.35009765625,3160.050048828125,3172.050048828125,400745
2024-08-02,3197.03369140625,3228.10009765625,3275.5,3179.39990234375,3190.0,647028
2024-08-05,3137.0166015625,3167.5,3250.0,3156.449951171875,3173.199951171875,248760
2024-08-06,3189.556396484375,3220.550048828125,3298.0,3173.050048828125,3173.5,636197
2024-08-07,3291.6640625,3323.64990234375,3329.0,3230.050048828125,3230.050048828125,273861
2024-08-08,3301.320068359375,3333.39990234375,3372.85009765625,3300.550048828125,3331.550048828125,289623
2024-08-09,3306.27197265625,3338.39990234375,3363.75,3300.10009765625,3339.35009765625,140553
2024-08-12,3305.133056640625,3337.25,3363.949951171875,3311.199951171875,3338.39990234375,90273
2024-08-13,3331.031494140625,3363.39990234375,3383.89990234375,3310.0,3339.949951171875,413070
2024-08-14,3316.522705078125,3348.75,3383.0,3260.89990234375,3383.0,447194
2024-08-16,3315.977783203125,3348.199951171875,3379.949951171875,3293.050048828125,3365.0,225209
2024-08-19,3317.116943359375,3349.35009765625,3369.949951171875,3328.050048828125,3348.949951171875,82204
2024-08-20,3330.140380859375,3362.5,3379.5,3345.050048828125,3365.0,206288
2024-08-21,3318.503173828125,3350.75,3371.5,3338.0,3362.5,257431
2024-08-22,3330.2392578125,3362.60009765625,3369.949951171875,3324.050048828125,3353.85009765625,124001
2024-08-23,3317.116943359375,3349.35009765625,3391.949951171875,3341.050048828125,3365.0,131033
2024-08-26,3310.629638671875,3342.800048828125,3377.0,3311.449951171875,3353.800048828125,136267
2024-08-27,3329.644775390625,3362.0,3374.0,3311.0,3342.800048828125,219015
2024-08-28,3386.542236328125,3419.449951171875,3451.0,3360.050048828125,3360.050048828125,597337
2024-08-29,3401.496826171875,3434.550048828125,3445.89990234375,3410.5,3428.0,170950
2024-08-30,3451.609619140625,3485.14990234375,3574.0,3447.050048828125,3461.949951171875,993340
2024-09-02,3396.742919921875,3429.75,3523.0,3416.199951171875,3503.449951171875,233417
2024-09-03,3393.128173828125,3426.10009765625,3490.0,3420.0,3435.550048828125,314363
2024-09-04,3429.5244140625,3462.85009765625,3469.449951171875,3395.0,3401.0,176935
2024-09-05,3409.370361328125,3442.5,3496.75,3430.050048828125,3450.050048828125,182585
2024-09-06,3383.818603515625,3416.699951171875,3465.0,3407.85009765625,3454.5,104521
2024-09-09,3398.080078125,3431.10009765625,3443.449951171875,3364.14990234375,3416.0,170242
2024-09-10,3393.177490234375,3426.14990234375,3492.800048828125,3385.0,3385.0,368058
2024-09-11,3402.4873046875,3435.550048828125,3470.0,3420.10009765625,3455.0,201770
2024-09-12,3428.137939453125,3461.449951171875,3525.0,3450.300048828125,3460.0,388926
2024-09-13,3418.481689453125,3451.699951171875,3498.800048828125,3424.449951171875,3480.800048828125,199928
2024-09-16,3420.660400390625,3453.89990234375,3483.050048828125,3440.64990234375,3460.39990234375,83215
2024-09-17,3420.016845703125,3453.25,3476.699951171875,3444.449951171875,3468.89990234375,146515
2024-09-18,3327.26806640625,3359.60009765625,3476.5,3348.25,3467.0,200401
2024-09-19,3319.64208984375,3351.89990234375,3394.85009765625,3320.949951171875,3348.10009765625,260230
2024-09-20,3424.52294921875,3457.800048828125,3481.89990234375,3355.050048828125,3365.300048828125,522159
2024-09-23,3424.374267578125,3457.64990234375,3520.35009765625,3424.75,3477.949951171875,174672
2024-09-24,3437.496826171875,3470.89990234375,3494.89990234375,3456.39990234375,3468.60009765625,171380
2024-09-25,3395.059326171875,3428.050048828125,3492.0,3414.050048828125,3490.10009765625,204828
2024-09-26,3379.4609375,3412.300048828125,3449.699951171875,3364.050048828125,3425.0,261256
2024-09-27,3449.08447265625,3482.60009765625,3498.60009765625,3395.300048828125,3412.199951171875,596251
2024-09-30,3363.862548828125,3396.550048828125,3502.25,3376.60009765625,3456.0,335126
2024-10-01,3337.468994140625,3369.89990234375,3433.449951171875,3331.449951171875,3408.5,425354
2024-10-03,3359.504638671875,3392.14990234375,3407.25,3333.39990234375,3333.39990234375,414498
2024-10-04,3440.12158203125,3473.550048828125,3494.85009765625,3355.050048828125,3404.949951171875,475367
2024-10-07,3372.330322265625,3405.10009765625,3520.0,3389.300048828125,3490.0,305094
2024-10-08,3483.598876953125,3517.449951171875,3538.0,3380.89990234375,3415.0,256690
2024-10-09,3523.01611328125,3557.25,3590.699951171875,3504.050048828125,3534.0,463341
2024-10-10,3410.113037109375,3443.25,3580.0,3405.949951171875,3567.0,294303
2024-10-11,3463.3955078125,3497.050048828125,3520.0,3443.0,3480.0,240330
2024-10-14,3456.363525390625,3489.949951171875,3510.300048828125,3448.25,3510.050048828125,168714
2024-10-15,3463.93994140625,3497.60009765625,3531.75,3477.550048828125,3498.0,289020
2024-10-16,3481.51904296875,3515.35009765625,3528.199951171875,3490.0,3497.60009765625,201555
2024-10-17,3363.96142578125,3396.64990234375,3522.0,3385.0,3522.0,170971
2024-10-18,3416.302978515625,3449.5,3482.64990234375,3386.5,3396.64990234375,187099
2024-10-21,3359.851318359375,3392.5,3458.10009765625,3380.0,3454.949951171875,80576
2024-10-22,3307.510009765625,3339.64990234375,3402.75,3328.64990234375,3390.050048828125,146815
2024-10-23,3287.00927734375,3318.949951171875,3377.89990234375,3307.199951171875,3339.64990234375,403652
2024-10-24,3289.336669921875,3321.300048828125,3368.25,3296.0,3325.0,615291
2024-10-25,3399.813232421875,3432.85009765625,3448.14990234375,3329.949951171875,3329.949951171875,551899
2024-10-28,3284.781005859375,3316.699951171875,3511.800048828125,3300.0,3435.0,862562
2024-10-29,3184.703125,3215.64990234375,3300.0,3160.89990234375,3300.0,604063
2024-10-30,3107.6025390625,3137.800048828125,3149.75,3084.800048828125,3125.199951171875,3410175
2024-10-31,3171.82861328125,3202.64990234375,3229.0,3148.0,3148.0,861329
2024-11-01,3174.453125,3205.300048828125,3224.0,3191.050048828125,3224.0,16976
2024-11-04,3169.748779296875,3200.550048828125,3226.449951171875,3155.300048828125,3212.449951171875,1149132
2024-11-05,3153.50634765625,3184.14990234375,3219.0,3137.89990234375,3200.550048828125,274823
2024-11-06,3179.0087890625,3209.89990234375,3242.0,3188.25,3212.800048828125,312261
2024-11-07,3132.5107421875,3162.949951171875,3239.10009765625,3148.050048828125,3216.10009765625,246838
2024-11-08,3169.055419921875,3199.85009765625,3216.300048828125,3146.10009765625,3151.0,239755
2024-11-11,3121.3193359375,3151.64990234375,3203.14990234375,3145.5,3200.050048828125,172047
2024-11-12,3120.72509765625,3151.050048828125,3200.35009765625,3052.0,3170.0,382160
2024-11-13,3086.606689453125,3116.60009765625,3159.300048828125,3097.89990234375,3151.050048828125,184256
2024-11-14,3072.543212890625,3102.39990234375,3141.449951171875,3094.60009765625,3116.050048828125,223405
2024-11-18,3075.712646484375,3105.60009765625,3141.0,3075.25,3103.050048828125,195002
2024-11-19,3065.06591796875,3094.85009765625,3133.550048828125,3085.89990234375,3105.60009765625,171432
2024-11-21,3072.09765625,3101.949951171875,3128.0,3076.0,3095.050048828125,170973
2024-11-22,3136.620849609375,3167.10009765625,3189.699951171875,3102.050048828125,3102.050048828125,290862
2024-11-25,3235.163330078125,3266.60009765625,3276.0,3163.60009765625,3206.0,637198
2024-11-26,3194.508056640625,3225.550048828125,3275.0,3215.89990234375,3260.0,206124
2024-11-27,3193.418701171875,3224.449951171875,3252.949951171875,3168.35009765625,3230.0,283758
2024-11-28,3172.12548828125,3202.949951171875,3237.949951171875,3172.449951171875,3224.5,309175
2024-11-29,3292.208740234375,3324.199951171875,3333.10009765625,3200.0,3208.10009765625,748210
2024-12-02,3307.014892578125,3339.14990234375,3393.60009765625,3301.0,3301.0,522794
2024-12-03,3330.734375,3363.10009765625,3395.0,3341.60009765625,3350.199951171875,397698
2024-12-04,3320.384765625,3352.64990234375,3366.0,3295.0,3366.0,419534
2024-12-05,3329.149658203125,3361.5,3455.0,3318.64990234375,3450.0,378207
2024-12-06,3300.428955078125,3332.5,3375.89990234375,3302.0,3368.85009765625,304889
2024-12-09,3303.597900390625,3335.699951171875,3369.5,3319.449951171875,3342.14990234375,251984
2024-12-10,3317.760498046875,3350.0,3363.60009765625,3329.35009765625,3344.0,326031
2024-12-11,3342.371337890625,3374.85009765625,3388.0,3332.89990234375,3360.14990234375,285675
2024-12-12,3295.82373046875,3327.85009765625,3394.64990234375,3304.89990234375,3374.85009765625,195517
2024-12-13,3313.650634765625,3345.85009765625,3354.89990234375,3294.050048828125,3321.0,244920
2024-12-16,3329.694580078125,3362.050048828125,3374.550048828125,3319.050048828125,3355.85009765625,255322
2024-12-17,3344.203369140625,3376.699951171875,3399.0,3339.050048828125,3362.050048828125,546502
2024-12-18,3349.353271484375,3381.89990234375,3417.0,3366.89990234375,3376.699951171875,348736
2024-12-19,3435.763671875,3469.14990234375,3489.5,3358.10009765625,3381.89990234375,539423
2024-12-20,3403.923095703125,3437.0,3515.35009765625,3421.39990234375,3476.25,358325
2024-12-23,3387.43359375,3420.35009765625,3476.449951171875,3378.800048828125,3450.0,146144
2024-12-24,3366.734619140625,3399.449951171875,3455.25,3362.0,3421.0,73392
2024-12-26,3388.423828125,3421.35009765625,3433.199951171875,3377.0,3399.449951171875,122364
2024-12-27,3372.330322265625,3405.10009765625,3446.050048828125,3396.5,3421.35009765625,220832
2024-12-30,3337.072998046875,3369.5,3422.300048828125,3348.050048828125,3405.0,1040305
2024-12-31,3327.713623046875,3360.050048828125,3396.699951171875,3343.949951171875,3362.199951171875,153583
2025-01-01,3385.65087890625,3418.550048828125,3434.199951171875,3340.14990234375,3368.14990234375,174032
2025-01-02,3408.429443359375,3441.550048828125,3452.0,3361.5,3425.35009765625,171888
2025-01-03,3370.10205078125,3402.85009765625,3465.0,3378.5,3450.0,185168
2025-01-06,3330.585693359375,3362.949951171875,3418.550048828125,3342.89990234375,3402.85009765625,132458
2025-01-07,3371.33984375,3404.10009765625,3443.5,3351.550048828125,3380.0,134592
2025-01-08,3292.75341796875,3324.75,3417.050048828125,3318.0,3409.89990234375,167593
2025-01-09,3289.584228515625,3321.550048828125,3334.35009765625,3285.14990234375,3299.949951171875,183881
2025-01-10,3242.9375,3274.449951171875,3350.14990234375,3264.10009765625,3325.0,142606
2025-01-13,3204.214111328125,3235.35009765625,3294.14990234375,3229.39990234375,3241.64990234375,146840
2025-01-14,3221.099609375,3252.39990234375,3265.0,3214.699951171875,3239.699951171875,147736
2025-01-15,3184.109130859375,3215.050048828125,3269.800048828125,3180.300048828125,3269.800048828125,205544
2025-01-16,3148.010009765625,3178.60009765625,3244.0,3151.85009765625,3224.0,248752
2025-01-17,3144.296142578125,3174.85009765625,3201.25,3152.199951171875,3163.199951171875,222575
2025-01-20,3133.7978515625,3164.25,3194.14990234375,3129.60009765625,3194.14990234375,187128
2025-01-21,3125.924560546875,3156.300048828125,3203.25,3142.89990234375,3180.0,306619
2025-01-22,3136.42236328125,3166.89990234375,3184.75,3122.0,3175.60009765625,153463
2025-01-23,3232.340576171875,3263.75,3275.449951171875,3157.199951171875,3166.89990234375,297254
2025-01-24,3217.13818359375,3248.39990234375,3283.85009765625,3210.0,3270.75,391085
2025-01-27,3305.628173828125,3337.75,3369.050048828125,3250.0,3250.0,1428077
2025-01-28,3282.899169921875,3314.800048828125,3344.0,3258.199951171875,3321.10009765625,337104
2025-01-29,3328.159423828125,3360.5,3390.0,3300.0,3314.800048828125,255311
2025-01-30,3325.930908203125,3358.25,3393.60009765625,3333.050048828125,3360.0,512150
2025-01-31,3262.90087890625,3269.10009765625,3372.25,3251.550048828125,3339.75,450908
2025-02-01,3201.6171875,3207.699951171875,3302.39990234375,3186.10009765625,3275.0,105407
2025-02-03,3162.8408203125,3168.85009765625,3248.75,3121.0,3121.0,214736
2025-02-04,3097.165771484375,3103.050048828125,3253.199951171875,3090.550048828125,3170.0,880065
2025-02-05,3108.79345703125,3114.699951171875,3140.89990234375,3066.550048828125,3125.0,736148
2025-02-06,3155.25537109375,3161.25,3202.0,3125.5,3143.800048828125,712569
2025-02-07,3252.420654296875,3258.60009765625,3273.0,3147.0,3166.699951171875,694270
2025-02-10,3186.84521484375,3192.89990234375,3332.300048828125,3176.050048828125,3267.0,283715
2025-02-11,3100.609130859375,3106.5,3235.85009765625,3082.0,3200.0,212638
2025-02-12,3054.097412109375,3059.89990234375,3115.0,3027.800048828125,3102.0,477990
2025-02-13,3068.420166015625,3074.25,3112.10009765625,3051.449951171875,3059.89990234375,275849
2025-02-14,3008.134765625,3013.85009765625,3101.89990234375,2966.050048828125,3101.89990234375,311381
2025-02-17,3072.1630859375,3078.0,3084.75,2960.5,2960.5,260333
2025-02-18,3036.03173828125,3041.800048828125,3100.0,3025.949951171875,3078.050048828125,233306
2025-02-19,3114.632568359375,3120.550048828125,3130.0,2985.5,3002.0,294730
2025-02-20,3090.0791015625,3095.949951171875,3128.949951171875,3065.0,3120.64990234375,222923
2025-02-21,3033.58642578125,3039.35009765625,3107.14990234375,3025.050048828125,3091.5,190251
2025-02-24,3017.56689453125,3023.300048828125,3070.0,3006.60009765625,3020.10009765625,353049
2025-02-25,3025.30224609375,3031.050048828125,3063.64990234375,2995.0,3011.199951171875,287650
2025-02-27,2981.335693359375,2987.0,3050.0,2961.5,3030.0,278659
2025-02-28,2942.509521484375,2948.10009765625,2976.60009765625,2911.5,2950.0,2377398
2025-03-03,2953.638427734375,2959.25,2987.949951171875,2886.449951171875,2920.0,287062
2025-03-04,2924.7431640625,2930.300048828125,2987.199951171875,2919.050048828125,2945.5,401576
2025-03-05,2973.101318359375,2978.75,2985.800048828125,2902.25,2930.300048828125,195287
2025-03-06,3053.19921875,3059.0,3069.550048828125,2974.050048828125,2994.85009765625,261988
2025-03-07,3067.97119140625,3073.800048828125,3085.0,3046.449951171875,3065.0,284470
2025-03-10,3065.2763671875,3071.10009765625,3144.89990234375,3048.5,3056.85009765625,328858
2025-03-11,3052.151123046875,3057.949951171875,3097.300048828125,3027.64990234375,3045.0,275298
2025-03-12,3090.6279296875,3096.5,3107.800048828125,3031.800048828125,3085.5,188711
2025-03-13,3050.2548828125,3056.050048828125,3109.85009765625,3047.800048828125,3099.0,170542
2025-03-17,3060.535400390625,3066.35009765625,3094.949951171875,3038.39990234375,3060.0,216124
2025-03-18,3060.535400390625,3066.35009765625,3066.35009765625,3066.35009765625,3066.35009765625,0
2025-03-19,3185.248291015625,3191.300048828125,3200.0,3075.0,3135.699951171875,358238
2025-03-20,3224.62353515625,3230.75,3242.85009765625,3184.300048828125,3225.0,186344
2025-03-21,3216.988037109375,3223.10009765625,3275.0,3199.25,3240.0,477309
2025-03-24,3265.246337890625,3271.449951171875,3300.0,3195.800048828125,3236.949951171875,290413
2025-03-25,3238.896484375,3245.050048828125,3300.89990234375,3191.39990234375,3299.949951171875,279418
2025-03-26,3212.99560546875,3219.10009765625,3253.550048828125,3190.0,3245.10009765625,186816
2025-03-27,3227.018798828125,3233.14990234375,3250.0,3152.050048828125,3202.0,551167
2025-03-28,3221.82861328125,3227.949951171875,3249.949951171875,3202.699951171875,3233.199951171875,271746
2025-04-01,3177.8623046875,3183.89990234375,3231.75,3170.0,3198.89990234375,215496
2025-04-02,3201.018310546875,3207.10009765625,3217.25,3164.050048828125,3187.699951171875,202794
2025-04-03,3241.541259765625,3247.699951171875,3321.60009765625,3225.0,3236.39990234375,228524
2025-04-04,3280.267822265625,3286.5,3309.64990234375,3180.0,3248.5,513622
2025-04-07,3227.418212890625,3233.550048828125,3304.89990234375,3167.050048828125,3226.0,1329653
