date_,adj close_cochinship.ns,close_cochinship.ns,high_cochinship.ns,low_cochinship.ns,open_cochinship.ns,volume_cochinship.ns
2024-05-30,1936.456787109375,1957.1500244140625,2048.0,1940.0,2027.0,7063841
2024-05-31,1927.0572509765625,1947.6500244140625,2010.0,1901.0,1980.0,7522139
2024-06-03,1991.71630859375,2013.0,2100.0,2003.1500244140625,2100.0,4497698
2024-06-04,1792.54443359375,1811.699951171875,2009.0,1811.699951171875,2009.0,5677652
2024-06-05,1666.739013671875,1684.550048828125,1789.949951171875,1630.550048828125,1789.949951171875,7231598
2024-06-06,1833.407958984375,1853.0,1853.0,1732.050048828125,1735.0,4699862
2024-06-07,1892.526123046875,1912.75,1954.0,1862.8499755859375,1870.0,4406748
2024-06-10,1873.1829833984375,1893.199951171875,1948.0,1885.0,1933.3499755859375,1783567
2024-06-11,1874.02392578125,1894.050048828125,1946.949951171875,1880.0,1905.0,1848739
2024-06-12,1882.7308349609375,1902.8499755859375,1924.9000244140625,1887.0,1902.800048828125,1431812
2024-06-13,1985.5819091796875,2006.800048828125,2018.0,1890.0,1912.4000244140625,5114642
2024-06-14,2099.91015625,2122.35009765625,2175.0,1981.0,2020.0,12077353
2024-06-18,2296.26171875,2320.800048828125,2334.550048828125,2132.35009765625,2137.699951171875,11963932
2024-06-19,2232.34521484375,2256.199951171875,2427.89990234375,2200.0,2360.0,6356683
2024-06-20,2208.351318359375,2231.949951171875,2298.699951171875,2202.0,2259.0,3461499
2024-06-21,2109.705322265625,2132.25,2240.0,2108.050048828125,2232.0,3331150
2024-06-24,2120.489990234375,2143.14990234375,2200.0,2113.449951171875,2136.35009765625,2758689
2024-06-25,2165.41015625,2188.550048828125,2239.0,2145.14990234375,2153.0,4874927
2024-06-26,2184.802978515625,2208.14990234375,2275.25,2191.199951171875,2205.10009765625,4850979
2024-06-27,2214.831787109375,2238.5,2297.64990234375,2180.0,2217.800048828125,5497856
2024-06-28,2191.72900390625,2215.14990234375,2270.0,2186.050048828125,2249.0,2477956
2024-07-01,2242.090576171875,2266.050048828125,2310.0,2241.0,2273.949951171875,4946752
2024-07-02,2236.747802734375,2260.64990234375,2289.89990234375,2210.050048828125,2272.0,2498510
2024-07-03,2410.590087890625,2436.35009765625,2463.0,2246.39990234375,2271.0,10574606
2024-07-04,2651.6142578125,2679.949951171875,2679.949951171875,2405.050048828125,2449.0,13026739
2024-07-05,2807.59765625,2837.60009765625,2924.0,2650.0,2715.0,12633513
2024-07-08,2774.748779296875,2804.39990234375,2979.449951171875,2750.0,2849.949951171875,8355098
2024-07-09,2760.748291015625,2790.25,2900.0,2683.699951171875,2842.35009765625,4213729
2024-07-10,2698.41455078125,2727.25,2823.800048828125,2670.0,2809.75,2789930
2024-07-11,2833.32275390625,2863.60009765625,2863.60009765625,2764.199951171875,2799.0,3894646
2024-07-12,2798.841064453125,2828.75,2936.25,2806.800048828125,2915.0,3225791
2024-07-15,2715.630126953125,2744.64990234375,2848.0,2725.0,2842.0,1505323
2024-07-16,2714.344482421875,2743.35009765625,2816.5,2723.0,2750.699951171875,1767967
2024-07-18,2594.72216796875,2622.449951171875,2740.0,2611.0,2740.0,2767426
2024-07-19,2516.310546875,2543.199951171875,2700.0,2521.0,2609.949951171875,2827660
2024-07-22,2642.115966796875,2670.35009765625,2670.35009765625,2462.0,2505.0,2745532
2024-07-23,2570.679443359375,2598.14990234375,2774.5,2536.85009765625,2699.0,4223355
2024-07-24,2532.487548828125,2559.550048828125,2660.0,2550.0,2595.0,1374320
2024-07-25,2435.721435546875,2461.75,2531.75,2450.0,2520.050048828125,1574069
2024-07-26,2441.510009765625,2467.60009765625,2525.0,2450.050048828125,2469.949951171875,1017431
2024-07-29,2563.55517578125,2590.949951171875,2590.949951171875,2470.050048828125,2510.0,2372821
2024-07-30,2649.9326171875,2678.25,2715.800048828125,2550.0,2587.0,2928546
2024-07-31,2592.44677734375,2620.14990234375,2702.199951171875,2605.60009765625,2680.0,1020858
2024-08-01,2553.01806640625,2580.300048828125,2689.800048828125,2573.699951171875,2649.0,1003125
2024-08-02,2511.066162109375,2537.89990234375,2610.699951171875,2502.10009765625,2502.199951171875,1016016
2024-08-05,2385.50830078125,2411.0,2474.75,2411.0,2416.10009765625,1308671
2024-08-06,2266.232666015625,2290.449951171875,2441.89990234375,2290.449951171875,2401.0,2323913
2024-08-07,2324.51025390625,2349.35009765625,2387.949951171875,2121.0,2308.050048828125,5619905
2024-08-08,2287.703125,2312.14990234375,2392.0,2301.0,2360.0,1655089
2024-08-09,2354.637939453125,2379.800048828125,2491.0,2368.10009765625,2440.14990234375,2887887
2024-08-12,2300.6650390625,2325.25,2384.0,2306.14990234375,2365.0,1292134
2024-08-13,2180.844970703125,2204.14990234375,2342.85009765625,2198.0,2339.89990234375,2481721
2024-08-14,2192.075439453125,2215.5,2256.75,2140.0,2212.800048828125,2352856
2024-08-16,2175.20556640625,2198.449951171875,2260.0,2185.5,2240.0,1189881
2024-08-19,2132.66015625,2155.449951171875,2219.699951171875,2150.0,2206.0,1431135
2024-08-20,2052.467041015625,2074.39990234375,2158.0,2039.0999755859375,2150.0,3007563
2024-08-21,2094.61669921875,2117.0,2175.0,2038.0,2049.949951171875,2886627
2024-08-22,2048.06396484375,2069.949951171875,2136.800048828125,2065.0,2136.800048828125,1167062
2024-08-23,2063.152587890625,2085.199951171875,2114.14990234375,2061.25,2081.949951171875,1113685
2024-08-26,2035.3994140625,2057.14990234375,2120.0,2050.0,2100.0,735231
2024-08-27,2037.971923828125,2059.75,2099.0,2052.64990234375,2058.0,896011
2024-08-28,1991.4193115234375,2012.699951171875,2074.199951171875,2008.0,2059.699951171875,1239616
2024-08-29,1934.1317138671875,1954.800048828125,2025.0,1935.0,2010.0,1848011
2024-08-30,1866.7022705078125,1886.6500244140625,2024.0,1860.0,1964.0,7094311
2024-09-02,1831.775390625,1851.3499755859375,1908.0,1819.449951171875,1881.0,2909239
2024-09-03,1861.3096923828125,1881.199951171875,1947.699951171875,1863.5,1900.0,4852910
2024-09-04,1908.50537109375,1928.9000244140625,1998.699951171875,1881.449951171875,1885.0,5200139
2024-09-05,1891.9820556640625,1912.199951171875,1960.0,1895.550048828125,1950.0,2570312
2024-09-06,1841.6697998046875,1861.3499755859375,1914.699951171875,1855.949951171875,1912.199951171875,1288779
2024-09-09,1801.3011474609375,1820.550048828125,1860.949951171875,1798.0,1860.949951171875,1268809
2024-09-10,1820.1990966796875,1839.6500244140625,1874.800048828125,1820.9000244140625,1830.050048828125,1031034
2024-09-11,1784.8271484375,1803.9000244140625,1844.5999755859375,1800.0,1839.0,695951
2024-09-12,1793.484619140625,1812.6500244140625,1823.699951171875,1785.0,1820.0,1228858
2024-09-13,1797.5906982421875,1816.800048828125,1859.9000244140625,1794.050048828125,1812.6500244140625,1026595
2024-09-16,1775.32861328125,1794.300048828125,1828.0,1777.1500244140625,1825.0,980967
2024-09-17,1743.8648681640625,1762.5,1825.0,1760.0,1794.199951171875,1106981
2024-09-18,1707.453857421875,1725.699951171875,1798.0,1718.3499755859375,1762.5,1347819
2024-09-19,1660.505615234375,1678.25,1751.25,1638.0,1749.0,2302100
2024-09-20,1826.5313720703125,1846.050048828125,1846.050048828125,1682.1500244140625,1688.0,5800913
2024-09-23,1763.3289794921875,1780.0,1935.0,1662.0,1886.949951171875,3796861
2024-09-24,1779.822998046875,1796.6500244140625,1813.949951171875,1761.0,1794.6500244140625,883255
2024-09-25,1728.7557373046875,1745.0999755859375,1810.0,1740.0,1782.449951171875,300727
2024-09-26,1688.9322509765625,1704.9000244140625,1759.25,1685.0,1750.0,345668
2024-09-27,1711.0234375,1727.199951171875,1781.8499755859375,1670.0,1707.0,1045085
2024-09-30,1724.0501708984375,1740.3499755859375,1750.0,1690.0,1730.0,640493
2024-10-01,1689.5267333984375,1705.5,1735.5,1697.0999755859375,1735.5,299624
2024-10-03,1655.0526123046875,1670.699951171875,1697.0,1652.0,1678.9000244140625,449810
2024-10-04,1630.088623046875,1645.5,1685.0,1587.199951171875,1670.449951171875,411572
2024-10-07,1554.3050537109375,1569.0,1647.0,1563.25,1644.0,616808
2024-10-08,1627.66162109375,1643.050048828125,1647.449951171875,1505.0,1557.699951171875,481632
2024-10-09,1639.301513671875,1654.800048828125,1670.0,1620.0,1670.0,272935
2024-10-10,1678.6793212890625,1694.550048828125,1724.699951171875,1640.0,1669.800048828125,743389
2024-10-11,1645.245361328125,1660.800048828125,1696.800048828125,1650.0,1696.5,237690
2024-10-14,1609.186279296875,1624.4000244140625,1689.0,1615.0,1660.9000244140625,345447
2024-10-15,1656.2908935546875,1671.949951171875,1688.0,1605.0,1626.0,396645
2024-10-16,1573.721435546875,1588.5999755859375,1648.9000244140625,1588.3499755859375,1605.199951171875,1031697
2024-10-17,1545.33984375,1559.949951171875,1567.9000244140625,1551.050048828125,1561.0,1496837
2024-10-18,1549.4014892578125,1564.050048828125,1583.050048828125,1526.0,1549.949951171875,1065843
2024-10-21,1516.2646484375,1530.5999755859375,1570.0,1526.0,1567.0,492306
2024-10-22,1440.4813232421875,1454.0999755859375,1539.9000244140625,1454.0999755859375,1530.949951171875,612006
2024-10-23,1387.5318603515625,1400.6500244140625,1439.0,1381.4000244140625,1405.0999755859375,1200822
2024-10-24,1409.5733642578125,1422.9000244140625,1438.5,1365.0,1395.0,427454
2024-10-25,1352.6119384765625,1365.4000244140625,1418.0,1351.75,1414.0,744409
2024-10-28,1348.8970947265625,1361.6500244140625,1394.0,1340.0,1374.949951171875,597834
2024-10-29,1388.869140625,1402.0,1418.699951171875,1365.050048828125,1379.0,362390
2024-10-30,1458.3126220703125,1472.0999755859375,1472.0999755859375,1405.449951171875,1405.449951171875,391148
2024-10-31,1483.177490234375,1497.199951171875,1519.9000244140625,1472.0999755859375,1486.949951171875,510173
2024-11-01,1512.9461669921875,1527.25,1530.0,1505.0,1523.0,191904
2024-11-04,1489.368896484375,1503.449951171875,1548.0,1462.0,1548.0,389109
2024-11-05,1482.33544921875,1496.3499755859375,1510.0,1441.0,1495.0,530542
2024-11-06,1522.5057373046875,1536.9000244140625,1547.0,1500.0,1504.0,413151
2024-11-07,1509.577880859375,1523.8499755859375,1555.0,1512.0,1554.0,328948
2024-11-08,1434.3887939453125,1447.949951171875,1490.0,1447.6500244140625,1488.0,501298
2024-11-11,1380.250732421875,1393.300048828125,1430.800048828125,1378.5,1408.0999755859375,382705
2024-11-12,1361.1810302734375,1374.050048828125,1416.449951171875,1360.0,1399.0,301194
2024-11-13,1305.0120849609375,1317.3499755859375,1365.050048828125,1308.0,1365.050048828125,444889
2024-11-14,1300.1083984375,1312.4000244140625,1343.949951171875,1301.0,1320.0,279812
2024-11-18,1289.260986328125,1301.449951171875,1339.699951171875,1290.25,1316.9000244140625,304904
2024-11-19,1351.9130859375,1360.5,1362.300048828125,1320.0,1320.0,295055
2024-11-21,1287.2239990234375,1295.4000244140625,1350.0,1292.5,1350.0,494851
2024-11-22,1291.0992431640625,1299.300048828125,1311.0,1265.0,1290.0,348717
2024-11-25,1355.6392822265625,1364.25,1364.25,1334.5999755859375,1357.949951171875,582192
2024-11-26,1423.40869140625,1432.449951171875,1432.449951171875,1375.0,1389.0,311063
2024-11-27,1494.5570068359375,1504.050048828125,1504.050048828125,1460.0,1480.0,536695
2024-11-28,1569.2823486328125,1579.25,1579.25,1530.0,1563.0,1312263
2024-11-29,1567.3446044921875,1577.300048828125,1585.0,1510.75,1579.25,750162
2024-12-02,1645.697021484375,1656.1500244140625,1656.1500244140625,1620.0,1631.5,595105
2024-12-03,1674.911376953125,1685.550048828125,1734.9000244140625,1623.0,1714.550048828125,1259341
2024-12-04,1684.89794921875,1695.5999755859375,1728.0,1670.0,1719.300048828125,510941
2024-12-05,1671.681884765625,1682.300048828125,1695.5999755859375,1630.0999755859375,1695.0,463028
2024-12-06,1681.2213134765625,1691.9000244140625,1702.0,1650.5,1682.0,403528
2024-12-09,1672.526611328125,1683.1500244140625,1693.9000244140625,1663.0,1684.699951171875,359831
2024-12-10,1623.090576171875,1633.4000244140625,1694.699951171875,1621.0,1688.800048828125,403176
2024-12-11,1617.5260009765625,1627.800048828125,1653.199951171875,1624.0,1644.0,173886
2024-12-12,1637.002197265625,1647.4000244140625,1678.9000244140625,1600.050048828125,1627.9000244140625,413087
2024-12-13,1596.2113037109375,1606.3499755859375,1644.0,1600.0,1644.0,241605
2024-12-16,1597.6522216796875,1607.800048828125,1638.4000244140625,1595.9000244140625,1625.0,211257
2024-12-17,1606.8438720703125,1617.050048828125,1630.0,1580.0,1614.0,272495
2024-12-18,1565.2081298828125,1575.1500244140625,1624.699951171875,1560.9000244140625,1615.0,318298
2024-12-19,1537.732666015625,1547.5,1565.0,1511.199951171875,1526.0999755859375,233424
2024-12-20,1484.123291015625,1493.550048828125,1570.0,1476.75,1561.0,305700
2024-12-23,1457.6416015625,1466.9000244140625,1520.0,1444.0,1520.0,292990
2024-12-24,1459.1319580078125,1468.4000244140625,1499.800048828125,1450.0,1468.0,198793
2024-12-26,1456.5484619140625,1465.800048828125,1479.949951171875,1450.0,1479.800048828125,175014
2024-12-27,1529.3360595703125,1539.050048828125,1539.050048828125,1445.0,1470.0,340981
2024-12-30,1563.1214599609375,1573.050048828125,1614.4000244140625,1473.5,1564.8499755859375,1853229
2024-12-31,1529.0379638671875,1538.75,1587.4000244140625,1513.0999755859375,1565.0,438789
2025-01-01,1557.1097412109375,1567.0,1581.0,1511.050048828125,1558.4000244140625,359906
2025-01-02,1584.7838134765625,1594.8499755859375,1619.9000244140625,1552.6500244140625,1568.449951171875,472162
2025-01-03,1588.1624755859375,1598.25,1619.800048828125,1580.0,1600.0,410469
2025-01-06,1508.7666015625,1518.3499755859375,1596.949951171875,1518.3499755859375,1596.949951171875,420930
2025-01-07,1492.271484375,1501.75,1537.699951171875,1483.1500244140625,1504.0,430854
2025-01-08,1482.98046875,1492.4000244140625,1524.699951171875,1470.5999755859375,1509.0,291253
2025-01-09,1464.994873046875,1474.300048828125,1525.6500244140625,1461.550048828125,1492.300048828125,299199
2025-01-10,1422.0673828125,1431.0999755859375,1480.0,1415.0,1474.300048828125,394615
2025-01-13,1350.9691162109375,1359.550048828125,1423.949951171875,1359.550048828125,1423.949951171875,500996
2025-01-14,1418.489990234375,1427.5,1427.5,1357.050048828125,1369.949951171875,385406
2025-01-15,1387.53662109375,1396.3499755859375,1436.0,1386.050048828125,1425.0,403285
2025-01-16,1436.97265625,1446.0999755859375,1459.199951171875,1419.0999755859375,1429.800048828125,232661
2025-01-17,1483.22900390625,1492.6500244140625,1518.0,1449.0999755859375,1464.0,586525
2025-01-20,1526.8519287109375,1536.550048828125,1549.0,1501.800048828125,1504.0,464136
2025-01-21,1498.7802734375,1508.300048828125,1582.0,1500.0,1551.9000244140625,683166
2025-01-22,1452.8221435546875,1462.050048828125,1516.949951171875,1440.0,1515.949951171875,403472
2025-01-23,1471.0562744140625,1480.4000244140625,1508.800048828125,1445.8499755859375,1463.0,362392
2025-01-24,1449.3939208984375,1458.5999755859375,1504.4000244140625,1450.0,1486.4000244140625,269316
2025-01-27,1394.44287109375,1403.300048828125,1452.9000244140625,1390.0,1452.9000244140625,383942
2025-01-28,1400.5540771484375,1409.449951171875,1435.0,1332.0999755859375,1405.9000244140625,799845
2025-01-29,1426.191162109375,1435.25,1459.949951171875,1416.050048828125,1419.8499755859375,409995
2025-01-30,1447.2076416015625,1456.4000244140625,1481.0,1431.0999755859375,1447.949951171875,316864
2025-01-31,1522.628662109375,1532.300048828125,1540.0,1450.4000244140625,1467.949951171875,677944
2025-02-01,1459.8275146484375,1469.0999755859375,1560.0,1455.0,1548.0,1570353
2025-02-03,1401.69677734375,1410.5999755859375,1450.0,1390.0999755859375,1450.0,592688
2025-02-04,1403.4854736328125,1412.4000244140625,1443.699951171875,1390.0,1435.0,436871
2025-02-05,1414.8134765625,1423.800048828125,1448.800048828125,1415.25,1427.949951171875,311546
2025-02-06,1402.5413818359375,1411.449951171875,1438.0,1406.0,1435.0,284570
2025-02-07,1352.310546875,1360.9000244140625,1385.800048828125,1335.0,1335.0,929762
2025-02-10,1362.1480712890625,1370.800048828125,1429.949951171875,1323.3499755859375,1361.949951171875,1926624
2025-02-11,1318.077880859375,1326.449951171875,1379.6500244140625,1315.0999755859375,1371.0,593162
2025-02-12,1294.96337890625,1299.75,1323.449951171875,1244.0999755859375,1323.449951171875,969073
2025-02-13,1294.96337890625,1299.75,1343.949951171875,1291.199951171875,1305.0,574730
2025-02-14,1231.6971435546875,1236.25,1340.0,1225.699951171875,1302.050048828125,722616
2025-02-17,1211.8704833984375,1216.3499755859375,1249.949951171875,1196.0,1224.050048828125,812884
2025-02-18,1230.4517822265625,1235.0,1245.0,1180.199951171875,1216.3499755859375,852286
2025-02-19,1294.3656005859375,1299.1500244140625,1349.9000244140625,1203.449951171875,1224.050048828125,1463068
2025-02-20,1294.6644287109375,1299.449951171875,1317.5999755859375,1276.0,1293.0,757395
2025-02-21,1319.1240234375,1324.0,1337.0,1273.1500244140625,1299.0,1106478
2025-02-24,1297.852783203125,1302.6500244140625,1335.0,1286.050048828125,1300.0,809959
2025-02-25,1299.845458984375,1304.6500244140625,1348.0,1292.0,1301.0,1003002
2025-02-27,1290.2308349609375,1295.0,1313.4000244140625,1270.0999755859375,1305.0,592297
2025-02-28,1263.87841796875,1268.550048828125,1294.949951171875,1250.0999755859375,1286.949951171875,702560
2025-03-03,1213.265380859375,1217.75,1294.0,1199.5999755859375,1268.550048828125,773997
2025-03-04,1257.202880859375,1261.8499755859375,1307.9000244140625,1205.0999755859375,1205.0999755859375,1787579
2025-03-05,1261.238037109375,1265.9000244140625,1290.8499755859375,1248.949951171875,1264.0,825929
2025-03-06,1283.4559326171875,1288.199951171875,1301.75,1260.0,1270.0,732185
2025-03-07,1330.930419921875,1335.8499755859375,1355.0,1278.1500244140625,1288.1500244140625,1610855
2025-03-10,1296.6571044921875,1301.449951171875,1350.0,1288.0,1340.0,849285
2025-03-11,1268.0628662109375,1272.75,1288.0999755859375,1261.0,1283.0,610842
2025-03-12,1277.52783203125,1282.25,1296.4000244140625,1263.0,1273.050048828125,479031
2025-03-13,1286.8931884765625,1291.6500244140625,1322.3499755859375,1269.0999755859375,1296.6500244140625,893210
2025-03-17,1290.92822265625,1295.699951171875,1314.0,1283.25,1305.0999755859375,653082
2025-03-18,1290.92822265625,1295.699951171875,1295.699951171875,1295.699951171875,1295.699951171875,0
2025-03-19,1451.3353271484375,1456.699951171875,1474.949951171875,1342.3499755859375,1350.0,4134078
2025-03-20,1445.158203125,1450.5,1494.949951171875,1412.050048828125,1474.0,2784245
2025-03-21,1432.953369140625,1438.25,1474.699951171875,1415.050048828125,1455.0999755859375,1354114
2025-03-24,1479.5809326171875,1485.050048828125,1520.0,1446.0,1452.449951171875,2012055
2025-03-25,1452.08251953125,1457.449951171875,1515.050048828125,1448.0,1500.0,1197136
2025-03-26,1446.503173828125,1451.8499755859375,1498.9000244140625,1445.6500244140625,1457.449951171875,1523799
2025-03-27,1419.7022705078125,1424.949951171875,1475.0,1419.4000244140625,1445.0,1330906
2025-03-28,1402.7152099609375,1407.9000244140625,1468.0,1401.0999755859375,1434.050048828125,1019725
2025-04-01,1388.7667236328125,1393.9000244140625,1435.0,1382.0,1407.5999755859375,832732
2025-04-02,1406.3516845703125,1411.550048828125,1415.050048828125,1362.4000244140625,1400.0,620582
2025-04-03,1455.76904296875,1461.1500244140625,1466.949951171875,1391.1500244140625,1397.0,1334533
2025-04-04,1385.6282958984375,1390.75,1455.0999755859375,1380.550048828125,1453.050048828125,1203309
