date_,adj close_bdl.ns,close_bdl.ns,high_bdl.ns,low_bdl.ns,open_bdl.ns,volume_bdl.ns
2024-07-22,1486.9273681640625,1493.75,1511.0,1407.050048828125,1450.050048828125,3148425
2024-07-23,1461.1953125,1467.9000244140625,1528.0,1350.0,1510.0,3116965
2024-07-24,1422.2242431640625,1428.75,1490.0,1425.0,1467.9000244140625,1641033
2024-07-25,1400.4241943359375,1406.8499755859375,1436.0,1393.550048828125,1422.0,1387692
2024-07-26,1406.048583984375,1412.5,1433.300048828125,1406.1500244140625,1410.0999755859375,1160129
2024-07-29,1462.638916015625,1469.3499755859375,1475.75,1415.300048828125,1426.0,2146657
2024-07-30,1471.5479736328125,1478.300048828125,1498.0,1457.449951171875,1469.800048828125,1441946
2024-07-31,1453.430908203125,1460.0999755859375,1484.949951171875,1457.550048828125,1479.050048828125,617138
2024-08-01,1443.6260986328125,1450.25,1467.449951171875,1428.0,1460.0999755859375,827899
2024-08-02,1412.7178955078125,1419.199951171875,1440.0,1407.0,1429.0,797569
2024-08-05,1335.0244140625,1341.1500244140625,1378.0,1327.050048828125,1359.8499755859375,1961750
2024-08-06,1336.41796875,1342.550048828125,1410.0,1338.0,1346.9000244140625,1644757
2024-08-07,1396.243408203125,1402.6500244140625,1408.0,1350.0999755859375,1385.0999755859375,1105077
2024-08-08,1407.7904052734375,1414.25,1444.0,1376.0,1402.6500244140625,1458258
2024-08-09,1427.5001220703125,1434.050048828125,1449.949951171875,1422.6500244140625,1437.0,828994
2024-08-12,1337.8114013671875,1343.949951171875,1359.949951171875,1222.3499755859375,1224.949951171875,4454884
2024-08-13,1329.5494384765625,1335.6500244140625,1357.949951171875,1322.25,1357.949951171875,1215844
2024-08-14,1311.781005859375,1317.800048828125,1351.199951171875,1300.550048828125,1345.0,1026488
2024-08-16,1312.7764892578125,1318.800048828125,1340.0,1300.0999755859375,1330.0,1029263
2024-08-19,1324.5225830078125,1330.5999755859375,1351.0,1313.300048828125,1313.300048828125,855127
2024-08-20,1303.17041015625,1309.1500244140625,1339.949951171875,1305.050048828125,1337.300048828125,686091
2024-08-21,1315.364501953125,1321.4000244140625,1329.800048828125,1302.0999755859375,1309.0,821291
2024-08-22,1298.491943359375,1304.449951171875,1332.949951171875,1301.75,1323.6500244140625,641733
2024-08-23,1309.740478515625,1315.75,1345.0,1310.0,1324.0,1224789
2024-08-26,1305.6092529296875,1311.5999755859375,1334.4000244140625,1307.0,1325.0,603827
2024-08-27,1306.057373046875,1312.050048828125,1324.5,1308.699951171875,1318.0,375399
2024-08-28,1317.2060546875,1323.25,1329.449951171875,1310.449951171875,1319.949951171875,711054
2024-08-29,1292.718505859375,1298.6500244140625,1324.0,1277.199951171875,1323.1500244140625,1087666
2024-08-30,1296.9490966796875,1302.9000244140625,1331.75,1280.050048828125,1300.0,1436261
2024-09-02,1297.8946533203125,1303.8499755859375,1311.449951171875,1286.0,1304.300048828125,724992
2024-09-03,1314.2198486328125,1320.25,1355.0,1315.0,1322.0,1764895
2024-09-04,1321.0384521484375,1327.0999755859375,1366.0,1319.0,1322.0,1504314
2024-09-05,1306.3558349609375,1312.3499755859375,1338.0,1307.8499755859375,1337.9000244140625,540892
2024-09-06,1283.809326171875,1289.699951171875,1318.0,1285.550048828125,1318.0,555784
2024-09-09,1231.49951171875,1237.1500244140625,1289.699951171875,1226.0,1287.449951171875,1112530
2024-09-10,1244.58935546875,1250.300048828125,1265.0,1241.1500244140625,1243.5,478441
2024-09-11,1232.046875,1237.699951171875,1263.5999755859375,1232.050048828125,1253.0,355035
2024-09-12,1231.648681640625,1237.300048828125,1252.800048828125,1233.0,1246.949951171875,368195
2024-09-13,1235.8294677734375,1241.5,1258.699951171875,1237.800048828125,1243.3499755859375,349041
2024-09-16,1220.99755859375,1226.5999755859375,1248.6500244140625,1225.0,1247.75,357486
2024-09-17,1188.3475341796875,1193.800048828125,1228.0,1185.050048828125,1215.050048828125,933928
2024-09-18,1161.0726318359375,1166.4000244140625,1200.550048828125,1163.0,1196.9000244140625,794339
2024-09-19,1116.1785888671875,1121.300048828125,1178.9000244140625,1096.0,1168.0,1852164
2024-09-20,1144.150146484375,1149.4000244140625,1183.0,1111.300048828125,1126.949951171875,2710099
2024-09-23,1158.2957763671875,1162.75,1183.0,1154.6500244140625,1164.0,930169
2024-09-24,1136.8282470703125,1141.199951171875,1167.5,1134.199951171875,1165.0,720477
2024-09-25,1114.1654052734375,1118.449951171875,1152.0,1108.5,1140.0,908278
2024-09-26,1119.3455810546875,1123.6500244140625,1133.0,1112.0,1118.9000244140625,516105
2024-09-27,1125.9202880859375,1130.25,1147.9000244140625,1121.949951171875,1124.0,661533
2024-09-30,1155.5562744140625,1160.0,1165.949951171875,1114.800048828125,1134.4000244140625,994630
2024-10-01,1122.8818359375,1127.199951171875,1162.0,1121.050048828125,1160.0,688191
2024-10-03,1118.598388671875,1122.9000244140625,1128.0,1101.1500244140625,1101.6500244140625,726470
2024-10-04,1104.104248046875,1108.3499755859375,1132.0,1089.0,1124.949951171875,634583
2024-10-07,1105.050537109375,1109.300048828125,1142.699951171875,1040.5999755859375,1106.050048828125,1325697
2024-10-08,1144.797607421875,1149.199951171875,1152.0,1080.0,1110.0,1020404
2024-10-09,1158.644287109375,1163.0999755859375,1188.0,1145.300048828125,1154.949951171875,1016251
2024-10-10,1213.0352783203125,1217.699951171875,1221.0,1175.0,1180.050048828125,1453370
2024-10-11,1217.2689208984375,1221.949951171875,1230.0,1200.0,1225.0,646146
2024-10-14,1184.6444091796875,1189.199951171875,1226.0,1186.8499755859375,1222.0,477558
2024-10-15,1199.3876953125,1204.0,1215.0,1170.0,1190.0,722719
2024-10-16,1191.5179443359375,1196.0999755859375,1225.5,1185.6500244140625,1202.5,483728
2024-10-17,1147.9854736328125,1152.4000244140625,1197.550048828125,1150.0,1196.050048828125,386714
2024-10-18,1125.521728515625,1129.8499755859375,1149.949951171875,1114.25,1149.949951171875,646505
2024-10-21,1112.7210693359375,1117.0,1146.0,1112.199951171875,1129.050048828125,368863
2024-10-22,1053.797607421875,1057.8499755859375,1121.800048828125,1030.75,1120.0,1277242
2024-10-23,1068.8397216796875,1072.949951171875,1086.949951171875,1018.0,1050.0,680436
2024-10-24,1046.226806640625,1050.25,1080.0,1042.050048828125,1065.25,383274
2024-10-25,1029.6904296875,1033.6500244140625,1056.800048828125,1000.0,1050.25,794222
2024-10-28,1043.8857421875,1047.9000244140625,1058.300048828125,1010.0,1033.6500244140625,446068
2024-10-29,1042.7401123046875,1046.75,1068.3499755859375,1035.0,1050.0,372584
2024-10-30,1059.774658203125,1063.8499755859375,1081.0,1039.0,1045.0,465965
2024-10-31,1081.142578125,1085.300048828125,1090.5,1053.300048828125,1060.75,314525
2024-11-01,1111.575439453125,1115.8499755859375,1119.9000244140625,1089.0,1090.75,262995
2024-11-04,1049.56396484375,1053.5999755859375,1117.0,1050.0,1115.8499755859375,589782
2024-11-05,1028.295654296875,1032.25,1061.0,1023.5999755859375,1058.949951171875,659357
2024-11-06,1076.51025390625,1080.6500244140625,1119.5999755859375,1037.4000244140625,1037.5,942875
2024-11-07,1072.973876953125,1077.0999755859375,1099.25,1066.75,1080.6500244140625,412364
2024-11-08,1046.276611328125,1050.300048828125,1079.949951171875,1047.0,1075.5,335812
2024-11-11,1037.95849609375,1041.949951171875,1062.9000244140625,1027.3499755859375,1044.0999755859375,316962
2024-11-12,1024.36083984375,1028.300048828125,1061.8499755859375,1015.9000244140625,1040.0,465129
2024-11-13,975.4489135742188,979.2000122070312,1027.949951171875,975.0499877929688,1024.6500244140625,652280
2024-11-14,985.75927734375,989.5499877929688,1011.0,968.2999877929688,988.0,577725
2024-11-18,936.0504150390625,939.6500244140625,1016.7000122070312,890.0,999.0999755859375,895260
2024-11-19,962.6979370117188,966.4000244140625,999.9500122070312,946.1500244140625,946.1500244140625,931303
2024-11-21,923.3492431640625,926.9000244140625,965.2000122070312,925.0,965.0,509001
2024-11-22,931.8167114257812,935.4000244140625,941.7000122070312,917.0,928.0,491353
2024-11-25,990.3416137695312,994.1500244140625,1014.8499755859375,961.0,961.0,1032458
2024-11-26,1028.146240234375,1032.0999755859375,1039.75,993.0,994.4000244140625,960042
2024-11-27,1112.4720458984375,1116.75,1130.0,1032.25,1036.050048828125,2151834
2024-11-28,1165.4681396484375,1169.949951171875,1174.949951171875,1125.0,1127.4000244140625,1766686
2024-11-29,1145.5946044921875,1150.0,1170.0,1132.050048828125,1169.949951171875,786403
2024-12-02,1147.4375,1151.8499755859375,1177.949951171875,1123.5,1147.949951171875,720806
2024-12-03,1147.7861328125,1152.199951171875,1166.5999755859375,1134.199951171875,1151.8499755859375,754518
2024-12-04,1211.142578125,1215.800048828125,1225.0,1166.199951171875,1166.199951171875,2442257
2024-12-05,1218.0159912109375,1222.699951171875,1225.5,1196.0,1222.1500244140625,620127
2024-12-06,1215.1273193359375,1219.800048828125,1237.0,1202.0,1222.0,562163
2024-12-09,1211.939453125,1216.5999755859375,1238.5,1210.0,1221.949951171875,419345
2024-12-10,1202.625244140625,1207.25,1220.550048828125,1191.050048828125,1216.5999755859375,385989
2024-12-11,1207.406982421875,1212.050048828125,1221.25,1192.050048828125,1200.0,334944
2024-12-12,1222.299560546875,1227.0,1241.9000244140625,1196.300048828125,1217.699951171875,962744
2024-12-13,1256.1195068359375,1260.949951171875,1275.0,1210.4000244140625,1220.0,1272678
2024-12-16,1281.87060546875,1286.800048828125,1295.0,1261.300048828125,1273.4000244140625,975501
2024-12-17,1275.4453125,1280.3499755859375,1297.800048828125,1266.5999755859375,1290.3499755859375,611604
2024-12-18,1263.2421875,1268.0999755859375,1289.800048828125,1213.0999755859375,1280.3499755859375,951658
2024-12-19,1227.1309814453125,1231.8499755859375,1245.0,1214.8499755859375,1219.8499755859375,648958
2024-12-20,1234.5028076171875,1239.25,1276.0,1168.9000244140625,1229.9000244140625,1614304
2024-12-23,1208.154052734375,1212.800048828125,1256.9000244140625,1196.199951171875,1256.0,1000523
2024-12-24,1209.9471435546875,1214.5999755859375,1229.949951171875,1203.0,1204.0,338984
2024-12-26,1184.2957763671875,1188.8499755859375,1223.5,1181.5,1215.0,277683
2024-12-27,1195.353271484375,1199.949951171875,1218.0,1173.0,1188.8499755859375,379608
2024-12-30,1103.805419921875,1108.050048828125,1199.4000244140625,1083.9000244140625,1190.050048828125,1013081
2024-12-31,1118.548583984375,1122.8499755859375,1145.4000244140625,1108.050048828125,1108.050048828125,479637
2025-01-01,1129.3570556640625,1133.699951171875,1139.75,1112.050048828125,1112.050048828125,193054
2025-01-02,1121.1884765625,1125.5,1159.9000244140625,1121.25,1130.0,510535
2025-01-03,1139.2689208984375,1143.6500244140625,1170.5,1128.699951171875,1134.0,407002
2025-01-06,1127.81298828125,1132.1500244140625,1149.449951171875,1103.6500244140625,1143.6500244140625,712342
2025-01-07,1180.2115478515625,1184.75,1188.699951171875,1113.1500244140625,1113.1500244140625,656341
2025-01-08,1177.322509765625,1181.8499755859375,1190.0,1158.8499755859375,1185.0,391882
2025-01-09,1198.640625,1203.25,1215.0,1167.0999755859375,1177.0,756049
2025-01-10,1195.851318359375,1200.449951171875,1206.949951171875,1150.550048828125,1191.0,613966
2025-01-13,1112.073486328125,1116.3499755859375,1186.449951171875,1091.9000244140625,1175.050048828125,833122
2025-01-14,1147.935546875,1152.3499755859375,1159.0,1096.199951171875,1117.449951171875,593195
2025-01-15,1129.6558837890625,1134.0,1165.0,1128.0999755859375,1159.4000244140625,273357
2025-01-16,1196.8475341796875,1201.449951171875,1229.0,1140.0,1140.0,1213351
2025-01-17,1271.3609619140625,1276.25,1289.5,1194.199951171875,1201.4000244140625,3192555
2025-01-20,1324.157958984375,1329.25,1345.800048828125,1283.0999755859375,1290.0,2979733
2025-01-21,1275.4951171875,1280.4000244140625,1340.8499755859375,1272.5,1335.25,1218981
2025-01-22,1212.4375,1217.0999755859375,1280.300048828125,1196.6500244140625,1276.0,1220946
2025-01-23,1285.7554931640625,1290.699951171875,1303.25,1191.550048828125,1208.0,1706823
2025-01-24,1236.4451904296875,1241.199951171875,1300.550048828125,1235.050048828125,1294.0,775369
2025-01-27,1199.9356689453125,1204.550048828125,1218.75,1173.0999755859375,1215.5999755859375,870074
2025-01-28,1207.406982421875,1212.050048828125,1243.9000244140625,1136.5,1200.0,1399136
2025-01-29,1224.740234375,1229.449951171875,1256.0,1208.050048828125,1218.5,828662
2025-01-30,1262.4951171875,1267.3499755859375,1292.0,1229.050048828125,1230.0,1153771
2025-01-31,1300.0008544921875,1305.0,1325.0,1267.300048828125,1275.0,1928838
2025-02-01,1248.5487060546875,1253.3499755859375,1345.0,1198.0,1316.0,2534866
2025-02-03,1173.5372314453125,1178.050048828125,1238.0,1133.550048828125,1228.3499755859375,2985292
2025-02-04,1186.8858642578125,1191.449951171875,1219.949951171875,1179.449951171875,1179.5,917401
2025-02-05,1210.4949951171875,1215.1500244140625,1233.8499755859375,1188.550048828125,1191.75,667081
2025-02-06,1207.8052978515625,1212.449951171875,1260.5,1195.25,1213.0,2018922
2025-02-07,1195.801513671875,1200.4000244140625,1223.0,1181.050048828125,1209.0,812573
2025-02-10,1194.8052978515625,1199.4000244140625,1224.0,1173.5,1200.0,1019932
2025-02-11,1132.743896484375,1137.0999755859375,1196.449951171875,1106.800048828125,1193.0,1630600
2025-02-12,1132.245849609375,1136.5999755859375,1147.25,1048.0,1131.5,2020364
2025-02-13,1162.2305908203125,1166.699951171875,1194.699951171875,1129.0999755859375,1129.0999755859375,1105634
2025-02-14,1102.10498046875,1102.550048828125,1187.199951171875,1094.0,1169.949951171875,812990
2025-02-17,1071.46728515625,1071.9000244140625,1109.5,1058.300048828125,1090.0,1085852
2025-02-18,1009.4423217773438,1009.8499755859375,1083.699951171875,1002.0,1068.0999755859375,1022536
2025-02-19,1047.8768310546875,1048.300048828125,1103.300048828125,993.5499877929688,1006.5,1916297
2025-02-20,1032.9827880859375,1033.4000244140625,1054.800048828125,1030.699951171875,1040.0,733736
2025-02-21,1009.1923828125,1009.5999755859375,1069.550048828125,1005.4000244140625,1033.4000244140625,935246
2025-02-24,1011.1416015625,1011.5499877929688,1034.0,974.6500244140625,1000.5999755859375,1051806
2025-02-25,1023.2867431640625,1023.7000122070312,1037.5999755859375,1000.0999755859375,1011.5499877929688,855519
2025-02-27,1016.9893188476562,1017.4000244140625,1025.449951171875,995.25,1015.0,657734
2025-02-28,975.0062255859375,975.4000244140625,1018.0,966.1500244140625,999.0,914014
2025-03-03,979.3544921875,979.75,997.3499755859375,907.0,975.4000244140625,1702366
2025-03-04,1048.87646484375,1049.300048828125,1055.0,958.75,975.0,2193751
2025-03-05,1063.0706787109375,1063.5,1068.949951171875,1030.3499755859375,1048.5,1043442
2025-03-06,1065.2198486328125,1065.6500244140625,1084.9000244140625,1051.0,1070.0,706462
2025-03-07,1134.74169921875,1135.199951171875,1148.5999755859375,1057.300048828125,1061.9000244140625,3164621
2025-03-10,1142.9384765625,1143.4000244140625,1164.199951171875,1115.3499755859375,1135.199951171875,1349306
2025-03-11,1116.149169921875,1116.5999755859375,1129.949951171875,1103.0,1120.0,785671
2025-03-12,1093.2584228515625,1093.699951171875,1138.449951171875,1090.0,1120.0,589330
2025-03-13,1107.8026123046875,1108.25,1152.4000244140625,1088.0,1106.8499755859375,1806544
2025-03-17,1106.703125,1107.1500244140625,1137.4000244140625,1100.0,1100.0,825610
2025-03-18,1106.703125,1107.1500244140625,1107.1500244140625,1107.1500244140625,1107.1500244140625,0
2025-03-19,1197.516357421875,1198.0,1223.050048828125,1128.0,1128.0,3299343
2025-03-20,1246.49658203125,1247.0,1254.0,1189.0,1210.0,2499898
2025-03-21,1292.5780029296875,1293.0999755859375,1317.6500244140625,1265.25,1270.0,3193923
2025-03-24,1359.10107421875,1359.6500244140625,1368.4000244140625,1287.5999755859375,1308.9000244140625,3125662
2025-03-25,1315.06884765625,1315.5999755859375,1375.0999755859375,1297.550048828125,1370.0,1465343
2025-03-26,1326.21435546875,1326.75,1357.699951171875,1304.75,1315.5999755859375,2421759
2025-03-27,1281.132568359375,1281.6500244140625,1340.0,1261.550048828125,1327.0,2005914
2025-03-28,1280.8826904296875,1281.4000244140625,1318.949951171875,1275.0,1288.050048828125,1228015
2025-04-01,1244.6473388671875,1245.1500244140625,1321.300048828125,1231.199951171875,1280.0,1197182
2025-04-02,1293.02783203125,1293.550048828125,1325.0,1222.199951171875,1251.800048828125,1684332
2025-04-03,1342.9576416015625,1343.5,1384.6500244140625,1291.1500244140625,1305.0,4145227
2025-04-04,1337.3099365234375,1337.8499755859375,1350.0,1270.0999755859375,1347.949951171875,1996134
2025-04-07,1254.943115234375,1255.449951171875,1275.0,1141.199951171875,1152.199951171875,1735120
