date_,adj close_sbilife.ns,close_sbilife.ns,high_sbilife.ns,low_sbilife.ns,open_sbilife.ns,volume_sbilife.ns
2024-02-14,1448.3369140625,1453.699951171875,1464.0,1439.050048828125,1460.0,504590
2024-02-15,1447.9881591796875,1453.3499755859375,1464.3499755859375,1443.6500244140625,1464.0,736364
2024-02-16,1502.884765625,1508.449951171875,1516.199951171875,1451.5999755859375,1456.4000244140625,2008339
2024-02-19,1483.357177734375,1488.8499755859375,1522.0,1486.0,1517.0999755859375,1163429
2024-02-20,1507.966064453125,1513.550048828125,1517.6500244140625,1473.3499755859375,1488.8499755859375,1569035
2024-02-21,1496.1597900390625,1501.699951171875,1519.5,1495.4000244140625,1510.050048828125,1156081
2024-02-22,1504.08056640625,1509.6500244140625,1513.5,1470.199951171875,1510.0,1355358
2024-02-23,1523.508544921875,1529.1500244140625,1536.25,1501.25,1508.4000244140625,1115653
2024-02-26,1543.434814453125,1549.1500244140625,1553.4000244140625,1525.0999755859375,1531.1500244140625,1283074
2024-02-27,1537.0084228515625,1542.699951171875,1569.0,1538.9000244140625,1553.800048828125,1764621
2024-02-28,1534.5177001953125,1540.199951171875,1556.75,1536.4000244140625,1544.0,834214
2024-02-29,1546.822265625,1552.550048828125,1567.0999755859375,1525.4000244140625,1540.199951171875,1672455
2024-03-01,1536.4605712890625,1542.1500244140625,1569.3499755859375,1536.050048828125,1564.9000244140625,1088145
2024-03-04,1512.349853515625,1517.949951171875,1554.0,1508.25,1553.8499755859375,2126926
2024-03-05,1485.748291015625,1491.25,1525.0,1487.949951171875,1525.0,1476872
2024-03-06,1514.7908935546875,1520.4000244140625,1523.9000244140625,1487.0,1492.25,1568041
2024-03-07,1504.8277587890625,1510.4000244140625,1521.300048828125,1489.0,1520.0,2468543
2024-03-11,1526.4476318359375,1532.0999755859375,1539.800048828125,1513.5999755859375,1526.949951171875,1824218
2024-03-12,1510.8056640625,1516.4000244140625,1551.75,1509.050048828125,1533.0,1608593
2024-03-13,1481.86279296875,1487.3499755859375,1532.5999755859375,1480.6500244140625,1524.0,1461171
2024-03-14,1500.29443359375,1505.8499755859375,1514.550048828125,1465.300048828125,1482.199951171875,1094035
2024-03-15,1497.1505126953125,1500.0,1504.949951171875,1481.0999755859375,1482.0,1466897
2024-03-18,1486.8699951171875,1489.699951171875,1503.449951171875,1478.300048828125,1493.0,641326
2024-03-19,1458.5738525390625,1461.3499755859375,1488.949951171875,1456.300048828125,1480.0,1010444
2024-03-20,1455.6295166015625,1458.4000244140625,1469.449951171875,1450.0,1460.0,477278
2024-03-21,1465.26123046875,1468.050048828125,1477.0,1458.0,1472.9000244140625,958834
2024-03-22,1498.2484130859375,1501.0999755859375,1511.0,1458.0999755859375,1474.0,563028
2024-03-26,1483.576416015625,1486.4000244140625,1509.449951171875,1457.800048828125,1458.5,1349881
2024-03-27,1476.7393798828125,1479.550048828125,1499.0,1473.5,1490.0,795193
2024-03-28,1497.4000244140625,1500.25,1521.8499755859375,1480.0,1480.0,1704887
2024-04-01,1487.1195068359375,1489.949951171875,1519.0999755859375,1486.75,1498.0,838186
2024-04-02,1467.806396484375,1470.5999755859375,1496.5999755859375,1465.300048828125,1495.0,941688
2024-04-03,1458.0250244140625,1460.800048828125,1472.949951171875,1456.050048828125,1470.0,1862464
2024-04-04,1460.9693603515625,1463.75,1475.050048828125,1447.0,1467.5,1905528
2024-04-05,1482.478515625,1485.300048828125,1489.9000244140625,1460.1500244140625,1469.0,836975
2024-04-08,1515.914794921875,1518.800048828125,1528.0,1487.0,1488.699951171875,822205
2024-04-09,1507.6805419921875,1510.550048828125,1527.4000244140625,1503.050048828125,1525.0999755859375,718575
2024-04-10,1500.494140625,1503.3499755859375,1516.699951171875,1481.0,1515.0,1056524
2024-04-12,1490.3135986328125,1493.1500244140625,1511.4000244140625,1488.199951171875,1501.0,787733
2024-04-15,1464.1134033203125,1466.9000244140625,1489.9000244140625,1462.5,1489.8499755859375,994053
2024-04-16,1459.9713134765625,1462.75,1476.9000244140625,1452.0,1460.199951171875,717750
2024-04-18,1454.1822509765625,1456.949951171875,1483.6500244140625,1448.0,1465.0,1746383
2024-04-19,1444.8001708984375,1447.550048828125,1457.550048828125,1425.3499755859375,1450.0,1129149
2024-04-22,1472.5972900390625,1475.4000244140625,1482.9000244140625,1452.0,1456.5,772048
2024-04-23,1467.0577392578125,1469.8499755859375,1489.199951171875,1464.25,1478.0,1042729
2024-04-24,1457.2764892578125,1460.050048828125,1478.0,1452.550048828125,1469.8499755859375,898680
2024-04-25,1441.7059326171875,1444.449951171875,1464.0,1436.1500244140625,1464.0,2406788
2024-04-26,1412.5615234375,1415.25,1466.8499755859375,1411.199951171875,1455.0,2180945
2024-04-29,1419.64794921875,1422.3499755859375,1460.9000244140625,1414.050048828125,1437.0,4381119
2024-04-30,1433.821044921875,1436.550048828125,1449.8499755859375,1423.199951171875,1432.0,2402464
2024-05-02,1458.124755859375,1460.9000244140625,1464.75,1416.3499755859375,1416.3499755859375,2194261
2024-05-03,1440.50830078125,1443.25,1472.699951171875,1438.4000244140625,1469.0,1355425
2024-05-06,1437.86328125,1440.5999755859375,1457.449951171875,1431.5999755859375,1450.0,920880
2024-05-07,1447.395263671875,1450.1500244140625,1458.9000244140625,1431.550048828125,1440.9000244140625,1800920
2024-05-08,1424.0396728515625,1426.75,1465.949951171875,1423.0,1440.0,1297162
2024-05-09,1419.697998046875,1422.4000244140625,1439.5,1413.199951171875,1431.9000244140625,1645954
2024-05-10,1429.229736328125,1431.949951171875,1438.5,1415.75,1425.0,741292
2024-05-13,1422.392822265625,1425.0999755859375,1440.0,1420.550048828125,1435.0,771284
2024-05-14,1430.1280517578125,1432.8499755859375,1436.75,1422.050048828125,1427.199951171875,896653
2024-05-15,1427.38330078125,1430.0999755859375,1443.8499755859375,1425.75,1440.0,254646
2024-05-16,1449.4412841796875,1452.199951171875,1458.199951171875,1420.1500244140625,1431.550048828125,1176239
2024-05-17,1431.4754638671875,1434.199951171875,1450.0,1430.5,1450.0,2433315
2024-05-21,1426.9342041015625,1429.6500244140625,1440.699951171875,1422.5,1438.8499755859375,1300334
2024-05-22,1424.6884765625,1427.4000244140625,1435.550048828125,1424.0,1434.25,966583
2024-05-23,1444.0516357421875,1446.800048828125,1452.949951171875,1424.050048828125,1434.0,1206423
2024-05-24,1433.5216064453125,1436.25,1448.449951171875,1433.449951171875,1442.5,487961
2024-05-27,1407.52099609375,1410.199951171875,1448.0,1402.1500244140625,1435.0,1675749
2024-05-28,1447.9940185546875,1450.75,1455.0,1405.9000244140625,1415.0,1600105
2024-05-29,1410.1162109375,1412.800048828125,1449.449951171875,1406.5999755859375,1448.0,1518325
2024-05-30,1377.428466796875,1380.050048828125,1418.800048828125,1371.0,1418.800048828125,2097166
2024-05-31,1383.766357421875,1386.4000244140625,1401.1500244140625,1372.5999755859375,1393.800048828125,2559060
2024-06-03,1388.8565673828125,1391.5,1436.4000244140625,1387.3499755859375,1435.300048828125,870693
2024-06-04,1336.306640625,1338.8499755859375,1402.699951171875,1307.699951171875,1398.1500244140625,3277433
2024-06-05,1387.459228515625,1390.0999755859375,1396.199951171875,1330.699951171875,1341.0,1238176
2024-06-06,1440.1090087890625,1442.8499755859375,1445.800048828125,1380.25,1390.0999755859375,2227021
2024-06-07,1423.141357421875,1425.8499755859375,1440.0,1420.0,1435.0999755859375,1279929
2024-06-10,1429.5792236328125,1432.300048828125,1452.0,1418.3499755859375,1436.8499755859375,2059288
2024-06-11,1425.3372802734375,1428.050048828125,1439.800048828125,1422.0,1432.449951171875,991450
2024-06-12,1449.9403076171875,1452.699951171875,1461.800048828125,1425.800048828125,1428.0999755859375,1823958
2024-06-13,1447.145751953125,1449.9000244140625,1479.449951171875,1432.8499755859375,1459.6500244140625,3086173
2024-06-14,1467.107666015625,1469.9000244140625,1473.75,1440.5999755859375,1444.9000244140625,856835
2024-06-18,1470.7508544921875,1473.550048828125,1480.0,1455.050048828125,1480.0,1427035
2024-06-19,1446.447021484375,1449.199951171875,1478.4000244140625,1446.1500244140625,1478.3499755859375,578983
2024-06-20,1452.7349853515625,1455.5,1480.9000244140625,1451.449951171875,1476.0,1444553
2024-06-21,1461.36865234375,1464.1500244140625,1478.550048828125,1445.1500244140625,1455.5,1184387
2024-06-24,1449.990234375,1452.75,1464.1500244140625,1447.199951171875,1464.1500244140625,460942
2024-06-25,1459.22265625,1462.0,1467.5,1430.0,1457.4000244140625,1845922
2024-06-26,1448.143798828125,1450.9000244140625,1475.6500244140625,1447.0,1462.0,780636
2024-06-27,1460.669921875,1463.449951171875,1473.6500244140625,1437.550048828125,1445.0,1492222
2024-06-28,1489.11572265625,1491.949951171875,1498.800048828125,1450.0,1450.0999755859375,1533271
2024-07-01,1498.9969482421875,1501.8499755859375,1511.9000244140625,1481.9000244140625,1491.949951171875,788569
2024-07-02,1492.0601806640625,1494.9000244140625,1510.3499755859375,1468.0999755859375,1507.0,1462260
2024-07-03,1493.5074462890625,1496.3499755859375,1506.949951171875,1486.199951171875,1503.0,527776
2024-07-04,1504.8857421875,1507.75,1518.8499755859375,1492.25,1496.4000244140625,1363288
2024-07-05,1526.49462890625,1529.4000244140625,1531.949951171875,1505.449951171875,1507.75,961676
2024-07-08,1512.072021484375,1514.949951171875,1531.949951171875,1508.25,1529.4000244140625,774723
2024-07-09,1521.853515625,1524.75,1529.0,1512.4000244140625,1525.0,726889
2024-07-10,1555.8388671875,1558.800048828125,1562.5,1518.5999755859375,1524.75,1964480
2024-07-11,1555.8388671875,1558.800048828125,1569.6500244140625,1546.1500244140625,1562.0,1156236
2024-07-12,1559.881103515625,1562.8499755859375,1570.0,1547.3499755859375,1562.9000244140625,589534
2024-07-15,1610.3848876953125,1613.449951171875,1620.9000244140625,1557.9000244140625,1562.8499755859375,2498480
2024-07-16,1618.27001953125,1621.3499755859375,1639.5999755859375,1592.199951171875,1613.4000244140625,1844059
2024-07-18,1656.64697265625,1659.800048828125,1664.949951171875,1615.050048828125,1620.0,2104021
2024-07-19,1644.56982421875,1647.699951171875,1658.550048828125,1632.0,1632.0,567209
2024-07-22,1618.0704345703125,1621.1500244140625,1647.699951171875,1618.6500244140625,1641.0999755859375,397490
2024-07-23,1591.8203125,1594.8499755859375,1638.0,1578.050048828125,1621.1500244140625,2145861
2024-07-24,1629.847900390625,1632.949951171875,1650.0,1579.6500244140625,1580.0,2099093
2024-07-25,1692.1793212890625,1695.4000244140625,1701.3499755859375,1645.0,1645.0,4427012
2024-07-26,1747.623779296875,1750.949951171875,1777.699951171875,1686.25,1686.25,2982227
2024-07-29,1743.3818359375,1746.699951171875,1763.550048828125,1736.5,1752.5,1368641
2024-07-30,1717.7806396484375,1721.050048828125,1746.300048828125,1708.0,1740.5,2096978
2024-07-31,1750.3187255859375,1753.6500244140625,1760.0,1720.0,1721.050048828125,1082466
2024-08-01,1763.892822265625,1767.25,1791.1500244140625,1758.0999755859375,1791.0999755859375,1247361
2024-08-02,1741.5853271484375,1744.9000244140625,1768.9000244140625,1731.0,1760.0,594517
2024-08-05,1718.9283447265625,1722.199951171875,1739.3499755859375,1679.949951171875,1680.0,1240111
2024-08-06,1671.3189697265625,1674.5,1780.0,1670.0999755859375,1722.199951171875,1500825
2024-08-07,1682.4976806640625,1685.699951171875,1698.9000244140625,1677.0999755859375,1690.050048828125,603417
2024-08-08,1703.0587158203125,1706.300048828125,1715.1500244140625,1670.050048828125,1671.0999755859375,1291138
2024-08-09,1721.8228759765625,1725.0999755859375,1733.4000244140625,1708.0,1720.0,804893
2024-08-12,1701.7611083984375,1705.0,1730.0,1692.050048828125,1722.9000244140625,1019251
2024-08-13,1679.2039794921875,1682.4000244140625,1721.300048828125,1672.050048828125,1705.0,1064268
2024-08-14,1688.8856201171875,1692.0999755859375,1707.3499755859375,1673.0,1696.199951171875,557473
2024-08-16,1685.691650390625,1688.9000244140625,1702.0999755859375,1666.1500244140625,1699.0,721574
2024-08-19,1668.3746337890625,1671.550048828125,1696.800048828125,1666.0,1696.800048828125,632647
2024-08-20,1757.9542236328125,1761.300048828125,1770.800048828125,1672.75,1672.800048828125,3951662
2024-08-21,1797.179443359375,1800.5999755859375,1804.449951171875,1750.9000244140625,1761.300048828125,2972530
2024-08-22,1791.839599609375,1795.25,1812.4000244140625,1789.8499755859375,1801.0,1380510
2024-08-23,1785.9010009765625,1789.300048828125,1798.4000244140625,1782.0,1789.5,858249
2024-08-26,1792.8377685546875,1796.25,1801.449951171875,1769.3499755859375,1791.0,593628
2024-08-27,1835.45654296875,1838.949951171875,1848.5999755859375,1784.0999755859375,1788.4000244140625,2239371
2024-08-28,1840.197509765625,1843.699951171875,1854.25,1826.0,1838.75,724092
2024-08-29,1840.197509765625,1843.699951171875,1867.75,1835.5,1840.0,2248185
2024-08-30,1846.78515625,1850.300048828125,1869.800048828125,1837.0,1839.949951171875,2125138
2024-09-02,1885.1619873046875,1888.75,1894.6500244140625,1849.050048828125,1850.300048828125,2522132
2024-09-03,1924.9862060546875,1928.6500244140625,1936.0,1881.75,1890.0,3457882
2024-09-04,1908.5673828125,1912.199951171875,1920.0,1902.3499755859375,1910.0,952279
2024-09-05,1904.2257080078125,1907.8499755859375,1919.0,1900.199951171875,1919.0,947097
2024-09-06,1892.69775390625,1896.300048828125,1916.8499755859375,1889.449951171875,1898.0999755859375,772396
2024-09-09,1898.1373291015625,1901.75,1932.8499755859375,1894.5,1900.8499755859375,1845859
2024-09-10,1849.9290771484375,1853.449951171875,1890.0,1838.75,1890.0,2515665
2024-09-11,1855.6182861328125,1859.1500244140625,1871.050048828125,1844.550048828125,1845.0999755859375,630094
2024-09-12,1872.38623046875,1875.949951171875,1880.0,1840.5999755859375,1863.0,1126825
2024-09-13,1842.9923095703125,1846.5,1871.75,1841.75,1869.0,886112
2024-09-16,1817.790283203125,1821.25,1864.800048828125,1816.0999755859375,1851.0,1576652
2024-09-17,1815.6942138671875,1819.1500244140625,1844.300048828125,1808.449951171875,1823.5,844866
2024-09-18,1838.949951171875,1842.449951171875,1848.949951171875,1815.050048828125,1818.199951171875,518691
2024-09-19,1837.4527587890625,1840.949951171875,1860.0,1828.199951171875,1850.0,776068
2024-09-20,1866.6971435546875,1870.25,1885.0,1845.0,1850.0,1512372
2024-09-23,1916.50244140625,1920.1500244140625,1925.0,1880.0,1882.0,1022492
2024-09-24,1860.808349609375,1864.3499755859375,1927.949951171875,1854.5999755859375,1927.0999755859375,2608386
2024-09-25,1860.059814453125,1863.5999755859375,1875.0,1841.050048828125,1873.699951171875,1395256
2024-09-26,1894.6939697265625,1898.300048828125,1902.050048828125,1868.5,1873.0,1396821
2024-09-27,1879.0736083984375,1882.6500244140625,1913.0,1873.9000244140625,1898.300048828125,1678089
2024-09-30,1840.4970703125,1844.0,1893.5999755859375,1838.25,1892.0,1473366
2024-10-01,1830.715576171875,1834.199951171875,1859.300048828125,1824.300048828125,1840.199951171875,885515
2024-10-03,1802.1201171875,1805.550048828125,1845.199951171875,1795.050048828125,1807.0,1307453
2024-10-04,1794.6842041015625,1798.0999755859375,1850.0,1782.550048828125,1805.550048828125,1554623
2024-10-07,1784.553466796875,1787.949951171875,1819.8499755859375,1776.0,1800.0,692912
2024-10-08,1724.767333984375,1728.050048828125,1799.050048828125,1723.550048828125,1785.0,2888148
2024-10-09,1734.099609375,1737.4000244140625,1759.0,1733.050048828125,1748.050048828125,704112
2024-10-10,1731.205078125,1734.5,1754.449951171875,1729.550048828125,1745.1500244140625,784503
2024-10-11,1731.7540283203125,1735.050048828125,1746.75,1718.5999755859375,1737.5,805944
2024-10-14,1734.9979248046875,1738.300048828125,1743.8499755859375,1717.300048828125,1738.75,1349793
2024-10-15,1720.4754638671875,1723.75,1754.949951171875,1718.5,1741.949951171875,2159705
2024-10-16,1730.4564208984375,1733.75,1749.0,1724.0,1725.050048828125,891554
2024-10-17,1698.7667236328125,1702.0,1739.0,1695.75,1734.0,2442434
2024-10-18,1702.80908203125,1706.050048828125,1717.449951171875,1680.5999755859375,1706.0,2045293
2024-10-21,1708.5980224609375,1711.8499755859375,1776.050048828125,1696.800048828125,1715.1500244140625,1574574
2024-10-22,1694.924072265625,1698.1500244140625,1726.949951171875,1672.9000244140625,1701.0,1290296
2024-10-23,1712.740234375,1716.0,1728.9000244140625,1692.25,1703.199951171875,952362
2024-10-24,1632.1934814453125,1635.300048828125,1724.449951171875,1623.0,1724.449951171875,4320374
2024-10-25,1613.6787109375,1616.75,1653.300048828125,1603.949951171875,1644.8499755859375,1639581
2024-10-28,1602.849365234375,1605.9000244140625,1620.0,1593.5999755859375,1617.0,2366566
2024-10-29,1658.1939697265625,1661.3499755859375,1665.800048828125,1595.9000244140625,1606.0,2052244
2024-10-30,1621.064697265625,1624.1500244140625,1649.3499755859375,1619.300048828125,1636.5,1512352
2024-10-31,1619.0684814453125,1622.1500244140625,1641.949951171875,1613.050048828125,1630.0999755859375,809110
2024-11-01,1625.7557373046875,1628.8499755859375,1639.4000244140625,1623.0,1639.4000244140625,53886
2024-11-04,1605.743896484375,1608.800048828125,1641.1500244140625,1588.0,1637.0,1470020
2024-11-05,1630.097412109375,1633.199951171875,1642.0,1598.6500244140625,1606.800048828125,978590
2024-11-06,1600.9029541015625,1603.949951171875,1638.6500244140625,1600.449951171875,1633.199951171875,1352644
2024-11-07,1586.829833984375,1589.8499755859375,1617.949951171875,1575.0,1605.050048828125,1359619
2024-11-08,1566.967529296875,1569.949951171875,1603.3499755859375,1566.8499755859375,1589.0,1131938
2024-11-11,1563.025146484375,1566.0,1578.5999755859375,1555.25,1578.5999755859375,862991
2024-11-12,1559.4818115234375,1562.449951171875,1585.949951171875,1557.0,1569.0999755859375,1177157
2024-11-13,1543.76171875,1546.699951171875,1572.0,1540.0,1560.0,2946117
2024-11-14,1559.3321533203125,1562.300048828125,1568.949951171875,1546.050048828125,1546.199951171875,684365
2024-11-18,1559.631591796875,1562.5999755859375,1566.550048828125,1551.0,1551.0,490930
2024-11-19,1520.007080078125,1522.9000244140625,1568.050048828125,1501.0,1568.0,4198931
2024-11-21,1475.142333984375,1477.949951171875,1515.5,1474.0,1513.300048828125,1827614
2024-11-22,1482.3287353515625,1485.1500244140625,1496.449951171875,1475.0,1485.3499755859375,977581
2024-11-25,1492.359619140625,1495.199951171875,1511.0,1488.3499755859375,1492.5999755859375,1785465
2024-11-26,1503.8876953125,1506.75,1516.9000244140625,1489.25,1495.199951171875,601372
2024-11-27,1502.540283203125,1505.4000244140625,1515.949951171875,1495.0999755859375,1507.0,467560
2024-11-28,1425.8861083984375,1428.5999755859375,1519.699951171875,1403.0,1507.1500244140625,5574277
2024-11-29,1435.018798828125,1437.75,1460.0,1396.6500244140625,1442.0,9016112
2024-12-02,1419.3486328125,1422.050048828125,1449.800048828125,1411.1500244140625,1428.4000244140625,3117960
2024-12-03,1438.212646484375,1440.949951171875,1448.3499755859375,1416.949951171875,1430.0999755859375,4645704
2024-12-04,1449.840576171875,1452.5999755859375,1472.3499755859375,1435.050048828125,1441.0,1976987
2024-12-05,1429.1300048828125,1431.8499755859375,1456.050048828125,1417.550048828125,1452.5999755859375,2632452
2024-12-06,1445.79833984375,1448.550048828125,1452.949951171875,1429.300048828125,1435.0,1359753
2024-12-09,1466.5089111328125,1469.300048828125,1484.4000244140625,1449.050048828125,1454.0,2397565
2024-12-10,1459.072998046875,1461.8499755859375,1483.9000244140625,1451.5999755859375,1463.699951171875,1994725
2024-12-11,1453.3837890625,1456.1500244140625,1473.5,1454.449951171875,1455.5,1213092
2024-12-12,1429.7786865234375,1432.5,1455.75,1420.3499755859375,1450.0,2851447
2024-12-13,1426.0858154296875,1428.800048828125,1441.949951171875,1409.300048828125,1422.050048828125,3926561
2024-12-16,1418.9493408203125,1421.6500244140625,1436.949951171875,1415.6500244140625,1428.800048828125,1601339
2024-12-17,1407.02197265625,1409.699951171875,1425.0,1405.5999755859375,1421.699951171875,1973758
2024-12-18,1395.34423828125,1398.0,1420.3499755859375,1392.699951171875,1414.800048828125,1454595
2024-12-19,1403.229248046875,1405.9000244140625,1409.0,1377.5,1380.050048828125,1081337
2024-12-20,1397.9393310546875,1400.5999755859375,1414.800048828125,1391.0999755859375,1402.449951171875,1542712
2024-12-23,1402.6304931640625,1405.300048828125,1408.1500244140625,1381.5,1400.5999755859375,1325302
2024-12-24,1384.3651123046875,1387.0,1418.0,1385.0,1406.949951171875,756679
2024-12-26,1406.373291015625,1409.050048828125,1411.800048828125,1385.199951171875,1393.949951171875,1935656
2024-12-27,1402.6304931640625,1405.300048828125,1420.4000244140625,1400.800048828125,1410.0,665711
2024-12-30,1401.18310546875,1403.8499755859375,1414.949951171875,1389.0,1391.25,1439560
2024-12-31,1387.7587890625,1390.4000244140625,1399.75,1382.449951171875,1399.75,2096160
2025-01-01,1397.73974609375,1400.4000244140625,1404.699951171875,1384.949951171875,1392.199951171875,511676
2025-01-02,1419.5482177734375,1422.25,1425.5,1398.050048828125,1404.0,1083889
2025-01-03,1444.9498291015625,1447.699951171875,1451.0,1424.9000244140625,1428.25,1107442
2025-01-06,1431.9246826171875,1434.6500244140625,1462.6500244140625,1425.199951171875,1450.0,1012018
2025-01-07,1474.9427490234375,1477.75,1490.800048828125,1434.3499755859375,1447.0,2362510
2025-01-08,1460.3704833984375,1463.1500244140625,1484.6500244140625,1455.0,1478.699951171875,1229808
2025-01-09,1465.660400390625,1468.449951171875,1481.199951171875,1453.0,1457.800048828125,1253461
2025-01-10,1475.4918212890625,1478.300048828125,1488.0,1458.6500244140625,1469.9000244140625,1124758
2025-01-13,1464.6124267578125,1467.4000244140625,1478.300048828125,1445.6500244140625,1478.300048828125,1444590
2025-01-14,1496.4019775390625,1499.25,1504.0,1468.8499755859375,1475.0,2024378
2025-01-15,1469.9522705078125,1472.75,1504.8499755859375,1469.3499755859375,1504.5,1433596
2025-01-16,1510.724609375,1513.5999755859375,1545.0,1486.0,1486.0,2929496
2025-01-17,1537.5736083984375,1540.5,1555.0,1500.0,1519.5,2603818
2025-01-20,1496.85107421875,1499.699951171875,1547.800048828125,1487.300048828125,1547.800048828125,4033718
2025-01-21,1463.76416015625,1466.550048828125,1505.949951171875,1460.0,1499.699951171875,877160
2025-01-22,1457.2764892578125,1460.050048828125,1470.75,1450.050048828125,1466.0999755859375,631080
2025-01-23,1447.095703125,1449.8499755859375,1463.699951171875,1447.1500244140625,1458.050048828125,1301601
2025-01-24,1437.6636962890625,1440.4000244140625,1455.5999755859375,1418.1500244140625,1451.300048828125,1504123
2025-01-27,1421.694091796875,1424.4000244140625,1445.949951171875,1416.0,1435.0,896819
2025-01-28,1416.803466796875,1419.5,1435.699951171875,1411.8499755859375,1420.0,1527262
2025-01-29,1458.124755859375,1460.9000244140625,1470.0999755859375,1410.5,1419.5,1021447
2025-01-30,1470.10205078125,1472.9000244140625,1480.0,1453.9000244140625,1465.9000244140625,1016159
2025-01-31,1480.7816162109375,1483.5999755859375,1490.0,1467.0,1479.699951171875,892312
2025-02-01,1451.587158203125,1454.3499755859375,1528.0,1372.550048828125,1475.5999755859375,4329907
2025-02-03,1457.176513671875,1459.949951171875,1481.9000244140625,1434.3499755859375,1434.3499755859375,1127198
2025-02-04,1469.6029052734375,1472.4000244140625,1478.699951171875,1454.050048828125,1461.25,614905
2025-02-05,1466.359130859375,1469.1500244140625,1484.300048828125,1465.0,1472.4000244140625,791375
2025-02-06,1462.3167724609375,1465.0999755859375,1480.4000244140625,1456.449951171875,1470.0,1510856
2025-02-07,1468.1556396484375,1470.949951171875,1475.949951171875,1454.25,1472.449951171875,562410
2025-02-10,1445.4488525390625,1448.199951171875,1474.550048828125,1445.0,1462.9000244140625,530759
2025-02-11,1416.304443359375,1419.0,1450.0,1402.9000244140625,1448.199951171875,1448104
2025-02-12,1449.3914794921875,1452.1500244140625,1466.949951171875,1407.5,1427.449951171875,1590502
2025-02-13,1467.70654296875,1470.5,1479.4000244140625,1446.0,1452.1500244140625,983142
2025-02-14,1462.6661376953125,1465.449951171875,1477.1500244140625,1450.0,1470.5,625676
2025-02-17,1473.3956298828125,1476.199951171875,1481.550048828125,1451.8499755859375,1460.5,717439
2025-02-18,1472.54736328125,1475.3499755859375,1481.0,1454.4000244140625,1476.25,679042
2025-02-19,1472.796875,1475.5999755859375,1482.199951171875,1465.050048828125,1475.0,391966
2025-02-20,1467.0079345703125,1469.800048828125,1489.6500244140625,1466.0,1473.0,346720
2025-02-21,1492.559326171875,1495.4000244140625,1501.4000244140625,1461.699951171875,1469.699951171875,1051158
2025-02-24,1483.6761474609375,1486.5,1495.199951171875,1475.199951171875,1480.0,1116079
2025-02-25,1468.9542236328125,1471.75,1484.050048828125,1463.449951171875,1480.0,964505
2025-02-27,1466.9580078125,1469.75,1479.9000244140625,1454.0,1464.0,1421562
2025-02-28,1427.7825927734375,1430.5,1462.050048828125,1411.8499755859375,1460.0,2397364
2025-03-03,1405.8243408203125,1408.5,1452.1500244140625,1405.0999755859375,1432.550048828125,1056418
2025-03-04,1390.45361328125,1393.0999755859375,1415.0,1390.0,1392.199951171875,977231
2025-03-05,1418.0010986328125,1420.699951171875,1424.0,1379.8499755859375,1391.1500244140625,1118219
2025-03-06,1418.60009765625,1421.300048828125,1426.4000244140625,1395.0,1417.0999755859375,1606815
2025-03-07,1411.5999755859375,1411.5999755859375,1446.199951171875,1406.550048828125,1421.3499755859375,901496
2025-03-10,1419.449951171875,1419.449951171875,1427.75,1404.3499755859375,1419.0,1092967
2025-03-11,1417.25,1417.25,1424.4000244140625,1397.449951171875,1403.0,691907
2025-03-12,1409.0,1409.0,1425.0,1404.5,1425.0,734156
2025-03-13,1385.550048828125,1385.550048828125,1413.949951171875,1382.6500244140625,1411.699951171875,911321
