date_,adj close_aiaeng.ns,close_aiaeng.ns,high_aiaeng.ns,low_aiaeng.ns,open_aiaeng.ns,volume_aiaeng.ns
2024-04-25,3880.77490234375,3914.699951171875,3950.0,3852.39990234375,3887.89990234375,137400
2024-04-26,3870.66357421875,3904.5,3935.300048828125,3862.300048828125,3935.300048828125,20386
2024-04-29,3739.1630859375,3771.85009765625,3928.800048828125,3755.550048828125,3904.60009765625,633855
2024-04-30,3764.293212890625,3797.199951171875,3903.949951171875,3777.050048828125,3783.0,72215
2024-05-02,3747.4404296875,3780.199951171875,3844.699951171875,3760.0,3785.0,46938
2024-05-03,3676.362060546875,3708.5,3780.0,3700.0,3780.0,622763
2024-05-06,3730.88525390625,3763.5,3799.0,3715.0,3715.0,46857
2024-05-07,3771.97607421875,3804.949951171875,3897.89990234375,3766.050048828125,3790.0,99499
2024-05-08,3763.946533203125,3796.85009765625,3851.699951171875,3741.60009765625,3824.14990234375,59776
2024-05-09,3754.08251953125,3786.89990234375,3816.800048828125,3755.0,3802.449951171875,149401
2024-05-10,3731.678466796875,3764.300048828125,3800.0,3745.0,3793.949951171875,215816
2024-05-13,3741.88916015625,3774.60009765625,3814.050048828125,3720.14990234375,3777.64990234375,30136
2024-05-14,3741.7900390625,3774.5,3860.0,3701.050048828125,3784.0,70897
2024-05-15,3722.905029296875,3755.449951171875,3807.85009765625,3646.050048828125,3760.0,98658
2024-05-16,3711.157958984375,3743.60009765625,3839.0,3709.0,3756.949951171875,327818
2024-05-17,3759.78271484375,3792.64990234375,3825.0,3730.0,3752.0,193574
2024-05-21,3711.157958984375,3743.60009765625,3811.949951171875,3720.14990234375,3809.800048828125,71521
2024-05-22,3615.98974609375,3647.60009765625,3756.949951171875,3592.050048828125,3756.949951171875,103648
2024-05-23,3658.864990234375,3690.85009765625,3710.0,3647.60009765625,3647.60009765625,53287
2024-05-24,3703.87158203125,3736.25,3748.949951171875,3666.550048828125,3690.85009765625,96498
2024-05-27,3688.010009765625,3720.25,3746.0,3675.10009765625,3736.25,56601
2024-05-28,3654.899658203125,3686.85009765625,3721.199951171875,3673.550048828125,3720.0,72148
2024-05-29,3642.656494140625,3674.5,3703.300048828125,3660.0,3686.85009765625,19743
2024-05-30,3656.138916015625,3688.10009765625,3711.699951171875,3625.0,3665.0,32409
2024-05-31,3644.441162109375,3676.300048828125,3745.949951171875,3643.5,3688.10009765625,84464
2024-06-03,3652.07421875,3684.0,3742.0,3656.300048828125,3725.0,505956
2024-06-04,3656.535400390625,3688.5,3720.35009765625,3567.35009765625,3716.0,100214
2024-06-05,3628.62939453125,3660.35009765625,3710.0,3583.39990234375,3677.550048828125,118690
2024-06-06,3638.096435546875,3669.89990234375,3749.0,3648.10009765625,3664.14990234375,32723
2024-06-07,3697.873779296875,3730.199951171875,3743.25,3640.0,3689.199951171875,28123
2024-06-10,3742.236083984375,3774.949951171875,3791.949951171875,3708.050048828125,3733.0,38196
2024-06-11,3769.74560546875,3802.699951171875,3840.60009765625,3741.449951171875,3776.14990234375,81174
2024-06-12,3792.695068359375,3825.85009765625,3850.0,3741.0,3838.0,262794
2024-06-13,3792.6455078125,3825.800048828125,3877.0,3812.050048828125,3846.0,28648
2024-06-14,3942.3369140625,3976.800048828125,4005.0,3829.800048828125,3829.800048828125,144077
2024-06-18,4085.8818359375,4121.60009765625,4129.85009765625,3965.199951171875,4022.949951171875,146623
2024-06-19,4234.5322265625,4271.5498046875,4339.7001953125,4100.0,4121.60009765625,236696
2024-06-20,4207.716796875,4244.5,4272.0,4204.9501953125,4236.0,54130
2024-06-21,4213.466796875,4250.2998046875,4292.0,4155.0498046875,4210.0,86668
2024-06-24,4258.86962890625,4296.10009765625,4325.60009765625,4226.7001953125,4250.2998046875,127853
2024-06-25,4171.58251953125,4208.0498046875,4336.89990234375,4195.0,4297.35009765625,27906
2024-06-26,4170.59130859375,4207.0498046875,4290.0,4160.60009765625,4226.14990234375,35148
2024-06-27,4059.562255859375,4095.050048828125,4229.14990234375,4051.10009765625,4221.39990234375,75295
2024-06-28,4142.337890625,4178.5498046875,4199.0,4104.9501953125,4104.9501953125,39712
2024-07-01,4175.994140625,4212.5,4327.2001953125,4171.0,4222.85009765625,37133
2024-07-02,4178.96826171875,4215.5,4280.0,4187.60009765625,4229.39990234375,29715
2024-07-03,4209.2041015625,4246.0,4269.5,4204.0498046875,4232.4501953125,28656
2024-07-04,4211.6328125,4248.4501953125,4273.9501953125,4215.0,4253.14990234375,21926
2024-07-05,4225.41259765625,4262.35009765625,4293.10009765625,4224.7001953125,4248.75,36973
2024-07-08,4169.154296875,4205.60009765625,4278.89990234375,4167.7001953125,4262.35009765625,41920
2024-07-09,4369.10595703125,4407.2998046875,4424.0,4205.60009765625,4205.60009765625,100345
2024-07-10,4253.318359375,4290.5,4408.2001953125,4235.0,4407.2998046875,59452
2024-07-11,4240.1337890625,4277.2001953125,4308.2001953125,4215.0,4290.5,71845
2024-07-12,4214.16064453125,4251.0,4340.9501953125,4237.14990234375,4260.0,44463
2024-07-15,4173.515625,4210.0,4292.89990234375,4186.89990234375,4260.0,21758
2024-07-16,4219.31591796875,4256.2001953125,4295.2001953125,4200.0,4212.0,33873
2024-07-18,4190.169921875,4226.7998046875,4296.9501953125,4203.0498046875,4262.0498046875,61341
2024-07-19,4235.6728515625,4272.7001953125,4699.9501953125,4232.2998046875,4232.2998046875,718448
2024-07-22,4359.98583984375,4398.10009765625,4537.10009765625,4225.5,4265.0,236504
2024-07-23,4268.18798828125,4305.5,4403.5498046875,4248.25,4370.0,59654
2024-07-24,4302.24072265625,4339.85009765625,4371.9501953125,4291.0498046875,4311.7998046875,31869
2024-07-25,4214.50732421875,4251.35009765625,4329.89990234375,4240.0,4302.2998046875,42151
2024-07-26,4357.45751953125,4395.5498046875,4430.9501953125,4256.7998046875,4256.7998046875,54420
2024-07-29,4500.35888671875,4539.7001953125,4699.0,4418.7001953125,4418.7001953125,176915
2024-07-30,4620.359375,4660.75,4690.0,4573.0,4579.2998046875,70282
2024-07-31,4581.30126953125,4621.35009765625,4795.0,4600.25,4699.0,71704
2024-08-01,4477.1611328125,4516.2998046875,4666.10009765625,4488.0,4645.7001953125,36759
2024-08-02,4460.060546875,4499.0498046875,4535.0,4467.60009765625,4511.10009765625,17596
2024-08-05,4321.72021484375,4359.5,4450.10009765625,4295.0,4450.0498046875,109681
2024-08-06,4424.7197265625,4463.39990234375,4591.2001953125,4359.0498046875,4359.0498046875,55105
2024-08-07,4432.25390625,4471.0,4697.0,4410.5498046875,4522.0,210316
2024-08-08,4553.494140625,4593.2998046875,4615.5,4500.0,4500.0,66081
2024-08-09,4667.2998046875,4708.10009765625,4748.0,4615.0,4638.60009765625,46532
2024-08-12,4771.63720703125,4813.35009765625,4949.9501953125,4741.89990234375,4741.9501953125,350240
2024-08-13,4507.7939453125,4547.2001953125,4780.0,4441.85009765625,4780.0,452493
2024-08-14,4522.31689453125,4561.85009765625,4618.85009765625,4531.64990234375,4600.0,51501
2024-08-16,4510.9169921875,4550.35009765625,4624.0,4521.85009765625,4570.0,43258
2024-08-19,4556.07177734375,4595.89990234375,4641.25,4575.75,4593.2998046875,52405
2024-08-20,4504.39208984375,4527.9501953125,4559.0,4461.0,4504.0,29252
2024-08-21,4425.80322265625,4448.9501953125,4527.85009765625,4430.0,4506.0,26818
2024-08-22,4377.4560546875,4400.35009765625,4488.7998046875,4388.0,4464.0,95465
2024-08-23,4399.341796875,4422.35009765625,4451.0,4359.2998046875,4423.5,42265
2024-08-26,4427.09619140625,4450.25,4498.0,4385.0,4450.0,12246
2024-08-27,4362.13623046875,4384.9501953125,4463.9501953125,4365.89990234375,4450.35009765625,19110
2024-08-28,4336.619140625,4359.2998046875,4466.0,4330.0,4408.0,57335
2024-08-29,4310.55615234375,4333.10009765625,4375.75,4321.0,4359.2998046875,61243
2024-08-30,4272.90283203125,4295.25,4390.0,4282.9501953125,4333.0,145544
2024-09-02,4297.9716796875,4320.4501953125,4346.89990234375,4285.0498046875,4317.89990234375,51465
2024-09-03,4375.267578125,4398.14990234375,4417.0,4319.10009765625,4320.0,95752
2024-09-04,4363.0810546875,4385.89990234375,4449.89990234375,4321.2001953125,4449.89990234375,27687
2024-09-05,4337.763671875,4360.4501953125,4432.4501953125,4330.39990234375,4385.0,47598
2024-09-06,4320.90185546875,4343.5,4414.85009765625,4288.0,4398.4501953125,46064
2024-09-09,4215.353515625,4237.39990234375,4334.85009765625,4209.2001953125,4300.0,105674
2024-09-10,4361.638671875,4384.4501953125,4396.0,4248.7998046875,4248.7998046875,28955
2024-09-11,4288.96875,4311.39990234375,4419.2001953125,4285.39990234375,4385.89990234375,19485
2024-09-12,4297.921875,4320.39990234375,4363.0,4282.2998046875,4300.0,241993
2024-09-13,4313.93798828125,4336.5,4374.5498046875,4321.0,4343.10009765625,16215
2024-09-16,4284.69140625,4307.10009765625,4358.0,4286.0,4340.2998046875,51774
2024-09-17,4303.443359375,4325.9501953125,4341.0,4275.0,4307.0,63167
2024-09-18,4284.3427734375,4306.75,4337.9501953125,4260.0,4320.85009765625,13650
2024-09-19,4221.81982421875,4243.89990234375,4325.35009765625,4232.2998046875,4300.0498046875,34969
2024-09-20,4272.455078125,4294.7998046875,4338.5498046875,4223.14990234375,4266.2001953125,75727
2024-09-23,4271.36083984375,4293.7001953125,4355.5498046875,4270.0,4270.0,14960
2024-09-24,4393.42236328125,4416.39990234375,4425.0,4295.0,4295.0,51987
2024-09-25,4309.36181640625,4331.89990234375,4444.0,4286.0,4444.0,35854
2024-09-26,4298.767578125,4321.25,4353.64990234375,4292.5498046875,4330.0,57308
2024-09-27,4267.8291015625,4290.14990234375,4400.0,4280.0,4344.0,37841
2024-09-30,4313.83837890625,4336.39990234375,4367.4501953125,4265.0,4300.0,79750
2024-10-01,4329.00927734375,4351.64990234375,4397.9501953125,4302.39990234375,4325.7998046875,17573
2024-10-03,4248.13232421875,4270.35009765625,4350.0,4241.0498046875,4347.2998046875,205463
2024-10-04,4235.2001953125,4257.35009765625,4292.7998046875,4157.60009765625,4280.0,27086
2024-10-07,4122.1416015625,4143.7001953125,4270.0,4122.0,4212.2998046875,20527
2024-10-08,4110.701171875,4132.2001953125,4189.9501953125,4085.0,4100.0,459268
2024-10-09,4089.660888671875,4111.0498046875,4206.35009765625,4090.64990234375,4195.0,54694
2024-10-10,4072.003662109375,4093.300048828125,4137.14990234375,4088.050048828125,4132.5,12081
2024-10-11,4053.152099609375,4074.35009765625,4127.9501953125,4060.0,4093.300048828125,10695
2024-10-14,4052.55517578125,4073.75,4095.949951171875,3996.14990234375,4074.35009765625,28688
2024-10-15,4128.70654296875,4150.2998046875,4159.0,4085.0,4117.2998046875,116479
2024-10-16,4195.30859375,4217.25,4225.0,4148.0498046875,4166.89990234375,40922
2024-10-17,4228.5849609375,4250.7001953125,4275.0,4125.2001953125,4239.39990234375,65641
2024-10-18,4142.1865234375,4163.85009765625,4260.64990234375,4150.0498046875,4260.0,43582
2024-10-21,4097.8681640625,4119.2998046875,4155.0,4083.0,4150.25,18194
2024-10-22,3961.730224609375,3982.449951171875,4134.9501953125,3945.35009765625,4119.0,23506
2024-10-23,3942.38134765625,3963.0,4013.89990234375,3902.0,3955.449951171875,25951
2024-10-24,3886.87158203125,3907.199951171875,3994.699951171875,3776.89990234375,3982.75,63332
2024-10-25,3877.421142578125,3897.699951171875,3957.050048828125,3842.050048828125,3898.0,20344
2024-10-28,3859.41552734375,3879.60009765625,3918.14990234375,3822.39990234375,3897.050048828125,15659
2024-10-29,3880.057373046875,3900.35009765625,3918.949951171875,3851.0,3875.0,11211
2024-10-30,3881.201416015625,3901.5,3949.0,3700.0,3881.0,127016
2024-10-31,3799.876708984375,3819.75,3932.25,3783.0,3850.0,227291
2024-11-01,3832.6552734375,3852.699951171875,3870.0,3820.14990234375,3831.75,1813
2024-11-04,3783.9599609375,3803.75,3863.14990234375,3752.89990234375,3850.0,102466
2024-11-05,3739.7412109375,3759.300048828125,3830.0,3751.0,3799.949951171875,94442
2024-11-06,3740.537109375,3760.10009765625,3784.0,3663.14990234375,3779.10009765625,84779
2024-11-07,3658.0185546875,3677.14990234375,3758.0,3666.14990234375,3758.0,224729
2024-11-08,3639.117431640625,3658.14990234375,3681.0,3596.60009765625,3677.14990234375,68448
2024-11-11,3598.927734375,3617.75,3658.14990234375,3602.050048828125,3658.14990234375,89863
2024-11-12,3515.613525390625,3534.0,3630.10009765625,3520.60009765625,3630.10009765625,140414
2024-11-13,3496.413818359375,3514.699951171875,3546.10009765625,3489.14990234375,3515.25,26506
2024-11-14,3413.0498046875,3430.89990234375,3526.75,3418.25,3518.199951171875,29275
2024-11-18,3389.0751953125,3406.800048828125,3560.0,3366.5,3430.89990234375,29152
2024-11-19,3429.513671875,3447.449951171875,3489.75,3411.949951171875,3416.75,48401
2024-11-21,3389.52294921875,3407.25,3440.0,3337.0,3440.0,43112
2024-11-22,3397.182861328125,3414.949951171875,3451.800048828125,3390.5,3390.5,20842
2024-11-25,3459.5068359375,3477.60009765625,3549.949951171875,3432.89990234375,3432.89990234375,33941
2024-11-26,3472.041259765625,3490.199951171875,3505.199951171875,3466.0,3486.300048828125,40070
2024-11-27,3430.060791015625,3448.0,3507.0,3427.35009765625,3507.0,29212
2024-11-28,3460.55126953125,3478.64990234375,3487.0,3442.5,3450.0,20730
2024-11-29,3481.044189453125,3499.25,3518.39990234375,3439.39990234375,3478.64990234375,96691
2024-12-02,3455.577392578125,3473.64990234375,3539.199951171875,3455.199951171875,3539.10009765625,20498
2024-12-03,3489.84814453125,3508.10009765625,3599.0,3462.25,3479.25,74856
2024-12-04,3478.30859375,3496.5,3544.800048828125,3484.699951171875,3508.10009765625,30308
2024-12-05,3442.1474609375,3460.14990234375,3503.89990234375,3441.64990234375,3496.5,101321
2024-12-06,3409.468505859375,3427.300048828125,3482.949951171875,3412.39990234375,3460.14990234375,31257
2024-12-09,3434.239013671875,3452.199951171875,3472.14990234375,3431.050048828125,3431.050048828125,155533
2024-12-10,3460.402099609375,3478.5,3576.949951171875,3451.0,3475.0,113063
2024-12-11,3496.861328125,3515.14990234375,3534.949951171875,3482.35009765625,3509.0,40414
2024-12-12,3472.2900390625,3490.449951171875,3549.0,3485.10009765625,3549.0,49582
2024-12-13,3470.44970703125,3488.60009765625,3520.550048828125,3446.800048828125,3482.300048828125,207925
2024-12-16,3481.690673828125,3499.89990234375,3557.0,3475.300048828125,3520.0,84642
2024-12-17,3447.718505859375,3465.75,3515.0,3448.89990234375,3501.25,26488
2024-12-18,3450.006591796875,3468.050048828125,3513.10009765625,3450.14990234375,3464.0,12911
2024-12-19,3413.945068359375,3431.800048828125,3495.949951171875,3412.5,3450.0,17415
2024-12-20,3345.20458984375,3362.699951171875,3445.949951171875,3349.89990234375,3430.050048828125,75871
2024-12-23,3298.00146484375,3315.25,3369.949951171875,3280.10009765625,3362.75,189573
2024-12-24,3390.26904296875,3408.0,3460.0,3312.199951171875,3323.75,26523
2024-12-26,3347.39306640625,3364.89990234375,3420.0,3330.0,3408.0,25699
2024-12-27,3402.703857421875,3420.5,3455.0,3357.949951171875,3364.39990234375,62837
2024-12-30,3381.067138671875,3398.75,3438.5,3382.39990234375,3438.5,17425
2024-12-31,3384.94677734375,3402.64990234375,3416.949951171875,3365.050048828125,3398.75,21926
2025-01-01,3377.93359375,3395.60009765625,3406.0,3362.050048828125,3402.0,279660
2025-01-02,3378.779052734375,3396.449951171875,3445.949951171875,3348.199951171875,3375.60009765625,34673
2025-01-03,3364.155517578125,3381.75,3420.949951171875,3375.0,3399.85009765625,16267
2025-01-06,3324.5625,3341.949951171875,3381.75,3326.050048828125,3381.699951171875,37525
2025-01-07,3325.85595703125,3343.25,3376.0,3320.0,3320.0,12707
2025-01-08,3381.017333984375,3398.699951171875,3440.0,3328.050048828125,3340.0,30139
2025-01-09,3415.337890625,3433.199951171875,3466.14990234375,3391.0,3400.0,31760
2025-01-10,3346.64697265625,3364.14990234375,3444.85009765625,3352.0,3433.199951171875,14154
2025-01-13,3280.244384765625,3297.39990234375,3364.0,3281.0,3357.14990234375,26044
2025-01-14,3360.27587890625,3377.85009765625,3395.25,3275.050048828125,3293.14990234375,22521
2025-01-15,3422.699462890625,3440.60009765625,3460.0,3365.10009765625,3420.0,58403
2025-01-16,3478.208984375,3496.39990234375,3513.25,3420.0,3440.5,21403
2025-01-17,3483.282470703125,3501.5,3543.25,3449.0,3514.800048828125,24593
2025-01-20,3552.470703125,3571.050048828125,3583.64990234375,3502.5,3539.300048828125,101915
2025-01-21,3582.314697265625,3601.050048828125,3620.699951171875,3483.60009765625,3535.0,42391
2025-01-22,3570.77490234375,3589.449951171875,3601.050048828125,3527.949951171875,3575.050048828125,34773
2025-01-23,3632.452392578125,3651.449951171875,3685.14990234375,3556.39990234375,3556.39990234375,54044
2025-01-24,3606.139892578125,3625.0,3717.85009765625,3600.0,3660.0,55445
2025-01-27,3633.69580078125,3652.699951171875,3662.449951171875,3580.64990234375,3600.0,34781
2025-01-28,3600.3203125,3619.14990234375,3666.0,3581.25,3659.949951171875,29714
2025-01-29,3637.675048828125,3656.699951171875,3675.0,3591.0,3602.39990234375,107750
2025-01-30,3606.388671875,3625.25,3660.0,3621.0,3650.0,16943
2025-01-31,3661.45068359375,3680.60009765625,3695.699951171875,3608.75,3608.75,131018
2025-02-01,3650.508056640625,3669.60009765625,3714.800048828125,3632.89990234375,3678.5,10501
2025-02-03,3627.77685546875,3646.75,3680.0,3625.0,3657.0,13093
2025-02-04,3631.45751953125,3650.449951171875,3669.0,3625.0,3641.0,9197
2025-02-05,3729.395263671875,3748.89990234375,3770.0,3636.300048828125,3662.89990234375,26663
2025-02-06,3676.8203125,3696.050048828125,3774.60009765625,3625.0,3735.0,37678
2025-02-07,3650.95556640625,3670.050048828125,3753.699951171875,3618.75,3696.0,42595
2025-02-10,3631.60693359375,3650.60009765625,3703.949951171875,3625.949951171875,3673.699951171875,60579
2025-02-11,3531.87841796875,3550.35009765625,3667.89990234375,3538.199951171875,3632.39990234375,78659
2025-02-12,3522.626708984375,3541.050048828125,3577.35009765625,3480.0,3510.5,401574
2025-02-13,3502.730712890625,3521.050048828125,3570.0,3519.0,3570.0,30179
2025-02-14,3423.5947265625,3441.5,3556.699951171875,3391.5,3505.0,29925
2025-02-17,3448.364990234375,3466.39990234375,3494.0,3346.39990234375,3396.64990234375,26585
2025-02-18,3387.831787109375,3405.550048828125,3460.0,3371.64990234375,3460.0,31156
2025-02-19,3391.06494140625,3408.800048828125,3443.85009765625,3367.199951171875,3372.0,18536
2025-02-20,3383.255615234375,3400.949951171875,3424.800048828125,3360.0,3390.0,28606
2025-02-21,3376.44140625,3394.10009765625,3412.199951171875,3362.39990234375,3389.550048828125,56396
2025-02-24,3241.79541015625,3258.75,3360.199951171875,3228.0,3360.0,36105
2025-02-25,3207.126708984375,3223.89990234375,3269.199951171875,3191.10009765625,3258.75,42257
2025-02-27,3187.87744140625,3204.550048828125,3258.0,3194.050048828125,3223.89990234375,23504
2025-02-28,3124.90673828125,3141.25,3212.800048828125,3105.0,3190.550048828125,57103
2025-03-03,3145.697998046875,3162.14990234375,3174.0,3093.300048828125,3135.25,27897
2025-03-04,3116.848876953125,3133.14990234375,3150.449951171875,3116.35009765625,3140.0,23381
2025-03-05,3122.121337890625,3138.449951171875,3152.0,3104.85009765625,3133.14990234375,24376
2025-03-06,3160.86865234375,3177.39990234375,3237.64990234375,3139.0,3139.0,38224
2025-03-07,3119.534912109375,3135.85009765625,3206.550048828125,3125.0,3177.39990234375,26370
2025-03-10,3129.9306640625,3146.300048828125,3168.949951171875,3115.550048828125,3125.0,15646
2025-03-11,3120.728759765625,3137.050048828125,3152.10009765625,3102.39990234375,3146.300048828125,10772
2025-03-12,3124.55859375,3140.89990234375,3160.64990234375,3125.0,3137.050048828125,12947
2025-03-13,3128.63720703125,3145.0,3240.60009765625,3120.0,3144.85009765625,28868
2025-03-17,3189.27001953125,3205.949951171875,3215.0,3128.85009765625,3145.0,24391
2025-03-18,3189.27001953125,3205.949951171875,3205.949951171875,3205.949951171875,3205.949951171875,0
2025-03-19,3204.39111328125,3221.14990234375,3237.050048828125,3190.949951171875,3198.85009765625,21228
2025-03-20,3233.787353515625,3250.699951171875,3274.89990234375,3221.199951171875,3235.0,67186
2025-03-21,3311.431396484375,3328.75,3460.0,3220.0,3271.0,120784
2025-03-24,3354.456298828125,3372.0,3391.64990234375,3316.89990234375,3330.550048828125,26362
2025-03-25,3383.1064453125,3400.800048828125,3420.0,3338.300048828125,3372.0,30259
2025-03-26,3325.80615234375,3343.199951171875,3435.60009765625,3320.550048828125,3410.0,41182
2025-03-27,3338.837890625,3356.300048828125,3385.0,3301.25,3374.0,28445
2025-03-28,3334.26171875,3351.699951171875,3420.0,3323.800048828125,3382.0,48088
2025-04-01,3251.1962890625,3268.199951171875,3359.449951171875,3255.5,3320.0,12503
2025-04-02,3294.818115234375,3312.050048828125,3335.949951171875,3249.0,3271.0,9463
2025-04-03,3325.30859375,3342.699951171875,3349.699951171875,3280.0,3290.0,7728
2025-04-04,3174.0498046875,3190.64990234375,3345.949951171875,3151.699951171875,3306.0,22931
2025-04-07,3075.216796875,3091.300048828125,3145.949951171875,3027.199951171875,3077.0,25330
2025-04-08,3083.871337890625,3100.0,3142.5,3074.10009765625,3123.89990234375,133285
2025-04-09,3090.337646484375,3106.5,3132.800048828125,3066.89990234375,3104.39990234375,45430
2025-04-11,3152.263671875,3168.75,3191.949951171875,3126.35009765625,3144.0,21188
2025-04-15,3157.486328125,3174.0,3250.0,3150.0,3223.0,28600
2025-04-16,3169.026123046875,3185.60009765625,3213.89990234375,3174.0,3180.0,11926
2025-04-17,3131.124267578125,3147.5,3207.0,3135.39990234375,3207.0,42055
