date_,adj close_canfinhome.ns,close_canfinhome.ns,high_canfinhome.ns,low_canfinhome.ns,open_canfinhome.ns,volume_canfinhome.ns
2025-04-25,712.2898559570312,723.1500244140625,729.0,700.0,711.9500122070312,1109864
2025-04-28,716.0327758789062,726.9500122070312,731.9000244140625,716.8499755859375,727.0,292218
2025-04-29,698.0076293945312,708.6500244140625,730.5,706.0999755859375,730.0,598251
2025-04-30,704.4099731445312,715.1500244140625,718.7000122070312,698.0499877929688,705.0499877929688,664251
2025-05-02,711.255615234375,722.0999755859375,730.0,710.5499877929688,722.0,258293
2025-05-05,704.459228515625,715.2000122070312,724.2999877929688,708.7999877929688,724.2999877929688,539007
2025-05-06,692.7871704101562,703.3499755859375,720.25,699.9500122070312,715.2000122070312,246890
2025-05-07,707.315673828125,718.0999755859375,721.4500122070312,695.0,695.0,208281
2025-05-08,702.14453125,712.8499755859375,735.0,701.0999755859375,719.0,606965
2025-05-09,697.0718994140625,707.7000122070312,712.0,691.5499877929688,691.5499877929688,247892
2025-05-12,717.4116821289062,728.3499755859375,734.0,715.9500122070312,734.0,307989
2025-05-13,709.7288818359375,720.5499877929688,734.2000122070312,718.0,729.9500122070312,204768
2025-05-14,730.167236328125,741.2999877929688,743.75,722.4000244140625,728.0,454479
2025-05-15,732.2357177734375,743.4000244140625,749.7999877929688,740.0,745.0,299495
2025-05-16,742.87353515625,754.2000122070312,756.0,741.0499877929688,750.0,271095
2025-05-19,732.4819946289062,743.6500244140625,758.25,736.0,754.2000122070312,247043
2025-05-20,732.13720703125,743.2999877929688,749.4500122070312,736.9500122070312,748.7000122070312,140331
2025-05-21,739.7708129882812,751.0499877929688,754.9500122070312,735.0,743.7999877929688,151115
2025-05-22,733.8117065429688,745.0,753.5499877929688,738.5999755859375,748.0,90754
2025-05-23,727.6062622070312,738.7000122070312,747.9000244140625,735.0,746.0999755859375,296136
2025-05-26,744.3017578125,755.6500244140625,759.0,742.0999755859375,743.7999877929688,212863
2025-05-27,763.410400390625,775.0499877929688,779.9000244140625,758.0,760.0,482834
2025-05-28,756.2692260742188,767.7999877929688,779.5,762.2000122070312,778.0,124298
2025-05-29,767.8428344726562,779.5499877929688,785.2000122070312,765.5499877929688,767.2000122070312,218848
2025-05-30,776.313720703125,788.1500244140625,790.7999877929688,768.0,784.0,235390
2025-06-02,779.9580688476562,791.8499755859375,794.0,776.0499877929688,788.2000122070312,280101
2025-06-03,771.0932006835938,782.8499755859375,795.2999877929688,780.5,795.0,149421
2025-06-04,770.6992797851562,782.4500122070312,795.4000244140625,777.0,784.0,142169
2025-06-05,766.7101440429688,778.4000244140625,790.4500122070312,777.0,789.4000244140625,104247
2025-06-06,770.7977294921875,782.5499877929688,801.9000244140625,773.0,778.4000244140625,509557
2025-06-09,796.7520751953125,808.9000244140625,812.2000122070312,787.0,789.4000244140625,584647
2025-06-10,799.7562255859375,811.9500122070312,817.7000122070312,805.0499877929688,817.7000122070312,321681
2025-06-11,801.2337036132812,813.4500122070312,817.75,800.5499877929688,810.9000244140625,317340
2025-06-12,784.7352905273438,796.7000122070312,816.5,790.9000244140625,816.5,329745
2025-06-13,780.5491333007812,792.4500122070312,801.2999877929688,773.5999755859375,787.0999755859375,160545
2025-06-16,768.039794921875,779.75,792.0,768.0,790.25,279210
2025-06-17,781.435546875,793.3499755859375,796.5499877929688,777.5999755859375,782.0,345617
2025-06-18,778.1851196289062,790.0499877929688,801.4500122070312,783.0,794.2999877929688,296023
2025-06-19,765.38037109375,777.0499877929688,788.4000244140625,766.9000244140625,785.0,191631
2025-06-20,752.9696044921875,764.4500122070312,781.4500122070312,760.0,777.0499877929688,525429
2025-06-23,751.8368530273438,763.2999877929688,772.5,754.7999877929688,757.0999755859375,91174
2025-06-24,777.49560546875,789.3499755859375,792.0,765.0,767.0,368881
2025-06-25,772.521484375,784.2999877929688,799.0,782.0499877929688,795.5499877929688,173442
2025-06-26,778.6283569335938,790.5,796.0,780.0,792.0,214509
2025-06-27,777.4463500976562,789.2999877929688,807.5499877929688,785.0,794.0,432438
2025-06-30,780.9923706054688,792.9000244140625,798.5499877929688,786.0,793.25,180131
2025-07-01,779.4656372070312,791.3499755859375,797.7999877929688,786.2000122070312,793.2000122070312,154061
2025-07-02,797.0968017578125,809.25,812.0,794.25,794.25,439489
2025-07-03,802.85888671875,815.0999755859375,817.9000244140625,809.6500244140625,812.0499877929688,333733
2025-07-04,805.02587890625,817.2999877929688,821.0,810.2000122070312,817.0,335965
2025-07-07,807.9808349609375,820.2999877929688,822.0,812.0,815.0,193965
2025-07-08,802.7604370117188,815.0,822.0,811.2999877929688,820.0,261036
2025-07-09,810.6402587890625,823.0,825.0,813.4500122070312,815.75,596214
2025-07-10,788.57666015625,800.5999755859375,826.6500244140625,797.0999755859375,826.0,315600
2025-07-11,788.2789916992188,794.2999877929688,804.3499755859375,789.25,791.0999755859375,107314
2025-07-14,791.107421875,797.1500244140625,801.8499755859375,789.25,789.25,94599
2025-07-15,790.908935546875,796.9500122070312,806.2999877929688,796.0,797.1500244140625,59825
2025-07-16,805.4478149414062,811.5999755859375,814.2000122070312,792.4000244140625,799.9500122070312,166647
2025-07-17,812.4940185546875,818.7000122070312,823.9000244140625,807.25,815.0,177827
2025-07-18,810.806884765625,817.0,821.0,806.0,818.7000122070312,130960
2025-07-21,806.8372192382812,813.0,814.75,800.5999755859375,810.0,144530
2025-07-22,792.54638671875,798.5999755859375,822.0,794.0,815.0,283702
2025-07-23,781.4313354492188,787.4000244140625,799.9000244140625,786.0999755859375,799.9000244140625,146623
2025-07-24,766.5450439453125,772.4000244140625,790.4500122070312,768.0,787.0999755859375,238154
2025-07-25,768.728271484375,774.5999755859375,781.6500244140625,769.2999877929688,772.4000244140625,265897
2025-07-28,758.853759765625,764.6500244140625,775.9500122070312,751.0999755859375,774.2999877929688,164046
2025-07-29,742.5284423828125,748.2000122070312,764.4000244140625,744.4000244140625,764.0,277566
2025-07-30,733.44775390625,739.0499877929688,759.9000244140625,737.2999877929688,759.9000244140625,382664
2025-07-31,746.25,751.9500122070312,757.25,727.5,739.0,716582
2025-08-01,734.7379150390625,740.3499755859375,756.4500122070312,737.0499877929688,751.9500122070312,191651
2025-08-04,751.460205078125,757.2000122070312,758.0,735.75,744.0,82441
2025-08-05,751.2120971679688,756.9500122070312,764.9000244140625,746.5499877929688,757.2999877929688,115005
2025-08-06,738.657958984375,744.2999877929688,757.5,742.0999755859375,754.8499755859375,58920
2025-08-07,736.3258056640625,741.9500122070312,745.1500244140625,735.9000244140625,744.2999877929688,147204
2025-08-08,738.012939453125,743.6500244140625,753.8499755859375,732.1500244140625,740.8499755859375,79781
2025-08-11,748.23486328125,753.9500122070312,756.9500122070312,740.25,742.5499877929688,515783
2025-08-12,737.3182373046875,742.9500122070312,754.6500244140625,738.9000244140625,753.7999877929688,125462
2025-08-13,745.9523315429688,751.6500244140625,755.9500122070312,739.2000122070312,744.75,94881
2025-08-14,753.1969604492188,758.9500122070312,763.9500122070312,745.2000122070312,745.2000122070312,363612
2025-08-18,753.1969604492188,758.9500122070312,767.0,756.7999877929688,766.0,143259
2025-08-19,762.277587890625,768.0999755859375,769.0,755.4500122070312,758.9500122070312,102197
2025-08-20,774.1865844726562,780.0999755859375,783.8499755859375,765.7999877929688,768.0999755859375,988760
2025-08-21,776.1714477539062,782.0999755859375,789.9000244140625,777.0499877929688,787.9500122070312,110420
2025-08-22,763.9151000976562,769.75,787.9500122070312,768.0499877929688,787.75,85209
2025-08-25,761.3348388671875,767.1500244140625,772.3499755859375,762.0,770.9000244140625,167084
2025-08-26,734.24169921875,739.8499755859375,768.75,733.0,764.7999877929688,294477
2025-08-28,720.1494140625,725.6500244140625,745.9500122070312,724.2999877929688,739.8499755859375,116881
2025-08-29,712.2100219726562,717.6500244140625,727.5499877929688,708.5999755859375,725.0,180341
2025-09-01,714.4429931640625,719.9000244140625,725.0,715.0,717.6500244140625,136681
2025-09-02,749.42578125,755.1500244140625,759.5,720.0999755859375,725.75,220456
2025-09-03,758.853759765625,764.6500244140625,769.0,751.5499877929688,753.0999755859375,87410
2025-09-04,750.6166381835938,756.3499755859375,774.9500122070312,751.5499877929688,768.4500122070312,140967
2025-09-05,748.8302612304688,754.5499877929688,764.9000244140625,742.4000244140625,757.5999755859375,122464
2025-09-08,740.2459106445312,745.9000244140625,755.7000122070312,743.75,751.0499877929688,51109
2025-09-09,737.0205078125,742.6500244140625,750.75,738.75,747.7999877929688,43379
2025-09-10,735.1348876953125,740.75,748.75,737.0999755859375,743.0,55694
2025-09-11,735.234130859375,740.8499755859375,741.8499755859375,735.2000122070312,740.2999877929688,142703
2025-09-12,740.6924438476562,746.3499755859375,757.0499877929688,733.0,741.0,132733
2025-09-15,746.5973510742188,752.2999877929688,757.7000122070312,743.1500244140625,746.3499755859375,100413
2025-09-16,771.2093505859375,777.0999755859375,782.5,752.2999877929688,752.2999877929688,406224
2025-09-17,774.3355102539062,780.25,783.0,777.0,780.0,105521
2025-09-18,769.07568359375,774.9500122070312,784.2999877929688,771.1500244140625,782.0,53361
2025-09-19,767.9343872070312,773.7999877929688,782.0999755859375,771.0,778.0,158742
2025-09-22,765.5526123046875,771.4000244140625,781.75,768.4000244140625,770.0,84209
2025-09-23,774.3850708007812,780.2999877929688,785.0,759.3499755859375,770.0,166824
2025-09-24,771.8544311523438,777.75,791.9500122070312,772.0,788.0,265849
2025-09-25,756.8192749023438,762.5999755859375,776.9500122070312,760.0499877929688,775.2999877929688,78039
2025-09-26,737.9632568359375,743.5999755859375,764.9500122070312,738.2999877929688,764.4000244140625,199239
2025-09-29,745.1583251953125,750.8499755859375,756.9000244140625,740.2999877929688,744.5,180734
2025-09-30,757.4147338867188,763.2000122070312,766.5999755859375,748.0,750.8499755859375,96396
2025-10-01,777.0150146484375,782.9500122070312,788.0,754.0,763.6500244140625,274998
2025-10-03,783.6642456054688,789.6500244140625,796.0,781.2999877929688,784.0,1064428
2025-10-06,797.4588623046875,803.5499877929688,810.25,781.0,785.0,491738
2025-10-07,798.2528076171875,804.3499755859375,807.0,792.3499755859375,804.5,174773
2025-10-08,787.4354248046875,793.4500122070312,801.7000122070312,787.6500244140625,800.2999877929688,167859
2025-10-09,783.7634887695312,789.75,800.0,787.5,795.4500122070312,81359
2025-10-10,787.5842895507812,793.5999755859375,796.7000122070312,784.4000244140625,790.0999755859375,185373
2025-10-13,795.2755126953125,801.3499755859375,806.0,782.5499877929688,786.8499755859375,247299
2025-10-14,779.0494995117188,785.0,807.2999877929688,780.0499877929688,796.0,197396
2025-10-15,796.4664306640625,802.5499877929688,805.0,783.0999755859375,787.0,150466
2025-10-16,798.4512939453125,804.5499877929688,806.1500244140625,795.1500244140625,802.5,170760
2025-10-17,794.977783203125,801.0499877929688,807.9500122070312,797.1500244140625,804.5499877929688,88912
2025-10-20,831.9950561523438,838.3499755859375,849.0,810.0,819.0499877929688,1683183
2025-10-21,837.9992065429688,844.4000244140625,859.8499755859375,831.0,845.0499877929688,185015
2025-10-23,846.88134765625,853.3499755859375,865.0,845.0,850.0,439104
2025-10-24,841.8200073242188,848.25,860.7000122070312,838.1500244140625,860.6500244140625,276523
2025-10-27,849.2135620117188,855.7000122070312,857.9500122070312,843.8499755859375,853.7000122070312,109914
2025-10-28,858.4430541992188,865.0,867.9500122070312,857.5,859.4000244140625,234913
2025-10-29,856.309326171875,862.8499755859375,869.7000122070312,852.2000122070312,869.7000122070312,322194
2025-10-30,868.0199584960938,874.6500244140625,879.4000244140625,858.0,866.4000244140625,389000
2025-10-31,861.3211059570312,867.9000244140625,883.7000122070312,861.5,874.0,284189
2025-11-03,858.0460815429688,864.5999755859375,886.5,858.9000244140625,866.5,138110
2025-11-04,855.0687866210938,861.5999755859375,875.4000244140625,859.0,862.1500244140625,136342
2025-11-05,855.0687866210938,861.5999755859375,861.5999755859375,861.5999755859375,861.5999755859375,0
2025-11-06,870.947509765625,877.5999755859375,881.7999877929688,853.8499755859375,861.5999755859375,422957
2025-11-07,874.0736694335938,880.75,890.9000244140625,859.6500244140625,877.0,286361
2025-11-10,875.11572265625,881.7999877929688,884.0,868.2000122070312,878.0,138927
2025-11-11,888.761474609375,895.5499877929688,900.0,879.5499877929688,880.0,388693
2025-11-12,877.49755859375,884.2000122070312,908.9000244140625,880.0,898.5,264455
2025-11-13,858.5422973632812,865.0999755859375,884.7000122070312,862.2999877929688,883.9500122070312,381345
2025-11-14,877.9441528320312,884.6500244140625,894.7999877929688,860.0499877929688,860.0499877929688,278844
2025-11-17,886.0819091796875,892.8499755859375,914.0,877.7999877929688,885.0,662644
2025-11-18,899.9262084960938,906.7999877929688,925.0,896.6500244140625,896.7000122070312,843426
2025-11-19,883.55126953125,890.2999877929688,909.2999877929688,881.0,903.7999877929688,359195
2025-11-20,874.9171752929688,881.5999755859375,898.2999877929688,879.0,894.0,364169
2025-11-21,878.2418212890625,884.9500122070312,891.0,880.9000244140625,881.0,370229
2025-11-24,883.4520263671875,890.2000122070312,894.0,882.2999877929688,890.0,288040
2025-11-25,876.6043090820312,883.2999877929688,890.2000122070312,879.1500244140625,890.2000122070312,80375
2025-11-26,883.1046752929688,889.8499755859375,905.9000244140625,884.0999755859375,886.0,201907
2025-11-27,878.738037109375,885.4500122070312,904.0,882.1500244140625,889.75,151103
2025-11-28,877.8448486328125,884.5499877929688,888.5,880.25,888.5,71489
2025-12-01,902.4072265625,909.2999877929688,912.75,881.3499755859375,890.9500122070312,239823
2025-12-02,896.8497314453125,903.7000122070312,918.3499755859375,894.0499877929688,909.9500122070312,225016
2025-12-03,883.55126953125,890.2999877929688,932.0,882.0,905.0,604342
2025-12-04,885.9827270507812,892.75,897.3499755859375,883.0999755859375,883.0999755859375,141113
2025-12-05,893.9716796875,900.7999877929688,908.0,888.5499877929688,890.0499877929688,195016
2025-12-08,906.0792236328125,913.0,932.0,901.7000122070312,901.7000122070312,866927
2025-12-09,899.9757690429688,906.8499755859375,915.9500122070312,891.3499755859375,915.0499877929688,270182
2025-12-10,895.361083984375,902.2000122070312,922.0,898.0,907.9500122070312,139477
2025-12-11,898.2390747070312,905.0999755859375,915.9500122070312,893.9000244140625,904.4500122070312,167174
2025-12-12,908.4610595703125,915.4000244140625,918.3499755859375,909.7000122070312,909.7000122070312,158979
2025-12-15,912.3314208984375,919.2999877929688,928.2000122070312,913.2999877929688,919.0,164025
2025-12-16,909.602294921875,916.5499877929688,922.9500122070312,912.25,920.5,132578
2025-12-17,917.0950317382812,924.0999755859375,928.0,915.0,920.0,116861
2025-12-18,916.4500122070312,923.4500122070312,933.0,919.0999755859375,928.7999877929688,149861
2025-12-19,936.5999755859375,936.5999755859375,938.9000244140625,905.0,905.0,296202
2025-12-22,941.0999755859375,941.0999755859375,945.0,930.25,933.9500122070312,156847
2025-12-23,929.1500244140625,929.1500244140625,943.0499877929688,921.0999755859375,940.0499877929688,82952
2025-12-24,947.0499877929688,947.0499877929688,948.5,922.0,929.1500244140625,132612
2025-12-26,925.3499755859375,925.3499755859375,971.5,916.9000244140625,945.0,449654
2025-12-29,900.75,900.75,933.0,885.6500244140625,918.0,340639
2025-12-30,927.2000122070312,927.2000122070312,936.5,901.0,914.0,534712
2025-12-31,930.0499877929688,930.0499877929688,944.0,921.0,921.0,135805
2026-01-01,931.4500122070312,931.4500122070312,950.9500122070312,922.5,933.7000122070312,149358
2026-01-02,940.4000244140625,940.4000244140625,945.0,912.6500244140625,935.9000244140625,224170
2026-01-05,942.5999755859375,942.5999755859375,959.9000244140625,926.5499877929688,943.9500122070312,288003
2026-01-06,949.7999877929688,949.7999877929688,964.9000244140625,939.7000122070312,946.0,203121
2026-01-07,926.5,926.5,949.0,921.5999755859375,949.0,114918
2026-01-08,895.1500244140625,895.1500244140625,932.3499755859375,892.0499877929688,929.7000122070312,175737
2026-01-09,891.7000122070312,891.7000122070312,915.0,881.25,895.0,177923
2026-01-12,887.9000244140625,887.9000244140625,894.4000244140625,874.0,891.7000122070312,163627
2026-01-13,894.0,894.0,897.9500122070312,879.0,889.7000122070312,119922
2026-01-14,917.4500122070312,917.4500122070312,919.5,889.7999877929688,894.7000122070312,160521
2026-01-16,919.4000244140625,919.4000244140625,929.5499877929688,911.1500244140625,921.3499755859375,140738
