date_,adj close_anandrathi.ns,close_anandrathi.ns,high_anandrathi.ns,low_anandrathi.ns,open_anandrathi.ns,volume_anandrathi.ns
2024-02-28,1814.8404541015625,1833.0250244140625,1863.199951171875,1816.425048828125,1845.0,58424
2024-02-29,1810.2613525390625,1828.4000244140625,1850.0,1802.5,1839.9749755859375,222844
2024-03-01,1836.5478515625,1854.949951171875,1865.5,1841.0,1849.5,86788
2024-03-04,1955.728759765625,1975.324951171875,2025.0,1930.0,1972.449951171875,123124
2024-03-05,1956.793212890625,1976.4000244140625,1982.4749755859375,1907.800048828125,1962.7750244140625,237772
2024-03-06,1914.8385009765625,1934.0250244140625,1991.5,1912.5,1985.3499755859375,108234
2024-03-07,1954.66455078125,1974.25,2002.4749755859375,1932.800048828125,1947.949951171875,160356
2024-03-11,1942.0162353515625,1961.4749755859375,1992.0999755859375,1914.300048828125,1992.0999755859375,180466
2024-03-12,1941.6201171875,1961.074951171875,2001.5250244140625,1940.050048828125,1961.4749755859375,169746
2024-03-13,1892.4627685546875,1911.425048828125,1955.0,1825.0,1942.25,341438
2024-03-14,1867.3394775390625,1886.050048828125,1937.949951171875,1850.0,1868.425048828125,165308
2024-03-15,1770.385986328125,1788.125,1879.5,1745.1500244140625,1854.5,1427212
2024-03-18,1789.024169921875,1806.949951171875,1872.3499755859375,1788.550048828125,1788.550048828125,94812
2024-03-19,1803.578369140625,1821.6500244140625,1842.4749755859375,1798.5,1806.9749755859375,269826
2024-03-20,1783.5540771484375,1801.425048828125,1836.25,1787.5,1821.6500244140625,51072
2024-03-21,1797.5140380859375,1815.5250244140625,1855.925048828125,1779.375,1808.5,78052
2024-03-22,1799.7664794921875,1817.800048828125,1834.625,1751.25,1830.0,90976
2024-03-26,1773.7520751953125,1791.5250244140625,1832.8499755859375,1781.0,1832.449951171875,38950
2024-03-27,1779.1728515625,1797.0,1831.0,1720.0,1799.9749755859375,174928
2024-03-28,1828.8502197265625,1847.175048828125,1860.0,1805.0250244140625,1815.5,70970
2024-04-01,1792.2913818359375,1810.25,1887.5,1784.199951171875,1874.5,122068
2024-04-02,1707.31787109375,1724.425048828125,1847.5,1712.0,1819.9749755859375,404286
2024-04-03,1736.4261474609375,1753.824951171875,1764.949951171875,1720.2249755859375,1724.5,175180
2024-04-04,1748.0843505859375,1765.5999755859375,1778.5,1749.5,1767.5,79270
2024-04-05,1797.415283203125,1815.425048828125,1821.9749755859375,1745.0,1765.5250244140625,145452
2024-04-08,1850.13671875,1868.675048828125,1927.9749755859375,1844.800048828125,1844.824951171875,213370
2024-04-09,2015.851318359375,2036.050048828125,2049.5,1933.050048828125,1989.0,433232
2024-04-10,1934.194580078125,1953.574951171875,2062.5,1945.0,2050.0,239520
2024-04-12,1984.63916015625,2004.5250244140625,2037.5,1920.4749755859375,1958.8499755859375,282424
2024-04-15,2072.384765625,2093.14990234375,2105.5,1927.9749755859375,1939.9749755859375,741408
2024-04-16,2023.4007568359375,2043.675048828125,2105.0,2025.550048828125,2090.0,180598
2024-04-18,2048.524169921875,2069.050048828125,2075.0,2026.0,2064.0,109056
2024-04-19,2064.909912109375,2085.60009765625,2124.0,2020.0250244140625,2020.0250244140625,248938
2024-04-22,1990.65380859375,2010.5999755859375,2112.5,2001.699951171875,2102.39990234375,139666
2024-04-23,1958.005859375,1977.625,2033.699951171875,1975.5,2033.699951171875,125420
2024-04-24,1948.45166015625,1967.9749755859375,2024.324951171875,1963.2750244140625,1999.5999755859375,61048
2024-04-25,1955.2584228515625,1974.8499755859375,1983.1500244140625,1960.5250244140625,1967.9749755859375,45526
2024-04-26,1959.8624267578125,1979.5,2022.5,1965.5250244140625,1974.5,70108
2024-04-29,1950.927001953125,1970.4749755859375,1999.75,1958.5,1999.449951171875,46656
2024-04-30,1979.292724609375,1999.125,2008.5,1982.25,1986.7750244140625,50200
2024-05-02,1977.56005859375,1997.375,2016.5,1993.5,2014.449951171875,40364
2024-05-03,1978.871826171875,1998.699951171875,2014.4000244140625,1970.0,2013.875,31186
2024-05-06,2004.8614501953125,2024.949951171875,2044.0,1981.5,2012.5,53762
2024-05-07,1981.14892578125,2001.0,2037.0,1986.375,2031.375,57808
2024-05-08,1977.9312744140625,1997.75,2002.0,1986.9749755859375,2001.0,27298
2024-05-09,1929.49169921875,1948.824951171875,2016.5999755859375,1945.1500244140625,1998.574951171875,47264
2024-05-10,1957.8326416015625,1977.449951171875,1990.0,1946.175048828125,1950.0,53096
2024-05-13,1955.9761962890625,1975.574951171875,1999.4749755859375,1925.0,1998.625,34730
2024-05-14,1954.367431640625,1973.949951171875,1979.5250244140625,1952.1500244140625,1975.574951171875,30792
2024-05-15,1951.66943359375,1971.2249755859375,1984.75,1955.449951171875,1972.5,38558
2024-05-16,1956.1248779296875,1975.7249755859375,2005.574951171875,1962.5250244140625,1997.2249755859375,35450
2024-05-17,1956.3228759765625,1975.925048828125,2000.0,1970.0,1972.9749755859375,38264
2024-05-21,1954.2188720703125,1973.800048828125,1984.5,1944.9749755859375,1972.7750244140625,61338
2024-05-22,2001.1240234375,2021.175048828125,2034.949951171875,1970.0,1976.25,99946
2024-05-23,2014.5889892578125,2034.7750244140625,2068.0,2029.5250244140625,2035.0,58276
2024-05-24,2014.5643310546875,2034.75,2040.5,2020.0,2034.925048828125,48036
2024-05-27,2017.83154296875,2038.050048828125,2050.0,2023.5250244140625,2045.0250244140625,62050
2024-05-28,2040.7518310546875,2061.199951171875,2075.0,2030.0250244140625,2030.0250244140625,76680
2024-05-29,2062.75634765625,2083.425048828125,2100.0,2050.0,2061.199951171875,68064
2024-05-30,2052.484375,2073.050048828125,2112.5,2052.550048828125,2083.425048828125,466970
2024-05-31,2076.8896484375,2097.699951171875,2149.97509765625,2017.550048828125,2075.0,173580
2024-06-03,2030.4793701171875,2046.425048828125,2149.97509765625,2036.175048828125,2145.0,79456
2024-06-04,1902.062744140625,1917.0,2064.02490234375,1770.6500244140625,2023.5,206040
2024-06-05,1981.141845703125,1996.699951171875,2005.0,1880.0250244140625,1917.0,70544
2024-06-06,1982.65478515625,1998.2249755859375,2067.574951171875,1979.324951171875,1990.0,51180
2024-06-07,1938.1544189453125,1953.375,2022.324951171875,1941.75,2014.425048828125,59860
2024-06-10,1913.3739013671875,1928.4000244140625,1967.4749755859375,1905.0,1964.9749755859375,80630
2024-06-11,1933.2677001953125,1948.449951171875,1957.4749755859375,1905.0,1928.3499755859375,36610
2024-06-12,1947.1585693359375,1962.449951171875,1988.4749755859375,1955.0,1964.1500244140625,106118
2024-06-13,1955.1956787109375,1970.550048828125,1990.0,1965.0,1975.0,26572
2024-06-14,1982.2579345703125,1997.824951171875,2000.0,1971.949951171875,1971.949951171875,36342
2024-06-18,1991.8079833984375,2007.449951171875,2022.050048828125,1987.75,2014.800048828125,37858
2024-06-19,1982.134033203125,1997.699951171875,2045.0,1995.0,2045.0,41686
2024-06-20,1986.722900390625,2002.324951171875,2019.4749755859375,1990.050048828125,2002.0,25044
2024-06-21,1952.98779296875,1968.324951171875,2006.925048828125,1953.5,1987.5,57604
2024-06-24,1929.57177734375,1944.7249755859375,1967.5,1920.0250244140625,1939.4000244140625,36248
2024-06-25,1925.2060546875,1940.324951171875,1969.449951171875,1932.5,1949.4749755859375,34588
2024-06-26,1903.327880859375,1918.2750244140625,1949.625,1915.0,1939.5,38048
2024-06-27,1917.8388671875,1932.9000244140625,1955.25,1919.5,1924.949951171875,61642
2024-06-28,1938.7000732421875,1953.925048828125,2016.1500244140625,1936.2750244140625,1945.449951171875,202024
2024-07-01,1945.074951171875,1960.3499755859375,1979.5250244140625,1931.5999755859375,1958.800048828125,47766
2024-07-02,1927.736083984375,1942.875,1960.0,1927.5,1930.0,45606
2024-07-03,1925.578125,1940.699951171875,1952.4749755859375,1930.050048828125,1950.0,44716
2024-07-04,1934.5823974609375,1949.7750244140625,1951.25,1930.25,1941.5,37818
2024-07-05,1989.5010986328125,2005.125,2010.0,1933.3499755859375,1944.2750244140625,76256
2024-07-08,2031.248291015625,2047.199951171875,2060.0,1985.074951171875,2012.5,129578
2024-07-09,2044.0479736328125,2060.10009765625,2096.949951171875,2040.0,2054.0,117026
2024-07-10,2044.1220703125,2060.175048828125,2087.5,1998.0999755859375,2087.5,83596
2024-07-11,2054.515380859375,2070.64990234375,2089.02490234375,2058.375,2069.5,77768
2024-07-12,1982.18359375,1997.75,2147.10009765625,1925.574951171875,2105.0,458664
2024-07-15,1937.856689453125,1953.074951171875,2014.074951171875,1945.0,2000.550048828125,88454
2024-07-16,1937.80712890625,1953.0250244140625,1966.0250244140625,1938.0250244140625,1957.5250244140625,47508
2024-07-18,1917.268310546875,1932.324951171875,2018.449951171875,1912.5,1953.199951171875,84518
2024-07-19,1892.04150390625,1906.9000244140625,1927.5,1888.574951171875,1910.0,98448
2024-07-22,1890.37939453125,1905.2249755859375,1969.5,1710.1500244140625,1710.1500244140625,224596
2024-07-23,1873.363037109375,1888.074951171875,1923.699951171875,1873.9749755859375,1914.125,113798
2024-07-24,1883.4091796875,1898.199951171875,1928.1500244140625,1880.0,1888.0999755859375,74406
2024-07-25,1839.6033935546875,1854.050048828125,1885.4000244140625,1850.0,1881.0,66204
2024-07-26,1832.1121826171875,1846.5,1870.925048828125,1822.5,1864.4000244140625,53350
2024-07-29,1836.03125,1850.449951171875,1901.8499755859375,1839.050048828125,1847.0,55042
2024-07-30,1867.037841796875,1881.699951171875,1887.5,1850.5,1850.5,43494
2024-07-31,1874.4547119140625,1889.175048828125,1900.0,1882.5250244140625,1893.7249755859375,51642
2024-08-01,1846.623046875,1861.125,1886.4749755859375,1850.0,1864.0,50136
2024-08-02,1841.662109375,1856.125,1873.0,1830.0,1835.0,40788
2024-08-05,1781.360595703125,1795.3499755859375,1853.574951171875,1782.2249755859375,1850.0,88860
2024-08-06,1773.32373046875,1787.25,1870.5,1781.5,1795.3499755859375,55196
2024-08-07,1779.748291015625,1793.7249755859375,1809.5,1785.5,1809.5,49680
2024-08-08,1778.309814453125,1792.2750244140625,1805.0,1787.5250244140625,1800.0,44388
2024-08-09,1798.0299072265625,1812.1500244140625,1842.5,1799.9749755859375,1800.0,47006
2024-08-12,1812.86328125,1827.0999755859375,1867.9749755859375,1800.0,1800.0,46102
2024-08-13,1767.544189453125,1781.425048828125,1844.625,1771.5,1827.0999755859375,61668
2024-08-14,1785.354248046875,1799.375,1825.0,1785.675048828125,1799.5,35888
2024-08-16,1787.016357421875,1801.050048828125,1818.0,1790.074951171875,1818.0,28628
2024-08-19,1784.8831787109375,1798.9000244140625,1816.0,1794.0,1806.550048828125,27634
2024-08-20,1781.633544921875,1795.625,1818.0,1790.175048828125,1805.0250244140625,45330
2024-08-21,1861.679931640625,1876.300048828125,1949.0,1800.0,1810.0,197512
2024-08-22,1864.4085693359375,1879.050048828125,1899.5,1861.0250244140625,1898.0,36140
2024-08-23,1788.628662109375,1802.675048828125,1893.9000244140625,1790.0,1890.2249755859375,253302
2024-08-26,1818.3450927734375,1832.625,1849.0,1733.175048828125,1802.699951171875,245714
2024-08-27,1853.2708740234375,1867.824951171875,1884.5,1833.9000244140625,1833.9000244140625,119712
2024-08-28,1849.971923828125,1864.5,1903.2750244140625,1856.675048828125,1867.4000244140625,66810
2024-08-29,1852.2786865234375,1866.824951171875,1889.4749755859375,1850.0,1850.0,52310
2024-08-30,1892.04150390625,1906.9000244140625,1912.25,1852.5250244140625,1852.5250244140625,140662
2024-09-02,1921.038818359375,1936.125,1954.550048828125,1907.5,1907.5,80878
2024-09-03,1931.481689453125,1946.6500244140625,1993.5,1877.0999755859375,1877.0999755859375,105252
2024-09-04,1905.6595458984375,1920.625,1955.425048828125,1915.1500244140625,1919.199951171875,38428
2024-09-05,1949.2174072265625,1964.5250244140625,1968.2750244140625,1921.0,1921.0,59480
2024-09-06,1944.4300537109375,1959.699951171875,2024.7750244140625,1935.0,1965.0,77980
2024-09-09,1902.3604736328125,1917.300048828125,1959.675048828125,1895.4000244140625,1956.0,304494
2024-09-10,1929.125244140625,1944.2750244140625,1950.0,1919.925048828125,1924.4000244140625,35570
2024-09-11,1943.5372314453125,1958.800048828125,1975.0,1940.8499755859375,1950.0,59108
2024-09-12,1934.855224609375,1950.050048828125,1975.0,1938.425048828125,1970.0,48442
2024-09-13,1944.231689453125,1959.5,1972.0,1942.3499755859375,1955.0,31984
2024-09-16,1962.21533203125,1977.625,2001.0,1916.0,1957.5,39964
2024-09-17,1959.3131103515625,1974.699951171875,2000.0,1966.3499755859375,1994.050048828125,88346
2024-09-18,1937.1622314453125,1952.375,1974.699951171875,1904.8499755859375,1951.0,22170
2024-09-19,1901.7403564453125,1916.675048828125,1959.5,1892.0,1955.0,26816
2024-09-20,1934.5576171875,1949.75,1980.2750244140625,1890.0,1916.675048828125,73402
2024-09-23,1926.2725830078125,1941.4000244140625,1962.9749755859375,1922.0250244140625,1952.0999755859375,27494
2024-09-24,1942.594482421875,1957.8499755859375,1968.0,1892.5,1941.4000244140625,117560
2024-09-25,1934.855224609375,1950.050048828125,1975.0,1938.2249755859375,1938.2249755859375,78374
2024-09-26,1949.0933837890625,1964.4000244140625,1989.050048828125,1931.0250244140625,1989.050048828125,79020
2024-09-27,1922.4029541015625,1937.5,1975.0,1925.3499755859375,1964.4000244140625,49866
2024-09-30,1947.3818359375,1962.675048828125,1999.0,1878.0,1890.0250244140625,241190
2024-10-01,1926.594970703125,1941.7249755859375,1963.550048828125,1931.9000244140625,1962.675048828125,76480
2024-10-03,1940.6348876953125,1955.875,1968.7750244140625,1904.4749755859375,1920.0,85446
2024-10-04,1939.9898681640625,1955.2249755859375,1986.5250244140625,1903.0,1936.324951171875,114584
2024-10-07,1927.5623779296875,1942.699951171875,1995.0,1910.0250244140625,1955.2249755859375,76788
2024-10-08,1966.407470703125,1981.8499755859375,1983.5,1925.0,1925.0,47726
2024-10-09,2047.3714599609375,2063.449951171875,2084.0,1980.0,1997.0,223494
2024-10-10,2011.478515625,2027.2750244140625,2100.0,2010.0,2086.0,151816
2024-10-11,2005.1781005859375,2020.925048828125,2142.27490234375,2002.7750244140625,2112.5,836180
2024-10-14,2004.9051513671875,2020.6500244140625,2079.5,2007.5,2025.9749755859375,105582
2024-10-15,2051.58837890625,2067.699951171875,2075.97509765625,2021.300048828125,2040.0,216946
2024-10-16,2049.380859375,2065.47509765625,2107.5,2031.0,2067.5,217928
2024-10-17,2023.1617431640625,2039.050048828125,2075.22509765625,2022.8499755859375,2072.77490234375,92468
2024-10-18,2130.10693359375,2143.14990234375,2187.324951171875,2003.050048828125,2012.5,822646
2024-10-21,2059.588623046875,2072.199951171875,2191.0,2065.0,2162.5,244978
2024-10-22,2004.650146484375,2016.925048828125,2108.72509765625,2003.074951171875,2091.35009765625,203276
2024-10-23,2011.0609130859375,2023.375,2045.8499755859375,1970.0250244140625,2002.5,106978
2024-10-24,2032.976806640625,2045.425048828125,2073.574951171875,1991.0,2042.574951171875,126188
2024-10-25,1985.964599609375,1998.125,2051.47509765625,1965.0,2051.47509765625,98246
2024-10-28,1951.9229736328125,1963.875,2000.25,1950.5,1998.5,97078
2024-10-29,1943.872314453125,1955.7750244140625,1983.4000244140625,1950.0,1983.4000244140625,80492
2024-10-30,1937.4864501953125,1949.3499755859375,2031.949951171875,1927.5,1970.824951171875,100334
2024-10-31,2050.419921875,2062.97509765625,2072.14990234375,1950.0,1950.0,254052
2024-11-01,2064.4091796875,2077.050048828125,2094.949951171875,2070.0,2083.60009765625,17790
2024-11-04,2000.7490234375,2013.0,2069.949951171875,1989.0,2053.5,70064
2024-11-05,2010.166259765625,2022.4749755859375,2040.0,1992.5,1992.5,58128
2024-11-06,1983.0572509765625,1995.199951171875,2037.074951171875,1990.0,2030.425048828125,73156
2024-11-07,1967.701416015625,1979.75,2005.800048828125,1968.5250244140625,1995.875,77198
2024-11-08,1944.2449951171875,1956.1500244140625,1989.0999755859375,1950.824951171875,1980.0,45918
2024-11-11,1960.0731201171875,1972.074951171875,2012.875,1936.2249755859375,1956.1500244140625,95190
2024-11-12,1940.0704345703125,1951.949951171875,1999.25,1946.199951171875,1994.2249755859375,50840
2024-11-13,1899.1710205078125,1910.800048828125,1947.699951171875,1881.375,1944.0250244140625,125522
2024-11-14,1930.2060546875,1942.0250244140625,1959.949951171875,1887.5,1887.5,74892
2024-11-18,1980.4482421875,1992.574951171875,2009.949951171875,1925.0,1942.5,66904
2024-11-19,2003.0350341796875,2015.300048828125,2035.0,1971.2750244140625,1992.574951171875,63212
2024-11-21,1992.1268310546875,2004.324951171875,2040.0,1985.25,2011.199951171875,95476
2024-11-22,1976.969482421875,1989.074951171875,2022.9749755859375,1977.5,2005.0,84600
2024-11-25,2050.04736328125,2062.60009765625,2081.324951171875,1980.449951171875,2000.0250244140625,153150
2024-11-26,2043.5120849609375,2056.02490234375,2087.5,2026.824951171875,2056.0,68556
2024-11-27,2023.4598388671875,2035.8499755859375,2072.5,2028.074951171875,2057.449951171875,30258
2024-11-28,2042.0958251953125,2054.60009765625,2069.77490234375,2020.0,2050.0,28316
2024-11-29,2065.378173828125,2078.02490234375,2100.0,2035.0,2054.5,65944
2024-12-02,2071.888427734375,2084.574951171875,2140.925048828125,2065.02490234375,2077.97509765625,102216
2024-12-03,2093.85400390625,2106.675048828125,2132.47509765625,2076.125,2094.925048828125,61222
2024-12-04,2079.342529296875,2092.074951171875,2150.5,2077.52490234375,2097.25,68258
2024-12-05,2178.237060546875,2191.574951171875,2225.0,2092.074951171875,2105.64990234375,367830
2024-12-06,2140.493408203125,2153.60009765625,2237.47509765625,2119.5,2217.52490234375,216824
2024-12-09,2247.289306640625,2261.050048828125,2323.0,2154.125,2157.5,659390
2024-12-10,2208.94921875,2222.47509765625,2276.02490234375,2212.5,2272.0,130238
2024-12-11,2185.144775390625,2198.52490234375,2252.0,2177.77490234375,2229.5,69954
2024-12-12,2156.470458984375,2169.675048828125,2227.300048828125,2150.5,2197.77490234375,78308
2024-12-13,2121.1123046875,2134.10009765625,2180.550048828125,2125.0,2172.0,72064
2024-12-16,2129.957763671875,2143.0,2192.52490234375,2120.0,2147.0,110610
2024-12-17,2095.146240234375,2107.97509765625,2153.5,2085.60009765625,2153.5,155586
2024-12-18,2087.19482421875,2099.97509765625,2124.97509765625,2087.5,2114.324951171875,61824
2024-12-19,2060.98046875,2073.60009765625,2092.39990234375,2050.0,2075.0,51598
2024-12-20,2018.937744140625,2031.300048828125,2090.175048828125,2006.0,2090.175048828125,98622
2024-12-23,1952.2957763671875,1964.25,2024.5,1955.0,2023.75,90304
2024-12-24,1975.130859375,1987.2249755859375,2000.0,1931.574951171875,1980.25,88566
2024-12-26,1987.4554443359375,1999.625,2015.7249755859375,1990.0,2003.949951171875,38096
2024-12-27,1981.7403564453125,1993.875,2010.1500244140625,1989.2750244140625,2008.9749755859375,41146
2024-12-30,1957.98583984375,1969.9749755859375,2027.4749755859375,1955.9749755859375,2027.4749755859375,101906
2024-12-31,1960.0233154296875,1972.0250244140625,1996.5999755859375,1961.550048828125,1965.0,37860
2025-01-01,1957.71240234375,1969.699951171875,1998.1500244140625,1955.4749755859375,1985.0,41340
2025-01-02,1956.86767578125,1968.8499755859375,1989.0,1956.5,1985.625,39442
2025-01-03,1967.701416015625,1979.75,2010.0,1968.8499755859375,1968.8499755859375,52404
2025-01-06,1918.452880859375,1930.199951171875,1999.5999755859375,1910.050048828125,1997.300048828125,99774
2025-01-07,1936.8155517578125,1948.675048828125,1969.75,1934.4749755859375,1934.4749755859375,94950
2025-01-08,1905.531982421875,1917.199951171875,1989.5,1883.0250244140625,1964.7750244140625,147406
2025-01-09,1959.7998046875,1971.800048828125,2069.64990234375,1940.0,1994.949951171875,417426
2025-01-10,2064.533447265625,2077.175048828125,2125.0,1936.7750244140625,1976.0250244140625,1079290
2025-01-13,1992.7479248046875,2004.949951171875,2054.5,1954.0999755859375,2049.824951171875,310006
2025-01-14,1973.3419189453125,1985.425048828125,2020.3499755859375,1891.7249755859375,1999.5,508726
2025-01-15,1983.7779541015625,1995.925048828125,2038.0,1955.125,2000.0,175380
2025-01-16,1971.652099609375,1983.7249755859375,2014.949951171875,1950.0,2002.2750244140625,172362
2025-01-17,1973.913330078125,1986.0,1999.75,1970.925048828125,1982.5,53398
2025-01-20,1964.6202392578125,1976.6500244140625,2015.25,1953.5,1953.5,82656
2025-01-21,1904.587890625,1916.25,1975.0,1900.0250244140625,1969.0,126328
2025-01-22,1900.0406494140625,1911.675048828125,1932.324951171875,1875.074951171875,1932.324951171875,71632
2025-01-23,1891.1700439453125,1902.75,1924.6500244140625,1891.699951171875,1912.550048828125,57108
2025-01-24,1814.5640869140625,1825.675048828125,1904.8499755859375,1820.0,1892.550048828125,138062
2025-01-27,1749.934814453125,1760.6500244140625,1806.5,1715.0,1785.0250244140625,244588
2025-01-28,1744.7415771484375,1755.425048828125,1789.949951171875,1690.6500244140625,1784.949951171875,210768
2025-01-29,1746.828857421875,1757.5250244140625,1786.5,1736.0,1745.050048828125,146268
2025-01-30,1806.1158447265625,1817.175048828125,1875.0,1765.425048828125,1765.425048828125,229656
2025-01-31,1819.9560546875,1831.0999755859375,1847.5,1794.0250244140625,1817.175048828125,91158
2025-02-01,1815.135498046875,1826.25,1868.050048828125,1804.125,1831.4000244140625,98372
2025-02-03,1799.6304931640625,1810.6500244140625,1854.875,1792.5,1812.550048828125,99682
2025-02-04,1827.509765625,1838.699951171875,1850.0,1805.5,1819.574951171875,175490
2025-02-05,1893.0584716796875,1904.6500244140625,1912.4749755859375,1828.125,1838.699951171875,167106
2025-02-06,1873.37890625,1884.8499755859375,1914.6500244140625,1876.0250244140625,1910.0,68328
2025-02-07,1837.896240234375,1849.1500244140625,1886.949951171875,1830.050048828125,1885.0,114676
2025-02-10,1840.6295166015625,1851.9000244140625,1882.550048828125,1835.5,1849.1500244140625,80716
2025-02-11,1813.0980224609375,1824.199951171875,1859.300048828125,1800.0,1852.175048828125,126366
2025-02-12,1797.021484375,1808.0250244140625,1819.4749755859375,1772.5,1819.4749755859375,156900
2025-02-13,1800.4007568359375,1811.425048828125,1829.4000244140625,1799.5250244140625,1808.0250244140625,152372
2025-02-14,1799.1832275390625,1810.199951171875,1832.4000244140625,1796.824951171875,1814.5,298552
2025-02-17,1796.276123046875,1807.2750244140625,1824.9749755859375,1756.324951171875,1824.9749755859375,171138
2025-02-18,1848.531005859375,1859.8499755859375,1897.4749755859375,1794.2249755859375,1800.0,196062
2025-02-19,1886.076171875,1897.625,1910.800048828125,1840.8499755859375,1850.0,456328
2025-02-20,1919.123779296875,1930.875,1950.0,1900.0,1900.0,509626
2025-02-21,1990.98388671875,2003.175048828125,2032.949951171875,1920.574951171875,1941.0,818932
2025-02-24,1989.8408203125,2002.0250244140625,2018.7249755859375,1962.5,2003.175048828125,873334
2025-02-25,2006.4888916015625,2018.7750244140625,2037.175048828125,1975.0,2000.0,993002
2025-02-27,1987.4305419921875,1999.5999755859375,2085.324951171875,1965.0,2085.324951171875,1245748
2025-02-28,1988.3499755859375,2000.5250244140625,2019.0,1985.0,1999.5999755859375,1107720
2025-03-03,2058.892822265625,2071.5,2090.949951171875,1990.0,2010.0,968892
2025-03-04,2015.9559326171875,2028.300048828125,2125.449951171875,1990.0,2086.5,1004998
2025-03-05,1884.162841796875,1895.699951171875,2024.4000244140625,1871.0999755859375,1997.75,525196
2025-03-06,1842.7166748046875,1854.0,1907.949951171875,1846.0,1893.050048828125,296939
2025-03-07,1853.6497802734375,1865.0,1879.949951171875,1813.0,1840.0,261937
2025-03-10,1788.10107421875,1799.050048828125,1872.6500244140625,1761.0,1857.949951171875,397869
2025-03-11,1728.615234375,1739.199951171875,1807.949951171875,1715.550048828125,1779.949951171875,267592
2025-03-12,1642.7908935546875,1652.8499755859375,1754.5,1635.0,1727.25,437698
2025-03-13,1682.9449462890625,1693.25,1705.949951171875,1594.0,1650.0,688695
2025-03-17,1698.0523681640625,1708.449951171875,1719.0,1644.949951171875,1685.0,300620
2025-03-18,1698.0523681640625,1708.449951171875,1708.449951171875,1708.449951171875,1708.449951171875,0
2025-03-19,1698.2015380859375,1708.5999755859375,1716.800048828125,1676.0,1705.0,205194
2025-03-20,1719.222900390625,1729.75,1746.0,1692.3499755859375,1708.050048828125,301388
2025-03-21,1763.948974609375,1774.75,1791.9000244140625,1720.0,1729.75,237881
2025-03-24,1803.0098876953125,1814.050048828125,1821.0,1757.699951171875,1774.75,286778
2025-03-25,1835.560546875,1846.800048828125,1858.0,1771.5,1829.6500244140625,118731
2025-03-26,1826.3170166015625,1837.5,1860.0,1796.9000244140625,1850.0,138521
2025-03-27,1860.408447265625,1871.800048828125,1896.0,1807.300048828125,1828.3499755859375,107801
2025-03-28,1900.5623779296875,1912.199951171875,1952.949951171875,1855.300048828125,1871.800048828125,178526
2025-04-01,1821.7451171875,1832.9000244140625,1899.25,1820.0,1895.0,72727
2025-04-02,1871.093017578125,1882.550048828125,1902.8499755859375,1813.300048828125,1832.0,92854
