date_,adj close_homefirst.ns,close_homefirst.ns,high_homefirst.ns,low_homefirst.ns,open_homefirst.ns,volume_homefirst.ns
2024-03-14,809.6959228515625,815.4000244140625,841.1500244140625,813.0499877929688,815.0499877929688,257196
2024-03-15,817.490966796875,823.25,836.5499877929688,811.5499877929688,817.4500122070312,173997
2024-03-18,838.29443359375,844.2000122070312,852.2000122070312,817.0,823.25,148398
2024-03-19,841.2238159179688,847.1500244140625,876.4000244140625,837.1500244140625,850.0,232684
2024-03-20,867.091552734375,873.2000122070312,878.0,850.5499877929688,851.3499755859375,125606
2024-03-21,860.488037109375,866.5499877929688,890.5,863.0499877929688,873.8499755859375,172153
2024-03-22,874.39013671875,880.5499877929688,886.0,866.5499877929688,871.9000244140625,90422
2024-03-26,889.9802856445312,896.25,908.0,880.0,890.0,157290
2024-03-27,909.145263671875,915.5499877929688,922.0,892.0499877929688,898.0,94120
2024-03-28,891.5194702148438,897.7999877929688,922.0,879.0999755859375,922.0,373031
2024-04-01,913.31591796875,919.75,932.9500122070312,908.5499877929688,915.0,120059
2024-04-02,938.8361206054688,945.4500122070312,951.0,910.0,926.5999755859375,88573
2024-04-03,923.4942016601562,930.0,945.7999877929688,923.0499877929688,936.9000244140625,251122
2024-04-04,946.58154296875,953.25,982.3499755859375,928.4000244140625,940.0,299418
2024-04-05,953.333984375,960.0499877929688,964.5499877929688,947.4000244140625,955.0,156564
2024-04-08,944.3969116210938,951.0499877929688,982.9500122070312,948.5,960.0,126699
2024-04-09,929.8991088867188,936.4500122070312,961.9500122070312,931.5499877929688,951.0499877929688,54681
2024-04-10,893.5054321289062,899.7999877929688,938.0999755859375,895.0,930.0,145644
2024-04-12,892.4627685546875,898.75,908.7999877929688,883.7999877929688,899.7999877929688,258292
2024-04-15,890.8243408203125,897.0999755859375,904.0,854.0,864.0,112130
2024-04-16,880.0999145507812,886.2999877929688,905.0,880.5499877929688,900.0,200314
2024-04-18,875.1348876953125,881.2999877929688,894.9500122070312,870.0,882.0,236063
2024-04-19,874.0922241210938,880.25,884.5999755859375,866.2000122070312,874.9500122070312,95856
2024-04-22,859.79296875,865.8499755859375,891.4500122070312,857.25,882.2000122070312,194581
2024-04-23,851.4517211914062,857.4500122070312,877.8499755859375,854.5499877929688,871.9500122070312,176205
2024-04-24,870.070556640625,876.2000122070312,886.9000244140625,862.0499877929688,862.4000244140625,297082
2024-04-25,860.339111328125,866.4000244140625,881.25,862.0,875.5,325820
2024-04-26,866.6942749023438,872.7999877929688,882.0,867.75,871.1500244140625,75908
2024-04-29,879.007568359375,885.2000122070312,890.4000244140625,875.0,876.4500122070312,321538
2024-04-30,906.166259765625,912.5499877929688,916.5,879.9000244140625,887.9000244140625,212456
2024-05-02,884.0718994140625,890.2999877929688,920.0,883.0,910.0499877929688,106011
2024-05-03,895.2927856445312,901.5999755859375,907.4500122070312,884.0499877929688,901.0,160032
2024-05-06,892.0159301757812,898.2999877929688,914.9500122070312,893.0999755859375,901.5999755859375,80111
2024-05-07,871.9075927734375,878.0499877929688,900.0,868.8499755859375,898.2999877929688,96428
2024-05-08,885.6110229492188,891.8499755859375,899.9000244140625,873.8499755859375,875.2000122070312,62892
2024-05-09,843.2098388671875,849.1500244140625,899.0,845.7999877929688,896.25,368175
2024-05-10,811.9797973632812,817.7000122070312,864.0,816.0,864.0,473184
2024-05-13,785.5657958984375,791.0999755859375,824.25,783.0,820.0,323891
2024-05-14,821.8602294921875,827.6500244140625,832.5999755859375,781.0,808.0,325911
2024-05-15,823.7965087890625,829.5999755859375,843.9500122070312,823.0499877929688,832.5,108313
2024-05-16,822.356689453125,828.1500244140625,844.6500244140625,805.0999755859375,834.0,298442
2024-05-17,835.2657470703125,841.1500244140625,849.4500122070312,830.0,840.5499877929688,119031
2024-05-21,813.717529296875,819.4500122070312,850.0,816.0,843.7999877929688,98881
2024-05-22,814.660888671875,820.4000244140625,831.75,815.5999755859375,831.75,121513
2024-05-23,812.22802734375,817.9500122070312,828.0,815.0,819.5,66620
2024-05-24,797.7301635742188,803.3499755859375,828.75,801.0,819.0,133549
2024-05-27,812.774169921875,818.5,830.7000122070312,804.9500122070312,804.9500122070312,178164
2024-05-28,802.893798828125,808.5499877929688,822.5499877929688,805.2999877929688,820.0,230618
2024-05-29,809.1994018554688,814.9000244140625,819.0,807.0,810.0,102364
2024-05-30,807.7098999023438,813.4000244140625,819.6500244140625,800.5499877929688,815.0,115171
2024-05-31,812.22802734375,817.9500122070312,822.5,805.0,818.0,145599
2024-06-03,811.2350463867188,816.9500122070312,846.7000122070312,807.9500122070312,840.0,468324
2024-06-04,809.8944702148438,815.5999755859375,835.0,776.6500244140625,829.2000122070312,249126
2024-06-05,805.574951171875,811.25,829.0,778.0499877929688,815.6500244140625,210209
2024-06-06,860.7859497070312,866.8499755859375,878.9500122070312,828.0,828.0,861284
2024-06-07,851.7139892578125,854.3499755859375,865.0,844.0499877929688,862.0,260560
2024-06-10,861.932373046875,864.5999755859375,874.9500122070312,851.1500244140625,867.0999755859375,232333
2024-06-11,921.6475830078125,924.5,963.0,873.25,890.0,3003065
2024-06-12,963.4681396484375,966.4500122070312,973.0,913.3499755859375,932.7999877929688,849302
2024-06-13,1018.9464111328125,1022.0999755859375,1063.800048828125,966.5499877929688,970.5,3309271
2024-06-14,1068.9915771484375,1072.300048828125,1084.550048828125,1020.0,1022.0999755859375,842274
2024-06-18,1065.901123046875,1069.199951171875,1092.5,1051.8499755859375,1063.0,806619
2024-06-19,1071.3343505859375,1074.6500244140625,1083.0,1051.6500244140625,1060.0,365914
2024-06-20,1039.233642578125,1042.449951171875,1080.0,1031.050048828125,1080.0,246316
2024-06-21,1046.810302734375,1050.050048828125,1063.0,1025.0,1042.449951171875,157540
2024-06-24,1008.8277587890625,1011.9500122070312,1050.75,999.6500244140625,1008.0,100170
2024-06-25,1009.4259033203125,1012.5499877929688,1047.0,998.5,1012.0,123520
2024-06-26,1044.1185302734375,1047.3499755859375,1054.949951171875,1015.5,1021.7999877929688,167018
2024-06-27,1016.9027709960938,1020.0499877929688,1068.0,1014.0499877929688,1049.949951171875,133983
2024-06-28,1032.3050537109375,1035.5,1045.300048828125,1010.0499877929688,1022.9500122070312,159329
2024-07-01,1122.824951171875,1126.300048828125,1195.0,1029.550048828125,1045.0999755859375,1323585
2024-07-02,1095.1107177734375,1098.5,1135.9000244140625,1090.25,1135.9000244140625,271265
2024-07-03,1118.039794921875,1121.5,1139.0,1088.050048828125,1107.6500244140625,227910
2024-07-04,1065.402587890625,1068.699951171875,1116.4000244140625,1060.0,1109.9000244140625,242931
2024-07-05,1052.4427490234375,1055.699951171875,1091.75,1035.9000244140625,1067.0,146109
2024-07-08,1046.0126953125,1049.25,1086.949951171875,1040.0999755859375,1056.0,179096
2024-07-09,1036.4422607421875,1039.6500244140625,1086.699951171875,1032.25,1086.699951171875,95409
2024-07-10,1051.5953369140625,1054.8499755859375,1112.0,1038.4000244140625,1048.300048828125,440293
2024-07-11,1051.29638671875,1054.550048828125,1075.449951171875,1045.0,1045.0,114621
2024-07-12,1056.978759765625,1060.25,1070.0,1039.0,1060.0999755859375,89911
2024-07-15,1095.2103271484375,1098.5999755859375,1103.0,1055.0,1060.1500244140625,200092
2024-07-16,1071.1348876953125,1074.449951171875,1135.949951171875,1066.949951171875,1100.9000244140625,277055
2024-07-18,1096.0577392578125,1099.449951171875,1109.9000244140625,1076.0,1081.550048828125,302204
2024-07-19,1074.773681640625,1078.0999755859375,1100.0,1068.949951171875,1100.0,159237
2024-07-22,1096.107666015625,1099.5,1128.0,1065.3499755859375,1075.0,188601
2024-07-23,1059.62060546875,1062.9000244140625,1142.300048828125,1044.9000244140625,1105.25,433955
2024-07-24,1038.38623046875,1041.5999755859375,1085.1500244140625,1031.050048828125,1073.5,154813
2024-07-25,1026.9217529296875,1030.0999755859375,1055.4000244140625,1022.0499877929688,1040.0,124439
2024-07-26,1058.224853515625,1061.5,1140.0,1030.0,1049.0,2050775
2024-07-29,1073.92626953125,1077.25,1095.949951171875,1051.699951171875,1051.699951171875,214328
2024-07-30,1051.096923828125,1054.3499755859375,1089.3499755859375,1049.75,1087.0,118674
2024-07-31,1036.890869140625,1040.0999755859375,1065.699951171875,1035.3499755859375,1055.699951171875,166680
2024-08-01,1022.1864013671875,1025.3499755859375,1057.199951171875,1008.2999877929688,1050.0,199708
2024-08-02,1022.93408203125,1026.0999755859375,1035.0,1003.0499877929688,1009.7000122070312,180512
2024-08-05,978.1726684570312,981.2000122070312,1039.949951171875,977.1500244140625,1006.0,293358
2024-08-06,1037.5389404296875,1040.75,1049.0,1006.2999877929688,1007.25,479674
2024-08-07,1008.428955078125,1011.5499877929688,1041.8499755859375,1007.0499877929688,1041.8499755859375,173516
2024-08-08,1024.18017578125,1027.3499755859375,1042.0,1011.6500244140625,1011.6500244140625,170924
2024-08-09,1040.9781494140625,1044.199951171875,1052.0,1031.5999755859375,1033.6500244140625,178090
2024-08-12,1012.4166259765625,1015.5499877929688,1030.0,995.25,1001.0,205399
2024-08-13,1008.9274291992188,1012.0499877929688,1028.8499755859375,998.6500244140625,1028.8499755859375,64442
2024-08-14,989.5873413085938,992.6500244140625,1027.800048828125,990.0,1019.9500122070312,203010
2024-08-16,1003.3447265625,1006.4500122070312,1022.5499877929688,999.6500244140625,999.6500244140625,57146
2024-08-19,1016.0055541992188,1019.1500244140625,1045.949951171875,1012.5,1022.0,176999
2024-08-20,1029.762939453125,1032.949951171875,1046.0,1020.2000122070312,1027.050048828125,565890
2024-08-21,1041.6761474609375,1044.9000244140625,1088.199951171875,1040.0,1041.4000244140625,352289
2024-08-22,1044.9658203125,1048.199951171875,1071.0,1043.949951171875,1053.449951171875,113217
2024-08-23,1050.7978515625,1054.050048828125,1068.550048828125,1042.5,1053.550048828125,121729
2024-08-26,1089.37841796875,1092.75,1110.0,1067.949951171875,1069.8499755859375,424824
2024-08-27,1095.9083251953125,1099.300048828125,1109.550048828125,1071.050048828125,1094.75,271778
2024-08-28,1092.369140625,1095.75,1124.9000244140625,1090.300048828125,1111.0,188992
2024-08-29,1105.677978515625,1109.0999755859375,1122.5,1100.300048828125,1100.300048828125,155387
2024-08-30,1149.4425048828125,1153.0,1170.0,1104.050048828125,1105.1500244140625,692061
2024-09-02,1138.7257080078125,1142.25,1182.5999755859375,1115.0,1175.0,166391
2024-09-03,1125.5665283203125,1129.050048828125,1157.0,1119.75,1150.5,141282
2024-09-04,1118.039794921875,1121.5,1147.949951171875,1117.3499755859375,1119.75,181925
2024-09-05,1174.71435546875,1178.3499755859375,1190.0,1115.25,1121.550048828125,753891
2024-09-06,1142.115234375,1145.6500244140625,1219.050048828125,1138.0999755859375,1185.0,386068
2024-09-09,1080.95458984375,1084.300048828125,1147.050048828125,1075.050048828125,1145.949951171875,254632
2024-09-10,1062.262451171875,1065.550048828125,1101.9000244140625,1060.25,1090.050048828125,174766
2024-09-11,1105.2293701171875,1108.6500244140625,1121.25,1058.6500244140625,1069.0,414037
2024-09-12,1125.5166015625,1129.0,1165.0,1107.75,1108.699951171875,318671
2024-09-13,1199.4378662109375,1203.1500244140625,1274.0,1134.9000244140625,1134.9000244140625,7458477
2024-09-16,1183.7364501953125,1187.4000244140625,1242.6500244140625,1176.0,1209.0,561851
2024-09-17,1171.3746337890625,1175.0,1189.800048828125,1137.550048828125,1184.0,756526
2024-09-18,1226.2548828125,1230.050048828125,1250.0,1146.949951171875,1175.0,581495
2024-09-19,1209.6063232421875,1213.3499755859375,1229.0,1166.0999755859375,1211.1500244140625,380621
2024-09-20,1264.586181640625,1268.5,1288.0,1191.6500244140625,1217.949951171875,1612179
2024-09-23,1292.449951171875,1296.449951171875,1314.9000244140625,1256.550048828125,1267.949951171875,347815
2024-09-24,1336.61328125,1340.75,1369.5999755859375,1295.050048828125,1296.449951171875,937661
2024-09-25,1298.880126953125,1302.9000244140625,1349.0,1290.1500244140625,1320.0,180955
2024-09-26,1293.097900390625,1297.0999755859375,1306.0,1266.6500244140625,1305.0,504629
2024-09-27,1202.02978515625,1205.75,1295.0,1195.699951171875,1289.0,396581
2024-09-30,1182.739501953125,1186.4000244140625,1220.0,1171.1500244140625,1194.75,458316
2024-10-01,1180.7955322265625,1184.449951171875,1225.0,1165.199951171875,1195.0,288589
2024-10-03,1178.4029541015625,1182.050048828125,1190.949951171875,1155.0,1167.050048828125,199462
2024-10-04,1243.9998779296875,1247.8499755859375,1265.0,1171.300048828125,1175.0,2539961
2024-10-07,1236.1741943359375,1240.0,1297.0,1228.0,1247.0,1093627
2024-10-08,1279.8887939453125,1283.8499755859375,1295.0,1230.0,1231.0,552008
2024-10-09,1305.3101806640625,1309.3499755859375,1383.300048828125,1263.25,1282.699951171875,1359144
2024-10-10,1237.819091796875,1241.6500244140625,1309.0,1236.0,1309.0,456075
2024-10-11,1212.896240234375,1216.6500244140625,1240.949951171875,1206.0,1235.0,248733
2024-10-14,1210.802734375,1214.550048828125,1229.949951171875,1188.0,1226.0,201414
2024-10-15,1196.496826171875,1200.199951171875,1213.5,1193.75,1210.5,118646
2024-10-16,1206.0174560546875,1209.75,1225.449951171875,1190.550048828125,1193.949951171875,165416
2024-10-17,1197.1448974609375,1200.8499755859375,1243.4000244140625,1192.050048828125,1220.0,277879
2024-10-18,1167.3870849609375,1171.0,1206.5,1160.5999755859375,1200.8499755859375,159781
2024-10-21,1121.030517578125,1124.5,1177.199951171875,1115.800048828125,1174.949951171875,196465
2024-10-22,1098.9488525390625,1102.3499755859375,1160.0,1092.6500244140625,1130.0,249114
2024-10-23,1111.80908203125,1115.25,1136.550048828125,1087.5,1098.699951171875,202286
2024-10-24,1109.56591796875,1113.0,1126.6500244140625,1081.800048828125,1125.8499755859375,230486
2024-10-25,1098.5999755859375,1102.0,1215.0,1085.449951171875,1149.0,3519918
2024-10-28,1099.646728515625,1103.050048828125,1118.0,1095.050048828125,1103.8499755859375,149144
2024-10-29,1181.6429443359375,1185.300048828125,1203.0,1103.0999755859375,1115.9000244140625,1328086
2024-10-30,1206.9146728515625,1210.6500244140625,1254.0,1169.75,1184.949951171875,610708
2024-10-31,1176.159912109375,1179.800048828125,1207.949951171875,1175.800048828125,1200.0,117483
2024-11-01,1187.9234619140625,1191.5999755859375,1201.949951171875,1180.0999755859375,1180.0999755859375,20443
2024-11-04,1144.6075439453125,1148.1500244140625,1189.050048828125,1139.050048828125,1188.699951171875,93952
2024-11-05,1143.8099365234375,1147.3499755859375,1190.949951171875,1142.199951171875,1148.1500244140625,111108
2024-11-06,1162.85107421875,1166.449951171875,1189.949951171875,1147.0,1159.0,188499
2024-11-07,1139.4234619140625,1142.949951171875,1185.0,1136.0,1177.75,103253
2024-11-08,1088.7802734375,1092.1500244140625,1147.4000244140625,1088.0,1142.0,224740
2024-11-11,1058.0255126953125,1061.300048828125,1099.9000244140625,1053.0,1099.9000244140625,131726
2024-11-12,1044.9161376953125,1048.1500244140625,1085.75,1044.300048828125,1067.300048828125,169573
2024-11-13,1024.7783203125,1027.949951171875,1052.75,1017.0499877929688,1048.1500244140625,314871
2024-11-14,1045.9627685546875,1049.199951171875,1067.9000244140625,1029.3499755859375,1029.3499755859375,83997
2024-11-18,1045.9627685546875,1049.199951171875,1054.0,1028.550048828125,1032.0999755859375,121927
2024-11-19,1048.754150390625,1052.0,1080.0,1036.0999755859375,1052.199951171875,97640
2024-11-21,1066.2998046875,1069.5999755859375,1085.550048828125,1052.0,1052.0,218394
2024-11-22,1083.3470458984375,1086.699951171875,1091.0,1071.0,1074.0,49825
2024-11-25,1139.971923828125,1143.5,1153.4000244140625,1092.550048828125,1092.550048828125,164789
2024-11-26,1105.5284423828125,1108.949951171875,1147.949951171875,1100.0,1143.5,201918
2024-11-27,1091.123046875,1094.5,1119.949951171875,1082.9000244140625,1082.9000244140625,113230
2024-11-28,1089.079345703125,1092.449951171875,1115.75,1082.9000244140625,1094.5,77090
2024-11-29,1048.9036865234375,1052.1500244140625,1095.5,1047.0,1087.0,274333
2024-12-02,1071.4339599609375,1074.75,1089.050048828125,977.9000244140625,994.9000244140625,4506172
2024-12-03,1047.4581298828125,1050.699951171875,1116.449951171875,1032.1500244140625,1069.6500244140625,1101043
2024-12-04,1055.2840576171875,1058.550048828125,1066.3499755859375,1041.199951171875,1050.0,902710
2024-12-05,1049.6514892578125,1052.9000244140625,1081.6500244140625,1048.550048828125,1058.050048828125,543565
2024-12-06,1042.4736328125,1045.699951171875,1058.0,1028.199951171875,1057.699951171875,241989
2024-12-09,1033.052734375,1036.25,1057.949951171875,1023.0499877929688,1036.0,337898
2024-12-10,1019.095947265625,1022.25,1036.699951171875,1003.1500244140625,1023.0499877929688,580430
2024-12-11,1026.6724853515625,1029.8499755859375,1035.0,1005.4500122070312,1025.0,730788
2024-12-12,1036.890869140625,1040.0999755859375,1047.5,1016.0499877929688,1034.3499755859375,311135
2024-12-13,1050.14990234375,1053.4000244140625,1061.5999755859375,1022.1500244140625,1040.0,291377
2024-12-16,1047.5579833984375,1050.800048828125,1058.699951171875,1029.949951171875,1055.0,205387
2024-12-17,1035.2459716796875,1038.449951171875,1055.800048828125,1022.5,1055.800048828125,185941
2024-12-18,1001.5004272460938,1004.5999755859375,1051.800048828125,1000.0,1027.5,396881
2024-12-19,1028.566650390625,1031.75,1037.0,991.2999877929688,1004.5999755859375,195558
2024-12-20,997.0142822265625,1000.0999755859375,1038.800048828125,998.0,1025.0,186902
2024-12-23,997.1638793945312,1000.25,1015.6500244140625,983.0499877929688,1004.0,152561
2024-12-24,1000.702880859375,1003.7999877929688,1012.4500122070312,990.0,1003.0,107039
2024-12-26,999.4567260742188,1002.5499877929688,1010.9500122070312,988.0999755859375,1001.0999755859375,84270
2024-12-27,1026.722412109375,1029.9000244140625,1032.9000244140625,1000.9000244140625,1017.0,143343
2024-12-30,1048.0064697265625,1051.25,1113.199951171875,1014.0,1022.5999755859375,890256
2024-12-31,1052.2933349609375,1055.550048828125,1074.949951171875,1046.949951171875,1058.4000244140625,218304
2025-01-01,1041.7757568359375,1045.0,1060.9000244140625,1041.0,1055.550048828125,38994
2025-01-02,1072.8297119140625,1076.1500244140625,1083.9000244140625,1036.199951171875,1045.0,149177
2025-01-03,1064.7547607421875,1068.050048828125,1094.0,1065.050048828125,1070.0,132934
2025-01-06,1033.4515380859375,1036.6500244140625,1081.25,1017.5499877929688,1068.050048828125,282439
2025-01-07,1058.0255126953125,1061.300048828125,1072.6500244140625,1032.0999755859375,1044.949951171875,140084
2025-01-08,1051.44580078125,1054.699951171875,1066.5999755859375,1023.25,1061.0,374160
2025-01-09,1037.7880859375,1041.0,1069.949951171875,1030.0999755859375,1069.949951171875,189436
2025-01-10,1033.5013427734375,1036.699951171875,1055.0,1005.2000122070312,1044.0999755859375,153328
2025-01-13,1015.2578735351562,1018.4000244140625,1036.6500244140625,999.2000122070312,1036.6500244140625,291557
2025-01-14,1037.937744140625,1041.1500244140625,1053.4000244140625,1002.1500244140625,1020.0,1211993
2025-01-15,1024.08056640625,1027.25,1074.9000244140625,1022.7000122070312,1055.0,281093
2025-01-16,1045.215087890625,1048.449951171875,1057.449951171875,1032.25,1032.25,250420
2025-01-17,1027.0213623046875,1030.199951171875,1073.050048828125,1020.0,1055.0,495930
2025-01-20,1034.9967041015625,1038.199951171875,1072.449951171875,1026.199951171875,1028.5,503464
2025-01-21,1017.251708984375,1020.4000244140625,1051.1500244140625,1015.0999755859375,1044.0,298964
2025-01-22,984.4033813476562,987.4500122070312,1029.949951171875,973.75,1021.6500244140625,191450
2025-01-23,990.6340942382812,993.7000122070312,1001.3499755859375,974.5999755859375,987.5,171601
2025-01-24,992.8272705078125,995.9000244140625,1005.25,988.75,994.5,84880
2025-01-27,974.0852661132812,977.0999755859375,993.6500244140625,964.0,990.0,184480
2025-01-28,958.9820556640625,961.9500122070312,987.0,930.0499877929688,987.0,327740
2025-01-29,966.9075317382812,969.9000244140625,987.0,938.0,975.0,338366
2025-01-30,942.1839599609375,945.0999755859375,984.1500244140625,923.0499877929688,984.1500244140625,348859
2025-01-31,992.8771362304688,995.9500122070312,1000.0,936.0499877929688,947.2999877929688,335479
2025-02-01,959.6300048828125,962.5999755859375,1019.9000244140625,955.0999755859375,990.0,164389
2025-02-03,989.7866821289062,992.8499755859375,1000.0,956.9500122070312,964.9000244140625,308280
2025-02-04,995.61865234375,998.7000122070312,1018.5499877929688,990.0999755859375,992.8499755859375,256727
2025-02-05,997.8616943359375,1000.9500122070312,1009.8499755859375,996.7000122070312,1008.0,222292
2025-02-06,1012.8154296875,1015.9500122070312,1033.1500244140625,999.2999877929688,1002.5499877929688,302558
2025-02-07,1002.1982421875,1005.2999877929688,1019.0999755859375,1000.0,1019.0,200025
2025-02-10,978.0729370117188,981.0999755859375,1007.9500122070312,970.1500244140625,1005.0499877929688,174500
2025-02-11,956.3900146484375,959.3499755859375,977.0,945.4000244140625,974.9500122070312,244468
2025-02-12,936.7508544921875,939.6500244140625,959.2999877929688,926.3499755859375,945.0,308417
2025-02-13,966.6083984375,969.5999755859375,974.2000122070312,939.0,940.7999877929688,160089
2025-02-14,933.4111328125,936.2999877929688,969.5499877929688,917.7999877929688,968.0,288808
2025-02-17,951.8042602539062,954.75,967.0,922.5499877929688,939.0,331963
2025-02-18,929.9219360351562,932.7999877929688,960.0499877929688,923.4500122070312,957.5,141628
2025-02-19,923.591552734375,926.4500122070312,930.2000122070312,898.5499877929688,930.1500244140625,493150
2025-02-20,939.0437622070312,941.9500122070312,946.5499877929688,915.1500244140625,920.0,82683
2025-02-21,930.7693481445312,933.6500244140625,953.9500122070312,928.5999755859375,941.0,125533
2025-02-24,905.49755859375,908.2999877929688,931.75,905.0,920.0999755859375,132245
2025-02-25,882.2694702148438,885.0,917.6500244140625,880.0499877929688,912.9500122070312,321334
2025-02-27,922.04638671875,924.9000244140625,941.0,888.0999755859375,888.0999755859375,676125
2025-02-28,1015.507080078125,1018.6500244140625,1076.5999755859375,909.0,911.5,10197416
2025-03-03,995.8180541992188,998.9000244140625,1027.3499755859375,953.0999755859375,1018.2000122070312,2086397
2025-03-04,995.5687866210938,998.6500244140625,1017.5,975.3499755859375,987.2000122070312,492849
2025-03-05,1006.634521484375,1009.75,1037.699951171875,999.4000244140625,999.4000244140625,374103
2025-03-06,997.6124877929688,1000.7000122070312,1019.9500122070312,991.5,1010.9000244140625,294476
2025-03-07,996.4660034179688,999.5499877929688,1029.550048828125,989.6500244140625,995.7000122070312,274078
2025-03-10,1001.6499633789062,1004.75,1017.5999755859375,990.0,999.5999755859375,147602
2025-03-11,982.0107421875,985.0499877929688,1011.2999877929688,979.7999877929688,1003.4000244140625,213824
2025-03-12,996.1171264648438,999.2000122070312,1028.949951171875,987.2999877929688,999.9500122070312,305424
2025-03-13,989.8864135742188,992.9500122070312,1008.6500244140625,985.1500244140625,1005.0,150373
2025-03-17,999.20751953125,1002.2999877929688,1013.5999755859375,993.0499877929688,993.0499877929688,138300
2025-03-18,999.20751953125,1002.2999877929688,1002.2999877929688,1002.2999877929688,1002.2999877929688,0
2025-03-19,987.9423828125,991.0,1007.5999755859375,987.3499755859375,992.9000244140625,197208
2025-03-20,1007.4818725585938,1010.5999755859375,1023.75,983.7999877929688,1003.2999877929688,300472
2025-03-21,1099.746337890625,1103.1500244140625,1121.699951171875,1001.5,1007.8499755859375,1900774
2025-03-24,1083.147705078125,1086.5,1113.699951171875,1075.25,1109.8499755859375,251613
2025-03-25,1024.62890625,1027.800048828125,1099.949951171875,1021.0,1095.0,305471
2025-03-26,1013.5631103515625,1016.7000122070312,1030.0,1000.0999755859375,1027.800048828125,355127
2025-03-27,1046.2120361328125,1049.449951171875,1066.0,1011.0,1019.0499877929688,409181
2025-03-28,1011.02099609375,1014.1500244140625,1067.6500244140625,1010.2000122070312,1063.0,329469
2025-04-01,984.9017944335938,987.9500122070312,1014.0,981.2000122070312,1006.5,248964
2025-04-02,988.4408569335938,991.5,1003.0,978.5,990.0,210896
2025-04-03,1022.2860717773438,1025.449951171875,1029.5999755859375,988.5,988.5,197708
2025-04-04,1004.3914794921875,1007.5,1035.0,995.0999755859375,1025.0,403940
2025-04-07,996.8648071289062,999.9500122070312,1015.0,878.4000244140625,900.0,454570
2025-04-08,984.8519897460938,987.9000244140625,1049.0,975.0,1008.9500122070312,478740
